Ticker	Name	Buy	Sell	OverBS	Date
03410	元大31	2452000	427000	2025000	2010-03-31
07187	永豐MV	1954000	60000	1894000	2010-03-31
06134	富邦94	1926000	441000	1485000	2010-03-31
03968	永豐5P	1649000	244000	1405000	2010-03-31
07262	永豐NW	1386000	2000	1384000	2010-03-31
3060	銘異	1748000	438000	1310000	2010-03-31
03606	群益24	1296000	17000	1279000	2010-03-31
06518	群益JP	1362000	95000	1267000	2010-03-31
9945	潤泰新	1497000	235000	1262000	2010-03-31
03050	寶來61	1336000	154000	1182000	2010-03-31
07136	群益MF	1202000	20000	1182000	2010-03-31
06494	永昌JG	1630000	456000	1174000	2010-03-31
05641	永昌GU	1246000	75000	1171000	2010-03-31
03980	富邦CQ	1246000	140000	1106000	2010-03-31
07896	元富HH	1207000	140000	1067000	2010-03-31
07588	元大7E	1013000	0	1013000	2010-03-31
06019	凱基LG	1020000	10000	1010000	2010-03-31
05416	工銀FZ	990000	0	990000	2010-03-31
07990	元大9A	1822000	853000	969000	2010-03-31
07750	寶來14	1113000	159000	954000	2010-03-31
03184	兆豐1F	1060000	131000	929000	2010-03-31
06756	永豐KU	1138000	238000	900000	2010-03-31
06897	統一E5	906000	28000	878000	2010-03-31
07530	元大6R	1118000	254000	864000	2010-03-31
06640	凱基MW	1114000	302000	812000	2010-03-31
07460	凱基NX	812000	0	812000	2010-03-31
2618	長榮航	808000	38000	770000	2010-03-31
06910	凱基ND	826000	70000	756000	2010-03-31
05354	統一NZ	902000	179000	723000	2010-03-31
07584	元大7A	762000	65000	697000	2010-03-31
07388	永豐32	694000	0	694000	2010-03-31
8008	建興電	912000	219000	693000	2010-03-31
03056	凱基75	683000	5000	678000	2010-03-31
03042	寶來53	700000	40000	660000	2010-03-31
07675	永豐74	788000	134000	654000	2010-03-31
05791	日盛FK	660000	20000	640000	2010-03-31
1711	永光	638000	7000	631000	2010-03-31
9939	宏全	828000	199000	629000	2010-03-31
06913	工銀HU	627000	0	627000	2010-03-31
2887	台新金	766000	141000	625000	2010-03-31
08235	元大KG	622000	1000	621000	2010-03-31
06950	元富EY	815000	200000	615000	2010-03-31
07343	永豐15	594000	0	594000	2010-03-31
03095	凱基83	666000	77000	589000	2010-03-31
03314	兆豐1V	599000	10000	589000	2010-03-31
03074P	台灣50元大15售02	628000	40000	588000	2010-03-31
07360	大華DW	595000	15000	580000	2010-03-31
07418P	南電中信12售02	878000	307000	571000	2010-03-31
07087	寶來MQ	565000	10000	555000	2010-03-31
07417	寶來NM	826000	271000	555000	2010-03-31
06415P	台表科元大09售01	604000	50000	554000	2010-03-31
05487	元大MT	550000	0	550000	2010-03-31
2327	國巨	1377000	831000	546000	2010-03-31
06880	元大3B	1410000	878000	532000	2010-03-31
9907	統一實	530000	0	530000	2010-03-31
03418P	陽明中信18售02	1184000	655000	529000	2010-03-31
07984	統一AG	525000	0	525000	2010-03-31
06219	凱基LL	532000	20000	512000	2010-03-31
05851	凱基KQ	500000	0	500000	2010-03-31
2882	國泰金	721000	221525	499475	2010-03-31
03472	元大32	587000	90000	497000	2010-03-31
07498	富邦H6	486000	0	486000	2010-03-31
07336	群益MJ	498000	17000	481000	2010-03-31
03820	兆豐B9	490000	10000	480000	2010-03-31
07637	凱基20	485000	5000	480000	2010-03-31
07585	元大7B	702000	230000	472000	2010-03-31
06670	統一C7	460000	8000	452000	2010-03-31
06096	元大E9	506000	59000	447000	2010-03-31
05484	元大MQ	445000	0	445000	2010-03-31
05433	統一15	440000	0	440000	2010-03-31
07736	凱基39	599000	163000	436000	2010-03-31
07826	元富HE	533000	101000	432000	2010-03-31
3043	科風	435000	4000	431000	2010-03-31
3514	昱晶	1063000	633000	430000	2010-03-31
06438	凱基MI	470000	44000	426000	2010-03-31
06514	群益JK	431000	10000	421000	2010-03-31
07961	兆豐1E	580000	165000	415000	2010-03-31
03696	富邦BJ	444000	31000	413000	2010-03-31
1314	中石化	830000	417000	413000	2010-03-31
07837	大華FV	412000	0	412000	2010-03-31
03393	永豐2B	425000	20000	405000	2010-03-31
07303	元大4Z	480000	76000	404000	2010-03-31
03070	統一AM	564000	162000	402000	2010-03-31
03607	群益25	525000	125000	400000	2010-03-31
07209	日盛KY	690000	290000	400000	2010-03-31
07707	大華FH	727000	328000	399000	2010-03-31
08317	群益KC	532000	134000	398000	2010-03-31
07546	富邦J2	537000	140000	397000	2010-03-31
07353	工銀IJ	396000	0	396000	2010-03-31
6213	聯茂	686000	290000	396000	2010-03-31
07890P	大成鋼元大13售07	653000	262000	391000	2010-03-31
05515	凱基JS	397000	10000	387000	2010-03-31
06326	永豐HT	387000	0	387000	2010-03-31
06802	寶來LT	405000	20000	385000	2010-03-31
06244	大華BT	1002000	619000	383000	2010-03-31
06218	大華BQ	376000	0	376000	2010-03-31
08280P	T50正2元大14售04	586000	212000	374000	2010-03-31
2103	台橡	552000	180000	372000	2010-03-31
06282	永豐HM	368000	0	368000	2010-03-31
03167	日盛MK	517000	150000	367000	2010-03-31
03082	元富JH	895000	532000	363000	2010-03-31
06193	元大F6	411000	50000	361000	2010-03-31
03757	國泰FT	445000	88000	357000	2010-03-31
06944	元富ES	441000	85000	356000	2010-03-31
3622	洋華	523000	169000	354000	2010-03-31
03000	永豐98	661000	309000	352000	2010-03-31
03592	凱基2C	452000	100000	352000	2010-03-31
05584	群益GL	349000	0	349000	2010-03-31
07253P	玉晶光凱基11售02	396000	50000	346000	2010-03-31
06330	永豐HX	537000	196000	341000	2010-03-31
07613	寶來06	439000	99000	340000	2010-03-31
05853	兆豐NQ	339000	0	339000	2010-03-31
07597	國泰EK	338000	0	338000	2010-03-31
03399	群益NZ	438000	101000	337000	2010-03-31
06879	永豐LE	439000	103000	336000	2010-03-31
07996	永豐94	1072000	736000	336000	2010-03-31
03484	工銀JQ	889000	555000	334000	2010-03-31
2347	聯強	456000	127000	329000	2010-03-31
07028	富邦F5	327000	0	327000	2010-03-31
05381	永昌GN	325000	0	325000	2010-03-31
05949	群益HU	365000	40000	325000	2010-03-31
2888	新光金	726000	404000	322000	2010-03-31
07755	寶來18	899000	581000	318000	2010-03-31
03102	元大9M	317000	0	317000	2010-03-31
06793	元大2W	457000	146000	311000	2010-03-31
03137	凱基89	410000	100000	310000	2010-03-31
