Ticker	Name	Buy	Sell	OverBS	Date
3189	景碩	2135000	0	2135000	2021-06-04
3037	欣興	1903000	1000	1902000	2021-06-04
2303	聯電	1824000	40882	1783118	2021-06-04
2351	順德	1233000	0	1233000	2021-06-04
3530	晶相光	1101000	0	1101000	2021-06-04
6505	台塑化	683000	358	682642	2021-06-04
2002	中鋼	628000	1322	626678	2021-06-04
2347	聯強	428000	0	428000	2021-06-04
3653	健策	347000	0	347000	2021-06-04
9938	百和	343000	0	343000	2021-06-04
9958	世紀鋼	270000	7000	263000	2021-06-04
2375	凱美	176000	0	176000	2021-06-04
1909	榮成	160000	0	160000	2021-06-04
1402	遠東新	138000	0	138000	2021-06-04
3443	創意	127000	0	127000	2021-06-04
1904	正隆	118000	0	118000	2021-06-04
2609	陽明	350000	252000	98000	2021-06-04
2412	中華電	98000	960	97040	2021-06-04
3661	世芯-KY	86000	0	86000	2021-06-04
1598	岱宇	70000	0	70000	2021-06-04
6706	惠特	69000	0	69000	2021-06-04
2344	華邦電	62000	0	62000	2021-06-04
1102	亞泥	60000	0	60000	2021-06-04
2337	旺宏	60000	0	60000	2021-06-04
8150	南茂	60000	0	60000	2021-06-04
2451	創見	50000	0	50000	2021-06-04
3596	智易	40000	0	40000	2021-06-04
3406	玉晶光	34000	0	34000	2021-06-04
2330	台積電	47000	18088	28912	2021-06-04
2727	王品	66000	38000	28000	2021-06-04
2317	鴻海	29000	2662	26338	2021-06-04
2408	南亞科	26000	2227	23773	2021-06-04
2404	漢唐	23000	0	23000	2021-06-04
2449	京元電子	24000	1000	23000	2021-06-04
3035	智原	23000	0	23000	2021-06-04
1440	南紡	20000	0	20000	2021-06-04
3017	奇鋐	20000	0	20000	2021-06-04
3533	嘉澤	25000	9000	16000	2021-06-04
8046	南電	27000	11000	16000	2021-06-04
6239	力成	15000	0	15000	2021-06-04
3042	晶技	54000	40000	14000	2021-06-04
2379	瑞昱	10000	0	10000	2021-06-04
3413	京鼎	10000	0	10000	2021-06-04
9910	豐泰	10000	0	10000	2021-06-04
6670	復盛應用	82000	73000	9000	2021-06-04
2324	仁寶	7000	0	7000	2021-06-04
2441	超豐	6000	0	6000	2021-06-04
3036	文曄	6000	0	6000	2021-06-04
6491	晶碩	6000	0	6000	2021-06-04
1409	新纖	3000	0	3000	2021-06-04
8454	富邦媒	3000	0	3000	2021-06-04
1103	嘉泥	1000	0	1000	2021-06-04
2006	東和鋼鐵	1000	0	1000	2021-06-04
2106	建大	1000	0	1000	2021-06-04
2401	凌陽	1000	0	1000	2021-06-04
2405	浩鑫	1000	0	1000	2021-06-04
2489	瑞軒	1000	0	1000	2021-06-04
2637	慧洋-KY	1000	0	1000	2021-06-04
3311	閎暉	1000	0	1000	2021-06-04
