Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2020-06-11	0050	90.45	90.85	89	89.05	14179192	89.05
2020-06-11	0051	36.5	36.71	35.98	36	34461	36
2020-06-11	0052	69.6	70.05	68.25	68.55	188586	68.55
2020-06-11	0053	41.58	41.94	41.05	41.05	36025	41.05
2020-06-11	0054	24.7	24.7	24.2	24.2	34001	24.2
2020-06-11	0055	18.2	18.24	17.88	17.9	31150	17.9
2020-06-11	0056	28.87	28.94	28.4	28.43	24213694	28.43
2020-06-11	0057	59.9	59.95	59.25	59.25	33000	59.25
2020-06-11	0061	17.87	17.89	17.69	17.69	327220	17.69
2020-06-11	006203	42.69	42.69	41.9	41.9	28100	41.9
2020-06-11	006204	58.7	58.7	57.55	57.55	25000	57.55
2020-06-11	006205	29.5	29.5	29.23	29.23	1691695	29.23
2020-06-11	006206	30.82	30.82	30.55	30.55	761658	30.55
2020-06-11	006207	23.21	23.26	23.12	23.12	190000	23.12
2020-06-11	006208	51.75	51.95	50.8	50.85	1343600	50.85
2020-06-11	00625K	7.07	7.07	7.07	7.07	50000	7.07
2020-06-11	00631L	51.1	51.4	49.15	49.2	9949390	49.2
2020-06-11	00632R	9.52	9.71	9.49	9.7	184314600	9.7
2020-06-11	00633L	44.58	44.58	43.51	43.51	13400050	43.51
2020-06-11	00634R	5.55	5.59	5.5	5.59	1353000	5.59
2020-06-11	00635U	24.41	24.42	24.35	24.35	2290492	24.35
2020-06-11	00636	20.85	20.85	20.54	20.54	1371436	20.54
2020-06-11	00636K	6.97	6.97	6.97	6.97	100	6.97
2020-06-11	00637L	17.26	17.26	16.86	16.86	78995930	16.86
2020-06-11	00638R	11.1	11.18	11.06	11.16	1066762	11.16
2020-06-11	00639	11.74	11.8	11.68	11.68	2507924	11.68
2020-06-11	00640L	19.46	19.55	19	19.07	1226002	19.07
2020-06-11	00641R	13.64	13.83	13.64	13.82	1018000	13.82
2020-06-11	00642U	9.31	9.31	9.14	9.14	22595183	9.14
2020-06-11	00643	14.08	14.19	13.99	14.03	1419457	14.03
2020-06-11	00645	20.86	20.89	20.6	20.6	270200	20.6
2020-06-11	00646	28.76	28.77	28.38	28.4	1936058	28.4
2020-06-11	00647L	37.23	37.31	36.39	36.44	1308219	36.44
2020-06-11	00648R	10.29	10.42	10.28	10.41	1977100	10.41
2020-06-11	00650L	23.46	23.5	22.72	22.8	2231000	22.8
2020-06-11	00651R	8.61	8.67	8.51	8.66	2693000	8.66
2020-06-11	00652	18.6	18.6	18.28	18.29	736345	18.29
2020-06-11	00653L	18.05	18.23	17.88	17.9	19903500	17.9
2020-06-11	00654R	14.63	14.72	14.58	14.71	384100	14.71
2020-06-11	00655L	32.6	32.6	31.86	31.9	3675000	31.9
2020-06-11	00656R	10.25	10.25	10.06	10.15	691000	10.15
2020-06-11	00657	28.42	28.42	28.23	28.23	109000	28.23
2020-06-11	00657K	9.46	9.46	9.46	9.46	100	9.46
2020-06-11	00660	23.46	23.52	23.13	23.15	149000	23.15
2020-06-11	00661	28.54	28.54	28.54	28.54	10000	28.54
2020-06-11	00662	38.59	38.59	38.1	38.12	539815	38.12
2020-06-11	00663L	45.88	45.96	44.08	44.15	256000	44.15
2020-06-11	00664R	10.8	11.02	10.78	11.01	5718000	11.01
2020-06-11	00665L	22.01	22.23	21.64	21.7	757000	21.7
2020-06-11	00666R	13.18	13.32	13.14	13.27	144000	13.27
2020-06-11	00668	28.91	28.93	28.55	28.57	925400	28.57
2020-06-11	00668K	9.71	9.71	9.71	9.71	100	9.71
2020-06-11	00669R	11.08	11.23	11.04	11.21	13659000	11.21
2020-06-11	00670L	52.2	52.55	51.35	51.45	3339060	51.45
2020-06-11	00671R	8.67	8.77	8.65	8.77	9129114	8.77
2020-06-11	00672L	2.6	2.6	2.4	2.44	21425500	2.44
2020-06-11	00673R	32.55	32.88	32.45	32.84	407000	32.84
2020-06-11	00674R	14.05	14.1	14.05	14.08	1215000	14.08
2020-06-11	00675L	20.02	20.09	19.21	19.25	554000	19.25
2020-06-11	00676R	5.86	5.97	5.83	5.96	5888000	5.96
2020-06-11	00677U	5.7	5.98	5.65	5.96	374773096	5.96
2020-06-11	00678	25.49	25.49	25.1	25.19	404118	25.19
2020-06-11	00680L	30.78	31.06	30.73	31.02	288000	31.02
2020-06-11	00681R	12.91	12.93	12.87	12.89	52000	12.89
2020-06-11	00682U	19.28	19.33	19.24	19.33	121003	19.33
2020-06-11	00683L	19.02	19.23	18.98	19.21	988000	19.21
2020-06-11	00684R	18.45	18.45	18.39	18.4	44000	18.4
2020-06-11	00685L	17.35	17.35	16.6	16.6	13000	16.6
2020-06-11	00686R	6.37	6.51	6.36	6.49	344000	6.49
2020-06-11	00688L	31.15	31.42	31.15	31.42	162000	31.42
2020-06-11	00689R	13.24	13.25	13.2	13.22	133000	13.22
2020-06-11	00690	23.52	23.55	23.11	23.12	283110	23.12
2020-06-11	00691R	13.23	13.23	13.23	13.23	1000	13.23
2020-06-11	00692	23.45	23.52	23.03	23.09	5121350	23.09
2020-06-11	00693U	14.16	14.19	14.05	14.09	4552006	14.09
2020-06-11	00700	18.96	18.96	18.74	18.75	123006	18.75
2020-06-11	00701	21.15	21.17	20.82	20.83	3621023	20.83
2020-06-11	00702	17.4	17.4	17.17	17.19	86000	17.19
2020-06-11	00703	21.49	21.56	21.34	21.37	436000	21.37
2020-06-11	00706L	17.41	17.41	17.33	17.33	127000	17.33
2020-06-11	00707R	19.44	19.44	19.44	19.44	1000	19.44
2020-06-11	00708L	27.74	27.75	27.54	27.55	8440000	27.55
2020-06-11	00709	19.34	19.34	18.92	18.92	178200	18.92
2020-06-11	00710B	18.94	19	18.94	18.95	748000	18.95
2020-06-11	00711B	21.88	21.89	21.83	21.89	611050	21.89
2020-06-11	00712	11.5	11.5	11	11.01	12678745	11.01
2020-06-11	00713	31.95	32.05	31.49	31.49	112790	31.49
2020-06-11	00714	19.26	19.26	18.98	18.99	1220066	18.99
2020-06-11	00715L	6.57	6.65	6.01	6.1	32033031	6.1
2020-06-11	00717	16.9	16.9	16.7	16.7	2107588	16.7
2020-06-11	00728	20.17	20.23	19.87	19.87	459145	19.87
2020-06-11	00730	17.55	17.56	17.22	17.26	924760	17.26
2020-06-11	00731	46.7	46.71	45.95	45.97	1289050	45.97
2020-06-11	00732	37.77	37.77	37.77	37.77	100000	37.77
2020-06-11	00733	21.8	21.81	21.4	21.46	247388	21.46
2020-06-11	00735	21.3	21.35	20.94	20.94	223000	20.94
2020-06-11	00736	18.62	18.64	18.36	18.36	192000	18.36
2020-06-11	00737	23.77	23.77	23.2	23.22	1008207	23.22
2020-06-11	00738U	19.9	19.9	19.7	19.74	2651000	19.74
2020-06-11	00739	21.26	21.3	21.07	21.08	1032489	21.08
2020-06-11	00742	21.32	21.32	21.1	21.13	248000	21.13
2020-06-11	00743	21.11	21.14	21.08	21.14	33323	21.14
2020-06-11	00752	24.52	24.66	24.48	24.53	3432520	24.53
2020-06-11	00753L	26.11	26.36	25.7	25.8	541000	25.8
2020-06-11	00757	30.34	30.44	29.7	29.8	738000	29.8
2020-06-11	00762	28.65	28.67	28.27	28.31	487000	28.31
2020-06-11	00763U	18.13	18.13	17.91	17.92	173000	17.92
2020-06-11	00766L	9.77	9.8	9.53	9.57	245000	9.57
2020-06-11	00770	27.52	27.63	27.31	27.31	294000	27.31
2020-06-11	00771	19.16	19.2	19.14	19.17	1239100	19.17
2020-06-11	00774B	38.88	38.88	38.76	38.82	1175000	38.82
2020-06-11	00775B	45.11	45.88	45.11	45.88	541000	45.88
2020-06-11	00783	18.54	18.73	18.53	18.54	1382000	18.54
2020-06-11	008201	99.45	99.45	99.45	99.45	500	99.45
2020-06-11	00830	18.95	18.95	18.48	18.48	1880124	18.48
2020-06-11	00850	22.6	22.72	22.25	22.29	4731669	22.29
2020-06-11	00851	23.75	23.84	23.63	23.63	241000	23.63
2020-06-11	00852L	13.38	13.39	12.93	12.98	41531030	12.98
2020-06-11	00861	21.69	21.84	21.25	21.26	18068886	21.26
2020-06-11	00865B	39.1	39.15	39.05	39.15	133000	39.15
2020-06-11	00866	19.58	19.58	19.39	19.39	93000	19.39
2020-06-11	00875	25	25	24.54	24.54	2430100	24.54
2020-06-11	01001T	16.6	16.64	16.6	16.64	400000	16.64
2020-06-11	01002T	17.01	17.03	17.01	17.01	253150	17.01
