Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2020-06-01	0050	84.45	85.15	84.4	84.9	8365321	84.9
2020-06-01	0051	34.72	34.9	34.68	34.87	18300	34.87
2020-06-01	0052	64.1	64.35	64.1	64.35	128357	64.35
2020-06-01	0053	38.77	39.15	38.77	39.05	31000	39.05
2020-06-01	0054	23.2	23.46	23.2	23.4	18000	23.4
2020-06-01	0055	17.29	17.42	17.25	17.38	45000	17.38
2020-06-01	0056	27.87	28.05	27.87	28.05	20312631	28.05
2020-06-01	0057	56.1	56.15	55.75	56.15	519000	56.15
2020-06-01	0061	17.02	17.59	17.02	17.54	1412140	17.54
2020-06-01	006203	39.87	39.88	39.85	39.88	4000	39.88
2020-06-01	006204	55.4	55.4	55.3	55.3	22035	55.3
2020-06-01	006205	28.41	29.19	28.41	29.18	3256308	29.18
2020-06-01	006206	29.75	30.45	29.75	30.42	837280	30.42
2020-06-01	006207	22.3	22.95	22.3	22.94	794000	22.94
2020-06-01	006208	48.25	48.66	48.25	48.56	911578	48.56
2020-06-01	00625K	7	7	6.98	6.98	51000	6.98
2020-06-01	00631L	45.05	45.83	44.94	45.56	7199259	45.56
2020-06-01	00632R	10.14	10.15	10.04	10.07	120780558	10.07
2020-06-01	00633L	41.52	43.39	41.52	43.36	20151200	43.36
2020-06-01	00634R	5.77	5.77	5.63	5.63	2523091	5.63
2020-06-01	00635U	24.58	24.66	24.52	24.66	2063241	24.66
2020-06-01	00636	19.9	20.45	19.9	20.45	2132515	20.45
2020-06-01	00636K	6.81	6.81	6.81	6.81	100	6.81
2020-06-01	00637L	16.03	16.77	16.03	16.76	144154476	16.76
2020-06-01	00638R	11.65	11.65	11.31	11.31	2972814	11.31
2020-06-01	00639	11.03	11.45	11.03	11.44	3547421	11.44
2020-06-01	00640L	18.47	18.66	18.42	18.55	1382003	18.55
2020-06-01	00641R	14.07	14.1	14.02	14.06	492000	14.06
2020-06-01	00642U	9.3	9.3	9.17	9.17	19678023	9.17
2020-06-01	00643	13.2	13.75	13.2	13.75	1513785	13.75
2020-06-01	00645	20.33	20.34	20.32	20.32	74915	20.32
2020-06-01	00646	27.73	27.83	27.7	27.77	769817	27.77
2020-06-01	00647L	34.26	34.53	34.14	34.38	726000	34.38
2020-06-01	00648R	10.82	10.85	10.77	10.79	2515000	10.79
2020-06-01	00650L	19.94	21.03	19.94	20.96	3365000	20.96
2020-06-01	00651R	9.39	9.39	9	9	8668000	9
2020-06-01	00652	17.63	18.23	17.63	18.23	1453522	18.23
2020-06-01	00653L	16.31	17.22	16.31	17.2	36206500	17.2
2020-06-01	00654R	15.55	15.55	15.05	15.05	664000	15.05
2020-06-01	00655L	30.28	31.65	30.28	31.6	12078000	31.6
2020-06-01	00656R	10.48	10.48	10.25	10.25	534000	10.25
2020-06-01	00657	27.45	27.46	27.32	27.32	102109	27.32
2020-06-01	00657K	9.14	9.14	9.14	9.14	100	9.14
2020-06-01	00660	22.04	22.1	22.04	22.05	39000	22.05
2020-06-01	00661	27.86	27.86	27.74	27.74	35000	27.74
2020-06-01	00662	37.09	37.09	36.75	36.86	291381	36.86
2020-06-01	00663L	40.63	41.27	40.45	40.94	153000	40.94
2020-06-01	00664R	11.51	11.52	11.4	11.44	3307000	11.44
2020-06-01	00665L	19.85	20.97	19.7	20.94	732000	20.94
2020-06-01	00666R	13.91	13.91	13.6	13.61	281000	13.61
2020-06-01	00668	27.57	27.65	27.5	27.59	270651	27.59
2020-06-01	00668K	9.21	9.21	9.21	9.21	100	9.21
2020-06-01	00669R	11.81	11.83	11.73	11.78	11904000	11.78
2020-06-01	00670L	46.99	47.36	46.9	47.2	1685000	47.2
2020-06-01	00671R	9.17	9.18	9.12	9.14	2738000	9.14
2020-06-01	00672L	2.3	2.3	2.22	2.22	22761000	2.22
2020-06-01	00673R	35.74	35.75	35.2	35.45	923120	35.45
2020-06-01	00674R	14.01	14.04	13.96	13.97	629000	13.97
2020-06-01	00675L	17.66	17.98	17.65	17.89	471000	17.89
2020-06-01	00676R	6.24	6.24	6.17	6.19	4629000	6.19
2020-06-01	00677U	6.09	6.12	6.02	6.03	207285495	6.03
2020-06-01	00678	26.13	26.13	25.97	26.01	388116	26.01
2020-06-01	00680L	31.9	31.9	31.65	31.87	318000	31.87
2020-06-01	00681R	12.8	12.8	12.78	12.78	14000	12.78
2020-06-01	00682U	19.55	19.55	19.52	19.52	219300	19.52
2020-06-01	00683L	19.74	19.74	19.69	19.72	76000	19.72
2020-06-01	00684R	18.19	18.19	18.06	18.11	5000	18.11
2020-06-01	00685L	15	15.38	15	15.24	154000	15.24
