Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2021-03-04	0050	134.35	134.35	131.7	132.75	17641322	132.75
2021-03-04	0051	47.39	47.39	46.55	46.7	42745	46.7
2021-03-04	0052	127.05	127.05	124.85	125.05	2120757	125.05
2021-03-04	0053	65.7	65.7	64.55	64.9	26338	64.9
2021-03-04	0054	30.18	30.18	29.85	29.85	7000	29.85
2021-03-04	0055	18.4	18.4	18.21	18.3	68250	18.3
2021-03-04	0056	31.93	31.93	31.77	31.8	8055425	31.8
2021-03-04	0057	89.85	89.85	89.25	89.25	21000	89.25
2021-03-04	0061	24.98	24.98	24.26	24.3	674646	24.3
2021-03-04	006203	62.3	62.3	61.7	62.0	3150	62.0
2021-03-04	006204	79.5	79.8	79.5	79.8	10289	79.8
2021-03-04	006205	40.1	40.1	39.31	39.43	1269988	39.43
2021-03-04	006206	41.1	41.1	40.0	40.23	679856	40.23
2021-03-04	006207	32.11	32.15	31.51	31.53	148212	31.53
2021-03-04	006208	77.2	77.2	75.9	76.4	4447139	76.4
2021-03-04	00625K	9.32	9.32	9.19	9.19	24000	9.19
2021-03-04	00631L	109.35	109.55	105.5	107.5	5875623	107.5
2021-03-04	00632R	6.28	6.38	6.27	6.31	187538957	6.31
2021-03-04	00633L	76.35	76.35	72.35	73.1	9686547	73.1
2021-03-04	00634R	3.72	3.8	3.72	3.78	1317500	3.78
2021-03-04	00635U	23.14	23.14	23.03	23.13	1290886	23.13
2021-03-04	00636	28.9	28.9	28.08	28.26	1630751	28.26
2021-03-04	00636K	10.15	10.15	10.15	10.15	100	10.15
2021-03-04	00637L	30.08	30.08	28.56	28.81	73123686	28.81
2021-03-04	00638R	7.46	7.62	7.45	7.58	1279000	7.58
2021-03-04	00639	17.4	17.4	16.86	16.93	3279613	16.93
2021-03-04	00640L	26.86	26.86	26.11	26.55	697502	26.55
2021-03-04	00641R	11.16	11.32	11.16	11.23	235100	11.23
2021-03-04	00642U	10.42	10.51	10.4	10.47	26658358	10.47
2021-03-04	00643	19.17	19.17	18.57	18.63	1081559	18.63
2021-03-04	00643K	--	--	--	--	0	--
2021-03-04	00645	24.59	24.59	24.31	24.47	524905	24.47
2021-03-04	00646	32.42	32.42	32.15	32.32	865623	32.32
2021-03-04	00647L	51.55	51.55	50.6	51.15	148365	51.15
2021-03-04	00648R	8.16	8.24	8.16	8.2	1097000	8.2
2021-03-04	00650L	31.55	31.61	30.52	30.72	1244000	30.72
2021-03-04	00651R	6.84	6.93	6.83	6.9	163000	6.9
2021-03-04	00652	25.53	25.6	25.33	25.55	122368	25.55
2021-03-04	00653L	36.62	36.74	36.1	36.56	1532305	36.56
2021-03-04	00654R	9.61	9.69	9.59	9.66	77000	9.66
2021-03-04	00655L	57.4	57.4	54.4	55.0	5367705	55.0
2021-03-04	00656R	6.84	7.0	6.84	6.97	296000	6.97
2021-03-04	00657	35.56	35.6	35.55	35.6	400000	35.6
2021-03-04	00657K	12.7	12.7	12.7	12.7	100	12.7
2021-03-04	00660	26.02	26.05	26.01	26.04	41058	26.04
2021-03-04	00661	36.01	36.03	35.5	35.5	19153	35.5
2021-03-04	00662	45.31	45.31	44.83	45.03	889126	45.03
2021-03-04	00663L	97.2	97.2	93.6	95.5	67000	95.5
2021-03-04	00664R	7.14	7.27	7.14	7.19	6797000	7.19
2021-03-04	00665L	27.71	28.0	27.05	27.18	212000	27.18
2021-03-04	00666R	10.56	10.7	10.56	10.7	82000	10.7
2021-03-04	00668	31.51	31.51	31.27	31.38	76098	31.38
2021-03-04	00668K	11.25	11.25	11.25	11.25	100	11.25
2021-03-04	00669R	8.97	9.05	8.97	9.0	3885000	9.0
2021-03-04	00670L	78.4	78.65	76.85	77.65	3379632	77.65
2021-03-04	00671R	6.49	6.57	6.49	6.54	8196000	6.54
2021-03-04	00673R	19.01	19.06	18.84	18.91	760050	18.91
2021-03-04	00674R	13.97	14.03	13.97	13.99	496000	13.99
2021-03-04	00675L	41.54	41.6	40.12	40.88	753205	40.88
2021-03-04	00676R	3.9	3.96	3.88	3.92	7922000	3.92
2021-03-04	00677U	3.26	3.33	3.24	3.29	209187688	3.29
2021-03-04	00678	28.0	28.0	26.98	27.08	530748	27.08
2021-03-04	00680L	22.56	22.56	22.43	22.5	155150	22.5
2021-03-04	00681R	14.27	14.31	14.25	14.27	262000	14.27
2021-03-04	00682U	18.07	18.1	18.07	18.1	78000	18.1
2021-03-04	00683L	16.81	16.87	16.81	16.86	971000	16.86
2021-03-04	00684R	19.29	19.29	19.29	19.29	1000	19.29
2021-03-04	00685L	36.36	36.47	35.3	36.07	21000	36.07
2021-03-04	00686R	4.25	4.32	4.24	4.27	298000	4.27
2021-03-04	00688L	22.58	22.73	22.57	22.73	148000	22.73
2021-03-04	00689R	14.99	15.02	14.94	14.96	764000	14.96
2021-03-04	00690	31.2	31.2	30.63	30.8	297547	30.8
2021-03-04	00692	33.64	33.64	33.09	33.28	5026296	33.28
2021-03-04	00693U	21.64	21.64	21.43	21.51	1298900	21.51
2021-03-04	00700	20.33	20.33	19.88	20.02	151315	20.02
2021-03-04	00701	21.6	21.62	21.38	21.53	1320631	21.53
2021-03-04	00702	18.47	18.48	18.4	18.44	148000	18.44
2021-03-04	00703	27.2	27.2	26.58	26.58	1010260	26.58
2021-03-04	00706L	16.94	16.94	16.9	16.91	33000	16.91
