Date	Ticker	Open	High	Low	Close	Volume	Value	Adj Close
2005-11-10	0015	7.3	7.34	7.26	7.3	236000	1725700	7.3
2005-11-10	0050	47.25	47.56	46.9	47.3	12542000	593935920	47.3
2005-11-10	01001T	10.3	10.35	10.3	10.3	868000	8979000	10.3
2005-11-10	01002T	10.1	10.1	10.05	10.1	78691000	794697650	10.1
2005-11-10	1101	20.8	20.95	20.75	20.8	4285157	89353874	20.8
2005-11-10	1101A	25.85	25.9	25.85	25.9	113000	2921300	25.9
2005-11-10	1102	18.1	18.25	18	18.1	3389640	61358075	18.1
2005-11-10	1103	14.3	14.4	14.2	14.3	536000	7681850	14.3
2005-11-10	1104	10.2	10.3	10.2	10.2	414602	4249403	10.2
2005-11-10	1107	0.43	0.43	0.42	0.42	422000	179250	0.42
2005-11-10	1108	7.14	7.16	7.07	7.14	654000	4646630	7.14
2005-11-10	1109	8.99	9	8.99	8.99	62000	557490	8.99
2005-11-10	1110	5.45	5.48	5.41	5.45	584000	3186510	5.45
2005-11-10	1201	8.6	9	8.53	8.72	1541444	13567658	8.72
2005-11-10	1203	9.55	9.65	9.52	9.65	231000	2214730	9.65
2005-11-10	1207	2.04	2.05	2.03	2.05	188003	383376	2.05
2005-11-10	1210	9.7	9.78	9.63	9.72	1070355	10406245	9.72
2005-11-10	1213	8.3	8.35	8.3	8.35	2000	16650	8.35
2005-11-10	1215	3.96	4	3.92	3.99	139469	553463	3.99
2005-11-10	1216	13.6	13.65	13.5	13.6	2779788	37788724	13.6
2005-11-10	1217	6.32	6.4	6.26	6.36	319608	2027453	6.36
2005-11-10	1218	5.29	5.33	5.28	5.33	331369	1757697	5.33
2005-11-10	1219	4.64	4.69	4.64	4.69	57736	269751	4.69
2005-11-10	1220	5.7	5.7	5.7	5.7	14236	80960	5.7
2005-11-10	1225	4.05	4.09	4	4.05	272790	1105310	4.05
2005-11-10	1227	13.45	13.45	13.35	13.45	296469	3977774	13.45
2005-11-10	1229	10.5	10.65	10.5	10.6	1052050	11139472	10.6
2005-11-10	1231	9.01	9.01	8.9	8.91	38000	339810	8.91
2005-11-10	1232	16	16	15.95	16	29368	469303	16
2005-11-10	1233	22.4	22.8	22.3	22.8	7912	179014	22.8
2005-11-10	1234	8.46	8.55	8.43	8.49	96000	815390	8.49
2005-11-10	1235	12.75	12.85	12.7	12.85	70541	900113	12.85
2005-11-10	1236	16.3	16.4	16.3	16.35	47122	770233	16.35
2005-11-10	1301	51.5	51.5	51.2	51.2	8588562	440868597	51.2
2005-11-10	1303	39.8	40	39.45	39.7	6129034	243961285	39.7
2005-11-10	1304	9.22	9.45	9.2	9.36	3354017	31200886	9.36
2005-11-10	1305	8.67	8.85	8.65	8.7	3098000	27006970	8.7
2005-11-10	1307	15.05	15.35	15.05	15.35	18100	272852	15.35
2005-11-10	1308	13.4	13.5	13.25	13.45	932660	12479248	13.45
2005-11-10	1309	7.41	7.52	7.41	7.48	481583	3599159	7.48
2005-11-10	1310	14.6	14.9	14.6	14.75	2302165	34086955	14.75
2005-11-10	1311	18.5	18.7	18.4	18.65	682369	12663460	18.65
2005-11-10	1312	7.55	7.6	7.51	7.55	739335	5586425	7.55
2005-11-10	1312A	9.18	9.18	9.18	9.18	18000	165240	9.18
2005-11-10	1313	9.85	9.96	9.85	9.93	2083636	20654453	9.93
2005-11-10	1314	7.85	8.03	7.8	7.9	14878570	118124746	7.9
2005-11-10	1315	10.1	10.1	9.9	10.05	73520	738469	10.05
2005-11-10	1316	1.45	1.45	1.41	1.41	493000	702280	1.41
2005-11-10	1319	40.6	40.65	40.3	40.4	402000	16272150	40.4
2005-11-10	1321	10.3	10.3	10.15	10.2	61350	626799	10.2
2005-11-10	1323	8.82	9.05	8.82	8.95	7856	69835	8.95
2005-11-10	1324	7.59	7.59	7.51	7.51	11000	82690	7.51
2005-11-10	1325	15	15.6	15	15.55	6093000	93416200	15.55
2005-11-10	1326	54.2	54.5	53.9	53.9	6331448	343223919	53.9
2005-11-10	1402	20.6	20.7	20.3	20.4	11134342	228508132	20.4
2005-11-10	1408	0.29	0.31	0.29	0.29	489000	143880	0.29
2005-11-10	1409	5.38	5.58	5.33	5.53	2143368	11709615	5.53
2005-11-10	1410	4.78	4.85	4.78	4.85	33000	158210	4.85
2005-11-10	1413	2.15	2.2	2.12	2.19	72001	156222	2.19
2005-11-10	1414	2.86	2.9	2.84	2.9	28000	80220	2.9
2005-11-10	1416	3.21	3.25	3.21	3.24	615160	1991098	3.24
2005-11-10	1417	4.99	5.04	4.92	5.01	636050	3176327	5.01
2005-11-10	1418	2.37	2.37	2.32	2.37	127000	296470	2.37
2005-11-10	1419	11.8	12.1	11.8	11.95	205370	2461749	11.95
2005-11-10	1423	3.87	3.92	3.82	3.9	230050	893205	3.9
2005-11-10	1432					0	0	
2005-11-10	1434	14.95	15.1	14.9	15	1391458	20929602	15
2005-11-10	1435	14.4	15	14.4	14.6	914000	13445900	14.6
2005-11-10	1436	7.27	7.27	7.12	7.13	327000	2363690	7.13
2005-11-10	1437	8.7	8.79	8.68	8.71	33300	291083	8.71
2005-11-10	1438					0	0	
2005-11-10	1439	8.5	8.5	8.31	8.5	51100	432985	8.5
2005-11-10	1440	6.77	6.85	6.75	6.82	779376	5298487	6.82
2005-11-10	1441	2.18	2.18	2.13	2.16	140000	304550	2.16
2005-11-10	1442	8.6	8.74	8.4	8.41	81000	696030	8.41
2005-11-10	1443	2.6	2.73	2.6	2.65	86000	229900	2.65
2005-11-10	1444	3.31	3.38	3.31	3.32	848069	2822853	3.32
2005-11-10	1445	3.66	3.77	3.66	3.76	25060	92795	3.76
2005-11-10	1446	2.28	2.32	2.26	2.26	166000	379740	2.26
2005-11-10	1447	5.82	5.93	5.68	5.91	845050	4926506	5.91
2005-11-10	1449	1.2	1.21	1.19	1.19	459100	550231	1.19
2005-11-10	1451	22.95	24.3	22.95	24.3	1154589	27316155	24.3
2005-11-10	1452	4.88	4.9	4.88	4.88	25500	124444	4.88
2005-11-10	1453	1.76	1.76	1.71	1.72	133000	230050	1.72
2005-11-10	1454	5.07	5.23	5.07	5.22	165130	855030	5.22
2005-11-10	1455	5.89	5.92	5.85	5.88	556677	3277548	5.88
2005-11-10	1456	1.63	1.66	1.63	1.66	26100	42864	1.66
2005-11-10	1457	3.21	3.21	3.11	3.19	598000	1885010	3.19
2005-11-10	1459	5.88	5.95	5.81	5.82	279589	1637932	5.82
2005-11-10	1460	5.85	5.88	5.82	5.86	313000	1828750	5.86
2005-11-10	1463	5.02	5.05	4.92	5.02	436500	2170813	5.02
2005-11-10	1464	4.65	4.65	4.59	4.59	448000	2059320	4.59
2005-11-10	1465	7.85	7.99	7.82	7.99	40000	313900	7.99
2005-11-10	1466	3.46	3.46	3.43	3.43	27583	95211	3.43
2005-11-10	1467	9.2	9.3	9.2	9.27	107440	994242	9.27
2005-11-10	1468	13.35	13.5	13.2	13.3	144000	1920350	13.3
2005-11-10	1469	9.82	10.2	9.82	10	8000	79860	10
2005-11-10	1470	3.35	3.35	3.35	3.35	1000	3350	3.35
2005-11-10	1471	34.95	36.8	34.85	35.5	14937152	538054733	35.5
2005-11-10	1472	4.3	4.3	4.25	4.25	50000	214000	4.25
2005-11-10	1473	38	38	37.8	38	78000	2961000	38
2005-11-10	1474	7.58	7.62	7.57	7.62	192343	1458057	7.62
2005-11-10	1475					0	0	
2005-11-10	1476	16.2	16.4	16.2	16.3	68015	1107793	16.3
2005-11-10	1477	38.95	39.2	38.85	38.9	98497	3841957	38.9
2005-11-10	1503	23.25	23.8	22.95	23.6	2086880	48812644	23.6
2005-11-10	1504	9.28	9.31	9.21	9.28	2848237	26435695	9.28
2005-11-10	1506	7.15	7.5	7.15	7.5	43000	317460	7.5
2005-11-10	1507	20	20.8	19.8	20.5	1401052	28732771	20.5
2005-11-10	1512	10.95	11.05	10.8	10.85	689407	7539550	10.85
2005-11-10	1513	20	20.15	19.35	19.95	2949000	58473050	19.95
2005-11-10	1514	5.2	5.29	5.2	5.25	235000	1232100	5.25
2005-11-10	1515	8.11	8.13	8.1	8.13	170000	1379700	8.13
2005-11-10	1516	3.5	3.72	3.45	3.72	70000	257080	3.72
2005-11-10	1517	5.88	5.96	5.82	5.89	312585	1831148	5.89
2005-11-10	1519	9.15	9.15	8.96	8.97	298400	2682755	8.97
2005-11-10	1520	36.6	37.45	36.6	37	1319655	49055844	37
2005-11-10	1521	28.1	28.3	27.9	27.95	366690	10260635	27.95
2005-11-10	1522	20.95	21.3	20.9	20.9	878006	18489077	20.9
2005-11-10	1523	24.4	24.75	24.4	24.75	78045	1917442	24.75
2005-11-10	1524	18.6	18.9	18.55	18.7	1551964	29059729	18.7
2005-11-10	1525	22	22.25	22	22.25	9000	198500	22.25
2005-11-10	1526	2.95	2.95	2.91	2.92	62000	181310	2.92
2005-11-10	1527	74.9	74.9	74.5	74.7	739270	55181430	74.7
2005-11-10	1528	9.11	9.4	9.11	9.4	1317000	12231340	9.4
2005-11-10	1529	5.15	5.18	5.1	5.13	259500	1335180	5.13
2005-11-10	1530	50.8	51.1	50.8	51	95100	4849954	51
2005-11-10	1531	29.8	29.8	29.3	29.4	822905	24261079	29.4
2005-11-10	1532	19.7	20	19.6	19.95	461976	9200167	19.95
2005-11-10	1533	14.55	14.85	14.55	14.75	101091	1485280	14.75
2005-11-10	1535	10.15	10.25	10.1	10.15	49000	498750	10.15
2005-11-10	1536	35.5	35.5	35.05	35.05	288100	10150849	35.05
2005-11-10	1537	14.8	14.9	14.6	14.9	612760	9068986	14.9
2005-11-10	1538	37.95	38.5	37.95	38	576005	22011438	38
2005-11-10	1539	6.65	6.94	6.6	6.79	191000	1280970	6.79
2005-11-10	1540	14.1	14.1	13.85	13.9	210300	2931291	13.9
2005-11-10	1541	9.04	9.08	9.04	9.06	300063	2714848	9.06
2005-11-10	1560	70	70.4	69.1	69.2	354838	24758203	69.2
2005-11-10	1601	10.8	11	10.75	10.8	1036000	11218490	10.8
2005-11-10	1603	3.95	3.95	3.9	3.94	142000	556780	3.94
2005-11-10	1604	4.16	4.35	4.16	4.25	11062543	47421047	4.25
2005-11-10	1605	10.6	10.8	10.6	10.7	6484115	69521737	10.7
2005-11-10	1606	7.36	7.44	7.35	7.41	4488693	33218150	7.41
2005-11-10	1608	5.02	5.06	4.99	5.04	1243823	6269888	5.04
2005-11-10	1609	7.51	7.68	7.5	7.65	1065445	8073977	7.65
2005-11-10	1611	11	11	10.8	10.8	536000	5829250	10.8
2005-11-10	1612	10.1	10.15	10	10.1	671000	6760850	10.1
2005-11-10	1613	1.92	1.99	1.92	1.98	495000	961280	1.98
2005-11-10	1614	16.2	16.3	16.2	16.2	55134	894942	16.2
2005-11-10	1615	5.64	5.64	5.5	5.6	46000	256460	5.6
2005-11-10	1616	7.73	7.9	7.73	7.9	108070	845346	7.9
2005-11-10	1617	7.01	7.09	7.01	7.04	24245	170317	7.04
2005-11-10	1618	5.92	6.26	5.92	6.12	1101935	6776882	6.12
2005-11-10	1701	13.15	13.5	13.05	13.25	19022362	252059473	13.25
2005-11-10	1702	4.8	4.85	4.76	4.84	88432	425037	4.84
2005-11-10	1704	24.15	24.2	23.7	23.8	2942525	70542646	23.8
2005-11-10	1707	8.8	8.88	8.65	8.7	968044	8448375	8.7
2005-11-10	1708	9	9.04	9	9.04	226000	2035430	9.04
2005-11-10	1709	10.65	11	10.65	10.8	212023	2314820	10.8
2005-11-10	1710	22.45	22.7	22.4	22.5	2646229	59761372	22.5
2005-11-10	1711	8.8	8.88	8.76	8.76	314996	2768709	8.76
2005-11-10	1712	5.14	5.21	5.14	5.17	385100	1995768	5.17
2005-11-10	1713	8.83	8.84	8.71	8.8	669865	5878527	8.8
2005-11-10	1714	6.13	6.13	6.02	6.06	383761	2331678	6.06
2005-11-10	1715	8.02	8.09	8.02	8.04	153007	1229400	8.04
2005-11-10	1716	33	33.5	32.4	32.7	2052530	67340293	32.7
2005-11-10	1717	20.5	20.9	20.45	20.5	1513976	31361151	20.5
2005-11-10	1718	8.05	8.24	8.05	8.12	3427350	27919530	8.12
2005-11-10	1720	23.65	24.2	23.35	23.65	3686471	87408561	23.65
2005-11-10	1721	4.71	4.98	4.71	4.74	21000	101320	4.74
2005-11-10	1722	31.95	32.2	31.5	31.8	4995524	159154907	31.8
2005-11-10	1723	45.2	45.2	44.9	44.9	258552	11643455	44.9
2005-11-10	1724	8	8.06	8	8.06	259721	2080139	8.06
2005-11-10	1725	17.15	17.15	16.6	16.8	12000	202200	16.8
2005-11-10	1726	36.15	36.4	36	36.4	84000	3041850	36.4
2005-11-10	1727	10.3	10.4	10.1	10.2	51275	524223	10.2
