Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2022-06-23	0050	119.8	119.8	117.25	117.9	18053581	117.9
2022-06-23	0051	53.3	53.85	52.75	53.15	34831	53.15
2022-06-23	0052	98.6	98.7	96.5	97.0	1036250	97.0
2022-06-23	0053	56.1	56.1	55.8	55.8	10309	55.8
2022-06-23	0055	23.28	23.43	23.1	23.18	174302	23.18
2022-06-23	0056	28.54	28.62	27.91	28.05	56015311	28.05
2022-06-23	0057	83.15	83.15	82.15	82.55	37114	82.55
2022-06-23	0061	20.37	20.37	20.23	20.35	88719	20.35
2022-06-23	006203	59.0	59.0	56.8	56.8	12881	56.8
2022-06-23	006204	77.55	77.55	76.2	76.5	22338	76.5
2022-06-23	006205	33.97	33.97	33.7	33.92	548608	33.92
2022-06-23	006206	32.72	32.75	32.72	32.75	31654	32.75
2022-06-23	006207	26.91	26.94	26.8	26.94	314743	26.94
2022-06-23	006208	68.8	69.2	67.6	67.8	5727731	67.8
2022-06-23	00625K	--	--	--	--	0	--
2022-06-23	00631L	105.35	105.35	101.4	102.15	12268976	102.15
2022-06-23	00632R	5.82	5.95	5.82	5.91	333650942	5.91
2022-06-23	00633L	45.84	46.55	45.78	46.4	6372638	46.4
2022-06-23	00634R	4.24	4.24	4.21	4.23	1794000	4.23
2022-06-23	00635U	24.21	24.25	24.15	24.18	135088	24.18
2022-06-23	00636	23.26	23.37	23.2	23.31	758039	23.31
2022-06-23	00636K	7.81	7.81	7.81	7.81	200	7.81
2022-06-23	00637L	18.27	18.45	18.13	18.39	55072733	18.39
2022-06-23	00638R	9.0	9.0	8.93	8.95	362000	8.95
2022-06-23	00639	14.58	14.58	14.22	14.41	490907	14.41
2022-06-23	00640L	25.94	25.94	25.5	25.63	160000	25.63
2022-06-23	00641R	10.38	10.48	10.38	10.46	381000	10.46
2022-06-23	00642U	20.73	20.8	20.31	20.69	3459159	20.69
2022-06-23	00643	17.09	17.09	16.76	17.0	414065	17.0
2022-06-23	00643K	--	--	--	--	0	--
2022-06-23	00645	24.78	24.78	24.59	24.59	58672	24.59
2022-06-23	00646	34.56	34.61	34.32	34.54	399531	34.54
2022-06-23	00647L	49.45	49.55	48.84	49.3	416036	49.3
2022-06-23	00648R	7.87	7.92	7.85	7.87	3175000	7.87
2022-06-23	00650L	16.52	16.75	16.17	16.75	3899938	16.75
2022-06-23	00651R	8.35	8.43	8.28	8.28	125000	8.28
2022-06-23	00652	25.95	26.2	25.88	26.2	24511	26.2
2022-06-23	00653L	34.36	34.84	34.02	34.84	289090	34.84
2022-06-23	00654R	9.25	9.3	9.13	9.13	581140	9.13
2022-06-23	00655L	33.1	33.62	33.06	33.52	1647116	33.52
2022-06-23	00656R	8.04	8.05	7.99	8.01	321095	8.01
2022-06-23	00657	30.5	30.57	30.32	30.36	14000	30.36
2022-06-23	00657K	10.18	10.18	10.18	10.18	200	10.18
2022-06-23	00660	25.3	25.38	25.3	25.38	2675	25.38
2022-06-23	00661	32.8	32.8	32.62	32.62	12004	32.62
2022-06-23	00662	44.29	44.31	43.96	44.22	559231	44.22
2022-06-23	00663L	94.85	94.85	92.15	92.9	89001	92.9
2022-06-23	00664R	6.6	6.73	6.6	6.68	26053663	6.68
2022-06-23	00665L	11.1	11.31	10.91	11.31	5883100	11.31
2022-06-23	00666R	14.32	14.38	14.25	14.25	417000	14.25
2022-06-23	00668	33.05	33.05	32.77	32.92	37528	32.92
2022-06-23	00668K	11.04	11.04	11.04	11.04	200	11.04
2022-06-23	00669R	8.79	8.83	8.77	8.8	4229400	8.8
2022-06-23	00670L	58.9	59.05	58.0	58.75	4657205	58.75
2022-06-23	00671R	6.55	6.59	6.53	6.56	19651750	6.56
2022-06-23	00673R	7.78	7.93	7.77	7.81	79443820	7.81
2022-06-23	00674R	12.82	12.84	12.79	12.84	256030	12.84
2022-06-23	00675L	41.5	41.5	39.89	40.4	2075934	40.4
2022-06-23	00676R	3.61	3.68	3.6	3.65	23835431	3.65
2022-06-23	00678	22.09	22.13	22.0	22.07	364234	22.07
2022-06-23	00680L	14.52	14.58	14.44	14.5	832168	14.5
2022-06-23	00681R	16.98	17.02	16.93	16.99	446200	16.99
2022-06-23	00682U	20.5	20.53	20.48	20.49	18000	20.49
2022-06-23	00683L	21.63	21.75	21.63	21.69	493000	21.69
2022-06-23	00684R	16.35	16.38	16.35	16.38	5000	16.38
2022-06-23	00685L	36.37	36.5	35.26	35.46	31000	35.46
2022-06-23	00686R	3.92	3.99	3.88	3.97	2511000	3.97
2022-06-23	00688L	14.42	14.48	14.35	14.38	455000	14.38
2022-06-23	00689R	17.65	17.68	17.62	17.65	43000	17.65
2022-06-23	00690	28.92	28.92	28.46	28.65	108141	28.65
2022-06-23	00692	30.68	30.75	30.13	30.33	3125511	30.33
2022-06-23	00693U	26.51	26.51	25.75	25.81	357400	25.81
2022-06-23	00700	13.9	14.05	13.77	14.05	81374	14.05
2022-06-23	00701	24.38	24.39	24.05	24.12	1470632	24.12
2022-06-23	00702	20.7	20.7	20.66	20.67	105170	20.67
2022-06-23	00703	16.95	17.12	16.88	17.12	99000	17.12
2022-06-23	00706L	10.27	10.37	10.23	10.34	1343148	10.34
2022-06-23	00707R	24.14	24.14	24.14	24.14	1000	24.14
2022-06-23	00708L	26.4	26.48	26.26	26.27	712025	26.27
2022-06-23	00709	20.38	20.39	20.31	20.31	116386	20.31
2022-06-23	00710B	16.99	16.99	16.87	16.9	358170	16.9
2022-06-23	00711B	15.93	15.93	15.81	15.81	215494	15.81
2022-06-23	00712	10.63	10.73	10.56	10.73	4188772	10.73
2022-06-23	00713	41.48	41.54	40.95	41.15	268396	41.15
2022-06-23	00714	19.19	19.36	19.19	19.35	630583	19.35
2022-06-23	00715L	21.78	21.91	20.89	21.67	16417364	21.67
2022-06-23	00717	14.78	14.78	14.67	14.68	268032	14.68
