Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2022-04-20	0050	132.2	132.7	131.65	132.65	7104382	132.65
2022-04-20	0051	59.0	59.05	58.65	58.9	29338	58.9
2022-04-20	0052	110.6	110.75	109.7	110.6	1458522	110.6
2022-04-20	0053	62.8	63.05	62.65	63.05	17270	63.05
2022-04-20	0054	29.25	29.55	29.25	29.55	68867	29.55
2022-04-20	0055	26.3	26.37	26.12	26.37	621411	26.37
2022-04-20	0056	32.87	32.93	32.7	32.83	8330132	32.83
2022-04-20	0057	92.05	92.6	91.9	92.6	50097	92.6
2022-04-20	0061	20.2	20.4	20.06	20.31	245511	20.31
2022-04-20	006203	63.1	63.25	63.1	63.25	4045	63.25
2022-04-20	006204	85.9	86.4	85.85	86.4	20553	86.4
2022-04-20	006205	34.02	34.03	33.55	33.61	1366449	33.61
2022-04-20	006206	32.8	33.0	32.4	32.42	219012	32.42
2022-04-20	006207	26.6	26.6	26.12	26.31	492993	26.31
2022-04-20	006208	76.4	76.45	75.9	76.35	2055016	76.35
2022-04-20	00625K	--	--	--	--	0	--
2022-04-20	00631L	127.75	128.3	126.4	128.0	1804547	128.0
2022-04-20	00632R	5.36	5.4	5.35	5.36	122843754	5.36
2022-04-20	00633L	42.43	42.43	40.97	41.58	13796078	41.58
2022-04-20	00634R	4.43	4.5	4.43	4.48	1054170	4.48
2022-04-20	00635U	25.86	25.86	25.75	25.79	1016824	25.79
2022-04-20	00636	22.99	22.99	22.5	22.63	1949525	22.63
2022-04-20	00636K	7.79	7.79	7.79	7.79	200	7.79
2022-04-20	00637L	16.76	16.8	16.2	16.46	99568173	16.46
2022-04-20	00638R	9.38	9.52	9.36	9.45	445000	9.45
2022-04-20	00639	13.83	13.84	13.6	13.62	1987602	13.62
2022-04-20	00640L	27.9	27.98	27.35	27.58	461000	27.58
2022-04-20	00641R	10.13	10.22	10.11	10.16	344000	10.16
2022-04-20	00642U	19.66	19.75	19.48	19.72	5452922	19.72
2022-04-20	00643	16.02	16.05	15.88	15.97	334738	15.97
2022-04-20	00643K	--	--	--	--	0	--
2022-04-20	00645	25.47	25.5	25.37	25.45	155456	25.45
2022-04-20	00646	39.92	39.98	39.88	39.89	739510	39.89
2022-04-20	00647L	69.95	69.95	69.55	69.75	237000	69.75
2022-04-20	00648R	6.75	6.77	6.75	6.75	1081000	6.75
2022-04-20	00650L	16.15	16.3	15.9	16.07	2646000	16.07
2022-04-20	00651R	8.62	8.71	8.59	8.66	524000	8.66
2022-04-20	00652	28.6	28.82	28.58	28.76	36215	28.76
2022-04-20	00653L	42.58	42.58	41.68	42.31	468390	42.31
