Date	Ticker	Open	High	Low	Close	Volume	Adj Close
2020-05-31	0050	76.8	77.2	75.6	76.15	9764000	76.15
2020-05-31	0051	28.55	28.65	28.37	28.42	43000	28.42
2020-05-31	0052	60.25	60.25	58.4	58.4	141000	58.4
2020-05-31	0053	34.57	34.57	34.22	34.22	18000	34.22
2020-05-31	0054	19.76	19.76	19.68	19.69	14000	19.69
2020-05-31	0055	15.63	15.63	15.45	15.45	97002	15.45
2020-05-31	0056	24.59	24.65	24.38	24.49	20296378	24.49
2020-05-31	0057	50.05	50.25	50.05	50.15	25000	50.15
2020-05-31	0061	16.69	16.76	16.53	16.53	264000	16.53
2020-05-31	006203	35.72	35.72	35.53	35.53	2000	35.53
2020-05-31	006204	48	48	48	48	1000	48
2020-05-31	006205	28.05	28.11	27.8	27.94	2279532	27.94
2020-05-31	006206	29.5	29.6	29.01	29.12	90000	29.12
2020-05-31	006207	21.51	21.72	21.47	21.47	167000	21.47
2020-05-31	006208	44	44.1	43.36	43.54	1065666	43.54
2020-05-31	00625K	6.66	6.66	6.66	6.66	50000	6.66
2020-05-31	00631L	34.6	34.93	33.35	33.94	18344700	33.94
2020-05-31	00632R	11.78	12.03	11.75	11.93	160713735	11.93
2020-05-31	00633L	37.5	37.76	36.68	36.99	14741000	36.99
2020-05-31	00634R	6.14	6.22	6.12	6.2	2723000	6.2
2020-05-31	00635U	23.22	23.27	23.19	23.23	1289721	23.23
2020-05-31	00636	19.25	19.42	19.21	19.28	1300003	19.28
2020-05-31	00636K	6.36	6.36	6.36	6.36	100	6.36
2020-05-31	00637L	14.4	14.52	14.1	14.22	91501600	14.22
2020-05-31	00638R	12.38	12.57	12.37	12.51	1365000	12.51
2020-05-31	00639	10.52	10.54	10.44	10.47	1581823	10.47
2020-05-31	00640L	15.54	15.8	14.94	15.29	1581000	15.29
2020-05-31	00641R	15.63	15.91	15.4	15.75	2433000	15.75
2020-05-31	00642U	9.85	10.18	9.85	10.08	23997761	10.08
2020-05-31	00643	12.58	12.62	12.47	12.53	1199717	12.53
2020-05-31	00645	18.65	18.85	18.25	18.54	583416	18.54
2020-05-31	00646	24.18	24.3	23.99	24.09	4850418	24.09
2020-05-31	00647L	26.07	26.36	25.67	25.93	4324000	25.93
2020-05-31	00648R	12.81	12.91	12.71	12.84	10628000	12.84
2020-05-31	00650L	20.79	20.86	20.21	20.42	235000	20.42
2020-05-31	00651R	9.37	9.39	9.1	9.37	712000	9.37
2020-05-31	00652	16.1	16.1	15.72	16.04	332748	16.04
2020-05-31	00653L	13.8	14.09	13.56	13.66	8361000	13.66
2020-05-31	00654R	17.99	18.18	17.9	18	461000	18
2020-05-31	00655L	27.09	27.28	26.5	26.75	8957000	26.75
2020-05-31	00656R	11.26	11.4	11.24	11.35	330000	11.35
2020-05-31	00657	23.95	23.95	23.82	23.82	102000	23.82
2020-05-31	00657K	7.85	7.85	7.85	7.85	100	7.85
2020-05-31	00660	20.04	20.08	19.95	19.95	33000	19.95
2020-05-31	00662	30.57	30.9	30.52	30.62	641316	30.62
2020-05-31	00663L	30.7	30.86	29.57	30.1	602000	30.1
2020-05-31	00664R	13.43	13.68	13.36	13.57	5423000	13.57
2020-05-31	00665L	19.85	20.02	19.4	19.59	57000	19.59
2020-05-31	00666R	14.19	14.41	14.19	14.41	114000	14.41
2020-05-31	00668	24.35	24.53	24.17	24.32	946000	24.32
2020-05-31	00668K	8.06	8.06	8.06	8.06	100	8.06
2020-05-31	00669R	13.73	13.89	13.62	13.8	25898400	13.8
2020-05-31	00670L	32.68	33.19	32.25	32.57	4798000	32.57
2020-05-31	00671R	11.35	11.44	11.25	11.36	14519000	11.36
2020-05-31	00672L	2.67	2.97	2.67	2.9	115661755	2.9
2020-05-31	00673R	31.19	31.19	29.65	30.37	10357040	30.37
2020-05-31	00674R	15.03	15.08	15.01	15.01	157000	15.01
2020-05-31	00675L	13.42	13.53	12.96	13.18	1420000	13.18
2020-05-31	00676R	7.22	7.38	7.21	7.33	4889000	7.33
2020-05-31	00677U	8.76	9.11	8.64	8.94	413448980	8.94
2020-05-31	00678	21	21.35	20.88	21.21	956000	21.21
2020-05-31	00680L	33.58	33.76	33.32	33.72	92000	33.72
2020-05-31	00681R	12.63	12.65	12.58	12.58	128000	12.58
2020-05-31	00682U	19.83	19.83	19.79	19.79	8000	19.79
2020-05-31	00683L	20.44	20.44	20.22	20.3	134000	20.3
2020-05-31	00684R	17.9	17.9	17.86	17.86	4000	17.86
2020-05-31	00685L	11.9	11.9	11.47	11.47	214000	11.47
2020-05-31	00686R	7.92	8.07	7.9	8.01	765000	8.01
2020-05-31	00688L	34.31	34.31	34.2	34.3	105000	34.3
2020-05-31	00689R	12.94	12.94	12.85	12.85	107000	12.85
2020-05-31	00690	19.59	19.69	19.39	19.47	213876	19.47
2020-05-31	00691R	16.02	16.02	16.02	16.02	1000	16.02
2020-05-31	00692	19.76	19.89	19.51	19.66	3733672	19.66
2020-05-31	00693U	14.34	14.34	14.28	14.34	2948050	14.34
2020-05-31	00700	17.97	17.97	17.9	17.9	104000	17.9
2020-05-31	00701	18.5	18.6	18.28	18.39	2641550	18.39
2020-05-31	00702	15.49	15.49	15.38	15.42	83000	15.42
2020-05-31	00703	19.28	19.28	18.99	19.09	98000	19.09
2020-05-31	00706L	17.09	17.19	17.01	17.01	172000	17.01
2020-05-31	00708L	25.2	25.35	25.18	25.23	4015000	25.23
2020-05-31	00709	16.6	16.65	16.4	16.42	209000	16.42
2020-05-31	00710B	16.86	17.07	16.86	17.03	331000	17.03
2020-05-31	00711B	19.22	19.35	19.22	19.32	133000	19.32
2020-05-31	00712	9.01	9.31	8.87	8.94	1874131	8.94
2020-05-31	00713	27.44	27.65	27.38	27.4	169332	27.4
2020-05-31	00714	17.12	17.15	16.96	17	64000	17
2020-05-31	00715L	3.75	4.02	3.7	3.92	57497061	3.92
2020-05-31	00717	15.52	15.67	15.52	15.57	1665492	15.57
2020-05-31	00728	16.29	16.44	16.2	16.29	912000	16.29
2020-05-31	00730	14.85	14.94	14.75	14.85	756857	14.85
2020-05-31	00731	40.3	40.62	40.06	40.25	89000	40.25
2020-05-31	00732	38.32	38.32	38.32	38.32	100000	38.32
2020-05-31	00733	16.74	16.74	16.45	16.55	471150	16.55
2020-05-31	00735	17.65	17.68	17.62	17.64	120000	17.64
2020-05-31	00736	15.74	15.75	15.53	15.53	203000	15.53
2020-05-31	00737	17.85	18.2	17.85	18.04	672200	18.04
2020-05-31	00738U	15.71	15.9	15.71	15.88	1909000	15.88
2020-05-31	00739	19.65	19.75	19.55	19.63	704000	19.63
2020-05-31	00742	18.5	18.5	18.5	18.5	1040	18.5
2020-05-31	00743	19.38	19.6	19.38	19.58	12000	19.58
2020-05-31	00752	22	22.05	21.77	21.93	641000	21.93
2020-05-31	00753L	20.69	20.75	20.3	20.3	161000	20.3
2020-05-31	00757	22.13	22.13	21.94	22	272000	22
2020-05-31	00762	22.15	22.45	22.11	22.16	400050	22.16
