契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W2,12200,Call,-,-,-,-,1680,-,-,0,0,0,0,1670,1700,-,-
TXO,202210W2,12200,Put,0.7,1.8,0.6,0.6,0.6,▼-1.1,▼-64.71%,505,304,809,410,0.5,0.8,2.9,0.6
TXO,202210W2,12300,Call,-,-,-,-,1580,-,-,0,0,0,0,1570,1600,-,-
TXO,202210W2,12300,Put,1.2,1.2,1,1,0.8,▼-0.8,▼-44.44%,27,17,44,35,0.7,0.9,1.9,1
TXO,202210W2,12400,Call,-,-,-,-,1480,-,-,0,0,0,0,1470,1500,-,-
TXO,202210W2,12400,Put,1,1.4,0.9,1,1,▼-1,▼-50.00%,89,275,364,407,0.1,1,3,0.9
TXO,202210W2,12500,Call,-,-,-,-,1380,-,-,0,0,0,0,1370,1400,-,-
TXO,202210W2,12500,Put,1.2,1.7,1.1,1.1,1.1,▼-1.6,▼-59.26%,107,119,226,610,1,1.2,5.7,1.1
TXO,202210W2,12600,Call,-,-,-,-,1280,-,-,0,0,0,0,1270,1300,-,-
TXO,202210W2,12600,Put,1.3,1.9,1.2,1.2,1.2,▼-1.9,▼-61.29%,242,65,307,284,1.1,1.5,6.9,1.2
TXO,202210W2,12700,Call,-,-,-,-,1180,-,-,0,0,0,0,1170,1200,-,-
TXO,202210W2,12700,Put,1.8,2.5,1.5,1.9,1.9,▼-1.9,▼-50.00%,596,420,1016,618,1.2,1.8,7.1,1.5
TXO,202210W2,12800,Call,-,-,-,-,1080,-,-,0,0,0,0,1070,1100,-,-
TXO,202210W2,12800,Put,1.8,3,1.8,2,2,▼-2.8,▼-58.33%,837,637,1474,928,1.8,2.1,8.3,1.8
TXO,202210W2,12900,Call,-,-,-,-,985,-,-,0,0,0,0,970,995,-,-
TXO,202210W2,12900,Put,2.7,3.9,1.1,2.7,2.7,▼-3.6,▼-57.14%,904,1133,2037,1343,2.3,2.9,12,1.1
TXO,202210W2,13000,Call,-,-,-,-,885,-,-,0,0,0,0,870,895,-,-
TXO,202210W2,13000,Put,3.4,5.5,2.5,3.8,3.8,▼-4.7,▼-55.29%,2170,2878,5048,3147,3.5,3.9,14.5,2.5
TXO,202210W2,13100,Call,-,-,-,-,790,-,-,0,0,0,0,775,800,-,-
TXO,202210W2,13100,Put,5,7.5,3,5.3,5.3,▼-6.2,▼-53.91%,2776,1767,4543,1954,5,5.4,27.5,3
TXO,202210W2,13200,Call,-,-,-,-,690,-,-,0,0,0,0,675,700,-,-
TXO,202210W2,13200,Put,7.1,11,4.1,7.6,7.6,▼-9.4,▼-55.29%,4149,2073,6222,3092,7.6,7.8,30,4.1
TXO,202210W2,13250,Call,710,710,710,710,640,▲+125,▲+21.37%,1,2,3,3,630,720,710,510
TXO,202210W2,13250,Put,8,13,5.8,8,8,▼-12.5,▼-60.98%,2844,1251,4095,1462,7.7,10,36.5,5.8
TXO,202210W2,13300,Call,620,620,540,540,595,0,0%,0,2,2,1,590,605,620,540
TXO,202210W2,13300,Put,10,17,6.6,11.5,11.5,▼-13,▼-53.06%,4545,4501,9046,3244,11,11.5,43.5,6.6
TXO,202210W2,13350,Call,600,600,600,600,545,▲+108,▲+21.95%,5,1,6,6,535,560,600,405
TXO,202210W2,13350,Put,12,20.5,6.9,14,14,▼-15,▼-51.72%,3598,3077,6675,1645,14,14.5,52,6.9
TXO,202210W2,13400,Call,555,570,452,500,500,▲+57,▲+12.87%,56,32,88,27,490,510,570,344
TXO,202210W2,13400,Put,15,25.5,10,18,18,▼-17,▼-48.57%,6012,5638,11650,3158,17.5,18.5,71,10
TXO,202210W2,13450,Call,510,510,427,427,455,▲+26,▲+6.48%,6,6,12,1,443,535,510,295
TXO,202210W2,13450,Put,20,31,14,22,22,▼-19.5,▼-46.99%,3895,3429,7324,1727,21.5,23,72,14
TXO,202210W2,13500,Call,472,472,371,415,415,▲+54,▲+14.96%,255,114,369,70,399,428,472,260
TXO,202210W2,13500,Put,27,38,17.5,28,28,▼-20,▼-41.67%,9636,7639,17275,5212,27,28,99,17.5
TXO,202210W2,13550,Call,387,433,328,372,372,▲+50,▲+15.53%,77,54,131,49,356,447,433,227
TXO,202210W2,13550,Put,32,46.5,20,34,34,▼-25,▼-42.37%,4698,5816,10514,2149,33,34,132,20
TXO,202210W2,13600,Call,350,385,281,330,330,▲+49,▲+17.44%,714,448,1162,213,314,335,385,191
TXO,202210W2,13600,Put,32,57,25.5,42,42,▼-26,▼-38.24%,10426,8354,18780,3028,41,42.5,118,25.5
TXO,202210W2,13650,Call,320,343,244,285,285,▲+41,▲+16.80%,962,287,1249,160,274,288,343,160
TXO,202210W2,13650,Put,40,68,31,51,51,▼-30,▼-37.04%,5672,7395,13067,2181,50,52,138,31
TXO,202210W2,13700,Call,268,299,205,243,243,▲+35,▲+16.83%,3694,1266,4960,1273,236,247,299,132
TXO,202210W2,13700,Put,53,82,41,62,62,▼-33,▼-34.74%,8582,10281,18863,2695,61,63,161,41
TXO,202210W2,13750,Call,229,263,172,209,209,▲+32,▲+18.08%,3671,3106,6777,1221,205,209,263,108
TXO,202210W2,13750,Put,68,98,50,75,75,▼-36,▼-32.43%,4821,8350,13171,2018,75,77,188,50
TXO,202210W2,13800,Call,192,222,141,174,174,▲+29,▲+20.00%,10172,7450,17622,2686,173,175,222,87
TXO,202210W2,13800,Put,88,118,63,93,93,▼-37,▼-28.46%,8624,13413,22037,2937,90,93,215,63
TXO,202210W2,13850,Call,160,188,113,145,145,▲+26,▲+21.85%,6712,10026,16738,2332,143,144,188,68
TXO,202210W2,13850,Put,96,141,78,111,111,▼-46,▼-29.30%,4108,8674,12782,1503,110,112,247,78
TXO,202210W2,13900,Call,135,156,89,115,115,▲+20,▲+21.05%,11664,18246,29910,5630,114,116,156,53
TXO,202210W2,13900,Put,131,166,94,133,133,▼-47,▼-26.11%,1614,7555,9169,1363,133,136,278,94
TXO,202210W2,13950,Call,106,124,69,92,92,▲+17,▲+22.67%,8040,11769,19809,3559,91,92,124,40
TXO,202210W2,13950,Put,131,196,115,160,160,▼-55,▼-25.58%,609,3281,3890,747,149,162,314,115
TXO,202210W2,14000,Call,84,99,51,71,71,▲+15,▲+26.79%,14409,20124,34533,6231,71,72,99,30
TXO,202210W2,14000,Put,196,228,137,190,190,▼-50,▼-20.83%,443,2663,3106,834,172,192,358,137
TXO,202210W2,14050,Call,58,78,38,54,54,▲+13.5,▲+33.33%,0,7128,7128,2113,54,56,78,38
TXO,202210W2,14050,Put,174,258,174,216,216,▼-59,▼-21.45%,0,659,659,75,178,232,258,174
TXO,202210W2,14100,Call,47,59,27,40.5,40.5,▲+11,▲+37.29%,12787,15620,28407,9004,40.5,41,59,15.5
TXO,202210W2,14100,Put,230,304,197,259,259,▼-57,▼-18.04%,195,480,675,191,247,268,441,197
TXO,202210W2,14150,Call,37.5,43.5,18.5,29.5,29.5,▲+9,▲+43.90%,0,10444,10444,3972,29,29.5,43.5,18.5
TXO,202210W2,14150,Put,242,334,238,295,295,▼-60,▼-16.90%,0,281,281,93,230,307,334,238
TXO,202210W2,14200,Call,25,30,12.5,20,20,▲+7,▲+53.85%,7893,12393,20286,9610,20,20.5,30,7.7
TXO,202210W2,14200,Put,278,380,278,336,336,▼-64,▼-16.00%,85,140,225,78,336,348,520,278
TXO,202210W2,14300,Call,9,13.5,5.8,9.5,9.5,▲+3.1,▲+48.44%,2769,6262,9031,5133,9.5,9.8,13.5,4.2
TXO,202210W2,14300,Put,406,463,406,414,426,▼-79,▼-16.02%,33,5,38,37,391,438,620,406
TXO,202210W2,14400,Call,6,6.8,2.7,4.7,4.7,▲+1.2,▲+34.29%,1107,2087,3194,2807,4.2,4.7,7.2,2.3
TXO,202210W2,14400,Put,490,530,490,530,520,▼-60,▼-10.17%,4,3,7,4,510,535,665,490
TXO,202210W2,14500,Call,2.7,4.4,1.7,2.7,2.7,▲+0.3,▲+12.50%,737,1422,2159,2292,2.5,2.7,4.4,1.1
TXO,202210W2,14500,Put,-,-,-,-,620,-,-,1,0,1,1,540,630,730,730
TXO,202210W2,14600,Call,1.4,1.9,1,1.6,1.6,▼-0.2,▼-11.11%,1296,419,1715,2295,1.5,1.7,2.1,0.4
TXO,202210W2,14600,Put,-,-,-,-,720,-,-,0,0,0,0,640,730,-,-
TXO,202210W2,14700,Call,1.3,1.3,0.7,1.1,1.1,▼-0.1,▼-8.33%,879,619,1498,1795,0.6,1.2,1.4,0.1
TXO,202210W2,14700,Put,-,-,-,-,820,-,-,0,0,0,0,805,830,-,-
TXO,202210W2,14800,Call,0.8,0.8,0.6,0.8,0.8,▼-0.2,▼-20.00%,1,25,26,209,0.2,0.9,1.1,0.6
TXO,202210W2,14800,Put,-,-,-,-,920,-,-,0,0,0,0,905,930,-,-
TXO,202210W2,14900,Call,0.6,0.6,0.6,0.6,0.6,▲+0.1,▲+20.00%,0,2,2,2,-,0.7,0.6,0.6
TXO,202210W2,14900,Put,-,-,-,-,1020,-,-,0,0,0,0,1000,1030,-,-
TXO,202210W2,15000,Call,0.2,0.5,0.2,0.5,0.5,▲+0.3,▲+150.00%,2,3,5,3,-,0.6,0.5,0.1
TXO,202210W2,15000,Put,1130,1150,1130,1150,1120,▼-40,▼-3.36%,1,5,6,0,1100,1130,1300,1130
TXO,202210W2,15100,Call,-,-,-,-,0.1,-,-,0,0,0,0,-,0.6,-,-
TXO,202210W2,15100,Put,-,-,-,-,1220,-,-,0,0,0,0,1200,1230,-,-
TXO,202210W2,15200,Call,0.1,0.1,0.1,0.1,0.1,0,-,0,2,2,2,-,0.6,0.1,0.1
TXO,202210W2,15200,Put,-,-,-,-,1320,-,-,0,0,0,0,1300,1330,-,-
TXO,202210,11300,Call,-,-,-,-,2570,-,-,0,0,0,0,2530,2620,-,-
TXO,202210,11300,Put,1.3,1.4,1.3,1.4,1.4,▼-1.5,▼-51.72%,37,2,39,89,1.1,1.6,83,1
TXO,202210,11400,Call,-,-,-,-,2470,-,-,0,0,0,3,2430,2520,2160,2160
TXO,202210,11400,Put,3.2,3.2,1.2,1.2,1.5,▼-2,▼-62.50%,37,3,40,1768,1.2,2.2,18,1.2
TXO,202210,11500,Call,-,-,-,-,2370,-,-,0,0,0,3,2330,2420,2060,2060
TXO,202210,11500,Put,1.7,1.7,1.7,1.7,1.7,▼-2.4,▼-58.54%,26,1,27,1366,1,2.4,20,1.7
TXO,202210,11600,Call,-,-,-,-,2270,-,-,0,0,0,0,2230,2320,-,-
TXO,202210,11600,Put,2.5,2.5,1.9,2.2,2.2,▼-1.9,▼-46.34%,12,41,53,890,1.8,2.3,21,1.9
TXO,202210,11700,Call,-,-,-,-,2170,-,-,0,0,0,0,2130,2220,-,-
TXO,202210,11700,Put,2.3,4.4,2.1,2.1,2.4,▼-2.4,▼-53.33%,5,68,73,1082,2.3,4.5,25,2.1
