契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209,11800,Call,-,-,-,-,2840,-,-,0,0,0,71,2800,2890,3540,2870
TXO,202209,11800,Put,0.1,0.1,0.1,0.1,0.1,▼-0.3,▼-75.00%,100,1,101,2212,-,0.6,160,0.1
TXO,202209,11900,Call,-,-,-,-,2740,-,-,0,0,0,1,2700,2790,2980,2980
TXO,202209,11900,Put,-,-,-,-,0.1,-,-,0,0,0,161,-,0.8,160,0.3
TXO,202209,12000,Call,-,-,-,-,2640,-,-,0,0,0,4,2600,2690,3370,2020
TXO,202209,12000,Put,-,-,-,-,0.2,-,-,70,0,70,2081,-,1,189,0.3
TXO,202209,12100,Call,-,-,-,-,2540,-,-,0,0,0,10,2500,2590,3270,1930
TXO,202209,12100,Put,-,-,-,-,0.3,-,-,0,0,0,253,-,0.8,210,0.3
TXO,202209,12200,Call,-,-,-,-,2440,-,-,0,0,0,3,2400,2490,1840,1840
TXO,202209,12200,Put,-,-,-,-,0.4,-,-,0,0,0,282,-,0.8,203,0.4
TXO,202209,12300,Call,-,-,-,-,2340,-,-,0,0,0,1,2300,2390,2580,2580
TXO,202209,12300,Put,-,-,-,-,0.5,-,-,0,0,0,454,-,0.9,206,0.5
TXO,202209,12400,Call,-,-,-,-,2240,-,-,0,0,0,723,2200,2290,2980,1670
TXO,202209,12400,Put,-,-,-,-,0.7,-,-,1,0,1,947,0.2,0.9,255,0.4
TXO,202209,12500,Call,-,-,-,-,2140,-,-,0,0,0,3,2100,2190,1870,1590
TXO,202209,12500,Put,0.1,0.9,0.1,0.9,0.9,▼-0.3,▼-25.00%,0,5,5,1240,0.2,0.9,260,0.1
TXO,202209,12600,Call,-,-,-,-,2040,-,-,0,0,0,18,2000,2090,2760,1720
TXO,202209,12600,Put,1,1,0.9,0.9,0.9,▼-0.7,▼-43.75%,0,3,3,1559,0.3,0.9,284,0.8
TXO,202209,12700,Call,-,-,-,-,1940,-,-,0,0,0,0,1900,1990,-,-
TXO,202209,12700,Put,1.1,1.1,0.1,0.9,0.9,▼-0.9,▼-50.00%,104,7,111,2296,0.2,0.9,299,0.1
TXO,202209,12800,Call,-,-,-,-,1840,-,-,0,0,0,168,1800,1890,2590,2090
TXO,202209,12800,Put,1.1,1.2,0.1,0.8,0.9,▼-1.2,▼-60.00%,60,62,122,3916,0.2,0.9,325,0.1
