契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W1,11900,Call,-,-,-,-,-,-,-,0,0,0,0,1920,1930,-,-
TXO,202210W1,11900,Put,0.4,0.4,0.1,0.1,-,0,-,0,31,31,31,-,0.1,0.4,0.1
TXO,202210W1,12000,Call,-,-,-,-,-,-,-,0,0,0,1,1820,1830,1290,1290
TXO,202210W1,12000,Put,0.3,0.4,0.1,0.1,-,▼-0.1,▼-50.00%,9,70,79,372,-,0.1,1.6,0.1
TXO,202210W1,12100,Call,-,-,-,-,-,-,-,0,0,0,4,1720,1730,1480,1190
TXO,202210W1,12100,Put,0.1,0.4,0.1,0.2,-,0,0%,213,185,398,1930,-,0.2,5.3,0.1
TXO,202210W1,12200,Call,-,-,-,-,-,-,-,0,0,0,4,1620,1630,1380,1090
TXO,202210W1,12200,Put,0.2,0.4,0.1,0.1,-,▼-0.1,▼-50.00%,27,211,238,915,-,0.1,6.6,0.1
TXO,202210W1,12300,Call,-,-,-,-,-,-,-,0,0,0,0,1520,1530,-,-
TXO,202210W1,12300,Put,0.2,0.4,0.1,0.1,-,▼-0.1,▼-50.00%,291,87,378,2345,0.1,0.2,8.9,0.1
TXO,202210W1,12400,Call,-,-,-,-,-,-,-,0,0,0,0,1420,1430,-,-
TXO,202210W1,12400,Put,0.5,0.5,0.1,0.2,-,▼-0.2,▼-50.00%,739,266,1005,4105,-,0.3,12.5,0.1
TXO,202210W1,12500,Call,-,-,-,-,-,-,-,0,0,0,1,1320,1330,1020,795
TXO,202210W1,12500,Put,0.6,0.6,0.1,0.2,-,▼-0.2,▼-50.00%,1095,227,1322,3106,-,0.2,17,0.1
TXO,202210W1,12600,Call,-,-,-,-,-,-,-,0,0,0,13,1220,1230,865,700
TXO,202210W1,12600,Put,0.1,0.5,0.1,0.4,-,0,0%,2212,102,2314,4736,-,0.4,23,0.1
TXO,202210W1,12700,Call,-,-,-,-,-,-,-,1,0,1,20,1120,1130,1050,575
TXO,202210W1,12700,Put,0.4,0.6,0.1,0.1,-,▼-0.4,▼-80.00%,696,182,878,4099,-,0.1,30,0.1
TXO,202210W1,12800,Call,-,-,-,-,-,-,-,1,0,1,20,1020,1030,930,475
TXO,202210W1,12800,Put,0.6,1,0.1,0.1,-,▼-0.5,▼-83.33%,798,765,1563,5379,-,0.4,40.5,0.1
TXO,202210W1,12900,Call,940,940,940,940,-,▲+245,▲+35.25%,0,1,1,21,920,925,940,375
TXO,202210W1,12900,Put,0.1,0.6,0.1,0.3,-,▼-0.5,▼-62.50%,1170,479,1649,6259,-,0.3,55,0.1
TXO,202210W1,12950,Call,-,-,-,-,-,-,-,0,0,0,0,870,875,660,595
TXO,202210W1,12950,Put,0.3,0.3,0.3,0.3,-,▼-0.6,▼-66.67%,19,1,20,124,-,0.4,3,0.3
TXO,202210W1,13000,Call,825,825,805,805,-,▲+210,▲+35.29%,4,10,14,138,820,825,825,286
TXO,202210W1,13000,Put,0.4,1,0.1,0.1,-,▼-1,▼-90.91%,1923,654,2577,8950,0.1,0.2,72,0.1
TXO,202210W1,13050,Call,-,-,-,-,-,-,-,0,0,0,8,770,775,520,259
TXO,202210W1,13050,Put,0.2,0.4,0.2,0.3,-,▼-1.3,▼-81.25%,987,661,1648,2260,0.1,0.2,71,0.2
TXO,202210W1,13100,Call,645,735,640,735,-,▲+239,▲+48.19%,15,25,40,87,720,725,735,209
TXO,202210W1,13100,Put,0.3,0.5,0.1,0.1,-,▼-1.8,▼-94.74%,1950,1697,3647,7000,0.1,0.2,95,0.1
TXO,202210W1,13150,Call,670,670,670,670,-,▲+224,▲+50.22%,9,4,13,95,670,675,670,179
TXO,202210W1,13150,Put,0.1,5.6,0.1,0.2,-,▼-2,▼-90.91%,1876,858,2734,3337,0.1,0.2,108,0.1
TXO,202210W1,13200,Call,540,675,540,625,-,▲+228,▲+57.43%,107,29,136,406,620,625,675,147
TXO,202210W1,13200,Put,0.1,0.5,0.1,0.1,-,▼-3.2,▼-96.97%,4266,1165,5431,6104,0.1,0.2,123,0.1
TXO,202210W1,13250,Call,500,615,481,510,-,▲+161,▲+46.13%,149,36,185,447,570,575,615,119
TXO,202210W1,13250,Put,0.8,0.9,0.1,0.2,-,▼-4.4,▼-95.65%,3441,474,3915,3965,0.1,0.2,140,0.1
TXO,202210W1,13300,Call,375,565,375,520,-,▲+220,▲+73.33%,1173,449,1622,1339,520,525,565,93
TXO,202210W1,13300,Put,1.4,1.4,0.1,0.2,-,▼-6.2,▼-96.88%,6607,1162,7769,9082,0.1,0.2,165,0.1
TXO,202210W1,13350,Call,447,530,385,472,-,▲+219,▲+86.56%,370,465,835,1511,472,473,530,72
TXO,202210W1,13350,Put,1,1.2,0.1,0.2,-,▼-9,▼-97.83%,5924,2319,8243,5225,0.1,0.2,194,0.1
TXO,202210W1,13400,Call,340,475,327,423,-,▲+214,▲+102.39%,1750,698,2448,1804,422,423,475,55
TXO,202210W1,13400,Put,1,2,0.1,0.1,-,▼-13.9,▼-99.29%,9967,3160,13127,7078,0.1,0.2,226,0.1
TXO,202210W1,13450,Call,293,429,274,372,-,▲+203,▲+120.12%,2751,1011,3762,2234,372,374,429,40.5
TXO,202210W1,13450,Put,1.5,1.8,0.1,0.2,-,▼-19.3,▼-98.97%,13583,5082,18665,5422,-,0.2,264,0.1
TXO,202210W1,13500,Call,227,380,225,322,-,▲+197,▲+157.60%,6219,2281,8500,3829,322,323,380,23.5
TXO,202210W1,13500,Put,2,2.9,0.1,0.1,-,▼-29.4,▼-99.66%,22744,9389,32133,8816,-,0.2,299,0.1
