契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211W5,13000,Call,-,-,-,-,1750,-,-,0,0,0,0,1660,1760,-,-
TXO,202211W5,13000,Put,0.9,1,0.8,0.8,0.8,▼-0.1,▼-11.11%,1,118,119,819,0.7,1.1,18,0.3
TXO,202211W5,13100,Call,-,-,-,-,1650,-,-,0,0,0,0,1560,1660,-,-
TXO,202211W5,13100,Put,1,1.1,1,1,1,0,0%,0,39,39,313,0.9,1.2,20,0.7
TXO,202211W5,13200,Call,-,-,-,-,1550,-,-,0,0,0,0,1460,1560,-,-
TXO,202211W5,13200,Put,0.9,1.4,0.8,1.4,1.2,▲+0.4,▲+40.00%,0,414,414,515,0.6,1.2,25,0.5
TXO,202211W5,13300,Call,-,-,-,-,1450,-,-,0,0,0,0,1360,1460,-,-
TXO,202211W5,13300,Put,1.1,1.4,1.1,1.4,1.4,▲+0.2,▲+16.67%,0,8,8,167,0.6,1.4,13.5,0.6
TXO,202211W5,13400,Call,-,-,-,-,1350,-,-,0,0,0,0,1260,1360,-,-
TXO,202211W5,13400,Put,1.1,1.6,1.1,1.5,1.5,▲+0.3,▲+25.00%,14,72,86,331,1.1,1.6,30,0.7
TXO,202211W5,13500,Call,-,-,-,-,1250,-,-,0,0,0,0,1160,1260,-,-
TXO,202211W5,13500,Put,1.3,1.8,1.1,1.7,1.7,▲+0.2,▲+13.33%,34,116,150,499,1.5,1.8,42.5,0.7
TXO,202211W5,13600,Call,-,-,-,-,1150,-,-,0,0,0,2,1060,1160,1040,940
TXO,202211W5,13600,Put,1.5,2.1,0.9,2.1,2.1,▲+0.6,▲+40.00%,166,475,641,1598,1.6,2,52,0.9
TXO,202211W5,13700,Call,-,-,-,-,1050,-,-,0,0,0,2,955,1060,1000,860
TXO,202211W5,13700,Put,1.5,2.4,1.2,2.2,2.2,▲+0.2,▲+10.00%,39,500,539,2726,1.8,2.2,67,1.1
TXO,202211W5,13800,Call,970,970,970,970,950,▼-40,▼-3.96%,0,1,1,11,855,955,970,705
TXO,202211W5,13800,Put,2,2.9,1.4,2.8,2.8,▲+0.6,▲+27.27%,103,1131,1234,4009,2.2,2.8,83,1.2
TXO,202211W5,13900,Call,890,890,860,860,850,▼-50,▼-5.49%,4,3,7,21,770,855,925,540
TXO,202211W5,13900,Put,2.5,3.4,2.1,3.2,3.2,▲+0.6,▲+23.08%,86,543,629,3260,2.6,3.3,100,0.1
TXO,202211W5,14000,Call,800,800,750,750,750,▼-60,▼-7.41%,0,4,4,30,660,760,800,499
TXO,202211W5,14000,Put,2.5,4.2,2.5,3.8,3.8,▲+0.4,▲+11.76%,551,654,1205,6243,3.8,4.1,115,2
TXO,202211W5,14050,Call,-,-,-,-,705,-,-,0,0,0,6,610,710,515,510
TXO,202211W5,14050,Put,3.4,4.6,2.8,4.4,4.4,▲+1,▲+29.41%,373,537,910,2450,2.5,4.4,54,2.2
