契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211W1,11300,Call,-,-,-,-,1660,-,-,0,0,0,0,1460,-,-,-
TXO,202211W1,11300,Put,1,1.4,0.9,1.1,1.1,▼-1.2,▼-52.17%,177,509,686,1063,0.8,1.2,4,0.9
TXO,202211W1,11400,Call,-,-,-,-,1560,-,-,0,0,0,0,1360,-,-,-
TXO,202211W1,11400,Put,1.1,1.5,1.1,1.4,1.4,▼-1.6,▼-53.33%,40,181,221,235,0.8,1.5,4.8,1.1
TXO,202211W1,11500,Call,-,-,-,-,1460,-,-,0,0,0,0,1260,-,-,-
TXO,202211W1,11500,Put,1.2,1.8,1.2,1.6,1.6,▼-2.3,▼-58.97%,106,183,289,309,1.3,1.5,6.4,1.2
TXO,202211W1,11600,Call,-,-,-,-,1360,-,-,0,0,0,0,1160,-,-,-
TXO,202211W1,11600,Put,1.6,2.1,1.6,1.8,1.8,▼-3.2,▼-64.00%,241,97,338,326,1.3,1.8,10,1.6
TXO,202211W1,11700,Call,-,-,-,-,1260,-,-,0,0,0,0,1150,-,-,-
TXO,202211W1,11700,Put,4,4,1.8,2.2,2.2,▼-4.6,▼-67.65%,255,792,1047,917,1.8,2.2,10.5,1.8
TXO,202211W1,11800,Call,-,-,-,-,1170,-,-,0,0,0,0,1050,-,-,-
TXO,202211W1,11800,Put,2.1,3.1,2.1,2.6,2.6,▼-5.6,▼-68.29%,479,1962,2441,1988,2.2,2.7,17,2.1
TXO,202211W1,11900,Call,-,-,-,-,1070,-,-,0,0,0,0,945,-,-,-
TXO,202211W1,11900,Put,5.5,6,2.9,3,3,▼-9.5,▼-76.00%,1135,3099,4234,3071,2.8,3.3,22,2.9
TXO,202211W1,12000,Call,950,950,950,950,970,▲+195,▲+25.83%,0,2,2,0,845,-,950,950
TXO,202211W1,12000,Put,6,6,3.6,3.8,3.8,▼-13.2,▼-77.65%,3040,1557,4597,2081,3.6,4.1,28.5,3.6
TXO,202211W1,12100,Call,-,-,-,-,870,-,-,0,0,0,0,745,-,-,-
TXO,202211W1,12100,Put,10,10,4.8,5.1,5.1,▼-18.9,▼-78.75%,3492,3229,6721,2753,5,5.5,39.5,4.8
TXO,202211W1,12200,Call,720,750,720,750,770,▲+175,▲+30.43%,11,6,17,11,765,780,750,540
TXO,202211W1,12200,Put,13,13,6.6,6.9,6.9,▼-27.1,▼-79.71%,4401,3602,8003,3797,6.8,7.2,53,6.6
TXO,202211W1,12300,Call,635,635,635,635,675,▲+149,▲+30.66%,9,1,10,38,665,680,645,360
TXO,202211W1,12300,Put,21,21,9.5,9.7,9.7,▼-37.8,▼-79.58%,6131,6159,12290,5725,9.7,9.8,69,9.5
TXO,202211W1,12350,Call,625,625,625,625,625,▲+180,▲+40.45%,23,1,24,19,620,635,625,451
TXO,202211W1,12350,Put,24.5,24.5,11.5,12,12,▼-44,▼-78.57%,3858,4144,8002,2894,11.5,13,80,11.5
TXO,202211W1,12400,Call,525,585,525,585,580,▲+181,▲+44.80%,54,19,73,48,570,590,585,389
TXO,202211W1,12400,Put,31,31,14.5,15,15,▼-50,▼-76.92%,6227,7129,13356,5134,15,16,91,14.5
TXO,202211W1,12450,Call,505,505,500,500,530,▲+135,▲+36.99%,26,3,29,23,491,885,505,375
TXO,202211W1,12450,Put,42,42,18,18.5,18.5,▼-57.5,▼-75.66%,3813,5470,9283,2625,18,19.5,107,18
TXO,202211W1,12500,Call,445,495,443,470,486,▲+144,▲+44.17%,117,44,161,77,436,855,495,307
TXO,202211W1,12500,Put,40.5,43.5,22.5,23,23,▼-62,▼-72.94%,6800,7410,14210,3775,23,24,124,22.5
TXO,202211W1,12550,Call,402,447,397,405,442,▲+114,▲+39.18%,65,42,107,25,399,795,447,272
TXO,202211W1,12550,Put,50,52,28,29,29,▼-71,▼-71.00%,4511,4483,8994,2542,28,28.5,139,28
TXO,202211W1,12600,Call,363,417,348,399,399,▲+148,▲+58.96%,419,241,660,241,364,420,417,235
TXO,202211W1,12600,Put,61,61,34.5,35,35,▼-80,▼-69.57%,7543,9198,16741,4388,34.5,36,154,34.5
TXO,202211W1,12650,Call,300,373,300,357,357,▲+137,▲+62.27%,543,447,990,172,324,359,373,200
TXO,202211W1,12650,Put,71,72,42,43.5,43.5,▼-89.5,▼-67.29%,4880,7696,12576,2876,42.5,43.5,185,42
TXO,202211W1,12700,Call,264,331,264,316,316,▲+128,▲+68.09%,2014,669,2683,531,289,318,331,158
TXO,202211W1,12700,Put,85,86,52,52,52,▼-98,▼-65.33%,7291,9931,17222,4101,51,53,204,52
TXO,202211W1,12750,Call,238,292,229,277,277,▲+114,▲+69.94%,3095,828,3923,792,276,284,292,142
TXO,202211W1,12750,Put,102,102,63,65,65,▼-108,▼-62.43%,6348,7691,14039,3072,63,66,248,63
TXO,202211W1,12800,Call,200,258,199,242,242,▲+105,▲+76.64%,5721,3579,9300,1201,232,248,258,125
TXO,202211W1,12800,Put,124,124,76,79,79,▼-114,▼-59.07%,6695,9606,16301,3544,77,79,247,76
TXO,202211W1,12850,Call,171,223,171,209,209,▲+96,▲+84.96%,4175,3314,7489,996,205,209,223,101
TXO,202211W1,12850,Put,139,139,91,93,93,▼-131,▼-58.48%,3171,6364,9535,2043,92,95,263,91
TXO,202211W1,12900,Call,138,190,138,174,174,▲+83,▲+91.21%,9100,7426,16526,1960,173,176,190,88
TXO,202211W1,12900,Put,165,165,108,111,111,▼-142,▼-56.13%,3170,7147,10317,2059,110,112,293,108
TXO,202211W1,12950,Call,110,160,110,145,145,▲+74,▲+104.23%,6527,7127,13654,2035,144,148,160,68
TXO,202211W1,12950,Put,192,192,128,131,131,▼-150,▼-53.38%,1030,4280,5310,1052,130,133,314,128
TXO,202211W1,13000,Call,98,133,92,120,120,▲+61,▲+103.39%,10710,14038,24748,4965,119,121,133,55
TXO,202211W1,13000,Put,191,209,151,156,156,▼-164,▼-51.25%,1582,3543,5125,1237,153,157,361,151
TXO,202211W1,13050,Call,78,109,76,98,98,▲+55.5,▲+130.59%,0,4847,4847,842,96,99,109,76
TXO,202211W1,13050,Put,238,238,178,184,184,▼-166,▼-47.43%,0,1192,1192,330,181,185,238,178
TXO,202211W1,13100,Call,57,88,57,78,78,▲+45,▲+136.36%,12665,15104,27769,5686,76,77,88,33
TXO,202211W1,13100,Put,257,272,207,212,212,▼-177,▼-45.50%,410,1133,1543,381,202,224,420,207
TXO,202211W1,13200,Call,34.5,53,33,46,46,▲+28,▲+155.56%,13741,16432,30173,7296,45,46.5,53,17
TXO,202211W1,13200,Put,343,346,276,285,285,▼-194,▼-40.50%,167,606,773,196,277,305,515,276
TXO,202211W1,13300,Call,18.5,30.5,17,25,25,▲+15.6,▲+165.96%,10306,14223,24529,9530,24.5,25,30.5,8.5
TXO,202211W1,13300,Put,426,426,360,375,362,▼-190,▼-33.63%,86,92,178,42,346,411,565,360
TXO,202211W1,13400,Call,9.2,16.5,8.8,13,13,▲+8.4,▲+182.61%,4919,8558,13477,6581,12.5,13.5,16.5,4.1
TXO,202211W1,13400,Put,460,487,448,448,448,▼-217,▼-32.63%,13,25,38,16,430,575,640,448
TXO,202211W1,13500,Call,4.5,8.4,4.4,6.5,6.5,▲+3.9,▲+150.00%,2347,5359,7706,4695,5.5,6.8,9.5,2.5
TXO,202211W1,13500,Put,600,600,540,585,545,▼-175,▼-23.03%,6,34,40,13,535,550,760,540
TXO,202211W1,13600,Call,2.7,4.3,2.7,3.2,3.2,▲+1.5,▲+88.24%,762,1535,2297,2960,3.3,3.5,4.9,1.6
TXO,202211W1,13600,Put,640,640,640,640,640,▼-220,▼-25.58%,2,2,4,4,630,645,725,640
TXO,202211W1,13700,Call,2,2.5,1.5,1.8,1.8,▲+0.7,▲+63.64%,517,1998,2515,3503,1.4,1.9,2.5,0.7
TXO,202211W1,13700,Put,-,-,-,-,740,-,-,12,0,12,2,730,745,940,890
TXO,202211W1,13800,Call,1.2,1.6,1,1.2,1.2,▲+0.4,▲+50.00%,199,782,981,1552,1,1.2,2,0.5
TXO,202211W1,13800,Put,-,-,-,-,840,-,-,0,0,0,0,830,845,-,-
TXO,202211W1,13900,Call,0.9,1.1,0.6,0.7,0.7,0,0%,165,899,1064,894,0.1,0.6,1.5,0.6
TXO,202211W1,13900,Put,-,-,-,-,940,-,-,0,0,0,0,18.5,1150,-,-
