契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W2,12200,Call,-,-,-,-,1500,-,-,0,0,0,0,1470,1530,-,-
TXO,202210W2,12200,Put,0.5,0.8,0.5,0.8,0.8,▲+0.2,▲+33.33%,9,21,30,414,0.4,0.8,2.9,0.5
TXO,202210W2,12300,Call,-,-,-,-,1400,-,-,0,0,0,0,1370,1430,-,-
TXO,202210W2,12300,Put,0.8,1,0.8,1,1,▲+0.2,▲+25.00%,0,54,54,66,0.5,1,1.9,0.8
TXO,202210W2,12400,Call,-,-,-,-,1300,-,-,0,0,0,0,1270,1330,-,-
TXO,202210W2,12400,Put,0.9,1.2,0.8,1.2,1.2,▲+0.2,▲+20.00%,64,255,319,465,1,1.3,3,0.8
TXO,202210W2,12500,Call,-,-,-,-,1200,-,-,0,0,0,0,1170,1230,-,-
TXO,202210W2,12500,Put,1.1,1.5,1,1.4,1.4,▲+0.3,▲+27.27%,123,93,216,722,1.2,1.5,5.7,1
TXO,202210W2,12600,Call,-,-,-,-,1100,-,-,0,0,0,0,1070,1130,-,-
TXO,202210W2,12600,Put,1.8,1.9,0.5,1.8,1.8,▲+0.6,▲+50.00%,23,120,143,297,1.2,1.8,6.9,0.5
TXO,202210W2,12700,Call,-,-,-,-,1000,-,-,0,0,0,0,965,1030,-,-
TXO,202210W2,12700,Put,1.6,2.4,1.3,2.4,2.4,▲+0.5,▲+26.32%,94,254,348,728,1.9,2.4,7.1,1.3
TXO,202210W2,12800,Call,-,-,-,-,900,-,-,0,0,0,0,865,965,-,-
TXO,202210W2,12800,Put,2.1,2.8,1.6,2.8,2.8,▲+0.8,▲+40.00%,181,435,616,1279,2.1,2.9,8.3,0.9
TXO,202210W2,12900,Call,-,-,-,-,800,-,-,0,0,0,0,765,865,-,-
TXO,202210W2,12900,Put,2.7,4,1.6,3.8,3.8,▲+1.1,▲+40.74%,290,755,1045,1775,3.7,3.8,12,1.1
TXO,202210W2,13000,Call,700,700,700,700,700,▼-185,▼-20.90%,0,1,1,1,660,725,700,700
TXO,202210W2,13000,Put,4.6,6,2.8,5.6,5.6,▲+1.8,▲+47.37%,824,2621,3445,3992,5.4,5.6,14.5,2.5
TXO,202210W2,13100,Call,700,700,700,700,605,▼-90,▼-11.39%,5,2,7,6,570,630,700,690
TXO,202210W2,13100,Put,6.4,9,3.3,8.1,8.1,▲+2.8,▲+52.83%,1480,2302,3782,3516,8.1,8.7,27.5,3
TXO,202210W2,13200,Call,590,590,510,510,510,▼-180,▼-26.09%,0,4,4,2,431,570,590,510
TXO,202210W2,13200,Put,10.5,14,5.9,12.5,12.5,▲+4.9,▲+64.47%,2047,2008,4055,4098,12.5,13,30,4.1
TXO,202210W2,13250,Call,520,545,520,545,461,▼-95,▼-14.84%,1,2,3,4,445,525,710,510
TXO,202210W2,13250,Put,18.5,18.5,7.7,16.5,16.5,▲+8.5,▲+106.25%,1317,2153,3470,2022,15.5,17,36.5,5.8
TXO,202210W2,13300,Call,423,430,423,430,417,▼-165,▼-27.73%,1,25,26,27,403,494,620,423
TXO,202210W2,13300,Put,17,22.5,9.9,22,22,▲+10.5,▲+91.30%,5046,4679,9725,3757,21,22,43.5,6.6
TXO,202210W2,13350,Call,-,-,-,-,371,-,-,5,0,5,11,291,451,600,405
TXO,202210W2,13350,Put,22,29,12.5,26,26,▲+12,▲+85.71%,2880,3437,6317,2094,26,28,52,6.9
TXO,202210W2,13400,Call,413,439,331,337,330,▼-163,▼-32.60%,14,40,54,38,249,409,570,331
TXO,202210W2,13400,Put,25.5,36,16.5,35,35,▲+17,▲+94.44%,4728,6999,11727,3478,34,35.5,71,10
TXO,202210W2,13450,Call,352,371,288,288,288,▼-167,▼-36.70%,5,34,39,35,207,368,510,288
TXO,202210W2,13450,Put,37.5,46,21,43.5,43.5,▲+21.5,▲+97.73%,4243,6585,10828,2207,43,43.5,72,14
TXO,202210W2,13500,Call,315,353,249,257,257,▼-158,▼-38.07%,124,428,552,390,242,267,472,249
TXO,202210W2,13500,Put,42,56,27.5,55,55,▲+27,▲+96.43%,8886,10188,19074,5592,54,55,99,17.5
TXO,202210W2,13550,Call,287,303,213,216,216,▼-156,▼-41.94%,81,172,253,118,199,232,433,213
TXO,202210W2,13550,Put,52,70,34.5,69,69,▲+35,▲+102.94%,5310,7948,13258,3020,67,69,132,20
TXO,202210W2,13600,Call,248,272,176,178,178,▼-152,▼-46.06%,493,855,1348,411,177,181,385,176
TXO,202210W2,13600,Put,58,86,44,84,84,▲+42,▲+100.00%,8914,9587,18501,3467,83,84,118,25.5
TXO,202210W2,13650,Call,212,234,146,146,146,▼-139,▼-48.77%,665,1906,2571,676,147,148,343,146
TXO,202210W2,13650,Put,77,104,55,102,102,▲+51,▲+100.00%,7063,8066,15129,2636,101,103,138,31
TXO,202210W2,13700,Call,176,197,118,119,119,▼-124,▼-51.03%,2345,3677,6022,2543,118,120,299,118
TXO,202210W2,13700,Put,89,125,69,125,125,▲+63,▲+101.61%,14222,12044,26266,2960,123,124,161,41
TXO,202210W2,13750,Call,145,163,92,94,94,▼-115,▼-55.02%,3709,6267,9976,2362,93,96,263,92
TXO,202210W2,13750,Put,109,150,85,149,149,▲+74,▲+98.67%,7715,7840,15555,2122,148,150,188,50
TXO,202210W2,13800,Call,117,133,71,72,72,▼-102,▼-58.62%,10220,13129,23349,4804,72,73,222,71
TXO,202210W2,13800,Put,121,179,105,178,178,▲+85,▲+91.40%,10253,8039,18292,2539,176,178,215,63
TXO,202210W2,13850,Call,93,106,53,55,55,▼-90,▼-62.07%,9287,10462,19749,4365,53,55,188,53
TXO,202210W2,13850,Put,159,211,127,209,209,▲+98,▲+88.29%,3684,3025,6709,1153,207,209,247,78
TXO,202210W2,13900,Call,72,82,38.5,39,39,▼-76,▼-66.09%,14736,15192,29928,6872,39,40,156,38.5
TXO,202210W2,13900,Put,188,247,154,245,245,▲+112,▲+84.21%,7174,3768,10942,1035,240,250,278,94
TXO,202210W2,13950,Call,53,62,27,28.5,28.5,▼-63.5,▼-69.02%,11023,14646,25669,6467,28.5,29,124,27
TXO,202210W2,13950,Put,230,285,184,284,284,▲+124,▲+77.50%,2063,1058,3121,737,282,364,314,115
TXO,202210W2,14000,Call,44,45.5,18.5,19.5,19.5,▼-51.5,▼-72.54%,17933,20396,38329,10339,19.5,20,99,18.5
TXO,202210W2,14000,Put,251,325,218,315,324,▲+125,▲+65.79%,1090,1083,2173,444,311,357,358,137
TXO,202210W2,14050,Call,27,32,12,13.5,13.5,▼-40.5,▼-75.00%,7210,9569,16779,5025,13.5,14,78,12
TXO,202210W2,14050,Put,304,368,258,368,368,▲+152,▲+70.37%,176,158,334,102,351,387,368,174
TXO,202210W2,14100,Call,18.5,22,8.3,8.9,8.9,▼-31.6,▼-78.02%,11436,12897,24333,12084,8.3,9.4,59,8.3
TXO,202210W2,14100,Put,338,413,296,408,414,▲+149,▲+57.53%,219,179,398,223,402,418,441,197
TXO,202210W2,14150,Call,12,14,5.3,5.9,5.9,▼-23.6,▼-80.00%,5648,5947,11595,5796,5.5,6,43.5,5.3
TXO,202210W2,14150,Put,378,444,378,444,461,▲+149,▲+50.51%,24,58,82,107,383,525,444,238
TXO,202210W2,14200,Call,8.5,9.5,3.7,4.5,4.5,▼-15.5,▼-77.50%,6827,8406,15233,10624,4.2,4.6,30,3.7
TXO,202210W2,14200,Put,420,505,406,505,510,▲+169,▲+50.30%,81,25,106,48,431,570,520,278
TXO,202210W2,14250,Call,5.2,6.1,2.6,3.2,3.2,▼-8.3,▼-72.17%,0,1496,1496,1145,3,3.2,6.1,2.6
TXO,202210W2,14250,Put,-,-,-,-,560,-,-,0,0,0,0,495,595,-,-
TXO,202210W2,14300,Call,4.4,4.4,2,2,2,▼-7.5,▼-78.95%,2767,4016,6783,5442,1.5,2.5,13.5,2
TXO,202210W2,14300,Put,520,605,510,605,610,▲+179,▲+42.02%,37,28,65,36,580,650,620,406
TXO,202210W2,14400,Call,0.6,2.5,0.6,1.5,1.5,▼-3.2,▼-68.09%,692,2687,3379,3333,1.5,1.6,7.2,0.6
TXO,202210W2,14400,Put,630,705,630,705,710,▲+185,▲+35.58%,5,4,9,8,680,740,705,490
TXO,202210W2,14500,Call,1.4,1.4,0.4,1,1,▼-1.7,▼-62.96%,104,2036,2140,3006,0.9,1.1,4.4,0.4
TXO,202210W2,14500,Put,-,-,-,-,810,-,-,4,0,4,2,780,840,730,680
TXO,202210W2,14600,Call,1,1,0.7,0.8,0.8,▼-0.8,▼-50.00%,195,148,343,2326,0.5,0.9,2.1,0.4
TXO,202210W2,14600,Put,-,-,-,-,910,-,-,0,0,0,0,880,940,-,-
TXO,202210W2,14700,Call,0.6,0.6,0.5,0.5,0.5,▼-0.6,▼-54.55%,0,82,82,1791,0.4,0.7,1.4,0.1
TXO,202210W2,14700,Put,-,-,-,-,1010,-,-,0,0,0,0,980,1040,-,-
TXO,202210W2,14800,Call,0.1,0.6,0.1,0.6,0.4,▼-0.2,▼-25.00%,1,10,11,206,0.2,0.6,1.1,0.1
TXO,202210W2,14800,Put,-,-,-,-,1110,-,-,0,0,0,0,1070,1130,-,-
