契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211W1,11300,Call,-,-,-,-,1640,-,-,0,0,0,0,1610,1680,-,-
TXO,202211W1,11300,Put,0.2,0.2,0.2,0.2,0.2,▼-0.6,▼-75.00%,111,6,117,1100,0.2,0.8,4,0.2
TXO,202211W1,11400,Call,-,-,-,-,1540,-,-,0,0,0,0,1510,1580,-,-
TXO,202211W1,11400,Put,0.2,0.2,0.2,0.2,0.2,▼-0.6,▼-75.00%,1,4,5,294,0.2,0.6,4.8,0.2
TXO,202211W1,11500,Call,-,-,-,-,1440,-,-,0,0,0,0,1410,1480,-,-
TXO,202211W1,11500,Put,0.3,0.3,0.2,0.2,0.2,▼-0.9,▼-81.82%,23,10,33,397,0.1,0.6,6.4,0.2
TXO,202211W1,11600,Call,-,-,-,-,1340,-,-,0,0,0,0,1310,1380,-,-
TXO,202211W1,11600,Put,0.3,0.3,0.2,0.2,0.2,▼-1.3,▼-86.67%,21,19,40,365,0.1,1,10,0.2
TXO,202211W1,11700,Call,-,-,-,-,1240,-,-,0,0,0,0,1210,1280,-,-
TXO,202211W1,11700,Put,0.7,0.7,0.2,0.3,0.3,▼-1.4,▼-82.35%,118,104,222,1159,0.2,1,10.5,0.2
TXO,202211W1,11800,Call,-,-,-,-,1140,-,-,0,0,0,0,1110,1180,-,-
TXO,202211W1,11800,Put,0.9,0.9,0.2,0.4,0.4,▼-1.8,▼-81.82%,94,1174,1268,1366,0.2,0.5,17,0.2
TXO,202211W1,11900,Call,-,-,-,-,1040,-,-,0,0,0,0,1010,1080,-,-
TXO,202211W1,11900,Put,1.1,1.1,0.2,0.3,0.5,▼-2.6,▼-89.66%,146,367,513,3154,0.3,0.6,22,0.2
TXO,202211W1,12000,Call,-,-,-,-,950,-,-,0,0,0,13,915,980,950,765
TXO,202211W1,12000,Put,1.4,1.4,0.5,0.6,0.6,▼-3.2,▼-84.21%,594,1227,1821,2523,0.6,0.8,28.5,0.5
TXO,202211W1,12100,Call,-,-,-,-,850,-,-,3,0,3,3,815,880,700,675
TXO,202211W1,12100,Put,1.7,2.1,0.6,0.8,0.8,▼-4.9,▼-85.96%,901,969,1870,3243,0.7,0.9,39.5,0.6
TXO,202211W1,12200,Call,670,770,660,760,750,▲+175,▲+29.91%,6,20,26,20,740,755,770,540
TXO,202211W1,12200,Put,2.1,4,0.8,1,1,▼-7.7,▼-88.51%,1249,2743,3992,3092,0.9,1.2,53,0.8
TXO,202211W1,12300,Call,-,-,-,-,650,-,-,3,0,3,34,640,655,660,360
TXO,202211W1,12300,Put,3.5,4.7,1.2,1.4,1.4,▼-12.6,▼-90.00%,3171,4592,7763,4681,1.3,1.5,69,1.2
TXO,202211W1,12350,Call,510,585,510,585,600,▲+142,▲+32.05%,13,4,17,32,565,630,625,451
TXO,202211W1,12350,Put,5,6.2,1.5,1.7,1.7,▼-16.8,▼-90.81%,3411,4287,7698,3093,1.7,1.9,80,1.5
TXO,202211W1,12400,Call,459,585,459,585,550,▲+187,▲+46.98%,25,10,35,69,540,555,585,382
TXO,202211W1,12400,Put,5.5,8.5,2,2.4,2.4,▼-21.1,▼-89.79%,5548,9705,15253,4270,2.1,2.3,91,0.2
TXO,202211W1,12450,Call,409,535,409,535,500,▲+180,▲+50.70%,10,5,15,25,492,510,535,353
TXO,202211W1,12450,Put,8.4,11.5,2.6,3,3,▼-27,▼-90.00%,4578,6906,11484,4169,2.6,3.4,107,2.6
TXO,202211W1,12500,Call,382,488,368,455,450,▲+141,▲+44.90%,173,116,289,147,443,458,495,296
TXO,202211W1,12500,Put,9.7,15.5,3.4,4.2,4.2,▼-33.8,▼-88.95%,9163,11080,20243,6993,4.1,5,124,3.4
