契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210,11100,Call,1760,1770,1760,1770,1770,▼-200,▼-10.15%,0,20,20,20,1730,1830,1770,1760
TXO,202210,11100,Put,0.6,2.7,0.6,2,2,▲+0.7,▲+53.85%,171,1098,1269,988,1.7,2.2,2.7,0.6
TXO,202210,11200,Call,-,-,-,-,1670,-,-,0,0,0,0,1630,1730,-,-
TXO,202210,11200,Put,1,3.3,1,2.8,2.4,▲+1.4,▲+100.00%,20,322,342,319,2,2.8,3.3,1
TXO,202210,11300,Call,-,-,-,-,1570,-,-,0,0,0,0,1530,1610,-,-
TXO,202210,11300,Put,1,4.1,1,2.8,2.8,▲+1,▲+55.56%,23,483,506,356,2,4.1,83,1
TXO,202210,11400,Call,-,-,-,-,1470,-,-,0,0,0,3,1430,1510,2160,2160
TXO,202210,11400,Put,1.2,5,1,3.3,3.3,▲+1.1,▲+50.00%,50,1256,1306,2752,2.8,4.5,18,1
TXO,202210,11500,Call,-,-,-,-,1370,-,-,0,0,0,3,1330,1410,2060,2060
TXO,202210,11500,Put,1.6,6.5,1.5,5,5,▲+2.2,▲+78.57%,143,529,672,1888,4.2,5,20,1.5
TXO,202210,11600,Call,-,-,-,-,1270,-,-,0,0,0,0,1240,1310,-,-
TXO,202210,11600,Put,1.9,8.4,1.9,5.1,5.1,▲+1.7,▲+50.00%,255,881,1136,2606,4.8,7,21,1.8
TXO,202210,11700,Call,-,-,-,-,1180,-,-,1,0,1,5,1130,1220,1390,1380
TXO,202210,11700,Put,1.7,11.5,1.7,7.5,7.5,▲+3.5,▲+87.50%,370,2367,2737,3793,6.8,8,25,1.7
TXO,202210,11800,Call,1110,1110,1050,1050,1080,▼-230,▼-17.97%,0,2,2,2,1030,1170,1110,1050
TXO,202210,11800,Put,3.2,14.5,3.1,11,11,▲+5.6,▲+103.70%,601,5380,5981,4605,10,13.5,30,2.6
TXO,202210,11900,Call,1020,1030,1000,1000,985,▼-180,▼-15.25%,0,3,3,2,945,1020,1150,1000
TXO,202210,11900,Put,4.5,19.5,4,15,15,▲+7.6,▲+102.70%,568,5730,6298,3313,14,15,34.5,3
TXO,202210,12000,Call,850,855,840,840,890,▼-240,▼-22.22%,0,5,5,3,880,900,1120,840
TXO,202210,12000,Put,8.9,26,5.6,20,20,▲+9.5,▲+90.48%,2102,7600,9702,8844,19.5,20,40,3.4
TXO,202210,12100,Call,960,960,960,960,795,▼-25,▼-2.54%,1,1,2,2,755,870,960,930
TXO,202210,12100,Put,11,34,8.1,26.5,26.5,▲+11.5,▲+76.67%,2301,5256,7557,4048,26,26.5,47.5,3.7
TXO,202210,12200,Call,755,760,670,670,705,▼-220,▼-24.72%,7,34,41,30,635,710,2670,670
TXO,202210,12200,Put,15,44.5,11.5,35,35,▲+15.5,▲+79.49%,3642,7935,11577,6460,35,35.5,57,4.2
TXO,202210,12300,Call,650,650,585,585,615,▼-210,▼-26.42%,7,9,16,24,545,690,1180,585
TXO,202210,12300,Put,23.5,59,17.5,46,46,▲+19,▲+70.37%,3286,9254,12540,6278,46,46.5,64,5.6
TXO,202210,12400,Call,670,670,480,535,535,▼-175,▼-24.65%,24,482,506,913,476,540,2480,480
TXO,202210,12400,Put,34.5,77,24.5,60,60,▲+23.5,▲+64.38%,3404,11254,14658,5829,60,61,78,0.4
TXO,202210,12500,Call,600,605,403,488,450,▼-132,▼-21.29%,24,180,204,123,444,525,2380,403
TXO,202210,12500,Put,46.5,99,36,81,81,▲+33.5,▲+70.53%,8065,14786,22851,7855,80,81,144,8.7
TXO,202210,12600,Call,491,525,331,372,372,▼-158,▼-29.81%,40,369,409,238,361,374,2280,331
TXO,202210,12600,Put,59,127,50,105,105,▲+42,▲+66.67%,4687,14865,19552,6569,104,105,145,11
TXO,202210,12700,Call,412,435,265,306,306,▼-151,▼-33.04%,155,901,1056,520,294,306,1180,265
TXO,202210,12700,Put,80,161,68,134,134,▲+52,▲+63.41%,6342,12820,19162,5456,131,135,161,13
TXO,202210,12750,Call,355,355,235,267,267,▼-148,▼-35.66%,61,374,435,250,256,354,417,235
TXO,202210,12750,Put,84,181,79,151,151,▲+60,▲+65.93%,2663,5757,8420,1335,150,151,181,77
TXO,202210,12800,Call,338,373,205,238,238,▼-144,▼-37.70%,374,2589,2963,1312,237,240,1670,205
TXO,202210,12800,Put,103,202,90,170,170,▲+65,▲+61.90%,6966,16082,23048,6535,169,170,202,16.5
TXO,202210,12850,Call,313,322,179,210,210,▼-132,▼-38.60%,89,1604,1693,702,210,211,380,179
