契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W4,11300,Call,-,-,-,-,-,-,-,0,0,0,0,1440,1450,-,-
TXO,202210W4,11300,Put,-,-,-,-,-,-,-,0,0,0,0,0.1,0.2,-,-
TXO,202210W4,11400,Call,-,-,-,-,-,-,-,0,0,0,0,1340,1350,-,-
TXO,202210W4,11400,Put,-,-,-,-,-,-,-,0,0,0,0,0.1,0.2,-,-
TXO,202210W4,11500,Call,-,-,-,-,-,-,-,0,0,0,0,1240,1250,-,-
TXO,202210W4,11500,Put,-,-,-,-,-,-,-,5,0,5,49,0.1,0.2,1,0.2
TXO,202210W4,11600,Call,1140,1140,1140,1140,-,▲+50,▲+4.59%,0,4,4,4,1140,1150,1140,1140
TXO,202210W4,11600,Put,0.2,0.3,0.1,0.2,-,0,0%,38,15,53,1828,0.1,0.2,6.3,0.1
TXO,202210W4,11700,Call,-,-,-,-,-,-,-,0,0,0,0,1040,1050,-,-
TXO,202210W4,11700,Put,0.2,0.3,0.2,0.3,-,▲+0.1,▲+50.00%,6,7,13,2258,0.1,0.2,8.7,0.2
TXO,202210W4,11800,Call,-,-,-,-,-,-,-,0,0,0,0,940,945,-,-
TXO,202210W4,11800,Put,0.3,0.5,0.1,0.1,-,▼-0.3,▼-75.00%,143,131,274,2846,0.1,0.2,12,0.1
TXO,202210W4,11900,Call,795,795,795,795,-,▲+5,▲+0.63%,0,1,1,4,840,845,855,795
TXO,202210W4,11900,Put,0.2,0.4,0.1,0.1,-,▼-0.7,▼-87.50%,293,109,402,3538,-,0.1,17.5,0.1
TXO,202210W4,12000,Call,695,780,695,780,-,▲+90,▲+13.04%,9,20,29,25,740,745,1130,670
TXO,202210W4,12000,Put,0.6,0.6,0.1,0.2,-,▼-0.7,▼-77.78%,1418,193,1611,6168,0.1,0.2,25,0.1
TXO,202210W4,12100,Call,595,595,595,595,-,▲+5,▲+0.85%,10,3,13,12,640,645,805,590
TXO,202210W4,12100,Put,0.7,0.9,0.1,0.1,-,▼-1.5,▼-93.75%,2004,1015,3019,5957,0.1,0.2,35,0.1
