契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W4,11500,Call,-,-,-,-,1190,-,-,0,0,0,0,1150,1210,-,-
TXO,202210W4,11500,Put,0.2,0.3,0.2,0.2,0.2,▼-0.5,▼-71.43%,6,5,11,49,-,1.1,1,0.2
TXO,202210W4,11600,Call,-,-,-,-,1090,-,-,0,0,0,0,1050,1110,-,-
TXO,202210W4,11600,Put,0.5,0.8,0.2,0.2,0.2,▼-0.5,▼-71.43%,19,366,385,1825,0.1,1,6.3,0.2
TXO,202210W4,11700,Call,-,-,-,-,990,-,-,0,0,0,0,955,1010,-,-
TXO,202210W4,11700,Put,0.5,1.1,0.2,0.2,0.2,▼-0.8,▼-80.00%,16,333,349,2257,0.1,1.6,8.7,0.2
TXO,202210W4,11800,Call,-,-,-,-,890,-,-,0,0,0,0,810,925,-,-
TXO,202210W4,11800,Put,0.5,1.4,0.3,0.4,0.4,▼-0.9,▼-69.23%,65,302,367,2842,0.3,0.8,12,0.3
TXO,202210W4,11900,Call,-,-,-,-,790,-,-,0,0,0,3,775,795,855,855
TXO,202210W4,11900,Put,0.7,1.9,0.3,0.8,0.8,▼-1,▼-55.56%,182,703,885,3419,0.3,0.8,17.5,0.3
TXO,202210W4,12000,Call,-,-,-,-,690,-,-,0,0,0,19,675,695,1130,710
TXO,202210W4,12000,Put,1,3,0.7,0.9,0.9,▼-1.4,▼-60.87%,402,1159,1561,5038,0.7,1.3,25,0.7
TXO,202210W4,12100,Call,-,-,-,-,590,-,-,2,0,2,9,580,595,805,685
TXO,202210W4,12100,Put,2.4,5.2,1,1.6,1.6,▼-1.8,▼-52.94%,847,2390,3237,4356,1.6,2,35,0.5
TXO,202210W4,12200,Call,495,545,491,510,490,▼-185,▼-26.62%,3,15,18,28,481,494,875,491
TXO,202210W4,12200,Put,1.4,7.9,1.1,2.9,2.9,▼-2,▼-40.82%,1492,5742,7234,5862,2.6,3,47.5,1.1
TXO,202210W4,12300,Call,500,500,400,400,391,▼-195,▼-32.77%,6,6,12,27,321,465,800,400
TXO,202210W4,12300,Put,2.5,14,1.2,6.2,6.2,▼-0.8,▼-11.43%,2035,8941,10976,5994,6,6.2,65,1.2
TXO,202210W4,12400,Call,432,432,299,314,298,▼-186,▼-37.20%,36,161,197,75,281,320,680,299
TXO,202210W4,12400,Put,5.1,24,3.1,13.5,13.5,▲+2.5,▲+22.73%,4934,13538,18472,8207,13.5,14,87,2.2
TXO,202210W4,12450,Call,285,285,245,266,254,▼-186,▼-41.15%,0,39,39,29,183,326,530,245
TXO,202210W4,12450,Put,6.7,32,3.1,19,19,▲+5,▲+35.71%,5642,13020,18662,3147,19,20,32,2.8
TXO,202210W4,12500,Call,450,450,202,212,212,▼-198,▼-48.29%,26,657,683,260,201,229,630,202
TXO,202210W4,12500,Put,6.2,42,4.9,27.5,27.5,▲+8.5,▲+44.74%,11263,22540,33803,8115,27,28,115,4.3
TXO,202210W4,12550,Call,376,376,163,169,169,▼-192,▼-53.19%,13,1411,1424,175,169,179,376,163
TXO,202210W4,12550,Put,12,55,5.8,37,37,▲+13.5,▲+57.45%,5158,17061,22219,2856,36.5,37.5,55,5.8
TXO,202210W4,12600,Call,349,356,128,134,134,▼-185,▼-57.99%,286,4166,4452,717,133,135,605,128
TXO,202210W4,12600,Put,16,70,10,51,51,▲+21,▲+70.00%,15041,35741,50782,9687,50,51,149,5
TXO,202210W4,12650,Call,295,311,96,101,101,▼-179,▼-63.93%,575,10931,11506,2284,101,104,485,96
TXO,202210W4,12650,Put,20.5,89,14,68,68,▲+30.5,▲+81.33%,12170,25997,38167,4792,68,69,169,6.4
TXO,202210W4,12700,Call,248,266,70,75,75,▼-160,▼-68.09%,1290,24729,26019,4491,74,75,496,70
TXO,202210W4,12700,Put,30,114,20,89,89,▲+41,▲+85.42%,20244,37306,57550,6785,89,93,192,11
TXO,202210W4,12750,Call,204,223,49.5,51,51,▼-151,▼-74.75%,2495,25032,27527,3803,51,52,454,49.5
TXO,202210W4,12750,Put,39.5,142,27,118,118,▲+58,▲+96.67%,15239,28050,43289,4953,116,117,218,15
TXO,202210W4,12800,Call,155,184,32.5,34,34,▼-128,▼-79.01%,7630,44216,51846,6884,33,34,423,32.5
TXO,202210W4,12800,Put,58,173,37.5,149,149,▲+73,▲+96.05%,22978,36122,59100,4857,147,149,245,22
TXO,202210W4,12850,Call,128,148,19,19,19,▼-110,▼-85.27%,13234,41380,54614,7800,19,20,372,19
TXO,202210W4,12850,Put,70,211,50,187,187,▲+94,▲+101.08%,16276,17281,33557,3310,171,186,274,28
TXO,202210W4,12900,Call,90,114,10.5,11,11,▼-91,▼-89.22%,23568,47997,71565,11460,11,11.5,350,10.5
TXO,202210W4,12900,Put,90,250,67,228,228,▲+114,▲+100.00%,16266,12725,28991,4056,225,227,306,36
TXO,202210W4,12950,Call,68,87,6,6,6,▼-71,▼-92.21%,19872,38546,58418,11051,5.8,6.2,299,6
TXO,202210W4,12950,Put,109,294,88,270,270,▲+129,▲+91.49%,6492,4394,10886,2037,245,288,340,41.5
TXO,202210W4,13000,Call,46.5,61,3.5,3.5,3.5,▼-51.5,▼-93.64%,28959,44742,73701,14507,3.6,4,377,3.5
TXO,202210W4,13000,Put,139,338,115,304,320,▲+135,▲+79.88%,7366,5987,13353,2367,312,321,374,58
TXO,202210W4,13050,Call,35,42,2.3,2.3,2.3,▼-38.7,▼-94.39%,22549,26281,48830,9930,2.3,2.5,242,2.3
TXO,202210W4,13050,Put,164,385,145,359,370,▲+157,▲+77.72%,3125,3639,6764,3346,350,380,412,74
TXO,202210W4,13100,Call,20,27,1.7,1.7,1.7,▼-24.8,▼-93.58%,26390,25084,51474,11793,1.7,1.9,210,1.7
TXO,202210W4,13100,Put,220,428,179,413,420,▲+175,▲+73.53%,1011,1503,2514,1107,412,446,452,93
