契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209W2,12900,Call,1560,1560,1560,1560,1670,▲+70,▲+4.70%,0,1,1,1,1640,1700,1560,1560
TXO,202209W2,12900,Put,1.1,1.1,0.5,0.9,0.7,▲+0.5,▲+125.00%,0,305,305,299,-,0.8,1.1,0.5
TXO,202209W2,13000,Call,1460,1460,1460,1460,1570,▲+70,▲+5.04%,0,1,1,1,1540,1600,1460,1460
TXO,202209W2,13000,Put,1.3,1.4,0.7,0.8,0.7,0,0%,0,181,181,118,-,0.7,1.4,0.7
TXO,202209W2,13100,Call,1360,1360,1360,1360,1470,▲+70,▲+5.43%,0,1,1,1,1440,1500,1360,1360
TXO,202209W2,13100,Put,1.6,1.7,0.7,0.7,0.7,▼-0.8,▼-53.33%,0,39,39,27,-,0.8,1.7,0.7
TXO,202209W2,13200,Call,1260,1260,1260,1260,1370,▲+70,▲+5.88%,0,1,1,1,1340,1410,1260,1260
TXO,202209W2,13200,Put,2,2.4,0.8,0.9,0.9,▼-2.9,▼-76.32%,1273,481,1754,1360,0.8,1.1,5.6,0.8
TXO,202209W2,13300,Call,1160,1160,1160,1160,1270,▲+70,▲+6.42%,0,1,1,1,1190,1300,1160,1160
TXO,202209W2,13300,Put,1.2,3,1.1,1.4,1.4,▼-3.3,▼-70.21%,507,876,1383,721,1,1.3,7.5,1.1
TXO,202209W2,13400,Call,1060,1060,1060,1060,1170,▲+65,▲+6.53%,0,1,1,1,1140,1200,1060,1060
TXO,202209W2,13400,Put,3.8,4,1.1,1.3,1.5,▼-5.6,▼-81.16%,1259,2972,4231,2072,1.3,1.6,10.5,1.1
TXO,202209W2,13500,Call,970,970,965,965,1070,▲+65,▲+7.22%,0,2,2,2,1040,1100,970,965
TXO,202209W2,13500,Put,4,5.7,1.8,1.9,1.9,▼-7.6,▼-80.00%,1911,4061,5972,2728,1.9,2,14,1.8
TXO,202209W2,13600,Call,-,-,-,-,970,-,-,0,0,0,0,940,1000,-,-
TXO,202209W2,13600,Put,5.9,8.3,2.3,2.4,2.4,▼-10.6,▼-81.54%,2931,1627,4558,2142,2.1,2.4,21.5,2.3
TXO,202209W2,13700,Call,-,-,-,-,870,-,-,1,0,1,1,840,900,710,710
TXO,202209W2,13700,Put,9,12,3.2,3.3,3.3,▼-15.7,▼-82.63%,3405,2812,6217,2745,3.1,3.3,29.5,3.2
TXO,202209W2,13800,Call,700,715,700,715,775,▲+100,▲+16.26%,3,2,5,21,745,805,715,605
TXO,202209W2,13800,Put,12.5,17.5,4.7,4.8,4.8,▼-22.2,▼-82.22%,5186,4973,10159,3843,4.1,4.8,38.5,4.7
TXO,202209W2,13900,Call,620,620,620,620,680,▲+95,▲+18.10%,100,2,102,23,645,705,670,500
TXO,202209W2,13900,Put,20,24.5,6.9,7.5,7.5,▼-29.5,▼-79.73%,6373,5658,12031,3652,7.5,7.9,52,6.9
TXO,202209W2,14000,Call,505,560,460,560,585,▲+120,▲+27.27%,70,54,124,43,540,610,560,408
TXO,202209W2,14000,Put,25,35.5,10.5,11,11,▼-40,▼-78.43%,12521,8932,21453,6191,10.5,11,69,10.5
TXO,202209W2,14050,Call,463,470,463,470,535,▲+80,▲+20.51%,0,3,3,2,463,565,470,463
TXO,202209W2,14050,Put,32.5,42,13.5,13.5,13.5,▼-46.5,▼-77.50%,0,3174,3174,1458,13.5,14,42,13.5
TXO,202209W2,14100,Call,419,473,378,457,489,▲+102,▲+28.73%,261,51,312,150,486,560,473,324
TXO,202209W2,14100,Put,40,49.5,17,17.5,17.5,▼-51.5,▼-74.64%,7728,7405,15133,3861,17,17.5,92,17
TXO,202209W2,14150,Call,337,430,336,430,444,▲+119,▲+38.26%,0,14,14,7,356,505,430,336
TXO,202209W2,14150,Put,47,59,21.5,22.5,22.5,▼-47.5,▼-67.86%,0,1951,1951,759,22,22.5,59,21.5
TXO,202209W2,14200,Call,362,395,291,395,395,▲+107,▲+37.15%,562,206,768,279,382,407,395,249
TXO,202209W2,14200,Put,52,69,26.5,27.5,27.5,▼-67.5,▼-71.05%,6977,8117,15094,3515,27,27.5,119,26.5
TXO,202209W2,14250,Call,293,353,258,353,353,▲+107,▲+43.50%,558,86,644,230,337,360,353,216
TXO,202209W2,14250,Put,62,82,33,34.5,34.5,▼-72.5,▼-67.76%,4601,6129,10730,1882,34,34.5,135,33
TXO,202209W2,14300,Call,262,314,219,314,314,▲+99,▲+46.05%,1351,659,2010,675,292,320,314,185
TXO,202209W2,14300,Put,80,96,40,42,42,▼-82,▼-66.13%,6423,9406,15829,3001,41.5,42,153,40
TXO,202209W2,14350,Call,239,275,185,272,272,▲+86,▲+46.24%,3073,3018,6091,975,250,276,298,158
