契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202212W2,13000,Call,-,-,-,-,1610,-,-,0,0,0,0,1600,1630,-,-
TXO,202212W2,13000,Put,-,-,-,-,0.1,-,-,0,0,0,0,0.1,0.6,-,-
TXO,202212W2,13100,Call,-,-,-,-,1520,-,-,0,0,0,0,1500,1530,-,-
TXO,202212W2,13100,Put,0.2,0.2,0.2,0.2,0.2,0,0%,2,3,5,548,0.1,0.5,1.7,0.2
TXO,202212W2,13200,Call,-,-,-,-,1420,-,-,0,0,0,0,1400,1430,-,-
TXO,202212W2,13200,Put,0.5,0.5,0.2,0.2,0.3,▼-0.3,▼-60.00%,0,180,180,648,0.1,0.6,5.5,0.2
TXO,202212W2,13300,Call,-,-,-,-,1320,-,-,0,0,0,0,1300,1330,-,-
TXO,202212W2,13300,Put,0.5,1,0.4,0.4,0.4,▼-0.3,▼-42.86%,0,39,39,454,0.3,0.7,6.3,0.3
TXO,202212W2,13400,Call,-,-,-,-,1220,-,-,0,0,0,0,1200,1230,-,-
TXO,202212W2,13400,Put,0.7,0.7,0.3,0.3,0.4,▼-0.5,▼-62.50%,10,4,14,1112,0.3,0.7,16.5,0.3
TXO,202212W2,13500,Call,-,-,-,-,1120,-,-,0,0,0,0,1100,1130,-,-
TXO,202212W2,13500,Put,0.6,1,0.5,0.5,0.5,▼-0.4,▼-44.44%,36,213,249,838,0.5,0.9,10,0.4
TXO,202212W2,13600,Call,-,-,-,-,1020,-,-,0,0,0,1,1000,1030,1080,1080
TXO,202212W2,13600,Put,0.3,1.2,0.3,0.6,0.6,▼-0.5,▼-45.45%,40,383,423,1248,0.5,0.9,14.5,0.3
TXO,202212W2,13700,Call,-,-,-,-,920,-,-,0,0,0,2,900,925,890,840
TXO,202212W2,13700,Put,1.2,1.8,1,1.2,1,▼-0.1,▼-7.69%,325,528,853,1492,0.9,1.1,18.5,0.9
TXO,202212W2,13800,Call,805,805,805,805,820,▼-135,▼-14.36%,0,8,8,4,805,825,805,715
TXO,202212W2,13800,Put,1.7,2.5,1.1,1.4,1.4,▼-0.3,▼-17.65%,725,1788,2513,2720,1.3,1.4,24,1.1
