契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209W1,13200,Call,-,-,-,-,1450,-,-,0,0,0,0,1410,1480,-,-
TXO,202209W1,13200,Put,-,-,-,-,0.1,-,-,0,0,0,0,-,0.7,-,-
TXO,202209W1,13300,Call,-,-,-,-,1350,-,-,0,0,0,8,1310,1380,1430,1430
TXO,202209W1,13300,Put,0.9,0.9,0.2,0.2,0.2,▼-1.7,▼-89.47%,326,9,335,576,0.2,0.7,1.9,0.2
TXO,202209W1,13400,Call,-,-,-,-,1250,-,-,0,0,0,1,1210,1280,1380,1380
TXO,202209W1,13400,Put,0.8,0.8,0.3,0.4,0.4,▼-1.8,▼-81.82%,63,119,182,1119,0.3,0.7,5,0.3
TXO,202209W1,13500,Call,-,-,-,-,1150,-,-,0,0,0,1,1110,1180,1280,1280
TXO,202209W1,13500,Put,0.5,0.7,0.3,0.3,0.4,▼-2.6,▼-89.66%,435,159,594,638,0.3,0.7,7,0.3
TXO,202209W1,13600,Call,-,-,-,-,1050,-,-,0,0,0,1,1010,1080,1190,1190
TXO,202209W1,13600,Put,0.9,1.1,0.5,0.5,0.5,▼-3.1,▼-86.11%,321,207,528,964,0.4,0.9,8.9,0.5
TXO,202209W1,13700,Call,-,-,-,-,950,-,-,0,0,0,1,915,980,1090,1090
TXO,202209W1,13700,Put,1.1,1.6,0.6,0.6,0.6,▼-3.6,▼-85.71%,368,536,904,2422,0.5,1.2,12,0.6
TXO,202209W1,13800,Call,-,-,-,-,850,-,-,0,0,0,0,815,880,-,-
TXO,202209W1,13800,Put,1.4,2.2,0.9,1,1,▼-5.2,▼-83.87%,573,659,1232,3449,0.9,1.4,15.5,0.9
TXO,202209W1,13900,Call,-,-,-,-,750,-,-,0,0,0,0,720,785,-,-
TXO,202209W1,13900,Put,6,6,1.2,1.8,1.8,▼-7.2,▼-80.00%,1537,1424,2961,5142,1.8,2,21.5,1.2
TXO,202209W1,14000,Call,715,715,715,715,650,▲+65,▲+10.00%,14,1,15,16,620,685,800,448
TXO,202209W1,14000,Put,9.9,9.9,1.8,3.1,3.1,▼-10.4,▼-77.04%,4601,5988,10589,8310,2.5,3.1,29,1.3
TXO,202209W1,14100,Call,-,-,-,-,550,-,-,2,0,2,22,470,630,720,530
TXO,202209W1,14100,Put,12,12,1.9,4.7,4.7,▼-15.3,▼-76.50%,6409,4747,11156,4977,4.7,4.8,39,1.9
TXO,202209W1,14200,Call,505,505,464,464,456,▲+2,▲+0.43%,39,5,44,43,376,530,650,410
TXO,202209W1,14200,Put,15.5,18.5,4.8,8.2,8.2,▼-19.8,▼-70.71%,10976,7097,18073,7832,8,8.3,53,4.8
TXO,202209W1,14250,Call,435,435,423,423,408,▲+10,▲+2.42%,0,2,2,0,326,495,435,423
TXO,202209W1,14250,Put,15.5,18,6.6,10,10,▼-26,▼-72.22%,0,4029,4029,1509,9.5,10,18,6.6
TXO,202209W1,14300,Call,380,432,340,361,361,▼-19,▼-5.00%,38,39,77,60,280,448,715,303
TXO,202209W1,14300,Put,30,30,9.3,13.5,13.5,▼-28.5,▼-67.86%,16857,11256,28113,9746,13,13.5,70,8.5
TXO,202209W1,14350,Call,335,335,323,327,314,▼-1,▼-0.30%,0,26,26,19,234,402,335,323
TXO,202209W1,14350,Put,34,34,13,16.5,16.5,▼-35.5,▼-68.27%,0,6427,6427,2410,15,19,34,13
TXO,202209W1,14400,Call,328,367,246,265,265,▼-35,▼-11.67%,213,190,403,185,265,275,680,240
