契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202212W1,13000,Call,-,-,-,-,1930,-,-,0,0,0,0,1920,1950,-,-
TXO,202212W1,13000,Put,0.4,0.6,0.4,0.6,0.6,0,0%,2,45,47,576,0.2,0.6,3.5,0.4
TXO,202212W1,13100,Call,-,-,-,-,1830,-,-,0,0,0,0,1820,1850,-,-
TXO,202212W1,13100,Put,0.8,0.8,0.8,0.8,0.7,▲+0.1,▲+14.29%,1,33,34,410,-,0.7,3.5,0.6
TXO,202212W1,13200,Call,-,-,-,-,1730,-,-,0,0,0,0,1720,1750,-,-
TXO,202212W1,13200,Put,0.8,0.9,0.8,0.8,0.7,0,0%,0,53,53,80,0.4,0.9,5,0.8
TXO,202212W1,13300,Call,-,-,-,-,1630,-,-,0,0,0,0,1620,1650,-,-
TXO,202212W1,13300,Put,0.7,0.9,0.7,0.9,0.7,0,0%,1,46,47,416,0.5,0.7,6.2,0.6
TXO,202212W1,13400,Call,-,-,-,-,1530,-,-,0,0,0,0,1520,1550,-,-
TXO,202212W1,13400,Put,1.1,1.1,0.6,0.7,0.7,▼-0.4,▼-36.36%,0,48,48,346,0.4,0.8,6.6,0.4
TXO,202212W1,13500,Call,-,-,-,-,1430,-,-,0,0,0,0,1420,1450,-,-
TXO,202212W1,13500,Put,1.2,1.2,0.8,0.8,0.8,▼-0.4,▼-33.33%,9,214,223,725,0.4,0.8,9.1,0.4
TXO,202212W1,13600,Call,1370,1370,1370,1370,1330,▼-60,▼-4.20%,1,1,2,2,1320,1350,1500,1050
TXO,202212W1,13600,Put,1.4,1.4,1,1.2,0.8,▼-0.2,▼-14.29%,1,146,147,802,0.6,1,12.5,0.8
TXO,202212W1,13700,Call,-,-,-,-,1230,-,-,0,0,0,0,1220,1250,1040,1020
TXO,202212W1,13700,Put,1.4,1.6,0.9,0.9,0.9,▼-0.7,▼-43.75%,8,306,314,894,0.5,1.5,17.5,0.6
TXO,202212W1,13800,Call,-,-,-,-,1130,-,-,0,0,0,0,1120,1150,1300,895
TXO,202212W1,13800,Put,1.8,1.8,1.1,1.1,1.1,▼-0.7,▼-38.89%,61,315,376,1833,1,1.4,25,1.1
TXO,202212W1,13900,Call,-,-,-,-,1030,-,-,0,0,0,2,1020,1050,875,690
TXO,202212W1,13900,Put,2.2,2.2,1.3,1.3,1.3,▼-0.8,▼-38.10%,48,415,463,1417,1,2.1,32,0.7
TXO,202212W1,14000,Call,-,-,-,-,930,-,-,0,0,0,33,855,945,850,520
TXO,202212W1,14000,Put,2.5,3,1.6,1.7,1.7,▼-0.8,▼-32.00%,478,947,1425,3186,1.7,1.9,49,1
TXO,202212W1,14100,Call,-,-,-,-,830,-,-,0,0,0,18,820,845,750,446
TXO,202212W1,14100,Put,3.6,4,1.9,2.1,2.1,▼-1.1,▼-34.38%,647,1767,2414,3687,1.9,2.2,62,1.9
TXO,202212W1,14150,Call,800,800,800,800,780,▼-80,▼-9.09%,0,1,1,20,770,795,990,418
TXO,202212W1,14150,Put,4,4.6,2.1,2.4,2.4,▼-1.3,▼-35.14%,368,952,1320,1290,2.3,2.5,70,2.1
TXO,202212W1,14200,Call,755,755,755,755,730,▼-75,▼-9.04%,8,18,26,38,720,745,930,355
TXO,202212W1,14200,Put,5.2,5.6,2.6,2.9,2.9,▼-1.1,▼-27.50%,586,1925,2511,3469,2,4.9,82,2.6
TXO,202212W1,14250,Call,750,760,750,760,680,▼-20,▼-2.56%,0,2,2,16,670,755,760,313
TXO,202212W1,14250,Put,6.7,6.7,3.2,3.6,3.6,▼-0.7,▼-16.28%,525,1670,2195,1305,3,4.5,133,3.2
TXO,202212W1,14300,Call,620,655,620,655,635,▼-75,▼-10.27%,1,3,4,41,620,725,820,280
TXO,202212W1,14300,Put,5.7,8.5,4,4.6,4.6,▼-1,▼-17.86%,771,2368,3139,3487,4.4,4.6,111,4
TXO,202212W1,14350,Call,605,605,605,605,585,▼-80,▼-11.68%,0,1,1,30,575,675,785,242
TXO,202212W1,14350,Put,9.7,11,5.2,5.8,5.8,▼-1.2,▼-17.14%,984,988,1972,2605,4.6,6.9,126,5.2
TXO,202212W1,14400,Call,510,585,510,540,540,▼-95,▼-14.96%,36,223,259,254,525,550,745,207
TXO,202212W1,14400,Put,10,13.5,6.5,7,7,▼-0.8,▼-10.26%,2475,3249,5724,5242,7.4,9.2,147,6.5
TXO,202212W1,14450,Call,510,510,510,510,490,▼-75,▼-12.82%,20,19,39,115,480,575,700,186
