契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211W2,11600,Call,-,-,-,-,1630,-,-,0,0,0,0,1620,1650,-,-
TXO,202211W2,11600,Put,-,-,-,-,0.1,-,-,0,0,0,0,-,0.6,-,-
TXO,202211W2,11700,Call,-,-,-,-,1530,-,-,0,0,0,0,1520,1550,-,-
TXO,202211W2,11700,Put,0.2,0.2,0.2,0.2,0.2,▼-0.3,▼-60.00%,0,143,143,548,0.1,0.5,2.2,0.2
TXO,202211W2,11800,Call,-,-,-,-,1430,-,-,0,0,0,0,1420,1450,-,-
TXO,202211W2,11800,Put,0.3,0.3,0.2,0.2,0.2,▼-0.5,▼-71.43%,3,6,9,344,-,0.7,2.9,0.2
TXO,202211W2,11900,Call,-,-,-,-,1330,-,-,0,0,0,0,1320,1350,1150,1120
TXO,202211W2,11900,Put,0.3,0.3,0.1,0.2,0.2,▼-0.6,▼-75.00%,80,75,155,884,-,0.7,3.5,0.1
TXO,202211W2,12000,Call,-,-,-,-,1230,-,-,0,0,0,12,1220,1250,1070,850
TXO,202211W2,12000,Put,0.2,0.7,0.2,0.4,0.3,▼-0.6,▼-60.00%,78,231,309,2221,0.2,0.7,5.2,0.2
TXO,202211W2,12100,Call,-,-,-,-,1130,-,-,0,0,0,0,1120,1150,-,-
TXO,202211W2,12100,Put,0.4,0.8,0.3,0.3,0.3,▼-1,▼-76.92%,200,602,802,1747,0.2,0.7,7.5,0.3
TXO,202211W2,12200,Call,-,-,-,-,1030,-,-,0,0,0,0,1020,1050,-,-
TXO,202211W2,12200,Put,0.4,0.7,0.3,0.4,0.4,▼-1,▼-71.43%,275,353,628,3223,0.3,0.7,11.5,0.3
TXO,202211W2,12300,Call,-,-,-,-,935,-,-,1,0,1,4,920,945,820,610
TXO,202211W2,12300,Put,1,1,0.3,0.4,0.4,▼-1.6,▼-80.00%,1307,1931,3238,4081,0.3,0.7,18,0.3
TXO,202211W2,12400,Call,-,-,-,-,835,-,-,7,0,7,8,825,840,635,485
TXO,202211W2,12400,Put,1,1.3,0.4,0.6,0.6,▼-2.7,▼-81.82%,2098,1801,3899,4444,0.6,0.8,27.5,0.4
TXO,202211W2,12500,Call,655,710,655,710,735,▲+170,▲+31.48%,4,5,9,38,725,740,710,381
TXO,202211W2,12500,Put,1.9,1.9,0.8,1.1,1.1,▼-4.1,▼-78.85%,2994,5077,8071,6937,0.8,1.2,41,0.8
TXO,202211W2,12600,Call,575,630,575,625,635,▲+182,▲+41.08%,93,8,101,102,625,640,630,290
TXO,202211W2,12600,Put,1.8,2.9,1,1.2,1.2,▼-7.7,▼-86.52%,4457,6408,10865,4824,1.1,1.3,63,1
TXO,202211W2,12650,Call,540,540,535,535,585,▲+136,▲+34.09%,2,2,4,45,575,590,540,250
TXO,202211W2,12650,Put,3.8,3.8,1.2,1.8,1.8,▼-10.7,▼-85.60%,5701,5825,11526,3320,1.5,1.8,73,1.2
TXO,202211W2,12700,Call,467,555,411,550,535,▲+194,▲+54.49%,132,68,200,405,525,540,555,215
TXO,202211W2,12700,Put,4.2,5.1,1.6,2,2,▼-14,▼-87.50%,8355,8634,16989,6416,1.9,2,86,1.6
TXO,202211W2,12750,Call,419,505,400,484,485,▲+175,▲+56.63%,216,41,257,351,480,492,505,183
TXO,202211W2,12750,Put,4.1,7.3,1.9,2.4,2.4,▼-19.6,▼-89.09%,6832,5571,12403,3154,2.4,2.6,104,1.9
TXO,202211W2,12800,Call,371,456,320,432,435,▲+163,▲+60.59%,387,351,738,898,427,443,456,150
TXO,202211W2,12800,Put,6.2,11,2.6,3.4,3.4,▼-26.1,▼-88.47%,14494,12933,27427,8594,3.3,3.6,121,2.6
TXO,202211W2,12850,Call,322,412,277,380,385,▲+152,▲+66.67%,1119,476,1595,698,379,394,412,121
TXO,202211W2,12850,Put,9.3,15,3.4,4.2,4.2,▼-33.8,▼-88.95%,10978,13323,24301,6305,3.5,4.4,141,3.4
TXO,202211W2,12900,Call,275,367,226,331,335,▲+141,▲+74.21%,3823,1098,4921,1056,332,346,367,95
TXO,202211W2,12900,Put,13.5,22,4.6,6,6,▼-45,▼-88.24%,17810,19752,37562,8449,5.9,6.2,168,4.6
TXO,202211W2,12950,Call,233,319,192,285,285,▲+129,▲+82.69%,3978,1384,5362,1249,278,291,319,73
TXO,202211W2,12950,Put,19.5,31.5,7,8.9,8.9,▼-58.1,▼-86.72%,15002,14901,29903,6708,8.6,8.9,194,7
TXO,202211W2,13000,Call,191,274,144,240,240,▲+115,▲+92.00%,11338,6305,17643,1687,238,245,274,55
TXO,202211W2,13000,Put,27.5,44.5,10,13,13,▼-73,▼-84.88%,25375,25298,50673,9874,12.5,13,227,10
TXO,202211W2,13050,Call,161,230,116,201,201,▲+102,▲+103.03%,14485,8098,22583,1737,198,201,230,39.5
TXO,202211W2,13050,Put,45,61,15.5,18.5,18.5,▼-92.5,▼-83.33%,16369,20655,37024,7042,18,20,260,15.5
TXO,202211W2,13100,Call,121,189,88,160,160,▲+85,▲+113.33%,19684,15002,34686,3854,158,160,189,28
TXO,202211W2,13100,Put,54,83,22.5,28.5,28.5,▼-107.5,▼-79.04%,14924,26838,41762,8407,27.5,29,300,22.5
TXO,202211W2,13150,Call,86,149,64,122,122,▲+66,▲+117.86%,20894,20127,41021,3613,120,122,162,19
TXO,202211W2,13150,Put,73,109,33.5,41.5,41.5,▼-127.5,▼-75.44%,9757,24814,34571,4733,40.5,42,339,33.5
TXO,202211W2,13200,Call,65,113,45,89,89,▲+47,▲+111.90%,26131,32336,58467,7284,88,90,135,12.5
TXO,202211W2,13200,Put,98,139,47.5,58,58,▼-142,▼-71.00%,3731,23010,26741,5277,57,59,382,47.5
TXO,202211W2,13250,Call,52,83,30,62,62,▲+33,▲+113.79%,15350,21396,36746,5893,61,63,114,8.1
TXO,202211W2,13250,Put,127,173,67,82,82,▼-160,▼-66.12%,1046,14107,15153,3715,80,83,413,67
TXO,202211W2,13300,Call,30,57,19,40.5,40.5,▲+21,▲+107.69%,20508,33639,54147,11816,40,40.5,96,5.3
TXO,202211W2,13300,Put,160,210,92,110,110,▼-171,▼-60.85%,1025,8437,9462,2089,109,110,452,92
TXO,202211W2,13350,Call,19,38,11.5,25.5,25.5,▲+12,▲+88.89%,11501,21714,33215,10675,25,25.5,75,3.6
TXO,202211W2,13350,Put,208,245,124,144,144,▼-182,▼-55.83%,40,2192,2232,422,143,145,476,124
TXO,202211W2,13400,Call,12.5,23.5,7.2,14.5,14.5,▲+5.3,▲+57.61%,8945,17894,26839,10757,14,15,59,2.7
TXO,202211W2,13400,Put,250,281,158,185,185,▼-187,▼-50.27%,137,1059,1196,444,174,188,525,158
TXO,202211W2,13450,Call,8.6,14,4.2,8,8,▲+1.9,▲+31.15%,2162,8709,10871,4695,7.5,8.5,14,1.9
TXO,202211W2,13450,Put,320,351,203,228,228,▼-191,▼-45.58%,2,798,800,204,222,235,355,203
TXO,202211W2,13500,Call,4.2,7.7,2.7,4.4,4.4,▲+0.2,▲+4.76%,4018,6829,10847,7069,4,4.8,36.5,1.3
TXO,202211W2,13500,Put,343,372,247,278,278,▼-189,▼-40.47%,20,101,121,55,268,279,610,247
TXO,202211W2,13600,Call,2.5,2.6,1.4,1.6,1.6,▼-0.8,▼-33.33%,1314,5970,7284,7704,1.4,1.8,20.5,0.9
TXO,202211W2,13600,Put,412,429,340,374,374,▼-191,▼-33.81%,6,71,77,36,365,376,735,340
TXO,202211W2,13700,Call,1.4,1.4,0.7,0.7,0.7,▼-0.7,▼-50.00%,777,637,1414,4121,0.5,0.9,11,0.6
TXO,202211W2,13700,Put,535,535,479,479,470,▼-186,▼-27.97%,0,3,3,4,464,475,805,479
TXO,202211W2,13800,Call,0.4,0.7,0.4,0.4,0.4,▼-0.4,▼-50.00%,217,194,411,2949,0.4,0.5,6.1,0.2
TXO,202211W2,13800,Put,605,605,540,575,570,▼-190,▼-24.84%,0,51,51,6,560,575,605,540
TXO,202211W2,13900,Call,0.3,0.5,0.3,0.3,0.3,▼-0.2,▼-40.00%,26,33,59,1129,0.2,0.4,3.1,0.2
TXO,202211W2,13900,Put,645,645,645,645,670,▼-220,▼-25.43%,0,1,1,1,660,675,645,645
TXO,202211W2,14000,Call,0.1,0.3,0.1,0.3,0.3,0,0%,22,1165,1187,1400,-,0.4,1.7,0.1
TXO,202211W2,14000,Put,800,800,800,800,770,▼-165,▼-17.10%,0,1,1,1,760,780,960,800
TXO,202211W2,14100,Call,0.2,0.2,0.2,0.2,0.2,0,0%,0,1,1,206,-,0.3,1.2,0.2
TXO,202211W2,14100,Put,-,-,-,-,870,-,-,0,0,0,0,860,880,-,-
TXO,202211W2,14200,Call,-,-,-,-,0.2,-,-,0,0,0,76,-,0.3,0.8,0.1
TXO,202211W2,14200,Put,-,-,-,-,970,-,-,0,0,0,0,960,980,-,-
TXO,202211W2,14300,Call,-,-,-,-,0.1,-,-,0,0,0,75,-,0.3,0.6,0.2
TXO,202211W2,14300,Put,-,-,-,-,1070,-,-,0,0,0,0,1060,1080,-,-
TXO,202211W2,14400,Call,-,-,-,-,0.1,-,-,0,0,0,45,-,0.3,0.9,0.4
TXO,202211W2,14400,Put,-,-,-,-,1170,-,-,0,0,0,0,1160,1180,-,-
TXO,202211W2,14500,Call,-,-,-,-,0.1,-,-,0,0,0,1,-,0.3,0.5,0.5
TXO,202211W2,14500,Put,-,-,-,-,1270,-,-,0,0,0,0,1260,1280,-,-
TXO,202211,10700,Call,-,-,-,-,2520,-,-,0,0,0,0,2510,2540,-,-
TXO,202211,10700,Put,0.6,0.6,0.5,0.5,0.5,▼-0.2,▼-28.57%,20,41,61,2474,0.5,0.8,12.5,0.5
TXO,202211,10800,Call,-,-,-,-,2420,-,-,0,0,0,699,2410,2430,2380,1920
TXO,202211,10800,Put,0.5,0.7,0.5,0.6,0.6,▼-0.2,▼-25.00%,0,35,35,3996,0.5,1.7,23,0.5
TXO,202211,10900,Call,-,-,-,-,2320,-,-,0,0,0,45,2310,2330,2090,2070
TXO,202211,10900,Put,1,1,0.7,0.7,0.7,▼-0.4,▼-36.36%,9,16,25,984,0.5,12.5,27.5,0.7
TXO,202211,11000,Call,-,-,-,-,2230,-,-,0,0,0,11,2210,2240,1860,1850
TXO,202211,11000,Put,0.6,1.2,0.6,1.1,0.8,▼-0.1,▼-8.33%,26,30,56,1862,0.6,1.3,30.5,0.2
TXO,202211,11100,Call,-,-,-,-,2130,-,-,0,0,0,0,2110,2140,-,-
TXO,202211,11100,Put,1,1.2,0.9,0.9,0.9,▼-0.5,▼-35.71%,29,35,64,2398,0.7,1.3,67,0.9
TXO,202211,11200,Call,-,-,-,-,2030,-,-,0,0,0,0,2010,2040,-,-
TXO,202211,11200,Put,1.4,1.4,1,1.1,1.1,▼-0.5,▼-31.25%,26,29,55,3452,0.9,1.3,77,1
TXO,202211,11300,Call,-,-,-,-,1930,-,-,0,0,0,1,1910,1940,1650,1650
TXO,202211,11300,Put,1.6,2,1.3,1.3,1.3,▼-0.7,▼-35.00%,13,67,80,2057,1.2,1.5,87,1.3
TXO,202211,11400,Call,-,-,-,-,1830,-,-,0,0,0,248,1810,1830,1740,1350
TXO,202211,11400,Put,1.6,2,1.4,1.5,1.5,▼-0.7,▼-31.82%,53,149,202,2008,1.2,1.8,100,1.4
TXO,202211,11500,Call,-,-,-,-,1730,-,-,0,0,0,0,1710,1740,-,-
TXO,202211,11500,Put,0.4,2,0.4,1.9,1.9,▼-0.6,▼-24.00%,132,1404,1536,3908,1.7,2,114,0.4
TXO,202211,11600,Call,-,-,-,-,1630,-,-,0,0,0,1,1610,1640,1380,1300
TXO,202211,11600,Put,2.2,3.1,1.6,2,2,▼-1,▼-33.33%,346,157,503,2458,1,2.4,130,1.6
TXO,202211,11700,Call,-,-,-,-,1530,-,-,0,0,0,5,1510,1540,1070,1060
TXO,202211,11700,Put,2.6,2.8,2,2.1,2.1,▼-1.4,▼-40.00%,347,1163,1510,2431,2,2.1,147,2
TXO,202211,11800,Call,-,-,-,-,1430,-,-,0,0,0,5,1410,1440,1310,1000
TXO,202211,11800,Put,3,3.3,2.4,2.7,2.7,▼-1.7,▼-38.64%,499,2630,3129,2348,2.5,3.3,163,2.4
TXO,202211,11900,Call,-,-,-,-,1330,-,-,0,0,0,18,1310,1340,1080,935
TXO,202211,11900,Put,2.5,4.1,2.5,3.1,3.1,▼-3,▼-49.18%,261,1710,1971,2462,3,3.1,185,2.5
TXO,202211,12000,Call,1260,1260,1240,1240,1230,▲+200,▲+19.23%,1,10,11,92,1220,1240,1870,800
TXO,202211,12000,Put,4.5,5.7,3.6,3.9,3.9,▼-4.2,▼-51.85%,769,1581,2350,6580,3.8,4,209,3.6
TXO,202211,12100,Call,-,-,-,-,1130,-,-,0,0,0,76,1120,1140,1000,705
TXO,202211,12100,Put,6,7.1,4.6,4.9,4.9,▼-6.6,▼-57.39%,1028,1703,2731,3359,4.8,5.3,230,4.6
TXO,202211,12200,Call,930,1050,930,1050,1030,▲+210,▲+25.00%,2,4,6,89,1020,1040,2700,645
TXO,202211,12200,Put,9.8,9.9,5.9,6.2,6.2,▼-9.8,▼-61.25%,1004,4591,5595,4995,6.1,6.2,263,5.9
TXO,202211,12300,Call,845,970,835,970,935,▲+230,▲+31.08%,14,12,26,144,925,940,2600,565
TXO,202211,12300,Put,13,13.5,7.9,8,8,▼-14.5,▼-64.44%,1399,3993,5392,5151,7.9,8.1,335,7.9
TXO,202211,12400,Call,765,835,765,835,835,▲+175,▲+26.52%,17,5,22,237,830,840,2510,425
