契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210,10800,Call,-,-,-,-,2370,-,-,0,0,0,0,2350,2380,-,-
TXO,202210,10800,Put,0.1,0.5,0.1,0.5,0.5,▲+0.2,▲+66.67%,0,24,24,20,-,1.3,0.5,0.1
TXO,202210,10900,Call,-,-,-,-,2270,-,-,0,0,0,0,2250,2280,-,-
TXO,202210,10900,Put,0.7,0.7,0.7,0.7,0.7,▲+0.2,▲+40.00%,0,4,4,4,-,0.8,0.7,0.7
TXO,202210,11000,Call,-,-,-,-,2170,-,-,0,0,0,0,2150,2180,-,-
TXO,202210,11000,Put,0.7,0.8,0.7,0.8,0.8,▼-0.1,▼-11.11%,0,3,3,2,-,0.9,0.8,0.7
TXO,202210,11100,Call,-,-,-,-,2070,-,-,0,0,0,20,2050,2080,1770,1760
TXO,202210,11100,Put,0.7,0.9,0.4,0.9,0.9,▼-1.1,▼-55.00%,1064,286,1350,1294,0.3,1,5,0.4
TXO,202210,11200,Call,-,-,-,-,1970,-,-,0,0,0,0,1950,1980,-,-
TXO,202210,11200,Put,0.8,1,0.5,1,1,▼-1.4,▼-58.33%,377,112,489,316,0.5,1.2,11.5,0.5
TXO,202210,11300,Call,-,-,-,-,1870,-,-,1,0,1,1,1850,1880,1610,1610
TXO,202210,11300,Put,0.5,1.2,0.5,1.2,1.1,▼-1.6,▼-57.14%,596,162,758,677,0.5,1.1,83,0.5
TXO,202210,11400,Call,-,-,-,-,1770,-,-,0,0,0,3,1750,1780,2160,2160
TXO,202210,11400,Put,1,1.3,0.5,1.2,1.2,▼-2.1,▼-63.64%,817,218,1035,2983,1.1,1.3,18,0.5
TXO,202210,11500,Call,-,-,-,-,1670,-,-,1,0,1,3,1650,1680,2060,1190
