契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209W2,12900,Call,-,-,-,-,2000,-,-,0,0,0,1,1880,2120,1560,1560
TXO,202209W2,12900,Put,-,-,-,-,0.1,-,-,0,0,0,311,-,0.4,1.1,0.1
TXO,202209W2,13000,Call,-,-,-,-,1900,-,-,0,0,0,1,1780,2020,1460,1460
TXO,202209W2,13000,Put,-,-,-,-,0.1,-,-,0,0,0,142,-,0.4,1.4,0.2
TXO,202209W2,13100,Call,-,-,-,-,1800,-,-,0,0,0,1,1680,1920,1360,1360
TXO,202209W2,13100,Put,-,-,-,-,0.1,-,-,2,0,2,170,-,0.5,1.7,0.2
TXO,202209W2,13200,Call,-,-,-,-,1700,-,-,0,0,0,1,1580,1820,1260,1260
TXO,202209W2,13200,Put,0.3,0.3,0.2,0.2,0.2,0,0%,43,4,47,1414,0.2,0.3,5.6,0.2
TXO,202209W2,13300,Call,-,-,-,-,1600,-,-,0,0,0,1,1480,1720,1160,1160
TXO,202209W2,13300,Put,0.2,0.2,0.2,0.2,0.2,0,0%,12,2,14,655,0.1,0.2,7.5,0.1
TXO,202209W2,13400,Call,-,-,-,-,1500,-,-,0,0,0,1,1380,1620,1060,1060
TXO,202209W2,13400,Put,0.2,0.5,0.1,0.2,0.2,▼-0.1,▼-33.33%,87,104,191,2060,0.2,0.4,10.5,0.1
TXO,202209W2,13500,Call,-,-,-,-,1400,-,-,0,0,0,2,1280,1520,970,965
TXO,202209W2,13500,Put,0.2,0.3,0.1,0.3,0.3,▼-0.2,▼-40.00%,164,105,269,2193,0.2,0.3,14,0.1
TXO,202209W2,13600,Call,-,-,-,-,1300,-,-,0,0,0,0,1180,1420,-,-
TXO,202209W2,13600,Put,0.4,0.4,0.2,0.3,0.3,▼-0.2,▼-40.00%,146,135,281,1907,0.3,0.6,21.5,0.2
TXO,202209W2,13700,Call,-,-,-,-,1200,-,-,0,0,0,1,1080,1320,710,710
