契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W4,11600,Call,-,-,-,-,1310,-,-,0,0,0,0,1280,1340,-,-
TXO,202210W4,11600,Put,2.2,6.3,2.2,2.5,2.5,▲+1.7,▲+212.50%,0,2021,2021,1075,2.3,2.4,6.3,2.2
TXO,202210W4,11700,Call,-,-,-,-,1210,-,-,0,0,0,0,1170,1240,-,-
TXO,202210W4,11700,Put,3,8.7,3,3.1,3.1,▲+1.5,▲+93.75%,0,3374,3374,1905,2,3.1,8.7,3
TXO,202210W4,11800,Call,-,-,-,-,1110,-,-,0,0,0,0,1070,1140,-,-
TXO,202210W4,11800,Put,6,12,3.8,3.8,3.8,▼-0.6,▼-13.64%,1986,2661,4647,2354,3.8,4,12,1.9
TXO,202210W4,11900,Call,855,855,855,855,1010,▼-225,▼-20.83%,0,3,3,3,980,1050,855,855
TXO,202210W4,11900,Put,8.7,17.5,4.9,5.2,5.2,▼-0.3,▼-5.45%,1127,3816,4943,1673,5.2,5.3,17.5,2.3
TXO,202210W4,12000,Call,810,810,710,790,915,▼-195,▼-19.80%,1,16,17,17,885,945,855,710
TXO,202210W4,12000,Put,10,25,7,7.3,7.3,▼-0.2,▼-2.67%,2562,9992,12554,4534,7.1,7.5,25,3.1
TXO,202210W4,12100,Call,685,685,685,685,820,▼-200,▼-22.60%,2,2,4,0,785,860,805,685
TXO,202210W4,12100,Put,17,35,9.6,10,10,▼-1,▼-9.09%,3604,8823,12427,4015,9.9,10,35,4.1
TXO,202210W4,12200,Call,555,730,555,730,730,▼-65,▼-8.18%,35,12,47,17,690,775,875,555
TXO,202210W4,12200,Put,25,47.5,13.5,14,14,▼-3,▼-17.65%,7096,11881,18977,4663,13.5,14.5,47.5,5.9
TXO,202210W4,12300,Call,460,640,450,640,640,▼-60,▼-8.57%,11,42,53,23,570,700,650,450
TXO,202210W4,12300,Put,37,65,20,20.5,20.5,▼-2,▼-8.89%,8091,12677,20768,4556,20,20.5,65,8.3
TXO,202210W4,12400,Call,440,545,368,545,545,▼-65,▼-10.66%,10,211,221,46,464,610,555,368
TXO,202210W4,12400,Put,51,87,28.5,28.5,28.5,▼-4.5,▼-13.64%,9748,15975,25723,6329,28.5,29.5,87,12
TXO,202210W4,12500,Call,390,463,300,449,449,▼-76,▼-14.48%,62,559,621,110,427,467,625,300
TXO,202210W4,12500,Put,65,115,41,42.5,42.5,▼-7.5,▼-15.00%,11176,18276,29452,4826,42.5,43,115,18
TXO,202210W4,12600,Call,345,384,232,367,367,▼-74,▼-16.78%,264,1228,1492,220,341,399,605,232
TXO,202210W4,12600,Put,90,149,58,60,60,▼-4,▼-6.25%,11655,20881,32536,4840,59,61,149,26.5
TXO,202210W4,12650,Call,280,341,201,330,330,▼-60,▼-15.38%,0,921,921,168,275,353,341,201
TXO,202210W4,12650,Put,102,169,68,71,71,▼-3,▼-4.05%,0,4679,4679,1045,69,72,169,68
TXO,202210W4,12700,Call,260,307,174,295,295,▼-66,▼-18.28%,353,5087,5440,715,292,300,496,174
TXO,202210W4,12700,Put,124,192,80,83,83,▼-1,▼-1.19%,8572,14896,23468,3407,83,84,192,38
TXO,202210W4,12750,Call,244,271,149,260,260,▼-65,▼-20.00%,295,6069,6364,674,255,270,454,149
TXO,202210W4,12750,Put,148,218,94,99,99,▲+1,▲+1.02%,5078,6530,11608,1457,97,98,218,45
TXO,202210W4,12800,Call,190,237,126,225,225,▼-62,▼-21.60%,1572,11999,13571,2161,225,228,423,126
TXO,202210W4,12800,Put,166,245,109,113,113,▼-1,▼-0.88%,9292,11668,20960,2440,113,114,245,54
TXO,202210W4,12850,Call,166,205,106,192,192,▼-63,▼-24.71%,1800,9212,11012,1746,193,196,372,106
TXO,202210W4,12850,Put,190,274,127,132,132,▲+4,▲+3.13%,6665,3623,10288,912,131,133,274,63
TXO,202210W4,12900,Call,150,174,87,165,165,▼-57,▼-25.68%,4714,15404,20118,2869,164,166,350,87
TXO,202210W4,12900,Put,202,306,146,153,153,▲+7,▲+4.79%,5863,4547,10410,1254,152,153,306,75
TXO,202210W4,12950,Call,112,146,70,137,137,▼-58,▼-29.74%,3884,11149,15033,2513,137,139,299,70
TXO,202210W4,12950,Put,230,340,170,177,177,▲+9,▲+5.36%,2577,3405,5982,1092,173,177,340,87
TXO,202210W4,13000,Call,97,122,55,114,114,▼-52,▼-31.33%,10007,22642,32649,4184,114,116,377,55
TXO,202210W4,13000,Put,258,374,195,202,202,▲+12,▲+6.32%,2583,3244,5827,1445,201,203,374,99
TXO,202210W4,13050,Call,85,99,42,93,93,▼-51,▼-35.42%,6672,12350,19022,3165,93,94,242,42
TXO,202210W4,13050,Put,279,412,223,231,231,▲+16,▲+7.44%,489,594,1083,436,158,309,412,118
TXO,202210W4,13100,Call,70,79,32,75,75,▼-46,▼-38.02%,8742,16250,24992,5239,73,75,210,32
TXO,202210W4,13100,Put,350,452,253,262,262,▲+20,▲+8.26%,975,837,1812,398,249,341,452,136
TXO,202210W4,13150,Call,51,63,23.5,58,58,▼-44,▼-43.14%,5602,13452,19054,3408,58,59,182,23.5
