契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209W2,12900,Call,-,-,-,-,-,-,-,3,0,3,2,1760,1770,1990,1560
TXO,202209W2,12900,Put,-,-,-,-,-,-,-,40,0,40,311,-,0.4,1.1,0.1
TXO,202209W2,13000,Call,-,-,-,-,-,-,-,1,0,1,2,1660,1670,1890,1460
TXO,202209W2,13000,Put,-,-,-,-,-,-,-,15,0,15,156,-,0.4,1.4,0.2
TXO,202209W2,13100,Call,-,-,-,-,-,-,-,1,0,1,2,1560,1570,1790,1360
TXO,202209W2,13100,Put,0.1,0.1,0.1,0.1,-,0,-,20,2,22,180,-,0.4,1.7,0.1
TXO,202209W2,13200,Call,-,-,-,-,-,-,-,1,0,1,2,1460,1470,1690,1260
TXO,202209W2,13200,Put,0.4,0.4,0.1,0.2,-,0,0%,166,114,280,1447,-,0.4,5.6,0.1
TXO,202209W2,13300,Call,-,-,-,-,-,-,-,1,0,1,2,1360,1370,1590,1160
TXO,202209W2,13300,Put,0.4,0.4,0.2,0.2,-,0,0%,74,68,142,636,-,0.4,7.5,0.1
TXO,202209W2,13400,Call,-,-,-,-,-,-,-,1,0,1,2,1260,1270,1490,1060
TXO,202209W2,13400,Put,0.2,0.3,0.1,0.1,-,▼-0.1,▼-50.00%,226,76,302,2061,-,0.2,10.5,0.1
TXO,202209W2,13500,Call,-,-,-,-,-,-,-,1,0,1,3,1160,1170,1390,965
TXO,202209W2,13500,Put,0.5,0.5,0.1,0.1,-,▼-0.2,▼-66.67%,78,19,97,2185,-,0.1,14,0.1
TXO,202209W2,13600,Call,-,-,-,-,-,-,-,1,0,1,1,1060,1070,1290,1290
TXO,202209W2,13600,Put,0.5,0.5,0.1,0.1,-,▼-0.2,▼-66.67%,115,29,144,1908,-,0.2,21.5,0.1
TXO,202209W2,13700,Call,-,-,-,-,-,-,-,1,0,1,2,965,970,1190,710
TXO,202209W2,13700,Put,0.9,1,0.1,0.1,-,▼-0.2,▼-66.67%,224,42,266,1655,-,0.3,29.5,0.1
TXO,202209W2,13800,Call,840,865,840,865,-,▼-235,▼-21.36%,1,11,12,5,865,870,1120,605
TXO,202209W2,13800,Put,1,1.9,0.1,0.1,-,▼-0.2,▼-66.67%,127,172,299,2409,-,0.3,38.5,0.1
TXO,202209W2,13900,Call,780,780,770,770,-,▼-230,▼-23.00%,5,10,15,17,765,770,1000,500
TXO,202209W2,13900,Put,0.4,0.4,0.1,0.4,-,0,0%,326,37,363,2654,-,0.3,52,0.1
TXO,202209W2,14000,Call,510,530,510,530,-,▼-375,▼-41.44%,52,2,54,67,665,670,945,408
TXO,202209W2,14000,Put,3.2,3.2,0.1,0.1,-,▼-0.3,▼-75.00%,1669,269,1938,5117,-,0.1,69,0.1
TXO,202209W2,14050,Call,-,-,-,-,-,-,-,2,0,2,1,615,620,750,463
TXO,202209W2,14050,Put,2,2,0.1,0.1,-,▼-0.3,▼-75.00%,211,61,272,913,-,0.2,42,0.1
TXO,202209W2,14100,Call,430,430,430,430,-,▼-375,▼-46.58%,31,1,32,119,565,570,810,324
TXO,202209W2,14100,Put,2,4.4,0.1,0.1,-,▼-0.5,▼-83.33%,847,364,1211,3179,-,0.1,92,0.1
TXO,202209W2,14150,Call,357,357,357,357,-,▼-398,▼-52.72%,0,10,10,10,515,520,660,336
TXO,202209W2,14150,Put,1.3,2.2,0.1,0.1,-,▼-0.5,▼-83.33%,385,570,955,1140,-,0.3,59,0.1
TXO,202209W2,14200,Call,303,422,303,422,-,▼-283,▼-40.14%,38,31,69,247,466,468,710,249
TXO,202209W2,14200,Put,5,5,0.1,0.1,-,▼-0.5,▼-83.33%,1733,2328,4061,4386,-,0.2,119,0.1
TXO,202209W2,14250,Call,303,417,303,416,-,▼-239,▼-36.49%,18,16,34,210,416,418,690,216
TXO,202209W2,14250,Put,7.5,7.5,0.1,0.1,-,▼-0.6,▼-85.71%,1329,3746,5075,2711,-,0.2,135,0.1
TXO,202209W2,14300,Call,253,384,208,368,-,▼-237,▼-39.17%,176,284,460,375,366,368,645,185
TXO,202209W2,14300,Put,12,12,0.1,0.3,-,▼-0.4,▼-57.14%,3299,7283,10582,5948,-,0.4,153,0.1
TXO,202209W2,14350,Call,158,340,158,316,-,▼-239,▼-43.06%,46,252,298,563,316,318,590,158
TXO,202209W2,14350,Put,11.5,19.5,0.1,0.1,-,▼-0.6,▼-85.71%,2754,7051,9805,5109,-,0.2,170,0.1
TXO,202209W2,14400,Call,120,293,118,266,-,▼-239,▼-47.33%,488,2034,2522,1588,266,267,545,115
TXO,202209W2,14400,Put,26.5,28,0.1,0.1,-,▼-1,▼-90.91%,7051,12588,19639,7376,-,0.3,196,0.1
TXO,202209W2,14450,Call,89,245,81,217,-,▼-238,▼-52.31%,919,4033,4952,1478,217,218,484,81
TXO,202209W2,14450,Put,42,42,0.1,0.1,-,▼-1.1,▼-91.67%,8985,18802,27787,7143,-,0.1,219,0.1
TXO,202209W2,14500,Call,54,195,49,167,-,▼-238,▼-58.77%,3232,24300,27532,2583,166,167,446,49
TXO,202209W2,14500,Put,70,70,0.1,0.2,-,▼-1.5,▼-88.24%,18143,35988,54131,13922,-,0.2,248,0.1
TXO,202209W2,14550,Call,30.5,146,27,117,-,▼-238,▼-67.04%,2892,27579,30471,2627,116,117,391,27
TXO,202209W2,14550,Put,98,98,0.1,0.1,-,▼-2.4,▼-96.00%,17729,37201,54930,10036,-,0.1,280,0.1
TXO,202209W2,14600,Call,17,95,11,66,-,▼-239,▼-78.36%,10110,55363,65473,4824,66,67,349,11
TXO,202209W2,14600,Put,154,154,0.1,0.3,-,▼-3.7,▼-92.50%,27692,55843,83535,14437,-,0.3,313,0.1
TXO,202209W2,14650,Call,5.5,48,5.1,17.5,-,▼-237.5,▼-93.14%,14117,70860,84977,6984,17,17.5,300,5.1
