契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211W2,11600,Call,-,-,-,-,-,-,-,0,0,0,0,1950,2100,-,-
TXO,202211W2,11600,Put,-,-,-,-,-,-,-,0,0,0,0,-,0.5,-,-
TXO,202211W2,11700,Call,-,-,-,-,-,-,-,0,0,0,0,1850,2000,-,-
TXO,202211W2,11700,Put,0.1,0.1,0.1,0.1,-,0,-,0,7,7,546,-,0.5,2.2,0.1
TXO,202211W2,11800,Call,-,-,-,-,-,-,-,0,0,0,0,1750,1900,-,-
TXO,202211W2,11800,Put,0.1,0.1,0.1,0.1,-,0,-,0,2,2,344,-,0.4,2.9,0.1
TXO,202211W2,11900,Call,-,-,-,-,-,-,-,0,0,0,0,1650,1800,1150,1120
TXO,202211W2,11900,Put,0.3,0.3,0.1,0.1,-,▼-0.1,▼-50.00%,0,3,3,883,-,0.1,3.5,0.1
TXO,202211W2,12000,Call,-,-,-,-,-,-,-,0,0,0,12,1550,1700,1070,850
TXO,202211W2,12000,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,11,33,44,2237,-,0.3,5.2,0.1
TXO,202211W2,12100,Call,-,-,-,-,-,-,-,0,0,0,0,1450,1600,-,-
TXO,202211W2,12100,Put,0.2,0.4,0.1,0.1,-,▼-0.1,▼-50.00%,21,41,62,1746,-,0.4,7.5,0.1
TXO,202211W2,12200,Call,-,-,-,-,-,-,-,0,0,0,0,1350,1500,-,-
TXO,202211W2,12200,Put,0.5,0.5,0.1,0.1,-,▼-0.1,▼-50.00%,191,118,309,2776,-,0.3,11.5,0.1
TXO,202211W2,12300,Call,-,-,-,-,-,-,-,0,0,0,4,1250,1400,820,610
TXO,202211W2,12300,Put,0.2,0.4,0.1,0.3,-,▲+0.1,▲+50.00%,102,122,224,3177,-,0.5,18,0.1
TXO,202211W2,12400,Call,1070,1070,1070,1070,-,▲+140,▲+15.05%,0,1,1,6,1150,1300,1070,485
TXO,202211W2,12400,Put,0.1,0.4,0.1,0.1,-,▼-0.1,▼-50.00%,207,56,263,3484,-,0.1,27.5,0.1
TXO,202211W2,12500,Call,-,-,-,-,-,-,-,1,0,1,37,1050,1200,835,381
TXO,202211W2,12500,Put,0.1,0.5,0.1,0.3,-,▼-0.1,▼-25.00%,291,120,411,6211,-,0.4,41,0.1
TXO,202211W2,12600,Call,960,960,960,960,-,▲+230,▲+31.51%,7,2,9,92,1010,1020,960,290
TXO,202211W2,12600,Put,0.2,0.5,0.1,0.2,-,▼-0.2,▼-50.00%,160,227,387,4319,0.1,0.3,63,0.1
TXO,202211W2,12650,Call,-,-,-,-,-,-,-,0,0,0,44,895,970,540,250
TXO,202211W2,12650,Put,0.3,0.4,0.1,0.3,-,▼-0.1,▼-25.00%,181,156,337,2937,0.1,0.3,73,0.1
TXO,202211W2,12700,Call,905,905,905,905,-,▲+275,▲+43.65%,0,2,2,394,910,920,905,215
TXO,202211W2,12700,Put,0.3,0.5,0.1,0.1,-,▼-0.4,▼-80.00%,243,262,505,4845,-,0.3,86,0.1
TXO,202211W2,12750,Call,-,-,-,-,-,-,-,0,0,0,348,860,875,615,183
TXO,202211W2,12750,Put,0.2,0.3,0.1,0.3,-,▼-0.5,▼-62.50%,322,282,604,2632,-,0.3,104,0.1
TXO,202211W2,12800,Call,635,810,635,810,-,▲+280,▲+52.83%,68,19,87,793,810,815,810,150
TXO,202211W2,12800,Put,0.4,0.4,0.1,0.1,-,▼-0.9,▼-90.00%,421,572,993,6042,-,0.1,121,0.1
TXO,202211W2,12850,Call,605,705,605,705,-,▲+223,▲+46.27%,9,5,14,645,760,765,705,121
TXO,202211W2,12850,Put,0.2,0.5,0.1,0.3,-,▼-0.8,▼-72.73%,367,585,952,4548,-,0.4,141,0.1
TXO,202211W2,12900,Call,545,715,545,715,-,▲+283,▲+65.51%,110,351,461,882,710,715,715,95
TXO,202211W2,12900,Put,0.5,0.5,0.1,0.3,-,▼-1,▼-76.92%,774,1639,2413,7205,-,0.3,168,0.1
TXO,202211W2,12950,Call,483,665,483,665,-,▲+283,▲+74.08%,42,32,74,1093,660,670,665,73
TXO,202211W2,12950,Put,0.5,0.5,0.1,0.2,-,▼-1.5,▼-88.24%,646,2136,2782,4065,-,0.4,194,0.1
TXO,202211W2,13000,Call,438,620,438,610,-,▲+278,▲+83.73%,247,144,391,1183,610,615,620,55
TXO,202211W2,13000,Put,0.6,0.6,0.1,0.1,-,▼-2,▼-95.24%,1700,1968,3668,8255,0.1,0.3,227,0.1
TXO,202211W2,13050,Call,389,565,385,565,-,▲+283,▲+100.35%,459,309,768,1010,560,570,565,39.5
TXO,202211W2,13050,Put,0.4,0.5,0.1,0.1,-,▼-2.8,▼-96.55%,2526,1844,4370,5205,-,0.2,260,0.1
TXO,202211W2,13100,Call,339,520,339,515,-,▲+281,▲+120.09%,635,495,1130,1990,510,520,520,28
TXO,202211W2,13100,Put,0.5,0.8,0.1,0.1,-,▼-4.4,▼-97.78%,4749,3810,8559,7382,-,0.1,300,0.1
TXO,202211W2,13150,Call,289,466,285,465,-,▲+278,▲+148.66%,1369,604,1973,1927,464,465,466,19
TXO,202211W2,13150,Put,0.8,1,0.1,0.1,-,▼-7.1,▼-98.61%,5058,4439,9497,6740,0.1,0.3,339,0.1
TXO,202211W2,13200,Call,230,415,230,415,-,▲+275,▲+196.43%,5292,1967,7259,3159,415,418,415,12.5
TXO,202211W2,13200,Put,1.1,1.5,0.2,0.6,-,▼-11.4,▼-95.00%,11350,8449,19799,9630,-,0.1,382,0.2
TXO,202211W2,13250,Call,203,366,184,364,-,▲+266,▲+271.43%,7503,2047,9550,2405,364,365,366,8.1
TXO,202211W2,13250,Put,1.7,2.5,0.1,0.6,-,▼-20.4,▼-97.14%,15072,9837,24909,8800,-,0.7,413,0.1
TXO,202211W2,13300,Call,152,319,136,319,-,▲+257,▲+414.52%,21693,5098,26791,4717,315,320,319,5.3
TXO,202211W2,13300,Put,3.3,4.5,0.1,0.2,-,▼-34.8,▼-99.43%,35943,18841,54784,12613,-,0.2,452,0.1
TXO,202211W2,13350,Call,114,272,90,272,-,▲+237,▲+677.14%,26248,9500,35748,3446,265,329,272,3.6
TXO,202211W2,13350,Put,8.6,9,0.1,0.3,-,▼-56.7,▼-99.47%,33537,20642,54179,11825,-,0.3,476,0.1
TXO,202211W2,13400,Call,67,215,52,215,-,▲+199,"▲+1,243.75%",40954,24757,65711,5157,214,215,215,2.7
TXO,202211W2,13400,Put,13.5,20,0.1,0.1,-,▼-87.9,▼-99.89%,40790,36321,77111,16937,-,0.3,525,0.1
TXO,202211W2,13450,Call,33.5,166,23,164,-,▲+157,"▲+2,242.86%",31325,39585,70910,4024,164,165,166,1.9
TXO,202211W2,13450,Put,30,42,0.1,0.1,-,▼-127.9,▼-99.92%,31475,46743,78218,12068,-,0.2,355,0.1
TXO,202211W2,13500,Call,13,115,7.6,115,-,▲+112.2,"▲+4,007.14%",27861,60169,88030,7122,114,115,115,1.3
TXO,202211W2,13500,Put,62,76,0.1,0.1,-,▼-175.9,▼-99.94%,14990,62065,77055,14169,-,0.3,610,0.1
TXO,202211W2,13550,Call,3.9,65,2.3,65,-,▲+63.9,"▲+5,809.09%",10290,65729,76019,5757,64,65,65,1.1
TXO,202211W2,13550,Put,107,120,0.1,0.1,-,▼-220.9,▼-99.95%,3328,67057,70385,13900,-,0.3,240,0.1
TXO,202211W2,13600,Call,1.3,19,1,14.5,-,▲+13.6,"▲+1,511.11%",7402,81685,89087,8751,14,14.5,20.5,0.6
TXO,202211W2,13600,Put,150,169,0.1,0.1,-,▼-270.9,▼-99.96%,1086,62864,63950,13764,-,0.2,735,0.1
TXO,202211W2,13650,Call,0.5,4.5,0.1,0.2,-,▼-0.4,▼-66.67%,0,12842,12842,5732,-,0.2,4.5,0.1
TXO,202211W2,13650,Put,180,184,34,34.5,-,▼-283.5,▼-89.15%,0,14366,14366,2460,34.5,35,184,34
TXO,202211W2,13700,Call,0.2,1.1,0.1,0.3,-,0,0%,1812,3952,5764,5085,-,0.3,11,0.1
TXO,202211W2,13700,Put,241,267,84,85,-,▼-285,▼-77.03%,84,3737,3821,391,85,86,805,84
TXO,202211W2,13800,Call,0.2,0.3,0.1,0.1,-,▼-0.2,▼-66.67%,367,1209,1576,1619,0.1,0.3,6.1,0.1
TXO,202211W2,13800,Put,337,337,185,186,-,▼-284,▼-60.43%,7,260,267,101,185,186,605,185
TXO,202211W2,13900,Call,0.2,0.9,0.1,0.1,-,0,-,16,57,73,766,-,0.2,3.1,0.1
TXO,202211W2,13900,Put,-,-,-,-,-,-,-,0,0,0,21,284,286,645,625
TXO,202211W2,14000,Call,0.2,0.2,0.2,0.2,-,▲+0.1,-,15,39,54,1372,0.1,0.3,1.7,0.1
TXO,202211W2,14000,Put,480,480,419,419,-,▼-251,▼-37.46%,1,9,10,2,377,387,960,419
TXO,202211W2,14100,Call,0.2,0.5,0.2,0.2,-,▲+0.1,-,0,56,56,153,-,0.3,1.2,0.2
TXO,202211W2,14100,Put,-,-,-,-,-,-,-,0,0,0,0,477,487,-,-
TXO,202211W2,14200,Call,0.2,0.2,0.2,0.2,-,▲+0.1,-,0,5,5,76,-,0.5,0.8,0.1
TXO,202211W2,14200,Put,-,-,-,-,-,-,-,0,0,0,0,575,590,-,-
TXO,202211W2,14300,Call,-,-,-,-,-,-,-,0,0,0,75,-,0.5,0.6,0.2
TXO,202211W2,14300,Put,-,-,-,-,-,-,-,0,0,0,0,675,690,-,-
TXO,202211W2,14400,Call,-,-,-,-,-,-,-,0,0,0,45,-,0.8,0.9,0.4
TXO,202211W2,14400,Put,-,-,-,-,-,-,-,0,0,0,0,775,790,-,-
TXO,202211W2,14500,Call,-,-,-,-,-,-,-,0,0,0,2,-,0.6,0.5,0.1
TXO,202211W2,14500,Put,-,-,-,-,-,-,-,0,0,0,0,875,890,-,-
TXO,202211W2,14600,Call,0.1,0.1,0.1,0.1,-,0,-,0,2,2,2,-,0.6,0.1,0.1
TXO,202211W2,14600,Put,-,-,-,-,-,-,-,0,0,0,0,895,1050,-,-
TXO,202211W2,14700,Call,-,-,-,-,-,-,-,0,0,0,0,-,0.6,-,-
TXO,202211W2,14700,Put,-,-,-,-,-,-,-,0,0,0,0,56,-,-,-
TXO,202211,10700,Call,-,-,-,-,2890,-,-,0,0,0,0,2880,2910,-,-
TXO,202211,10700,Put,-,-,-,-,0.2,-,-,40,0,40,2469,-,0.6,12.5,0.3
TXO,202211,10800,Call,-,-,-,-,2790,-,-,0,0,0,699,2780,2810,2380,1920
TXO,202211,10800,Put,0.3,0.7,0.2,0.3,0.3,▼-0.4,▼-57.14%,0,53,53,3921,0.2,0.3,23,0.2
TXO,202211,10900,Call,-,-,-,-,2690,-,-,0,0,0,45,2680,2710,2090,2070
TXO,202211,10900,Put,0.5,0.7,0.3,0.7,0.3,0,0%,3,32,35,916,-,0.6,27.5,0.3
TXO,202211,11000,Call,-,-,-,-,2590,-,-,0,0,0,11,2580,2610,1860,1850
TXO,202211,11000,Put,0.5,0.5,0.3,0.3,0.3,▼-0.4,▼-57.14%,15,16,31,1833,0.1,0.5,30.5,0.2
TXO,202211,11100,Call,-,-,-,-,2490,-,-,0,0,0,0,2480,2510,-,-
TXO,202211,11100,Put,0.5,0.7,0.4,0.6,0.4,▼-0.2,▼-25.00%,12,38,50,2370,0.3,0.6,67,0.4
TXO,202211,11200,Call,-,-,-,-,2390,-,-,0,0,0,0,2380,2410,-,-
TXO,202211,11200,Put,0.8,0.9,0.4,0.4,0.4,▼-0.5,▼-55.56%,20,17,37,3397,0.3,0.8,77,0.4
TXO,202211,11300,Call,-,-,-,-,2290,-,-,0,0,0,1,2280,2310,1650,1650
TXO,202211,11300,Put,0.7,0.8,0.5,0.5,0.5,▼-0.4,▼-44.44%,13,43,56,2041,0.2,0.7,87,0.5
TXO,202211,11400,Call,2210,2210,2210,2210,2190,▲+280,▲+14.51%,0,16,16,232,2180,2210,2210,1350
TXO,202211,11400,Put,0.9,1,0.6,0.6,0.6,▼-0.5,▼-45.45%,28,42,70,1865,0.5,0.8,100,0.6
TXO,202211,11500,Call,-,-,-,-,2090,-,-,0,0,0,0,2080,2110,-,-
TXO,202211,11500,Put,1,1.2,0.7,0.7,0.7,▼-0.5,▼-41.67%,59,35,94,3880,0.6,0.9,114,0.4
TXO,202211,11600,Call,-,-,-,-,1990,-,-,0,0,0,1,1980,2010,1380,1300
TXO,202211,11600,Put,1.3,1.3,0.8,0.9,0.9,▼-0.5,▼-35.71%,15,94,109,2311,0.6,1,130,0.8
TXO,202211,11700,Call,1830,1830,1830,1830,1890,▲+200,▲+12.27%,0,1,1,5,1880,1910,1830,1060
TXO,202211,11700,Put,0.9,1.4,0.9,1,1,▼-0.5,▼-33.33%,19,130,149,2363,0.5,1.1,147,0.9
TXO,202211,11800,Call,-,-,-,-,1790,-,-,0,0,0,5,1780,1810,1310,1000
TXO,202211,11800,Put,1.5,1.6,1,1.3,1.3,▼-0.4,▼-23.53%,173,911,1084,2471,0.5,1.3,163,1
TXO,202211,11900,Call,-,-,-,-,1690,-,-,0,0,0,18,1680,1710,1080,935
TXO,202211,11900,Put,1.1,1.8,1.1,1.4,1.3,▼-0.6,▼-30.00%,153,140,293,2507,0.5,1.3,185,1.1
TXO,202211,12000,Call,-,-,-,-,1590,-,-,0,0,0,92,1580,1610,1870,800
TXO,202211,12000,Put,1.3,2.2,1.3,1.3,1.3,▼-1.1,▼-45.83%,713,735,1448,6944,1.2,1.4,209,1.3
TXO,202211,12100,Call,1380,1380,1380,1380,1490,▲+140,▲+11.29%,0,1,1,76,1480,1510,1380,705
TXO,202211,12100,Put,1.9,2.2,1.4,1.5,1.5,▼-1.3,▼-46.43%,634,1914,2548,2917,1.3,1.7,230,0.6
TXO,202211,12200,Call,1330,1330,1330,1330,1390,▲+190,▲+16.67%,1,5,6,85,1380,1410,2700,645
TXO,202211,12200,Put,4.8,4.8,1.5,1.6,1.6,▼-1.7,▼-51.52%,258,1039,1297,4677,1.5,2,263,1.5
TXO,202211,12300,Call,-,-,-,-,1290,-,-,0,0,0,144,1290,1310,2600,565
TXO,202211,12300,Put,4,4,1.7,1.9,1.9,▼-2.6,▼-57.78%,232,2005,2237,4255,1.6,2.1,335,1.7
TXO,202211,12400,Call,1080,1120,1080,1120,1190,▲+180,▲+19.15%,0,41,41,209,1190,1210,2510,425
TXO,202211,12400,Put,3.6,3.8,2,2,2,▼-3.3,▼-62.26%,324,4089,4413,4071,1.5,2.1,319,2
TXO,202211,12500,Call,1070,1100,1070,1080,1090,▲+240,▲+28.57%,6,24,30,133,1090,1110,2410,427
TXO,202211,12500,Put,5.1,5.1,2.3,2.3,2.3,▼-4.8,▼-67.61%,682,4854,5536,7649,2.2,2.4,367,2.3
TXO,202211,12600,Call,875,1010,875,1010,990,▲+265,▲+35.57%,39,4,43,121,990,1010,2310,354
TXO,202211,12600,Put,6.8,7.8,2.8,2.9,2.9,▼-7.1,▼-71.00%,3822,3195,7017,5082,2.5,2.9,408,2.8
TXO,202211,12700,Call,760,915,760,890,890,▲+240,▲+36.92%,36,27,63,1330,890,905,2220,286
TXO,202211,12700,Put,7.3,9.3,3.7,3.7,3.7,▼-11.3,▼-75.33%,880,4414,5294,6091,3.6,3.8,449,3.7
TXO,202211,12800,Call,665,815,655,795,795,▲+245,▲+44.55%,55,90,145,2201,790,810,2130,224
TXO,202211,12800,Put,12,14,5.4,5.5,5.5,▼-16,▼-74.42%,2002,5977,7979,8617,5.2,7.2,499,5.4
TXO,202211,12900,Call,560,730,560,690,700,▲+224,▲+48.07%,91,122,213,1762,695,710,2040,173
TXO,202211,12900,Put,20,20,8,8,8,▼-23.5,▼-74.60%,1809,6013,7822,7129,8,8.2,545,8
TXO,202211,12950,Call,550,550,550,550,650,▲+129,▲+30.64%,0,1,1,1,107,780,550,550
TXO,202211,12950,Put,20.5,24,10,10,10,▼-24.5,▼-71.01%,0,2225,2225,1745,9.6,10.5,24,10
TXO,202211,13000,Call,479,625,472,600,600,▲+220,▲+57.89%,594,699,1293,3955,600,610,1940,128
TXO,202211,13000,Put,26,29.5,12.5,13,13,▼-34,▼-72.34%,4615,10037,14652,12927,12.5,13,600,12.5
TXO,202211,13050,Call,555,555,555,555,555,▲+217,▲+64.20%,0,1,1,1,101,685,555,555
TXO,202211,13050,Put,30.5,35.5,16.5,17,17,▼-35,▼-67.31%,0,2211,2211,1180,16,17,35.5,16.5
TXO,202211,13100,Call,399,530,385,510,510,▲+209,▲+69.44%,551,909,1460,4352,510,520,1850,93
TXO,202211,13100,Put,37,43.5,20.5,20.5,20.5,▼-48.5,▼-70.29%,3846,7979,11825,7908,20.5,21.5,675,20.5
TXO,202211,13150,Call,350,480,350,461,461,▲+198,▲+75.29%,0,83,83,22,69,595,480,350
