契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209W4,12800,Call,-,-,-,-,1330,-,-,0,0,0,0,1300,1370,-,-
TXO,202209W4,12800,Put,0.9,1.4,0.9,0.9,0.9,▲+0.7,▲+350.00%,0,451,451,401,0.6,1,1.4,0.9
TXO,202209W4,12900,Call,-,-,-,-,1230,-,-,0,0,0,0,1200,1270,-,-
TXO,202209W4,12900,Put,1.3,1.6,1,1.1,1.1,▼-0.3,▼-21.43%,30,141,171,496,1,1.2,2.7,0.6
TXO,202209W4,13000,Call,-,-,-,-,1140,-,-,0,0,0,0,1100,1170,-,-
TXO,202209W4,13000,Put,1.3,1.7,1,1.4,1.4,▼-0.4,▼-22.22%,72,148,220,1781,1.1,1.5,5,1
TXO,202209W4,13100,Call,-,-,-,-,1040,-,-,0,0,0,0,1000,1070,-,-
TXO,202209W4,13100,Put,1.6,2.3,1.5,1.7,1.7,▼-0.7,▼-29.17%,183,203,386,1507,1.6,2,6.9,1.1
TXO,202209W4,13200,Call,-,-,-,-,940,-,-,0,0,0,0,905,1000,-,-
TXO,202209W4,13200,Put,2,2.9,1.9,2,2,▼-0.8,▼-28.57%,158,335,493,2165,2,2.2,8.9,1.1
TXO,202209W4,13300,Call,-,-,-,-,840,-,-,0,0,0,0,805,870,-,-
TXO,202209W4,13300,Put,2.5,3.8,2.5,3,3,▼-0.9,▼-23.08%,248,827,1075,3053,2.6,3.2,12,1.2
TXO,202209W4,13400,Call,770,770,690,690,740,▼-175,▼-20.23%,0,32,32,33,685,825,770,690
TXO,202209W4,13400,Put,3.7,5.5,3.1,4,4,▼-1.1,▼-21.57%,1351,6562,7913,7968,3.9,4,16,1
TXO,202209W4,13500,Call,740,740,640,640,640,▼-125,▼-16.34%,1,2,3,2,560,725,965,640
TXO,202209W4,13500,Put,5.9,8.4,4.5,5.2,5.2,▼-2.3,▼-30.67%,1405,2783,4188,4162,5,5.9,23,2.1
TXO,202209W4,13600,Call,625,625,490,550,540,▼-115,▼-17.29%,6,39,45,16,462,630,915,490
TXO,202209W4,13600,Put,7,13.5,6.4,8.5,8.5,▼-2.5,▼-22.73%,2705,4911,7616,5382,8.3,8.5,31,3
TXO,202209W4,13700,Call,530,550,406,453,447,▼-117,▼-20.53%,9,43,52,31,441,530,780,406
TXO,202209W4,13700,Put,13.5,21.5,9.5,13.5,13.5,▼-3,▼-18.18%,3238,6419,9657,9702,13.5,14.5,50,4.1
TXO,202209W4,13800,Call,454,454,316,358,358,▼-122,▼-25.42%,2,135,137,118,330,375,685,316
TXO,202209W4,13800,Put,20.5,35,15.5,23,23,▼-1.5,▼-6.12%,8025,10993,19018,8705,22.5,23.5,60,5.6
TXO,202209W4,13900,Call,368,371,237,276,276,▼-121,▼-30.48%,141,242,383,164,191,305,610,237
TXO,202209W4,13900,Put,32.5,55,25.5,36.5,37.5,▲+0.5,▲+1.39%,8970,12307,21277,8669,37,37.5,110,10.5
TXO,202209W4,13950,Call,317,317,200,237,237,▼-110,▼-31.70%,0,75,75,24,209,256,317,200
TXO,202209W4,13950,Put,42,68,34,48.5,48.5,▲+3.5,▲+7.78%,0,4204,4204,1082,48,52,68,34
TXO,202209W4,14000,Call,278,292,163,200,198,▼-110,▼-35.48%,403,1490,1893,549,198,201,535,163
TXO,202209W4,14000,Put,50,85,41,59,59,▲+5,▲+9.26%,12714,14348,27062,6122,58,59,113,18
TXO,202209W4,14050,Call,243,251,132,162,162,▼-108,▼-40.00%,48,1750,1798,400,158,167,323,132
TXO,202209W4,14050,Put,64,103,51,75,75,▲+11,▲+17.19%,3424,7327,10751,2126,74,76,130,44
TXO,202209W4,14100,Call,210,218,105,131,131,▼-102,▼-43.78%,838,5197,6035,1695,130,132,440,105
TXO,202209W4,14100,Put,78,126,65,93,93,▲+15,▲+19.23%,12122,10502,22624,4035,92,93,152,26
TXO,202209W4,14150,Call,179,181,82,105,105,▼-99,▼-48.53%,1707,7335,9042,2163,104,105,425,82
TXO,202209W4,14150,Put,104,152,79,117,117,▲+24,▲+25.81%,7889,9969,17858,2775,116,118,176,35
TXO,202209W4,14200,Call,152,152,61,80,80,▼-90,▼-52.94%,4861,13111,17972,4933,79,80,380,61
TXO,202209W4,14200,Put,110,181,98,142,142,▲+32,▲+29.09%,12364,9130,21494,3215,141,142,201,40
TXO,202209W4,14250,Call,123,123,44,59,59,▼-81,▼-57.86%,6286,13403,19689,4505,58,60,336,44
TXO,202209W4,14250,Put,132,216,119,173,173,▲+41,▲+31.06%,6721,4797,11518,1811,162,171,230,51
TXO,202209W4,14300,Call,99,103,30.5,43,43,▼-70,▼-61.95%,9610,16267,25877,5752,42,43.5,325,30.5
TXO,202209W4,14300,Put,165,251,144,202,209,▲+48,▲+31.17%,5158,4069,9227,2157,201,209,261,63
TXO,202209W4,14350,Call,79,79,20.5,28.5,28.5,▼-60.5,▼-67.98%,6597,15068,21665,6065,28.5,29.5,282,20.5
TXO,202209W4,14350,Put,194,292,173,241,241,▲+62,▲+34.64%,1761,994,2755,1104,223,299,295,24
TXO,202209W4,14400,Call,57,57,13,19.5,19.5,▼-50.5,▼-72.14%,11138,19177,30315,8733,19.5,20,264,13
TXO,202209W4,14400,Put,217,334,205,281,281,▲+69,▲+32.55%,2757,1453,4210,2352,275,283,334,62
TXO,202209W4,14450,Call,45,45,8,13,13,▼-38,▼-74.51%,10072,15360,25432,9098,13,14,236,8
TXO,202209W4,14450,Put,267,378,254,320,329,▲+79,▲+32.78%,334,316,650,504,240,409,378,102
TXO,202209W4,14500,Call,31.5,31.5,5.6,8.1,8.1,▼-31.4,▼-79.49%,11598,17204,28802,10095,8,9,181,5.6
TXO,202209W4,14500,Put,299,425,291,370,370,▲+89,▲+31.67%,636,597,1233,1281,366,377,425,102
TXO,202209W4,14550,Call,20.5,20.5,3.8,5.7,5.7,▼-21.3,▼-78.89%,6631,11661,18292,7222,5.4,5.8,149,3.8
TXO,202209W4,14550,Put,340,465,328,419,420,▲+101,▲+31.76%,88,105,193,528,332,500,465,86
TXO,202209W4,14600,Call,14,14,2.6,3.7,3.7,▼-14.3,▼-79.44%,6751,9839,16590,10561,3.7,3.9,128,2.6
TXO,202209W4,14600,Put,385,525,370,458,470,▲+100,▲+27.93%,283,252,535,910,380,469,525,173
TXO,202209W4,14650,Call,9.6,9.6,2.3,2.9,2.9,▼-10.1,▼-77.69%,3792,5839,9631,4602,2.5,3,105,2.3
TXO,202209W4,14650,Put,430,560,430,500,520,▲+97,▲+24.07%,44,12,56,521,447,545,560,231
TXO,202209W4,14700,Call,6.7,6.7,1.6,2.3,2.3,▼-6.7,▼-74.44%,2597,7281,9878,6765,2.3,2.4,83,1.6
TXO,202209W4,14700,Put,480,615,471,550,570,▲+97,▲+21.41%,66,29,95,168,496,595,615,250
TXO,202209W4,14750,Call,4.3,4.3,1.5,1.9,1.9,▼-4.3,▼-69.35%,915,2435,3350,3952,1.7,2,65,1.5
TXO,202209W4,14750,Put,535,600,535,600,620,▲+104,▲+20.97%,49,3,52,91,580,645,605,275
TXO,202209W4,14800,Call,2.6,2.9,1.2,1.6,1.6,▼-3.1,▼-65.96%,1160,3947,5107,5413,1.5,1.6,49,1.2
