契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211,10700,Call,-,-,-,-,-,-,-,0,0,0,0,3790,3800,-,-
TXO,202211,10700,Put,0.1,0.1,0.1,0.1,-,0,-,9,20,29,1782,-,0.1,12.5,0.1
TXO,202211,10800,Call,3840,3840,3840,3840,-,▲+120,▲+3.23%,0,268,268,239,3690,3700,3840,1920
TXO,202211,10800,Put,0.3,0.3,0.1,0.2,-,▲+0.1,-,8,27,35,2732,-,0.2,23,0.1
TXO,202211,10900,Call,3690,3690,3630,3630,-,▲+10,▲+0.28%,0,45,45,7,3590,3600,3690,2070
TXO,202211,10900,Put,0.2,0.2,0.1,0.2,-,▲+0.1,-,2,28,30,755,-,0.2,27.5,0.1
TXO,202211,11000,Call,-,-,-,-,-,-,-,0,0,0,4,3490,3500,3180,1850
TXO,202211,11000,Put,0.1,0.1,0.1,0.1,-,0,-,4,24,28,1807,-,0.1,30.5,0.1
TXO,202211,11100,Call,-,-,-,-,-,-,-,0,0,0,0,3390,3400,-,-
TXO,202211,11100,Put,0.1,0.1,0.1,0.1,-,0,-,10,20,30,2138,-,0.1,67,0.1
TXO,202211,11200,Call,-,-,-,-,-,-,-,0,0,0,0,3290,3300,-,-
TXO,202211,11200,Put,0.6,0.6,0.1,0.1,-,▼-0.1,▼-50.00%,5,24,29,2757,-,0.2,77,0.1
TXO,202211,11300,Call,-,-,-,-,-,-,-,0,0,0,1,3190,3200,1650,1650
TXO,202211,11300,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,12,593,605,1974,-,0.2,87,0.1
TXO,202211,11400,Call,3210,3210,3210,3210,-,▲+90,▲+2.88%,0,76,76,101,3090,3100,3210,1350
TXO,202211,11400,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,42,470,512,1981,-,0.2,100,0.1
TXO,202211,11500,Call,-,-,-,-,-,-,-,0,0,0,0,2990,3000,-,-
TXO,202211,11500,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,29,220,249,3654,-,0.2,114,0.1
TXO,202211,11600,Call,-,-,-,-,-,-,-,0,0,0,1,2890,2900,1380,1300
TXO,202211,11600,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,11,21,32,2464,-,0.2,130,0.1
TXO,202211,11700,Call,-,-,-,-,-,-,-,0,0,0,3,2790,2800,2320,1060
TXO,202211,11700,Put,0.3,0.3,0.1,0.1,-,▼-0.1,▼-50.00%,19,42,61,2253,0.1,0.2,147,0.1
TXO,202211,11800,Call,-,-,-,-,-,-,-,0,0,0,5,2690,2700,2340,1000
TXO,202211,11800,Put,0.3,0.3,0.1,0.1,-,▼-0.1,▼-50.00%,61,175,236,2602,-,0.2,163,0.1
TXO,202211,11900,Call,-,-,-,-,-,-,-,0,0,0,14,2590,2600,2270,935
TXO,202211,11900,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,10,328,338,2342,-,0.2,185,0.1
TXO,202211,12000,Call,-,-,-,-,-,-,-,0,0,0,58,2490,2500,2160,800
TXO,202211,12000,Put,0.3,0.3,0.1,0.2,-,0,0%,25,70,95,6212,-,0.2,209,0.1
TXO,202211,12100,Call,-,-,-,-,-,-,-,0,0,0,74,2390,2400,2420,705
TXO,202211,12100,Put,0.3,0.3,0.1,0.3,-,▲+0.1,▲+50.00%,26,35,61,2253,-,0.2,230,0.1
TXO,202211,12200,Call,-,-,-,-,-,-,-,0,0,0,74,2290,2300,2700,645
TXO,202211,12200,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,72,22,94,4204,-,0.1,263,0.1
TXO,202211,12300,Call,-,-,-,-,-,-,-,0,0,0,111,2190,2200,2600,565
TXO,202211,12300,Put,0.4,0.4,0.1,0.3,-,▲+0.1,▲+50.00%,240,34,274,3500,0.1,0.3,335,0.1
TXO,202211,12400,Call,2210,2210,2210,2210,-,▲+90,▲+4.25%,0,40,40,195,2090,2100,2510,425
TXO,202211,12400,Put,0.3,0.3,0.1,0.1,-,▼-0.1,▼-50.00%,34,49,83,3424,-,0.2,319,0.1
TXO,202211,12500,Call,-,-,-,-,-,-,-,0,0,0,114,1990,2000,2410,427
TXO,202211,12500,Put,0.3,0.4,0.1,0.1,-,▼-0.2,▼-66.67%,128,191,319,4830,-,0.2,367,0.1
