契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210,10800,Call,-,-,-,-,-,-,-,0,0,0,0,2190,2200,-,-
TXO,202210,10800,Put,0.5,0.5,0.5,0.5,-,▲+0.4,-,0,1,1,8,0.1,0.4,0.6,0.1
TXO,202210,10900,Call,-,-,-,-,-,-,-,0,0,0,0,2090,2100,-,-
TXO,202210,10900,Put,-,-,-,-,-,-,-,0,0,0,5,0.1,0.5,1,0.2
TXO,202210,11000,Call,-,-,-,-,-,-,-,0,0,0,0,1990,2000,-,-
TXO,202210,11000,Put,-,-,-,-,-,-,-,0,0,0,1,0.1,0.5,0.8,0.2
TXO,202210,11100,Call,1910,1910,1910,1910,-,▼-90,▼-4.50%,0,20,20,0,1890,1900,1910,1760
TXO,202210,11100,Put,-,-,-,-,-,-,-,20,0,20,1337,0.1,0.5,5,0.1
TXO,202210,11200,Call,-,-,-,-,-,-,-,0,0,0,0,1790,1800,-,-
TXO,202210,11200,Put,-,-,-,-,-,-,-,64,0,64,348,0.1,0.4,11.5,0.1
TXO,202210,11300,Call,-,-,-,-,-,-,-,0,0,0,1,1690,1700,1610,1610
TXO,202210,11300,Put,0.1,0.1,0.1,0.1,-,▼-0.1,▼-50.00%,0,1,1,660,0.1,0.3,83,0.1
TXO,202210,11400,Call,-,-,-,-,-,-,-,0,0,0,3,1590,1600,2160,2160
TXO,202210,11400,Put,0.4,0.4,0.4,0.4,-,▲+0.2,▲+100.00%,22,27,49,2984,0.1,0.3,18,0.1
TXO,202210,11500,Call,-,-,-,-,-,-,-,0,0,0,3,1490,1500,2060,1190
TXO,202210,11500,Put,0.5,0.5,0.2,0.2,-,0,0%,6,11,17,2263,0.1,0.2,20,0.2
TXO,202210,11600,Call,-,-,-,-,-,-,-,0,0,0,0,1390,1400,-,-
TXO,202210,11600,Put,0.1,0.2,0.1,0.2,-,0,0%,22,30,52,2841,0.1,0.2,21,0.1
TXO,202210,11700,Call,-,-,-,-,-,-,-,0,0,0,5,1290,1300,1390,1280
TXO,202210,11700,Put,0.5,0.5,0.1,0.2,-,0,0%,69,14,83,4141,0.1,0.2,25,0.1
TXO,202210,11800,Call,-,-,-,-,-,-,-,0,0,0,27,1190,1200,1330,990
TXO,202210,11800,Put,0.2,0.5,0.1,0.1,-,▼-0.1,▼-50.00%,88,671,759,4199,0.1,0.3,30,0.1
TXO,202210,11900,Call,-,-,-,-,-,-,-,0,0,0,18,1090,1100,1150,920
TXO,202210,11900,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,266,426,692,4477,-,0.2,34.5,0.1
TXO,202210,12000,Call,-,-,-,-,-,-,-,4,0,4,4,995,1000,1120,720
TXO,202210,12000,Put,0.3,0.3,0.1,0.1,-,▼-0.2,▼-66.67%,695,271,966,12344,0.1,0.2,40,0.1
TXO,202210,12100,Call,-,-,-,-,-,-,-,0,0,0,4,895,900,1070,615
TXO,202210,12100,Put,0.1,0.3,0.1,0.2,-,▼-0.2,▼-50.00%,194,42,236,4817,0.1,0.2,47.5,0.1
TXO,202210,12200,Call,925,925,925,925,-,▲+25,▲+2.78%,0,1,1,41,795,800,2670,530
TXO,202210,12200,Put,0.4,0.4,0.1,0.2,-,▼-0.2,▼-50.00%,228,372,600,5592,0.1,0.2,61,0.1
TXO,202210,12300,Call,825,835,695,695,-,▼-105,▼-13.13%,15,17,32,13,695,700,1180,452
TXO,202210,12300,Put,0.3,0.4,0.1,0.1,-,▼-0.6,▼-85.71%,188,347,535,6300,-,0.2,79,0.1
TXO,202210,12400,Call,725,725,600,605,-,▼-95,▼-13.57%,23,228,251,826,595,600,2480,375
TXO,202210,12400,Put,0.3,0.7,0.1,0.2,-,▼-0.7,▼-77.78%,587,605,1192,7365,0.1,0.2,102,0.1
TXO,202210,12450,Call,-,-,-,-,-,-,-,0,0,0,12,545,550,675,413
