契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202209W1,13100,Call,-,-,-,-,-,-,-,0,0,0,0,1310,1320,-,-
TXO,202209W1,13100,Put,0.2,0.2,0.1,0.1,-,0,-,0,12,12,12,-,0.6,0.2,0.1
TXO,202209W1,13200,Call,-,-,-,-,-,-,-,0,0,0,0,1210,1220,-,-
TXO,202209W1,13200,Put,-,-,-,-,-,-,-,0,0,0,0,-,0.6,-,-
TXO,202209W1,13300,Call,-,-,-,-,-,-,-,0,0,0,8,1110,1120,1430,1430
TXO,202209W1,13300,Put,0.1,0.1,0.1,0.1,-,0,-,0,6,6,586,-,0.6,1.9,0.1
TXO,202209W1,13400,Call,1120,1120,1120,1120,-,▼-150,▼-11.81%,0,2,2,3,1010,1020,1380,1120
TXO,202209W1,13400,Put,0.2,0.2,0.1,0.1,-,▼-0.1,▼-50.00%,0,71,71,1008,-,0.6,5,0.1
TXO,202209W1,13500,Call,985,985,985,985,-,▼-185,▼-15.81%,0,1,1,0,910,920,1280,985
TXO,202209W1,13500,Put,0.4,0.4,0.1,0.1,-,▼-0.1,▼-50.00%,0,44,44,592,-,0.4,7,0.1
TXO,202209W1,13600,Call,885,885,885,885,-,▼-185,▼-17.29%,0,1,1,0,810,820,1190,885
TXO,202209W1,13600,Put,0.2,0.2,0.2,0.2,-,0,0%,4,11,15,786,-,0.4,8.9,0.2
TXO,202209W1,13700,Call,785,785,785,785,-,▼-185,▼-19.07%,0,1,1,0,710,720,1090,785
TXO,202209W1,13700,Put,0.3,0.3,0.1,0.1,-,▼-0.1,▼-50.00%,11,4,15,2169,0.1,0.3,12,0.1
TXO,202209W1,13800,Call,685,685,660,660,-,▼-210,▼-24.14%,0,3,3,3,610,620,685,660
TXO,202209W1,13800,Put,0.4,0.8,0.1,0.1,-,▼-0.3,▼-75.00%,102,145,247,2977,-,0.3,15.5,0.1
TXO,202209W1,13900,Call,585,585,560,560,-,▼-210,▼-27.27%,0,3,3,3,510,520,585,560
TXO,202209W1,13900,Put,0.4,0.7,0.1,0.2,-,▼-0.3,▼-60.00%,300,1369,1669,3425,-,0.2,21.5,0.1
TXO,202209W1,14000,Call,510,510,405,414,-,▼-256,▼-38.21%,0,32,32,17,414,417,800,405
TXO,202209W1,14000,Put,0.3,0.6,0.1,0.1,-,▼-0.8,▼-88.89%,555,1159,1714,6669,0.1,0.2,29,0.1
TXO,202209W1,14100,Call,398,398,309,309,-,▼-261,▼-45.79%,0,126,126,52,314,317,720,309
TXO,202209W1,14100,Put,0.1,1,0.1,0.1,-,▼-1.2,▼-92.31%,988,1381,2369,4554,-,0.4,39,0.1
TXO,202209W1,14200,Call,294,294,91,215,-,▼-255,▼-54.26%,6,27,33,39,214,217,650,91
TXO,202209W1,14200,Put,0.4,2.9,0.1,0.1,-,▼-1.6,▼-94.12%,2222,3574,5796,7380,-,0.3,53,0.1
TXO,202209W1,14250,Call,235,241,158,166,-,▼-254,▼-60.48%,0,553,553,275,165,166,435,158
TXO,202209W1,14250,Put,4.8,4.8,0.1,0.2,-,▼-2.3,▼-92.00%,719,5595,6314,4095,-,0.1,18,0.1
TXO,202209W1,14300,Call,210,221,108,115,-,▼-257,▼-69.09%,38,4110,4148,972,115,116,715,108
TXO,202209W1,14300,Put,2,9,0.1,0.1,-,▼-3.8,▼-97.44%,3614,20074,23688,11909,-,0.1,70,0.1
TXO,202209W1,14350,Call,164,166,58,65,-,▼-257,▼-79.81%,72,11720,11792,646,65,66,420,58
TXO,202209W1,14350,Put,7.8,18.5,0.1,0.1,-,▼-3.8,▼-97.44%,3404,24766,28170,8148,-,0.1,34,0.1
TXO,202209W1,14400,Call,120,126,9,15.5,-,▼-259.5,▼-94.36%,439,52648,53087,6202,15.5,16,680,9
TXO,202209W1,14400,Put,14,34,0.1,0.3,-,▼-6.9,▼-95.83%,12210,61198,73408,18554,-,0.3,91,0.1
TXO,202209W1,14450,Call,81,87,0.1,0.1,-,▼-226.9,▼-99.96%,415,74004,74419,19053,0.1,0.2,392,0.1
TXO,202209W1,14450,Put,25,63,9.2,34,-,▲+23,▲+209.09%,10166,60380,70546,8215,34,34.5,81,4.3
TXO,202209W1,14500,Call,49,55,0.1,0.2,-,▼-186.8,▼-99.89%,3671,74570,78241,18116,-,0.3,590,0.1
TXO,202209W1,14500,Put,37,99,29,84,-,▲+68.5,▲+441.94%,25246,43071,68317,6787,84,85,118,6.3
TXO,202209W1,14550,Call,28,40,0.1,0.1,-,▼-144.9,▼-99.93%,9869,39146,49015,11080,-,0.1,520,0.1
TXO,202209W1,14550,Put,69,144,62,134,-,▲+111,▲+482.61%,21902,20304,42206,4873,134,135,144,9.4
TXO,202209W1,14600,Call,15.5,17.5,0.1,0.1,-,▼-106.9,▼-99.91%,23535,26931,50466,10303,0.1,0.3,490,0.1
TXO,202209W1,14600,Put,100,193,100,184,-,▲+150,▲+441.18%,35668,17337,53005,4415,183,185,193,13.5
TXO,202209W1,14650,Call,7,7.3,0.1,0.1,-,▼-72.9,▼-99.86%,29974,13406,43380,9247,-,0.2,492,0.1
TXO,202209W1,14650,Put,148,241,130,234,-,▲+183,▲+358.82%,27510,6027,33537,2523,234,235,241,20.5
TXO,202209W1,14700,Call,4.1,4.4,0.1,0.1,-,▼-44.9,▼-99.78%,41343,12149,53492,10126,-,0.2,447,0.1
TXO,202209W1,14700,Put,196,291,179,284,-,▲+211,▲+289.04%,25634,4613,30247,3355,283,284,291,30
TXO,202209W1,14750,Call,2.2,2.2,0.1,0.3,-,▼-27.7,▼-98.93%,32575,11282,43857,9327,-,0.3,416,0.1
TXO,202209W1,14750,Put,245,340,213,334,-,▲+227,▲+212.15%,11378,987,12365,1524,334,335,340,43.5
TXO,202209W1,14800,Call,1.3,1.4,0.1,0.3,-,▼-14.2,▼-97.93%,23504,10158,33662,11086,-,0.3,373,0.1
TXO,202209W1,14800,Put,295,391,292,385,-,▲+243,▲+171.13%,14310,1436,15746,2365,383,385,391,52
TXO,202209W1,14850,Call,1.1,1.2,0.1,0.3,-,▼-6.6,▼-95.65%,9734,7226,16960,7727,-,0.2,319,0.1
TXO,202209W1,14850,Put,344,442,323,435,-,▲+247,▲+131.38%,874,230,1104,1059,433,436,442,59
TXO,202209W1,14900,Call,0.8,1,0.1,0.2,-,▼-3.2,▼-94.12%,6970,5971,12941,10616,-,0.2,289,0.1
TXO,202209W1,14900,Put,394,487,394,484,-,▲+251,▲+107.73%,451,295,746,1244,484,486,487,69
TXO,202209W1,14950,Call,0.3,1,0.1,0.1,-,▼-1.7,▼-94.44%,2788,3689,6477,6958,-,0.3,254,0.1
TXO,202209W1,14950,Put,487,540,443,535,-,▲+252,▲+89.05%,135,94,229,435,530,535,540,85
TXO,202209W1,15000,Call,0.5,0.9,0.1,0.2,-,▼-1.4,▼-87.50%,2090,5095,7185,11609,-,0.2,225,0.1
TXO,202209W1,15000,Put,495,595,494,585,-,▲+252,▲+75.68%,238,92,330,1206,580,585,595,98
TXO,202209W1,15050,Call,0.3,0.8,0.1,0.1,-,▼-0.9,▼-90.00%,1166,2285,3451,5812,-,0.3,191,0.1
TXO,202209W1,15050,Put,565,645,565,635,-,▲+252,▲+65.80%,26,15,41,365,630,635,645,115
TXO,202209W1,15100,Call,0.3,0.9,0.1,0.2,-,▼-0.5,▼-71.43%,736,1480,2216,7080,0.1,0.2,160,0.1
TXO,202209W1,15100,Put,605,685,605,680,-,▲+247,▲+57.04%,67,15,82,319,685,690,685,133
TXO,202209W1,15150,Call,0.6,0.6,0.1,0.3,-,▼-0.3,▼-50.00%,882,777,1659,4652,-,0.3,132,0.1
TXO,202209W1,15150,Put,630,735,630,735,-,▲+252,▲+52.17%,92,20,112,146,730,740,735,150
TXO,202209W1,15200,Call,0.2,0.5,0.1,0.2,-,▼-0.3,▼-60.00%,352,557,909,6176,-,0.2,109,0.1
TXO,202209W1,15200,Put,705,785,690,785,-,▲+255,▲+48.11%,73,37,110,255,780,790,785,183
TXO,202209W1,15250,Call,0.4,0.4,0.1,0.2,-,▼-0.3,▼-60.00%,188,323,511,4757,-,0.3,84,0.1
TXO,202209W1,15250,Put,755,830,755,830,-,▲+250,▲+43.10%,9,13,22,42,830,835,830,177
TXO,202209W1,15300,Call,0.2,0.5,0.1,0.2,-,▼-0.2,▼-50.00%,178,522,700,4457,0.1,0.4,67,0.1
TXO,202209W1,15300,Put,815,870,815,870,-,▲+240,▲+38.10%,4,6,10,55,880,890,870,247
TXO,202209W1,15350,Call,0.3,0.4,0.1,0.4,-,▲+0.1,▲+33.33%,87,477,564,3735,0.1,0.4,50,0.1
TXO,202209W1,15350,Put,870,900,860,900,-,▲+220,▲+32.35%,4,14,18,26,930,940,900,312
TXO,202209W1,15400,Call,0.7,0.7,0.1,0.1,-,▼-0.2,▼-66.67%,122,231,353,3305,-,0.3,36.5,0.1
TXO,202209W1,15400,Put,900,900,890,890,-,▲+160,▲+21.92%,3,12,15,38,980,990,900,319
TXO,202209W1,15450,Call,0.5,0.5,0.1,0.1,-,▼-0.2,▼-66.67%,9,168,177,1622,-,0.5,6,0.1
TXO,202209W1,15450,Put,-,-,-,-,-,-,-,0,0,0,3,1030,1040,835,650
TXO,202209W1,15500,Call,0.6,0.9,0.1,0.9,-,▲+0.7,▲+350.00%,85,245,330,4806,-,0.6,18,0.1
TXO,202209W1,15500,Put,-,-,-,-,-,-,-,0,0,0,49,1080,1090,725,440
TXO,202209W1,15600,Call,0.5,0.6,0.1,0.6,-,▲+0.4,▲+200.00%,46,119,165,2990,-,0.5,8.5,0.1
TXO,202209W1,15600,Put,-,-,-,-,-,-,-,0,0,0,62,1180,1190,865,505
TXO,202209W1,15700,Call,0.2,0.2,0.2,0.2,-,0,0%,2,58,60,2154,0.1,0.5,6.5,0.1
TXO,202209W1,15700,Put,-,-,-,-,-,-,-,0,0,0,41,1280,1290,710,630
TXO,202209W1,15800,Call,0.2,0.6,0.1,0.1,-,▼-0.1,▼-50.00%,0,508,508,1176,-,0.5,2.7,0.1
TXO,202209W1,15800,Put,-,-,-,-,-,-,-,0,0,0,1,1380,1390,1040,1010
TXO,202209W1,15900,Call,-,-,-,-,-,-,-,5,0,5,1940,-,0.6,1.9,0.1
TXO,202209W1,15900,Put,-,-,-,-,-,-,-,0,0,0,1,1480,1490,1120,1110
TXO,202209W1,16000,Call,-,-,-,-,-,-,-,0,0,0,74,-,0.6,1.3,0.2
TXO,202209W1,16000,Put,-,-,-,-,-,-,-,0,0,0,2,1580,1590,1210,1210
TXO,202209W1,16100,Call,-,-,-,-,-,-,-,0,0,0,119,-,0.6,1,0.4
TXO,202209W1,16100,Put,-,-,-,-,-,-,-,0,0,0,2,1680,1690,1310,1310
TXO,202209W1,16200,Call,-,-,-,-,-,-,-,0,0,0,69,-,0.6,0.8,0.6
TXO,202209W1,16200,Put,-,-,-,-,-,-,-,0,0,0,2,1780,1790,1410,1410
TXO,202209W1,16300,Call,-,-,-,-,-,-,-,0,0,0,31,-,0.6,0.7,0.6
TXO,202209W1,16300,Put,-,-,-,-,-,-,-,0,0,0,1,1880,1890,1510,1510
TXO,202209W1,16400,Call,-,-,-,-,-,-,-,0,0,0,10,-,0.6,0.6,0.6
TXO,202209W1,16400,Put,-,-,-,-,-,-,-,0,0,0,1,1980,1990,1610,1610
TXO,202209W1,16500,Call,-,-,-,-,-,-,-,0,0,0,1,-,0.6,0.1,0.1
TXO,202209W1,16500,Put,-,-,-,-,-,-,-,0,0,0,1,2080,2090,1710,1710
TXO,202209W1,16600,Call,-,-,-,-,-,-,-,0,0,0,1,-,0.6,0.2,0.1
TXO,202209W1,16600,Put,-,-,-,-,-,-,-,0,0,0,0,2180,2190,-,-
TXO,202209W1,16700,Call,-,-,-,-,-,-,-,0,0,0,0,-,0.6,-,-
TXO,202209W1,16700,Put,-,-,-,-,-,-,-,0,0,0,0,2280,2290,-,-
TXO,202209W2,13200,Call,-,-,-,-,1190,-,-,0,0,0,0,1090,-,-,-
TXO,202209W2,13200,Put,2,5.6,2,3.8,3.8,▲+3.2,▲+533.33%,0,979,979,662,3.7,4,5.6,2
TXO,202209W2,13300,Call,-,-,-,-,1090,-,-,0,0,0,0,980,-,-,-
TXO,202209W2,13300,Put,3.2,7.5,3.2,4.7,4.7,▲+3.9,▲+487.50%,0,984,984,717,3.2,4.9,7.5,3.2
TXO,202209W2,13400,Call,-,-,-,-,995,-,-,0,0,0,0,880,-,-,-
TXO,202209W2,13400,Put,4.1,10.5,4.1,6.9,6.9,▲+5.6,▲+430.77%,0,1179,1179,912,6.3,7,10.5,4.1
TXO,202209W2,13500,Call,-,-,-,-,900,-,-,0,0,0,0,795,-,-,-
TXO,202209W2,13500,Put,6.3,14,6.3,9.5,9.5,▲+7.6,▲+400.00%,0,1747,1747,1003,9.3,9.7,14,6.3
TXO,202209W2,13600,Call,-,-,-,-,800,-,-,0,0,0,0,680,-,-,-
TXO,202209W2,13600,Put,10,21.5,10,13,13,▲+10.2,▲+364.29%,0,1049,1049,635,13,13.5,21.5,10
TXO,202209W2,13700,Call,-,-,-,-,710,-,-,0,0,0,0,585,-,-,-
TXO,202209W2,13700,Put,11.5,29.5,11.5,19,19,▲+14.7,▲+341.86%,0,1090,1090,596,18,19.5,29.5,11.5
TXO,202209W2,13800,Call,700,700,605,605,615,▼-255,▼-29.65%,0,22,22,20,615,-,700,605
TXO,202209W2,13800,Put,11,38.5,11,27,27,▲+20.5,▲+315.38%,0,2536,2536,1705,27,30,38.5,11
TXO,202209W2,13900,Call,670,670,525,525,525,▼-240,▼-31.37%,0,17,17,17,401,-,670,525
TXO,202209W2,13900,Put,20,52,20,37,37,▲+27.1,▲+273.74%,0,2658,2658,1382,37,37.5,52,20
TXO,202209W2,14000,Call,510,510,431,431,440,▼-239,▼-35.67%,0,47,47,23,435,451,510,431
TXO,202209W2,14000,Put,40,69,40,51,51,▲+36,▲+240.00%,0,3558,3558,1507,49.5,51,69,40
TXO,202209W2,14100,Call,374,387,355,355,355,▼-220,▼-38.26%,0,56,56,41,353,367,387,355
TXO,202209W2,14100,Put,33.5,92,33.5,69,69,▲+46.5,▲+206.67%,0,2508,2508,1195,69,77,92,33.5
TXO,202209W2,14200,Call,314,335,278,288,288,▼-202,▼-41.22%,0,188,188,95,277,290,335,278
TXO,202209W2,14200,Put,43,119,43,95,95,▲+61,▲+179.41%,0,2814,2814,1314,88,96,119,43
TXO,202209W2,14250,Call,277,277,248,252,246,▼-195,▼-43.62%,0,43,43,43,242,256,277,248
TXO,202209W2,14250,Put,112,135,97,107,107,▲+65.5,▲+157.83%,0,714,714,398,106,110,135,97
TXO,202209W2,14300,Call,237,261,211,215,215,▼-191,▼-47.04%,0,243,243,165,211,215,261,211
TXO,202209W2,14300,Put,94,153,94,124,124,▲+74,▲+148.00%,0,1431,1431,901,125,126,153,94
TXO,202209W2,14350,Call,298,298,179,186,186,▼-180,▼-49.18%,0,654,654,443,183,186,298,179
TXO,202209W2,14350,Put,113,170,113,144,144,▲+84,▲+140.00%,0,936,936,386,140,146,170,113
TXO,202209W2,14400,Call,258,258,149,153,153,▼-175,▼-53.35%,0,2703,2703,1279,150,156,258,149
TXO,202209W2,14400,Put,101,196,101,163,163,▲+91,▲+126.39%,0,1450,1450,627,163,166,196,101
TXO,202209W2,14450,Call,155,171,125,130,130,▼-162,▼-55.48%,0,1444,1444,694,129,131,171,125
TXO,202209W2,14450,Put,186,214,168,189,189,▲+103,▲+119.77%,0,404,404,222,189,192,214,168
TXO,202209W2,14500,Call,158,161,103,106,106,▼-152,▼-58.91%,0,2172,2172,1047,106,107,161,103
TXO,202209W2,14500,Put,190,239,172,215,215,▲+113,▲+110.78%,0,352,352,216,215,218,239,172
TXO,202209W2,14550,Call,138,138,83,85,85,▼-142,▼-62.56%,0,2627,2627,1489,84,86,138,83
TXO,202209W2,14550,Put,250,277,219,244,244,▲+123,▲+101.65%,0,117,117,72,238,250,277,219
TXO,202209W2,14600,Call,110,114,65,67,67,▼-130,▼-65.99%,0,2873,2873,1494,66,68,114,65
