契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211,10700,Call,-,-,-,-,3420,-,-,0,0,0,0,3400,3440,-,-
TXO,202211,10700,Put,0.2,0.3,0.2,0.2,0.2,▼-0.2,▼-50.00%,8,498,506,1780,-,0.5,12.5,0.1
TXO,202211,10800,Call,3350,3350,3350,3350,3320,▲+100,▲+3.08%,0,31,31,649,3310,3340,3350,1920
TXO,202211,10800,Put,0.2,0.3,0.2,0.3,0.2,▼-0.1,▼-25.00%,234,305,539,2764,0.1,0.5,23,0.2
TXO,202211,10900,Call,-,-,-,-,3220,-,-,0,0,0,45,3210,3240,2090,2070
TXO,202211,10900,Put,0.2,0.3,0.2,0.2,0.2,▼-0.2,▼-50.00%,30,10,40,803,0.1,0.4,27.5,0.2
TXO,202211,11000,Call,3180,3180,3180,3180,3120,▲+130,▲+4.26%,0,11,11,4,3110,3140,3180,1850
TXO,202211,11000,Put,0.2,0.2,0.2,0.2,0.2,▼-0.4,▼-66.67%,82,2,84,1865,0.1,0.5,30.5,0.2
TXO,202211,11100,Call,-,-,-,-,3020,-,-,0,0,0,0,3010,3040,-,-
TXO,202211,11100,Put,0.2,0.2,0.2,0.2,0.2,▼-0.4,▼-66.67%,116,136,252,2187,0.1,0.5,67,0.1
TXO,202211,11200,Call,-,-,-,-,2930,-,-,0,0,0,0,2910,2940,-,-
TXO,202211,11200,Put,0.2,0.5,0.2,0.4,0.4,▼-0.2,▼-33.33%,82,628,710,2871,0.1,0.6,77,0.2
TXO,202211,11300,Call,-,-,-,-,2830,-,-,0,0,0,1,2810,2840,1650,1650
TXO,202211,11300,Put,0.5,0.5,0.2,0.4,0.4,▼-0.2,▼-33.33%,133,20,153,2026,-,0.6,87,0.2
TXO,202211,11400,Call,-,-,-,-,2730,-,-,0,0,0,232,2710,2740,2210,1350
TXO,202211,11400,Put,0.2,0.5,0.2,0.5,0.5,▼-0.1,▼-16.67%,128,88,216,2134,-,0.6,100,0.2
TXO,202211,11500,Call,-,-,-,-,2630,-,-,0,0,0,0,2610,2640,-,-
TXO,202211,11500,Put,0.2,0.6,0.2,0.3,0.5,▼-0.4,▼-57.14%,427,45,472,3834,0.2,0.3,114,0.2
TXO,202211,11600,Call,-,-,-,-,2530,-,-,0,0,0,1,2510,2540,1380,1300
TXO,202211,11600,Put,0.3,0.6,0.2,0.6,0.6,▼-0.2,▼-25.00%,35,7,42,2444,0.2,0.9,130,0.2
TXO,202211,11700,Call,-,-,-,-,2430,-,-,0,0,0,3,2410,2440,2320,1060
