契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202212W1,13000,Call,-,-,-,-,-,-,-,0,0,0,0,1660,1670,-,-
TXO,202212W1,13000,Put,-,-,-,-,-,-,-,2,0,2,580,-,0.4,3.5,0.2
TXO,202212W1,13100,Call,-,-,-,-,-,-,-,0,0,0,0,1560,1570,-,-
TXO,202212W1,13100,Put,-,-,-,-,-,-,-,0,0,0,410,-,0.5,3.5,0.5
TXO,202212W1,13200,Call,-,-,-,-,-,-,-,0,0,0,0,1460,1470,-,-
TXO,202212W1,13200,Put,-,-,-,-,-,-,-,0,0,0,92,-,0.5,5,0.3
TXO,202212W1,13300,Call,-,-,-,-,-,-,-,0,0,0,0,1360,1370,-,-
TXO,202212W1,13300,Put,0.2,0.3,0.1,0.1,-,▼-0.2,▼-66.67%,2,21,23,418,0.1,0.6,6.2,0.1
TXO,202212W1,13400,Call,-,-,-,-,-,-,-,0,0,0,0,1260,1270,-,-
TXO,202212W1,13400,Put,-,-,-,-,-,-,-,3,0,3,260,-,0.4,6.6,0.2
TXO,202212W1,13500,Call,-,-,-,-,-,-,-,0,0,0,0,1160,1170,-,-
TXO,202212W1,13500,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,3,3,6,561,0.1,0.4,9.1,0.2
TXO,202212W1,13600,Call,-,-,-,-,-,-,-,0,0,0,3,1060,1070,1500,1050
TXO,202212W1,13600,Put,-,-,-,-,-,-,-,7,0,7,800,-,0.4,12.5,0.2
TXO,202212W1,13700,Call,-,-,-,-,-,-,-,0,0,0,3,965,970,1220,1020
TXO,202212W1,13700,Put,0.4,0.4,0.2,0.4,-,0,0%,10,6,16,699,-,0.4,17.5,0.2
TXO,202212W1,13800,Call,-,-,-,-,-,-,-,0,0,0,0,865,870,1300,895
TXO,202212W1,13800,Put,0.4,0.4,0.1,0.1,-,▼-0.3,▼-75.00%,18,70,88,1532,-,0.4,25,0.1
TXO,202212W1,13900,Call,825,840,825,840,-,▲+10,▲+1.20%,0,2,2,0,765,770,875,690
TXO,202212W1,13900,Put,0.4,0.4,0.1,0.1,-,▼-0.5,▼-83.33%,19,96,115,1389,-,0.4,32,0.1
TXO,202212W1,14000,Call,770,770,650,665,-,▼-65,▼-8.90%,2,16,18,34,665,670,980,520
TXO,202212W1,14000,Put,0.6,0.6,0.1,0.4,-,▼-0.2,▼-33.33%,62,580,642,2603,-,0.4,49,0.1
TXO,202212W1,14100,Call,565,565,565,565,-,▼-65,▼-10.32%,20,2,22,30,565,570,860,446
TXO,202212W1,14100,Put,0.2,0.4,0.1,0.2,-,▼-0.5,▼-71.43%,50,162,212,2892,-,0.2,62,0.1
TXO,202212W1,14150,Call,600,640,515,515,-,▼-65,▼-11.21%,21,6,27,29,515,520,990,418
TXO,202212W1,14150,Put,0.4,1.2,0.1,0.5,-,▼-0.5,▼-50.00%,107,87,194,1273,0.1,0.2,70,0.1
TXO,202212W1,14200,Call,494,525,460,460,-,▼-75,▼-14.02%,20,4,24,37,468,470,930,355
TXO,202212W1,14200,Put,0.3,0.4,0.1,0.1,-,▼-1,▼-90.91%,347,211,558,3689,0.1,0.2,82,0.1
TXO,202212W1,14250,Call,432,432,432,432,-,▼-53,▼-10.93%,0,1,1,10,418,420,800,313
TXO,202212W1,14250,Put,0.5,0.5,0.1,0.2,-,▼-1.2,▼-85.71%,392,147,539,1241,-,0.3,133,0.1
TXO,202212W1,14300,Call,366,468,366,370,-,▼-68,▼-15.53%,0,11,11,45,368,370,820,280
TXO,202212W1,14300,Put,0.8,0.8,0.1,0.1,-,▼-1.7,▼-94.44%,1468,827,2295,4022,0.1,0.3,111,0.1
TXO,202212W1,14350,Call,-,-,-,-,-,-,-,0,0,0,28,318,320,785,242
TXO,202212W1,14350,Put,0.5,1.1,0.1,0.1,-,▼-2.5,▼-96.15%,1301,1731,3032,2383,-,0.3,126,0.1
TXO,202212W1,14400,Call,285,400,246,269,-,▼-69,▼-20.41%,5,214,219,108,269,270,745,207
TXO,202212W1,14400,Put,1.3,1.8,0.1,0.2,-,▼-3.8,▼-95.00%,2330,3964,6294,4585,0.1,0.2,147,0.1
TXO,202212W1,14450,Call,237,338,196,220,-,▼-68,▼-23.61%,127,149,276,86,218,219,700,186
TXO,202212W1,14450,Put,2,5.7,0.1,0.2,-,▼-5.5,▼-96.49%,5808,7947,13755,6366,0.1,0.2,170,0.1
TXO,202212W1,14500,Call,188,316,146,170,-,▼-77,▼-31.17%,482,1935,2417,291,168,170,660,141
TXO,202212W1,14500,Put,6,6.7,0.1,0.2,-,▼-8.9,▼-97.80%,11181,16075,27256,9624,0.1,0.2,197,0.1
TXO,202212W1,14550,Call,127,267,98,118,-,▼-80,▼-40.40%,1250,4825,6075,268,118,119,600,98
TXO,202212W1,14550,Put,12.5,13,0.1,0.1,-,▼-13.9,▼-99.29%,14037,26258,40295,10921,-,0.2,261,0.1
TXO,202212W1,14600,Call,80,218,55,69,-,▼-83,▼-54.61%,4498,20527,25025,1093,68,69,565,55
TXO,202212W1,14600,Put,23,25,0.1,0.2,-,▼-22.8,▼-99.13%,28229,50800,79029,16131,0.1,0.2,250,0.1
TXO,202212W1,14650,Call,50,169,18,18.5,-,▼-94.5,▼-83.63%,10162,56804,66966,5390,18.5,19,525,18
TXO,202212W1,14650,Put,40,42,0.1,0.1,-,▼-33.9,▼-99.71%,22311,85792,108103,15448,0.1,0.2,269,0.1
TXO,202212W1,14700,Call,26.5,122,0.1,0.3,-,▼-79.7,▼-99.63%,24287,97948,122235,14476,0.1,0.3,473,0.1
TXO,202212W1,14700,Put,70,70,3.2,31,-,▼-21,▼-40.38%,37734,127104,164838,9088,31,31.5,366,3.2
TXO,202212W1,14750,Call,12,77,0.1,0.1,-,▼-50.9,▼-99.80%,26691,73455,100146,10953,0.1,0.2,425,0.1
TXO,202212W1,14750,Put,94,110,8.9,80,-,▲+5,▲+6.67%,22053,77345,99398,3931,80,81,311,8.9
TXO,202212W1,14800,Call,5,39.5,0.1,0.2,-,▼-32.3,▼-99.38%,29501,58375,87876,12359,0.1,0.2,387,0.1
TXO,202212W1,14800,Put,140,159,21,130,-,▲+26,▲+25.00%,18111,45335,63446,4721,130,131,400,16
TXO,202212W1,14850,Call,1.6,15,0.1,0.1,-,▼-17.9,▼-99.44%,21903,29104,51007,10538,0.1,0.2,347,0.1
TXO,202212W1,14850,Put,196,204,47,181,-,▲+40,▲+28.37%,5733,15563,21296,2329,180,181,385,23
TXO,202212W1,14900,Call,1.1,4,0.1,0.2,-,▼-9.3,▼-97.89%,17529,16825,34354,13930,0.1,0.2,308,0.1
TXO,202212W1,14900,Put,216,255,87,233,-,▲+51,▲+28.02%,4129,6399,10528,3092,231,233,427,32
TXO,202212W1,14950,Call,1,1.2,0.1,0.3,-,▼-4.8,▼-94.12%,7260,5598,12858,6985,-,0.3,270,0.1
TXO,202212W1,14950,Put,266,300,134,281,-,▲+58,▲+26.01%,989,1956,2945,1764,281,282,455,43
TXO,202212W1,15000,Call,0.2,1,0.1,0.1,-,▼-2.9,▼-96.67%,5686,5463,11149,10601,0.1,0.2,234,0.1
TXO,202212W1,15000,Put,314,339,182,330,-,▲+57,▲+20.88%,749,666,1415,2519,330,331,535,57
TXO,202212W1,15050,Call,0.3,0.8,0.1,0.1,-,▼-2.1,▼-95.45%,2148,4929,7077,5601,0.1,0.2,202,0.1
TXO,202212W1,15050,Put,366,387,234,381,-,▲+58,▲+17.96%,160,282,442,1126,380,381,426,77
TXO,202212W1,15100,Call,0.2,0.7,0.1,0.3,-,▼-1.3,▼-81.25%,2120,3565,5685,8938,0.1,0.3,172,0.1
TXO,202212W1,15100,Put,428,433,289,430,-,▲+60,▲+16.22%,207,122,329,737,430,431,485,100
TXO,202212W1,15150,Call,0.3,0.9,0.1,0.2,-,▼-1.2,▼-85.71%,1693,3898,5591,7473,0.1,0.2,145,0.1
TXO,202212W1,15150,Put,470,488,363,480,-,▲+60,▲+14.29%,59,25,84,491,480,482,515,130
TXO,202212W1,15200,Call,0.3,0.5,0.1,0.3,-,▼-1,▼-76.92%,1127,1714,2841,9672,0.1,0.2,121,0.1
TXO,202212W1,15200,Put,455,535,420,530,-,▲+60,▲+12.77%,85,30,115,296,530,535,560,160
TXO,202212W1,15250,Call,0.5,0.5,0.1,0.2,-,▼-1,▼-83.33%,377,1752,2129,4155,0.2,0.3,98,0.1
TXO,202212W1,15250,Put,585,585,585,585,-,▲+65,▲+12.50%,1,2,3,100,580,585,615,198
TXO,202212W1,15300,Call,0.3,0.5,0.1,0.1,-,▼-1.1,▼-91.67%,757,1950,2707,6693,-,0.3,80,0.1
TXO,202212W1,15300,Put,585,610,585,610,-,▲+40,▲+7.02%,4,6,10,84,630,635,610,231
TXO,202212W1,15350,Call,0.2,0.5,0.1,0.3,-,▼-0.5,▼-62.50%,174,1205,1379,1535,-,0.3,19.5,0.1
TXO,202212W1,15350,Put,-,-,-,-,-,-,-,2,0,2,3,680,685,715,293
TXO,202212W1,15400,Call,0.3,0.5,0.1,0.2,-,▼-0.4,▼-66.67%,645,809,1454,6597,-,0.2,49.5,0.1
TXO,202212W1,15400,Put,730,730,730,730,-,▲+60,▲+8.96%,0,2,2,62,730,735,730,303
TXO,202212W1,15450,Call,0.5,0.5,0.1,0.3,-,▼-0.3,▼-50.00%,132,191,323,2366,-,0.3,10.5,0.1
TXO,202212W1,15450,Put,-,-,-,-,-,-,-,0,0,0,7,780,785,670,386
TXO,202212W1,15500,Call,0.3,0.4,0.1,0.1,-,▼-0.5,▼-83.33%,160,571,731,5093,-,0.1,30,0.1
TXO,202212W1,15500,Put,-,-,-,-,-,-,-,0,0,0,25,830,835,700,380
TXO,202212W1,15600,Call,0.3,0.4,0.1,0.1,-,▼-0.4,▼-80.00%,187,608,795,4127,0.1,0.2,18,0.1
TXO,202212W1,15600,Put,935,935,935,935,-,▲+65,▲+7.47%,0,2,2,22,930,935,935,570
TXO,202212W1,15700,Call,0.2,0.3,0.1,0.2,-,▼-0.2,▼-50.00%,191,117,308,3014,0.1,0.3,11,0.1
TXO,202212W1,15700,Put,-,-,-,-,-,-,-,0,0,0,8,1030,1040,810,780
TXO,202212W1,15800,Call,0.1,0.2,0.1,0.2,-,▼-0.2,▼-50.00%,151,155,306,2648,0.1,0.2,12.5,0.1
TXO,202212W1,15800,Put,-,-,-,-,-,-,-,0,0,0,4,1130,1140,1100,880
TXO,202212W1,15900,Call,0.1,0.1,0.1,0.1,-,▼-0.2,▼-66.67%,171,1,172,1598,-,0.3,5.4,0.1
TXO,202212W1,15900,Put,-,-,-,-,-,-,-,0,0,0,1,1230,1240,1020,1020
TXO,202212W1,16000,Call,-,-,-,-,-,-,-,130,0,130,748,-,0.2,4.6,0.1
TXO,202212W1,16000,Put,-,-,-,-,-,-,-,0,0,0,0,1330,1340,890,870
TXO,202212W1,16100,Call,-,-,-,-,-,-,-,0,0,0,697,-,0.3,2.2,0.2
TXO,202212W1,16100,Put,-,-,-,-,-,-,-,0,0,0,0,1430,1440,-,-
TXO,202212W1,16200,Call,-,-,-,-,-,-,-,0,0,0,458,-,0.3,1.4,0.3
TXO,202212W1,16200,Put,-,-,-,-,-,-,-,0,0,0,0,1530,1540,-,-
TXO,202212W1,16300,Call,-,-,-,-,-,-,-,0,0,0,107,-,0.3,1,0.2
TXO,202212W1,16300,Put,-,-,-,-,-,-,-,0,0,0,0,1630,1640,-,-
TXO,202212W1,16400,Call,-,-,-,-,-,-,-,0,0,0,11,-,0.3,0.5,0.1
TXO,202212W1,16400,Put,-,-,-,-,-,-,-,0,0,0,1,1730,1740,1560,1560
TXO,202212W1,16500,Call,-,-,-,-,-,-,-,0,0,0,0,-,0.3,-,-
TXO,202212W1,16500,Put,-,-,-,-,-,-,-,0,0,0,1,1830,1840,1630,1630
TXO,202212W1,16600,Call,-,-,-,-,-,-,-,0,0,0,0,-,0.3,-,-
TXO,202212W1,16600,Put,-,-,-,-,-,-,-,0,0,0,0,1930,1940,-,-
TXO,202212W2,13200,Call,-,-,-,-,1460,-,-,0,0,0,0,1440,1600,-,-
TXO,202212W2,13200,Put,2.3,2.9,1.5,2.5,2.5,▼-0.1,▼-3.85%,60,869,929,607,1.5,2.6,5.5,1.5
TXO,202212W2,13300,Call,-,-,-,-,1360,-,-,0,0,0,0,1340,1500,-,-
TXO,202212W2,13300,Put,2.8,3.6,2,3.2,3.2,0,0%,24,372,396,291,1.8,3.4,6.3,0.5
TXO,202212W2,13400,Call,-,-,-,-,1260,-,-,0,0,0,0,1120,1280,-,-
TXO,202212W2,13400,Put,3.2,4.5,2,2,4.1,▼-1.5,▼-42.86%,0,113,113,235,2,4.1,16.5,0.9
TXO,202212W2,13500,Call,-,-,-,-,1160,-,-,0,0,0,0,1020,1180,-,-
TXO,202212W2,13500,Put,5,5.6,3,5.1,5.1,▲+1.1,▲+27.50%,8,402,410,342,2.2,5.1,10,3
TXO,202212W2,13600,Call,1080,1080,1080,1080,1060,▼-40,▼-3.57%,0,1,1,1,1050,1080,1080,1080
TXO,202212W2,13600,Put,7,7.6,3.9,7,7,▲+0.3,▲+4.48%,24,1075,1099,972,6,7,14.5,2.5
TXO,202212W2,13700,Call,-,-,-,-,960,-,-,0,0,0,0,825,980,-,-
TXO,202212W2,13700,Put,10.5,10.5,5.2,9.3,9.3,▲+0.7,▲+8.14%,48,1003,1051,701,8.7,10,18.5,5
TXO,202212W2,13800,Call,-,-,-,-,865,-,-,0,0,0,0,855,1010,-,-
TXO,202212W2,13800,Put,12,14,6.7,12.5,12.5,▲+2.5,▲+25.00%,231,1665,1896,1304,11,13,24,5
TXO,202212W2,13900,Call,830,830,830,830,770,0,0%,0,1,1,1,760,915,830,830
TXO,202212W2,13900,Put,16.5,20,9,17.5,17.5,▲+3.5,▲+25.00%,186,2210,2396,2028,13,18.5,31.5,7.8
TXO,202212W2,14000,Call,680,680,670,670,670,▼-70,▼-9.46%,0,3,3,3,535,820,1030,670
TXO,202212W2,14000,Put,24,27.5,12,24,24,▲+3.5,▲+17.07%,305,3402,3707,2654,23.5,24.5,41,9.9
TXO,202212W2,14100,Call,700,700,585,605,585,▼-45,▼-6.92%,0,10,10,6,575,730,945,585
TXO,202212W2,14100,Put,36,37.5,18,33,33,▲+3.5,▲+11.86%,414,2693,3107,1717,32.5,33,54,11.5
TXO,202212W2,14200,Call,535,535,485,495,495,▼-65,▼-11.61%,1,37,38,15,488,515,900,485
TXO,202212W2,14200,Put,46,54,24.5,45.5,45.5,▲+5,▲+12.35%,640,4156,4796,1814,44.5,47.5,68,17.5
TXO,202212W2,14300,Call,474,477,433,435,415,▼-36,▼-7.64%,0,9,9,14,269,560,745,433
TXO,202212W2,14300,Put,61,69,34,62,62,▲+7,▲+12.73%,266,4609,4875,1951,61,63,90,23
TXO,202212W2,14350,Call,406,406,378,395,374,▼-36,▼-8.35%,0,15,15,12,232,397,560,378
TXO,202212W2,14350,Put,78,80,40.5,71,71,▲+6,▲+9.23%,109,1488,1597,873,60,75,100,27.5
TXO,202212W2,14400,Call,352,460,327,331,331,▼-61,▼-15.56%,9,197,206,123,326,347,750,327
TXO,202212W2,14400,Put,86,93,48.5,85,85,▲+9,▲+11.84%,358,3034,3392,1770,81,87,111,31
TXO,202212W2,14450,Call,380,380,292,303,303,▼-51,▼-14.41%,0,65,65,113,296,310,505,292
TXO,202212W2,14450,Put,93,108,57,97,97,▲+9,▲+10.23%,217,1568,1785,1134,93,98,125,26
TXO,202212W2,14500,Call,353,353,257,259,259,▼-65,▼-20.06%,0,193,193,171,260,275,630,257
TXO,202212W2,14500,Put,116,126,67,111,111,▲+9,▲+8.82%,572,3567,4139,2527,110,116,140,41
TXO,202212W2,14550,Call,256,338,223,231,231,▼-57,▼-19.79%,12,129,141,112,229,235,555,221
TXO,202212W2,14550,Put,138,140,78,128,128,▲+10,▲+8.47%,353,2021,2374,1943,126,133,151,48
TXO,202212W2,14600,Call,220,300,193,198,198,▼-55,▼-21.74%,32,485,517,337,198,202,560,193
TXO,202212W2,14600,Put,161,161,90,147,147,▲+10,▲+7.30%,287,2560,2847,1891,146,147,184,55
TXO,202212W2,14650,Call,182,266,166,170,170,▼-57,▼-25.11%,30,883,913,561,171,172,460,166
TXO,202212W2,14650,Put,189,189,106,168,168,▲+14,▲+9.09%,202,1511,1713,1569,166,169,189,63
TXO,202212W2,14700,Call,199,235,140,145,145,▼-51,▼-26.02%,385,2157,2542,1346,145,146,488,140
TXO,202212W2,14700,Put,203,209,121,191,191,▲+17,▲+9.77%,306,2841,3147,1368,189,200,222,72
TXO,202212W2,14750,Call,143,205,117,121,121,▼-46,▼-27.54%,349,1735,2084,675,120,122,450,117
TXO,202212W2,14750,Put,225,236,142,217,217,▲+18,▲+9.05%,210,890,1100,476,206,227,236,83
TXO,202212W2,14800,Call,130,176,96,100,100,▼-42,▼-29.58%,453,4337,4790,2029,99,100,420,96
TXO,202212W2,14800,Put,264,268,162,248,248,▲+23,▲+10.22%,101,824,925,611,238,249,278,96
