契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202211W2,11700,Call,-,-,-,-,1270,-,-,0,0,0,0,1250,1310,-,-
TXO,202211W2,11700,Put,1.5,1.7,1,1,1,▼-0.3,▼-23.08%,59,174,233,621,0.9,1.1,2.2,1
TXO,202211W2,11800,Call,-,-,-,-,1170,-,-,0,0,0,0,1150,1210,-,-
TXO,202211W2,11800,Put,2.2,2.2,1.3,1.4,1.4,▼-0.6,▼-30.00%,20,310,330,218,1.2,1.5,2.9,1.3
TXO,202211W2,11900,Call,-,-,-,-,1070,-,-,0,0,0,0,1050,1110,-,-
TXO,202211W2,11900,Put,3.5,3.5,1.5,1.7,1.7,▼-0.5,▼-22.73%,112,605,717,798,1.2,1.7,3.5,1.2
TXO,202211W2,12000,Call,-,-,-,-,970,-,-,2,0,2,1,960,980,1070,1010
TXO,202211W2,12000,Put,5,5.2,1.8,2.2,2.2,▼-0.8,▼-26.67%,342,2214,2556,2075,1.5,2.2,5.2,1.8
TXO,202211W2,12100,Call,-,-,-,-,875,-,-,0,0,0,0,865,880,-,-
TXO,202211W2,12100,Put,7.4,7.5,2.2,2.9,2.9,▼-1.4,▼-32.56%,347,1794,2141,2096,2,2.9,7.5,2.2
TXO,202211W2,12200,Call,-,-,-,-,775,-,-,0,0,0,0,765,780,-,-
TXO,202211W2,12200,Put,10,11.5,3.3,4.1,4.1,▼-1.5,▼-26.79%,919,4462,5381,2747,3.9,4.2,11.5,3.3
TXO,202211W2,12300,Call,675,675,675,675,675,▼-125,▼-15.63%,0,1,1,1,665,680,675,675
TXO,202211W2,12300,Put,15.5,18,4.8,6.1,6.1,▼-2.9,▼-32.22%,1541,5194,6735,3474,4.6,6.2,18,4.8
TXO,202211W2,12400,Call,565,565,555,555,575,▼-150,▼-21.28%,0,2,2,2,570,585,565,555
