Date,IndexName,Open,High,Low,Close,Prediction,Realized,Profitable,TTM,MaxOIStrikeCall,MaxOICall,TotalOICall,MaxOIStrikePut,MaxOIPut,TotalOIPut,IsTTM,OICallDiff,OIPutDiff,OI_Ratio,OI_Ratio_diff,Match,MoneylessCall,MoneylessPut
2021-05-06,發行量加權股價指數,16843.44,17088.73,16764.71,16994.36,,,,202105W2,17400.0,22454.0,113508.0,16300.0,11284.0,78720.0,0.0,-30098.0,-62664.0,0.44,0.42,,-0.02,0.04
2021-05-07,發行量加權股價指數,16994.36,17285.0,16994.36,17285.0,,,,202105W2,17500.0,21246.0,120664.0,16800.0,11420.0,101192.0,0.0,7156.0,22472.0,0.19,-0.25,,-0.01,0.03
2021-05-10,發行量加權股價指數,17285.0,17304.47,17188.15,17235.61,C < O,C < O,Earned,202105W2,17500.0,30194.0,181196.0,16850.0,19114.0,135930.0,0.0,60532.0,34738.0,0.33,0.14,1.0,-0.02,0.02
2021-05-11,發行量加權股價指數,17235.61,17235.61,16460.87,16583.13,C > O,C < O,,202105W2,17000.0,27758.0,194196.0,16850.0,15362.0,117496.0,0.0,13000.0,-18434.0,0.65,0.32,0.0,-0.02,-0.02
2021-05-12,發行量加權股價指數,16583.13,16583.13,15165.27,15902.37,,,,202105,17000.0,25588.0,166654.0,16900.0,17576.0,138984.0,0.0,-27542.0,21488.0,0.2,-0.45,,-0.06,-0.06
2021-05-13,發行量加權股價指數,15902.37,16031.93,15368.54,15670.1,,,,202105,17000.0,27082.0,168932.0,15000.0,23694.0,154022.0,0.0,2278.0,15038.0,0.1,-0.1,,-0.08,0.04
2021-05-14,發行量加權股價指數,15670.1,16075.48,15670.1,15827.09,C < O,C > O,,202105,17000.0,24854.0,168426.0,15000.0,33958.0,175962.0,0.0,-506.0,21940.0,-0.04,-0.14,0.0,-0.07,0.06
2021-05-17,發行量加權股價指數,15827.09,15827.09,15159.86,15353.89,,,,202105,16500.0,22864.0,175520.0,15000.0,33150.0,172058.0,0.0,7094.0,-3904.0,0.02,0.06,,-0.07,0.02
2021-05-18,發行量加權股價指數,15353.89,16153.77,15353.89,16145.98,,,,202105,16500.0,24060.0,171952.0,15000.0,33810.0,201080.0,0.0,-3568.0,29022.0,-0.14,-0.16,,-0.02,0.08
2021-05-19,發行量加權股價指數,16145.98,16273.98,16009.76,16132.66,,,,202105W4,17000.0,4770.0,21554.0,14500.0,5530.0,19466.0,0.0,-150398.0,-181614.0,0.11,0.25,,-0.05,0.11
2021-05-20,發行量加權股價指數,16132.66,16154.08,15943.45,16042.36,,,,202105W4,16800.0,15658.0,79570.0,14500.0,14922.0,60718.0,0.0,58016.0,41252.0,0.31,0.2,,-0.05,0.11
2021-05-21,發行量加權股價指數,16042.36,16431.14,16042.36,16302.06,C > O,C > O,Earned,202105W4,16800.0,14150.0,92224.0,14500.0,14170.0,78252.0,0.0,12654.0,17534.0,0.18,-0.13,1.0,-0.03,0.12
2021-05-24,發行量加權股價指數,16302.06,16397.59,16136.97,16338.29,C < O,C > O,Earned,202105W4,16700.0,18646.0,121624.0,14500.0,16024.0,100028.0,0.0,29400.0,21776.0,0.22,0.04000000000000001,0.0,-0.02,0.13
2021-05-25,發行量加權股價指數,16338.29,16657.6,16338.29,16595.67,C > O,C > O,Earned,202105W4,16800.0,26378.0,143314.0,16000.0,17516.0,120400.0,0.0,21690.0,20372.0,0.19,-0.03,1.0,-0.01,0.04
2021-05-26,發行量加權股價指數,16595.67,16706.29,16523.23,16643.69,,,,202106W1,17200.0,5716.0,23802.0,16000.0,4276.0,21982.0,0.0,-119512.0,-98418.0,0.08,-0.11,,-0.03,0.04
2021-05-27,發行量加權股價指數,16643.69,16643.69,16419.42,16601.61,,,,202106W1,17200.0,10130.0,68066.0,16000.0,10740.0,65040.0,0.0,44264.0,43058.0,0.05,-0.03,,-0.03,0.04
2021-05-28,發行量加權股價指數,16601.61,16889.01,16601.61,16870.86,C > O,C > O,Earned,202106W1,17200.0,14950.0,80982.0,16000.0,15752.0,89978.0,0.0,12916.0,24938.0,-0.1,-0.15000000000000002,1.0,-0.02,0.05
2021-05-31,發行量加權股價指數,16870.86,17113.33,16870.86,17068.43,C < O,C > O,,202106W1,17300.0,19062.0,109794.0,16000.0,15152.0,105552.0,0.0,28812.0,15574.0,0.04,0.14,0.0,-0.01,0.07
2021-06-01,發行量加權股價指數,17068.43,17184.3,17060.45,17162.38,C > O,C > O,Earned,202106W1,17300.0,28536.0,151108.0,17000.0,15686.0,127156.0,0.0,41314.0,21604.0,0.19,0.15,1.0,-0.01,0.01
2021-06-02,發行量加權股價指數,17162.38,17274.66,17056.42,17165.04,,,,202106,18000.0,10770.0,84716.0,15800.0,32852.0,169834.0,0.0,-66392.0,42678.0,-0.5,-0.69,,-0.05,0.09
2021-06-03,發行量加權股價指數,17165.04,17311.28,17165.04,17246.16,,,,202106W2,17700.0,12984.0,72418.0,16500.0,6428.0,52646.0,0.0,-12298.0,-117188.0,0.38,0.88,,-0.03,0.05
2021-06-04,發行量加權股價指數,17246.16,17246.16,17084.49,17147.41,,,,202106W2,17500.0,16666.0,106420.0,16500.0,11104.0,69032.0,0.0,34002.0,16386.0,0.54,0.16000000000000003,,-0.02,0.04
2021-06-07,發行量加權股價指數,17147.41,17189.23,16775.85,17083.91,C > O,C < O,,202106W2,17500.0,18294.0,131344.0,16800.0,12534.0,100738.0,0.0,24924.0,31706.0,0.3,-0.24000000000000005,0.0,-0.02,0.02
2021-06-08,發行量加權股價指數,17083.91,17181.52,17056.53,17076.21,C < O,C < O,,202106W2,17300.0,21692.0,149736.0,16800.0,17866.0,140272.0,0.0,18392.0,39534.0,0.07,-0.22999999999999998,1.0,-0.01,0.02
2021-06-09,發行量加權股價指數,17076.21,17082.52,16907.43,16966.22,,,,202106,17500.0,19544.0,140780.0,15800.0,34408.0,185348.0,0.0,-8956.0,45076.0,-0.24,-0.31,,-0.03,0.07
2021-06-10,發行量加權股價指數,16966.22,17159.22,16966.22,17159.22,,,,202106,17500.0,26756.0,160402.0,15800.0,35182.0,224826.0,0.0,19622.0,39478.0,-0.29,-0.04999999999999999,,-0.02,0.09
2021-06-11,發行量加權股價指數,17159.22,17278.55,17159.22,17213.52,C < O,C > O,,202106,17500.0,31134.0,167158.0,15800.0,34860.0,236340.0,0.0,6756.0,11514.0,-0.29,0.0,0.0,-0.02,0.09
2021-06-15,發行量加權股價指數,17213.52,17371.29,17213.52,17371.29,C < O,C > O,,202106,17500.0,42084.0,182282.0,15800.0,34736.0,225958.0,0.0,15124.0,-10382.0,-0.19,0.09999999999999998,0.0,-0.01,0.1
2021-06-16,發行量加權股價指數,17371.29,17398.22,17275.02,17307.86,,,,202106W4,17700.0,5090.0,28176.0,17000.0,7682.0,40570.0,0.0,-154106.0,-185388.0,-0.31,-0.12,,-0.02,0.02
2021-06-17,發行量加權股價指數,17307.86,17390.61,17150.52,17390.61,,,,202106W4,17600.0,13294.0,82088.0,17000.0,22394.0,112566.0,0.0,53912.0,71996.0,-0.27,0.03999999999999998,,-0.01,0.02
2021-06-18,發行量加權股價指數,17390.61,17417.5,17318.54,17318.54,C < O,C < O,Earned,202106W4,17700.0,17886.0,115050.0,17000.0,24678.0,135272.0,0.0,32962.0,22706.0,-0.15,0.12000000000000002,1.0,-0.02,0.02
2021-06-21,發行量加權股價指數,17318.54,17318.54,17023.31,17062.98,C > O,C < O,,202106W4,17500.0,23438.0,162152.0,16900.0,27500.0,174298.0,0.0,47102.0,39026.0,-0.07,0.07999999999999999,0.0,-0.02,0.01
2021-06-22,發行量加權股價指數,17062.98,17270.47,17062.98,17075.55,C > O,C > O,Earned,202106W4,17300.0,35430.0,188262.0,17000.0,31758.0,196736.0,0.0,26110.0,22438.0,-0.04,0.030000000000000006,1.0,-0.01,0.0
2021-06-23,發行量加權股價指數,17075.55,17375.79,17075.55,17336.71,,,,202106W5,17700.0,4652.0,31780.0,17300.0,8786.0,39042.0,0.0,-156482.0,-157694.0,-0.19,-0.15,,-0.02,0.0
2021-06-24,發行量加權股價指數,17336.71,17439.63,17319.89,17407.96,,,,202106W5,17700.0,10676.0,67686.0,17000.0,17600.0,100866.0,0.0,35906.0,61824.0,-0.33,-0.14,,-0.02,0.02
2021-06-25,發行量加權股價指數,17407.96,17597.33,17407.96,17502.99,C < O,C > O,,202106W5,17800.0,19184.0,98112.0,17000.0,20508.0,144422.0,0.0,30426.0,43556.0,-0.32,0.010000000000000009,0.0,-0.02,0.03
2021-06-28,發行量加權股價指數,17502.99,17595.51,17481.23,17590.97,C < O,C > O,,202106W5,17800.0,22310.0,115656.0,17200.0,22986.0,151984.0,0.0,17544.0,7562.0,-0.24,0.08000000000000002,0.0,-0.01,0.02
2021-06-29,發行量加權股價指數,17590.97,17713.24,17541.14,17598.19,C > O,C > O,Earned,202106W5,17800.0,29456.0,166666.0,17200.0,23250.0,174678.0,0.0,51010.0,22694.0,-0.05,0.19,1.0,-0.01,0.02
2021-06-30,發行量加權股價指數,17598.19,17797.27,17598.19,17755.46,,,,202107W1,18200.0,5560.0,28420.0,17500.0,4018.0,27976.0,0.0,-138246.0,-146702.0,0.02,0.07,,-0.02,0.01
2021-07-01,發行量加權股價指數,17755.46,17863.9,17644.36,17713.94,,,,202107W1,17900.0,11124.0,82642.0,17400.0,26146.0,136524.0,0.0,54222.0,108548.0,-0.39,-0.41000000000000003,,-0.01,0.02
2021-07-02,發行量加權股價指數,17713.94,17795.88,17676.98,17710.15,C < O,C < O,,202107W1,18000.0,13450.0,95488.0,17400.0,28800.0,147920.0,0.0,12846.0,11396.0,-0.35,0.040000000000000036,1.0,-0.02,0.02
2021-07-05,發行量加權股價指數,17710.15,17945.52,17710.15,17919.33,C > O,C > O,Earned,202107W1,18100.0,20194.0,118876.0,17400.0,30694.0,173268.0,0.0,23388.0,25348.0,-0.31,0.03999999999999998,1.0,-0.01,0.03
2021-07-06,發行量加權股價指數,17919.33,18008.37,17895.78,17913.07,C < O,C < O,,202107W1,18100.0,31776.0,173862.0,17400.0,25572.0,174764.0,0.0,54986.0,1496.0,-0.01,0.3,1.0,-0.01,0.03
2021-07-07,發行量加權股價指數,17913.07,17933.62,17756.82,17850.69,,,,202107,18000.0,27246.0,120756.0,17000.0,21726.0,121636.0,0.0,-53106.0,-53128.0,-0.01,0.0,,-0.01,0.05
2021-07-08,發行量加權股價指數,17850.69,17935.11,17742.08,17866.09,,,,202107W2,18200.0,23710.0,113326.0,17500.0,20124.0,111236.0,0.0,-7430.0,-10400.0,0.02,0.03,,-0.02,0.02
2021-07-09,發行量加權股價指數,17866.09,17866.09,17597.46,17661.48,,,,202107W2,18000.0,31836.0,169732.0,17400.0,25444.0,152788.0,0.0,56406.0,41552.0,0.11,0.09,,-0.02,0.02
2021-07-12,發行量加權股價指數,17661.48,17947.9,17661.48,17814.33,C > O,C > O,Earned,202107W2,18000.0,33510.0,202576.0,17500.0,29846.0,176012.0,0.0,32844.0,23224.0,0.15,0.039999999999999994,1.0,-0.01,0.02
2021-07-13,發行量加權股價指數,17814.33,18018.04,17786.76,17847.52,C > O,C > O,Earned,202107W2,18000.0,41684.0,260350.0,17500.0,24436.0,179374.0,0.0,57774.0,3362.0,0.45,0.30000000000000004,1.0,-0.01,0.02
2021-07-14,發行量加權股價指數,17847.52,17940.86,17716.44,17845.75,,,,202107,18000.0,33210.0,153776.0,17000.0,23646.0,142474.0,0.0,-106574.0,-36900.0,0.08,-0.37,,-0.01,0.05
2021-07-15,發行量加權股價指數,17845.75,18034.19,17845.75,18034.19,,,,202107,18000.0,37430.0,232846.0,17000.0,23990.0,185846.0,0.0,79070.0,43372.0,0.25,0.16999999999999998,,0.0,0.06
2021-07-16,發行量加權股價指數,18034.19,18034.19,17779.61,17895.25,C > O,C < O,,202107,18100.0,55460.0,341098.0,17000.0,25876.0,198166.0,0.0,108252.0,12320.0,0.72,0.47,0.0,-0.01,0.05
2021-07-19,發行量加權股價指數,17895.25,17895.25,17708.15,17789.25,C > O,C < O,,202107,18000.0,67504.0,371734.0,17600.0,27890.0,220694.0,0.0,30636.0,22528.0,0.68,-0.039999999999999925,0.0,-0.01,0.01
2021-07-20,發行量加權股價指數,17789.25,17789.25,17500.69,17528.74,C > O,C < O,,202107,18000.0,55260.0,357290.0,17200.0,30962.0,248022.0,0.0,-14444.0,27328.0,0.44,-0.24000000000000005,0.0,-0.03,0.02
2021-07-21,發行量加權股價指數,17528.74,17707.56,17352.24,17458.79,,,,202107W4,17700.0,5730.0,41046.0,17000.0,7934.0,46096.0,0.0,-316244.0,-201926.0,-0.11,-0.55,,-0.01,0.03
2021-07-22,發行量加權股價指數,17458.79,17667.38,17458.79,17572.33,,,,202107W4,17900.0,20120.0,100164.0,17300.0,34906.0,210442.0,0.0,59118.0,164346.0,-0.52,-0.41000000000000003,,-0.02,0.02
2021-07-23,發行量加權股價指數,17572.33,17672.6,17511.86,17572.92,C < O,C > O,Earned,202107W4,17900.0,23114.0,128912.0,17300.0,41128.0,245616.0,0.0,28748.0,35174.0,-0.48,0.040000000000000036,0.0,-0.02,0.02
2021-07-26,發行量加權股價指數,17572.92,17637.36,17403.56,17403.56,C < O,C < O,Earned,202107W4,17700.0,22774.0,163796.0,17300.0,51562.0,285618.0,0.0,34884.0,40002.0,-0.43,0.04999999999999999,1.0,-0.02,0.01
2021-07-27,發行量加權股價指數,17403.56,17459.35,17264.5,17269.87,C < O,C < O,Earned,202107W4,17500.0,24912.0,173102.0,17300.0,56868.0,323090.0,0.0,9306.0,37472.0,-0.46,-0.030000000000000027,1.0,-0.01,-0.0
2021-07-28,發行量加權股價指數,17269.87,17269.87,16893.7,17135.22,,,,202108W1,17600.0,4938.0,32192.0,16500.0,4386.0,29718.0,0.0,-140910.0,-293372.0,0.08,0.54,,-0.03,0.04
2021-07-29,發行量加權股價指數,17135.22,17402.81,17135.22,17402.81,,,,202108W1,17600.0,15206.0,79622.0,16500.0,12006.0,83646.0,0.0,47430.0,53928.0,-0.05,-0.13,,-0.01,0.05
2021-07-30,發行量加權股價指數,17402.81,17429.01,17237.67,17247.41,C < O,C < O,Earned,202108W1,17600.0,23040.0,121530.0,17000.0,12766.0,95998.0,0.0,41908.0,12352.0,0.27,0.32,1.0,-0.02,0.01
2021-08-02,發行量加權股價指數,17247.41,17503.28,17231.22,17503.28,C > O,C > O,Earned,202108W1,17600.0,24000.0,131510.0,17000.0,22216.0,117830.0,0.0,9980.0,21832.0,0.12,-0.15000000000000002,1.0,-0.01,0.03
2021-08-03,發行量加權股價指數,17503.28,17553.76,17456.2,17553.76,C < O,C > O,,202108W1,17600.0,26040.0,162082.0,17000.0,19996.0,140020.0,0.0,30572.0,22190.0,0.16,0.04000000000000001,0.0,-0.0,0.03
2021-08-04,發行量加權股價指數,17553.76,17636.11,17553.76,17623.89,,,,202108,18000.0,14516.0,109120.0,17000.0,18120.0,101384.0,0.0,-52962.0,-38636.0,0.08,-0.08,,-0.02,0.04
2021-08-05,發行量加權股價指數,17623.89,17643.97,17566.72,17603.12,,,,202108W2,17900.0,12096.0,76178.0,17200.0,16646.0,101662.0,0.0,-32942.0,278.0,-0.25,-0.33,,-0.02,0.02
2021-08-06,發行量加權股價指數,17603.12,17603.12,17469.68,17526.28,,,,202108W2,17800.0,15114.0,108096.0,17200.0,23084.0,142370.0,0.0,31918.0,40708.0,-0.24,0.010000000000000009,,-0.02,0.02
2021-08-09,發行量加權股價指數,17526.28,17526.28,17350.15,17485.15,C < O,C < O,Earned,202108W2,17700.0,19662.0,131270.0,17200.0,28510.0,175244.0,0.0,23174.0,32874.0,-0.25,-0.010000000000000009,1.0,-0.01,0.02
2021-08-10,發行量加權股價指數,17485.15,17524.91,17305.06,17323.64,C < O,C < O,Earned,202108W2,17500.0,25304.0,177888.0,17200.0,30046.0,184492.0,0.0,46618.0,9248.0,-0.04,0.21,1.0,-0.01,0.01
2021-08-11,發行量加權股價指數,17323.64,17327.2,17090.25,17227.18,,,,202108,17500.0,22640.0,151554.0,16800.0,21270.0,139028.0,0.0,-26334.0,-45464.0,0.09,0.13,,-0.02,0.03
2021-08-12,發行量加權股價指數,17227.18,17233.11,17139.21,17219.94,,,,202108,17500.0,29804.0,185982.0,16800.0,23012.0,163946.0,0.0,34428.0,24918.0,0.13,0.04000000000000001,,-0.02,0.02
2021-08-13,發行量加權股價指數,17219.94,17219.94,16978.11,16982.11,C > O,C < O,,202108,17500.0,32714.0,212236.0,16500.0,23924.0,177030.0,0.0,26254.0,13084.0,0.2,0.07,0.0,-0.03,0.03
2021-08-16,發行量加權股價指數,16982.11,16983.59,16773.57,16858.77,C > O,C < O,,202108,17500.0,31040.0,242996.0,16500.0,28870.0,190584.0,0.0,30760.0,13554.0,0.28,0.08000000000000002,0.0,-0.04,0.02
2021-08-17,發行量加權股價指數,16858.77,16870.55,16657.63,16661.36,C > O,C < O,,202108,17500.0,27764.0,220678.0,16500.0,26788.0,182414.0,0.0,-22318.0,-8170.0,0.21,-0.07000000000000003,0.0,-0.05,0.01
2021-08-18,發行量加權股價指數,16661.36,16826.27,16418.54,16826.27,,,,202108W4,17000.0,5778.0,32174.0,15900.0,7300.0,37228.0,0.0,-188504.0,-145186.0,-0.14,-0.35,,-0.01,0.06
2021-08-19,發行量加權股價指數,16826.27,16826.27,16375.4,16375.4,,,,202108W4,17000.0,28038.0,136200.0,15900.0,11328.0,78192.0,0.0,104026.0,40964.0,0.74,0.88,,-0.04,0.03
2021-08-20,發行量加權股價指數,16375.4,16507.11,16248.08,16341.94,C > O,C < O,Earned,202108W4,17000.0,22314.0,150314.0,16000.0,14826.0,104072.0,0.0,14114.0,25880.0,0.44,-0.3,0.0,-0.04,0.02
2021-08-23,發行量加權股價指數,16341.94,16785.29,16341.94,16741.84,C < O,C > O,,202108W4,17000.0,24826.0,130378.0,16200.0,18902.0,140330.0,0.0,-19936.0,36258.0,-0.07,-0.51,0.0,-0.02,0.03
2021-08-24,發行量加權股價指數,16741.84,16904.3,16741.84,16818.73,,,,202108W4,17000.0,35662.0,162676.0,16500.0,19540.0,154850.0,0.0,32298.0,14520.0,0.05,0.12000000000000001,,-0.01,0.02
2021-08-25,發行量加權股價指數,16818.73,17045.86,16818.73,17045.86,,,,202109W1,17300.0,5020.0,31776.0,16800.0,4790.0,33286.0,0.0,-130900.0,-121564.0,-0.05,-0.1,,-0.01,0.01
2021-08-26,發行量加權股價指數,17045.86,17201.42,16984.69,17066.96,,,,202109W1,17400.0,14294.0,97278.0,16600.0,11454.0,79658.0,0.0,65502.0,46372.0,0.22,0.27,,-0.02,0.03
2021-08-27,發行量加權股價指數,17066.96,17229.89,17000.26,17209.93,C > O,C > O,Earned,202109W1,17400.0,16638.0,108138.0,16500.0,14570.0,106194.0,0.0,10860.0,26536.0,0.02,-0.2,1.0,-0.01,0.04
2021-08-30,發行量加權股價指數,17209.93,17396.52,17209.93,17396.52,C < O,C > O,,202109W1,17500.0,20080.0,130528.0,17000.0,18786.0,132472.0,0.0,22390.0,26278.0,-0.01,-0.03,0.0,-0.01,0.02
2021-08-31,發行量加權股價指數,17396.52,17490.29,17207.57,17490.29,C < O,C > O,Earned,202109W1,17500.0,22302.0,133874.0,17000.0,21254.0,143278.0,0.0,3346.0,10806.0,-0.07,-0.060000000000000005,0.0,-0.0,0.03
2021-09-01,發行量加權股價指數,17490.29,17503.93,17415.52,17473.99,,,,202109,17400.0,15864.0,114074.0,11200.0,16688.0,124278.0,0.0,-19800.0,-19000.0,-0.08,-0.009999999999999995,,0.0,0.56
2021-09-02,發行量加權股價指數,17473.99,17523.16,17319.76,17319.76,,,,202109W2,17600.0,18846.0,112266.0,17000.0,13822.0,77248.0,0.0,-1808.0,-47030.0,0.45,0.53,,-0.02,0.02
2021-09-03,發行量加權股價指數,17319.76,17540.78,17319.76,17516.92,,,,202109W2,17600.0,18802.0,123666.0,17000.0,15772.0,109826.0,0.0,11400.0,32578.0,0.13,-0.32,,-0.0,0.03
2021-09-06,發行量加權股價指數,17516.92,17633.67,17461.07,17495.3,C < O,C < O,Earned,202109W2,17850.0,20768.0,150504.0,17000.0,17532.0,128234.0,0.0,26838.0,18408.0,0.17,0.04000000000000001,1.0,-0.02,0.03
2021-09-07,發行量加權股價指數,17495.3,17559.21,17388.37,17428.87,C > O,C < O,Earned,202109W2,17600.0,29468.0,164902.0,17200.0,22244.0,149200.0,0.0,14398.0,20966.0,0.11,-0.06000000000000001,0.0,-0.01,0.01
2021-09-08,發行量加權股價指數,17428.87,17447.58,17167.08,17270.49,,,,202109,17800.0,24578.0,172578.0,16000.0,21158.0,163154.0,0.0,7676.0,13954.0,0.06,-0.05,,-0.03,0.08
2021-09-09,發行量加權股價指數,17270.49,17319.09,17122.95,17304.33,C < O,C > O,Earned,202109,17400.0,26862.0,200960.0,17000.0,28510.0,214784.0,0.0,28382.0,51630.0,-0.06,-0.12,0.0,-0.01,0.02
2021-09-10,發行量加權股價指數,17304.33,17474.57,17270.28,17474.57,C < O,C > O,,202109,17500.0,25056.0,187836.0,17000.0,29958.0,223466.0,0.0,-13124.0,8682.0,-0.16,-0.1,0.0,-0.0,0.03
2021-09-13,發行量加權股價指數,17474.57,17482.57,17387.57,17446.31,,,,202109,17500.0,26808.0,207546.0,17000.0,33658.0,235928.0,0.0,19710.0,12462.0,-0.12,0.04000000000000001,,-0.0,0.03
2021-09-14,發行量加權股價指數,17446.31,17529.47,17424.54,17434.9,C > O,C < O,Earned,202109,17600.0,37136.0,234750.0,17000.0,31794.0,230458.0,0.0,27204.0,-5470.0,0.02,0.13999999999999999,0.0,-0.01,0.03
2021-09-15,發行量加權股價指數,17434.9,17439.75,17316.52,17354.0,,,,202109W4,17650.0,9064.0,39410.0,16800.0,6488.0,39320.0,0.0,-195340.0,-191138.0,0.0,-0.02,,-0.02,0.03
2021-09-16,發行量加權股價指數,17354.0,17411.37,17254.1,17278.7,,,,202109W4,17650.0,21558.0,118272.0,16800.0,14144.0,88126.0,0.0,78862.0,48806.0,0.34,0.34,,-0.02,0.03
2021-09-17,發行量加權股價指數,17278.7,17408.71,17235.45,17276.79,C > O,C < O,Earned,202109W4,17600.0,23980.0,138294.0,17000.0,17268.0,111356.0,0.0,20022.0,23230.0,0.24,-0.10000000000000003,0.0,-0.02,0.02
2021-09-22,發行量加權股價指數,17276.79,17276.79,16838.58,16925.82,,,,202109W5,17400.0,5234.0,34168.0,16600.0,4362.0,31310.0,0.0,-104126.0,-80046.0,0.09,-0.15,,-0.03,0.02
2021-09-23,發行量加權股價指數,16925.82,17145.25,16925.82,17078.22,,,,202109W5,17400.0,11578.0,76536.0,16300.0,12528.0,79154.0,0.0,42368.0,47844.0,-0.03,-0.12,,-0.02,0.05
2021-09-24,發行量加權股價指數,17078.22,17273.59,17078.22,17260.19,C < O,C > O,,202109W5,17500.0,18356.0,109148.0,16700.0,11686.0,96588.0,0.0,32612.0,17434.0,0.13,0.16,0.0,-0.01,0.03
2021-09-27,發行量加權股價指數,17260.19,17335.99,17235.68,17313.77,C > O,C > O,Earned,202109W5,17500.0,22954.0,137156.0,17100.0,17084.0,119796.0,0.0,28008.0,23208.0,0.14,0.010000000000000009,1.0,-0.01,0.01
2021-09-28,發行量加權股價指數,17313.77,17313.77,17113.47,17181.44,C > O,C < O,,202109W5,17300.0,34464.0,185130.0,17100.0,22018.0,136828.0,0.0,47974.0,17032.0,0.35,0.20999999999999996,0.0,-0.01,0.0
2021-09-29,發行量加權股價指數,17181.44,17181.44,16801.78,16855.46,,,,202110W1,17300.0,5012.0,36114.0,15400.0,4406.0,30300.0,0.0,-149016.0,-106528.0,0.19,-0.15999999999999998,,-0.03,0.09
2021-09-30,發行量加權股價指數,16855.46,16994.21,16767.2,16934.77,,,,202110W1,17200.0,9842.0,73528.0,16500.0,10690.0,74834.0,0.0,37414.0,44534.0,-0.02,-0.21,,-0.02,0.03
2021-10-01,發行量加權股價指數,16934.77,16934.77,16503.74,16570.89,C < O,C < O,Earned,202110W1,17000.0,25852.0,131320.0,16000.0,12556.0,81058.0,0.0,57792.0,6224.0,0.62,0.64,1.0,-0.03,0.04
2021-10-04,發行量加權股價指數,16570.89,16680.29,16380.06,16408.35,C > O,C < O,Earned,202110W1,16800.0,20820.0,157762.0,16000.0,16946.0,105718.0,0.0,26442.0,24660.0,0.49,-0.13,0.0,-0.02,0.03
2021-10-05,發行量加權股價指數,16408.35,16460.75,16162.17,16460.75,C > O,C > O,Earned,202110W1,16600.0,24696.0,157746.0,16200.0,21910.0,132008.0,0.0,-16.0,26290.0,0.19,-0.3,1.0,-0.01,0.02
2021-10-06,發行量加權股價指數,16460.75,16568.21,16303.63,16393.16,,,,202110,17500.0,22032.0,161936.0,15000.0,28150.0,133756.0,0.0,4190.0,1748.0,0.21,0.01999999999999999,,-0.06,0.09
2021-10-07,發行量加權股價指數,16393.16,16731.58,16393.16,16713.86,,,,202110W2,17100.0,12816.0,80886.0,16000.0,9758.0,72036.0,0.0,-81050.0,-61720.0,0.12,-0.09,,-0.02,0.04
2021-10-08,發行量加權股價指數,16713.86,16771.71,16605.49,16640.43,,,,202110W2,17100.0,19340.0,117034.0,16300.0,13446.0,96394.0,0.0,36148.0,24358.0,0.21,0.09,,-0.03,0.02
2021-10-12,發行量加權股價指數,16640.43,16640.43,16349.49,16462.84,C > O,C < O,,202110W2,16600.0,27340.0,157232.0,16300.0,15596.0,122254.0,0.0,40198.0,25860.0,0.29,0.07999999999999999,0.0,-0.01,0.01
2021-10-13,發行量加權股價指數,16462.84,16543.33,16328.47,16347.99,,,,202110,17000.0,26006.0,178090.0,16000.0,30286.0,165200.0,0.0,20858.0,42946.0,0.08,-0.20999999999999996,,-0.04,0.02
2021-10-14,發行量加權股價指數,16347.99,16519.96,16347.88,16387.28,C < O,C > O,,202110,17000.0,30760.0,205416.0,16000.0,32056.0,186558.0,0.0,27326.0,21358.0,0.1,0.020000000000000004,0.0,-0.04,0.02
2021-10-15,發行量加權股價指數,16387.28,16781.19,16387.28,16781.19,C > O,C > O,Earned,202110,17000.0,35574.0,219520.0,16000.0,32132.0,224506.0,0.0,14104.0,37948.0,-0.02,-0.12000000000000001,1.0,-0.01,0.05
2021-10-18,發行量加權股價指數,16781.19,16862.03,16695.89,16705.46,C < O,C < O,Earned,202110,17000.0,46130.0,257520.0,16400.0,33660.0,220022.0,0.0,38000.0,-4484.0,0.17,0.19,1.0,-0.02,0.02
2021-10-19,發行量加權股價指數,16705.46,16916.72,16705.46,16900.67,,,,202110,17000.0,49132.0,259554.0,16700.0,31638.0,240568.0,0.0,2034.0,20546.0,0.08,-0.09000000000000001,,-0.01,0.01
2021-10-20,發行量加權股價指數,16900.67,16973.86,16855.81,16887.82,,,,202110W4,17300.0,7350.0,32090.0,16100.0,9462.0,36016.0,0.0,-227464.0,-204552.0,-0.11,-0.19,,-0.02,0.05
2021-10-21,發行量加權股價指數,16887.82,17026.89,16873.99,16889.51,,,,202110W4,17200.0,17660.0,102108.0,16100.0,11352.0,87600.0,0.0,70018.0,51584.0,0.17,0.28,,-0.02,0.05
2021-10-22,發行量加權股價指數,16889.51,16932.89,16800.49,16888.74,C > O,C < O,,202110W4,17200.0,23176.0,131352.0,16400.0,16080.0,110254.0,0.0,29244.0,22654.0,0.19,0.01999999999999999,0.0,-0.02,0.03
2021-10-25,發行量加權股價指數,16888.74,16930.98,16784.11,16894.24,C > O,C > O,,202110W4,17000.0,24014.0,163872.0,16400.0,20648.0,138834.0,0.0,32520.0,28580.0,0.18,-0.010000000000000009,1.0,-0.01,0.03
