EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-03-25,2004-04-29,57.5,56.5,82,81,0,170,333,35,-1333,-0.0232,57.5,0.0,55.5,-0.0348,0.17509281878469207
2006-03-02,2006-03-16,21.4,19.85,30,28,0,60,118,14,-1668,-0.0779,21.4,0.0,19.8,-0.0748,0.24358300073583594
2006-09-20,2006-09-28,18.6,18.7,27,27,0,56,110,8,-10,-0.0005,19.2,0.0323,18.6,0.0,0.08323640053853465
2007-04-13,2007-04-18,34.7,32.5,49,46,0,98,193,5,-2393,-0.069,34.7,0.0,32.15,-0.0735,0.11487041565093437
2007-10-25,2007-11-09,34.5,32.7,49,47,0,98,194,15,-1994,-0.0578,34.5,0.0,31.35,-0.0913,0.1686488612323389
2007-12-25,2008-01-08,26.0,27.15,37,39,0,81,157,14,993,0.0382,28.7,0.1038,26.0,0.0,0.33757361259677987
2008-07-23,2008-08-20,18.6,16.9,27,24,0,51,102,28,-1802,-0.0969,18.6,0.0,16.7,-0.1022,0.2439337146004077
2008-12-23,2009-01-10,11.8,11.8,20,20,0,35,75,18,-75,-0.0064,11.95,0.0127,11.8,0.0,0.22362506229036283
2009-05-05,2009-06-03,13.3,13.1,20,20,0,39,79,29,-279,-0.021,13.6,0.0226,13.1,-0.015,0.37288506799677257
2011-11-30,2011-12-27,5.33,5.55,20,20,0,17,57,27,163,0.0306,5.69,0.0675,5.33,0.0,0.5482686888374602
2012-04-09,2012-05-14,8.01,7.85,20,20,0,24,64,35,-224,-0.028,8.01,0.0,7.55,-0.0574,0.2764769892742147
2014-05-28,2014-06-12,8.8,8.75,20,20,0,26,66,15,-116,-0.0132,8.99,0.0216,8.71,-0.0102,0.34458104317284377
2014-10-22,2014-10-28,5.86,5.22,20,20,0,16,56,6,-696,-0.1188,5.86,0.0,5.19,-0.1143,0.35597240890444803
2015-03-05,2015-03-31,6.61,6.23,20,20,0,19,59,26,-439,-0.0664,6.61,0.0,6.16,-0.0681,0.18430440162622785
2015-06-15,2015-06-30,6.2,5.54,20,20,0,17,57,15,-717,-0.1156,6.2,0.0,5.55,-0.1048,0.14521195007579024
2015-11-18,2015-12-09,4.78,4.82,20,20,0,14,54,21,-14,-0.0029,4.99,0.0439,4.62,-0.0335,0.08395562543460877
2016-05-19,2016-06-03,4.8,5.05,20,20,0,15,55,15,195,0.0406,5.23,0.0896,4.8,0.0,0.26851859751945684
