EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-05-06,2003-05-20,21.5,21.4,31,30,0,64,125,14,-225,-0.0105,21.6,0.0047,21.0,-0.0233,0.31704620479251133
2003-09-02,2003-10-03,21.7,22.3,31,32,0,67,130,31,470,0.0217,25.5,0.1751,21.7,0.0,0.11807335491307969
2004-11-05,2004-11-11,17.6,16.9,25,24,0,51,100,6,-800,-0.0455,17.6,0.0,16.9,-0.0398,0.10163955583372286
2005-02-01,2005-02-18,16.0,16.5,23,24,0,50,97,17,403,0.0252,16.9,0.0562,16.0,0.0,0.12584501509943657
2006-11-02,2006-11-22,17.75,18.2,25,26,0,55,106,20,344,0.0194,18.25,0.0282,17.75,0.0,0.1144983519831635
2008-04-18,2008-05-19,25.1,28.25,36,40,0,85,161,31,2989,0.1191,28.9,0.1514,25.1,0.0,0.0853557701848382
2008-07-14,2008-08-01,20.2,21.3,29,30,0,64,123,18,977,0.0484,22.4,0.1089,20.2,0.0,0.35199751391495804
2011-05-27,2011-06-17,18.3,16.3,26,23,0,49,98,21,-2098,-0.1146,18.3,0.0,16.0,-0.1257,0.21318043861734082
2011-08-15,2011-08-22,15.3,13.75,22,20,0,41,83,7,-1633,-0.1067,15.3,0.0,13.75,-0.1013,0.28542583039475766
2014-05-06,2014-06-05,16.1,16.2,23,23,0,49,95,30,5,0.0003,16.35,0.0155,16.1,0.0,0.1791637034236202
2014-10-23,2014-10-27,14.7,14.6,21,21,0,44,86,4,-186,-0.0127,14.75,0.0034,14.4,-0.0204,0.18458830515388946
2015-05-15,2015-05-20,13.2,13.1,20,20,0,39,79,5,-179,-0.0136,13.25,0.0038,13.05,-0.0114,0.08391395399918067
2016-05-23,2016-07-12,13.25,14.0,20,20,0,42,82,50,668,0.0504,14.55,0.0981,13.25,0.0,0.1845700950432434
2016-08-12,2016-09-05,13.85,14.5,20,21,0,44,85,24,565,0.0408,14.9,0.0758,13.85,0.0,0.08513043709393986
2018-02-22,2018-04-12,11.7,11.8,20,20,0,35,75,49,25,0.0021,12.0,0.0256,11.7,0.0,0.1925264886652518
