EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-10-03,2002-10-07,13.3,12.15,20,20,0,36,76,4,-1226,-0.0922,13.3,0.0,12.5,-0.0602,0.299667380612475
2002-12-18,2002-12-31,13.5,12.75,20,20,0,38,78,13,-828,-0.0613,13.5,0.0,13.0,-0.037,0.09523963780931854
2003-05-02,2003-05-23,12.45,12.35,20,20,0,37,77,21,-177,-0.0142,12.7,0.0201,12.05,-0.0321,0.13441447386766803
2004-05-05,2004-05-19,16.1,15.9,23,23,0,48,94,14,-294,-0.0183,16.1,0.0,15.2,-0.0559,0.2385906578571555
2004-11-01,2004-11-29,7.8,8.2,20,20,0,25,65,28,335,0.0429,8.5,0.0897,7.8,0.0,0.09978228720769233
2005-01-19,2005-10-18,7.1,7.72,20,20,0,23,63,272,557,0.0785,8.9,0.2535,7.1,0.0,0.3064161025700274
2006-07-19,2006-07-21,11.0,9.9,20,20,0,30,70,2,-1170,-0.1064,11.0,0.0,9.87,-0.1027,0.24803268586469907
2007-05-08,2007-08-20,10.9,11.15,20,20,0,33,73,104,177,0.0162,11.7,0.0734,10.65,-0.0229,0.21903170151442675
2007-11-15,2007-11-29,10.0,9.35,20,20,0,28,68,14,-718,-0.0718,10.0,0.0,9.31,-0.069,0.41970375794206904
2008-10-16,2008-10-28,6.49,6.02,20,20,0,18,58,12,-528,-0.0814,6.79,0.0462,6.37,-0.0185,0.26654459674453634
2008-11-25,2009-02-25,5.85,5.85,20,20,0,18,58,92,-58,-0.0099,6.19,0.0581,5.79,-0.0103,0.4275006943208013
2010-08-20,2010-08-27,33.2,31.0,47,44,0,93,184,7,-2384,-0.0718,33.2,0.0,31.05,-0.0648,0.11289752639270967
2011-05-27,2011-06-02,21.5,22.85,31,33,0,69,133,6,1217,0.0566,23.5,0.093,21.5,0.0,0.17430788294804422
2011-07-22,2011-08-08,25.15,22.3,36,32,0,67,135,17,-2985,-0.1187,25.15,0.0,23.4,-0.0696,0.23506241427629448
2011-11-29,2011-12-12,16.0,15.0,23,21,0,45,89,13,-1089,-0.0681,16.0,0.0,14.3,-0.1062,0.5098820882206287
2011-12-23,2012-01-10,14.5,15.4,21,22,0,46,89,18,811,0.0559,15.85,0.0931,14.5,0.0,0.30166511639602867
2012-04-16,2012-04-23,19.15,17.1,27,24,0,51,102,7,-2152,-0.1124,19.15,0.0,17.0,-0.1123,0.26255961697147856
2012-11-01,2012-11-20,12.55,12.25,20,20,0,37,77,19,-377,-0.03,12.6,0.004,12.1,-0.0359,0.4319499383742169
2014-02-07,2014-04-28,18.9,17.55,27,25,0,53,105,80,-1455,-0.077,19.15,0.0132,17.5,-0.0741,0.1544509906044973
2015-05-15,2015-06-10,18.25,19.2,26,27,0,58,111,26,839,0.046,20.25,0.1096,18.25,0.0,0.23868433398387956
2019-12-05,2020-01-09,30.6,30.25,44,43,0,91,178,35,-528,-0.0173,30.6,0.0,30.0,-0.0196,0.10444454877901843
2020-03-25,2020-06-01,28.25,34.5,40,49,0,104,193,68,6057,0.2144,28.75,0.0177,28.25,0.0,0.2504229171116479
2020-09-30,2020-10-13,38.7,37.15,55,53,0,111,219,13,-1769,-0.0457,38.8,0.0026,37.05,-0.0426,0.15819960561519442
2020-11-05,2020-12-16,38.5,37.8,55,54,0,113,222,41,-922,-0.0239,38.5,0.0,37.6,-0.0234,0.11188904637862906
2021-05-20,2021-06-09,44.75,46.3,64,66,0,139,269,20,1281,0.0286,46.7,0.0436,44.75,0.0,0.2300671554393361
2022-05-03,2022-05-12,41.8,41.15,60,59,0,123,242,9,-892,-0.0213,41.8,0.0,41.3,-0.012,0.10264109438943625
