EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-10-11,2002-10-31,4.61,5.05,20,20,0,15,55,20,385,0.0835,5.05,0.0954,4.61,0.0,0.3596634085648571
2006-07-21,2006-08-22,6.88,6.96,20,20,0,21,61,32,19,0.0028,7.09,0.0305,6.88,0.0,0.13512864287046988
2007-01-16,2007-01-30,15.2,15.4,22,22,0,46,90,14,110,0.0072,15.85,0.0428,15.2,0.0,0.19080938312177098
2007-11-16,2007-11-29,13.65,13.3,20,20,0,40,80,13,-430,-0.0315,13.65,0.0,13.1,-0.0403,0.3986724669135864
2008-06-18,2008-06-20,13.25,13.4,20,20,0,40,80,2,70,0.0053,13.3,0.0038,13.05,-0.0151,0.381413235617148
2008-10-30,2008-11-14,5.8,6.3,20,20,0,19,59,15,441,0.076,6.25,0.0776,5.8,0.0,0.4965109633631035
2009-05-05,2009-05-13,8.8,8.4,20,20,0,25,65,8,-465,-0.0528,8.8,0.0,8.34,-0.0523,0.2632284018145956
2011-09-13,2011-09-15,14.15,13.8,20,20,0,41,81,2,-431,-0.0305,14.15,0.0,13.5,-0.0459,0.2574144313024769
2011-12-26,2012-01-12,10.35,10.7,20,20,0,32,72,17,278,0.0269,10.8,0.0435,10.35,0.0,0.12610324232478742
2012-04-10,2012-05-14,12.9,12.8,20,20,0,38,78,34,-178,-0.0138,13.15,0.0194,12.8,-0.0078,0.26826254021181284
2012-05-30,2012-06-04,12.4,11.5,20,20,0,34,74,5,-974,-0.0785,12.5,0.0081,11.85,-0.0444,0.118225782415468
2016-11-17,2016-11-25,11.95,12.0,20,20,0,36,76,8,-26,-0.0022,12.0,0.0042,11.9,-0.0042,0.09829773487644333
2017-05-16,2017-06-30,14.0,12.9,20,20,0,39,79,45,-1179,-0.0842,14.0,0.0,12.75,-0.0893,0.09756923003509255
2020-06-04,2020-06-12,9.4,9.48,20,20,0,28,68,8,12,0.0013,10.1,0.0745,9.4,0.0,0.13235369950302012
