EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2021-05-11,2021-05-13,41.75,41.3,59,59,0,124,242,2,-692,-0.0166,41.75,0.0,41.2,-0.0132,0.006088136690429735
2021-05-24,2021-05-28,41.05,40.85,58,58,0,123,239,4,-439,-0.0107,41.2,0.0037,40.8,-0.0061,0.02848146638536231
2021-06-25,2021-07-12,40.95,40.8,58,58,0,122,238,17,-388,-0.0095,40.95,0.0,40.75,-0.0049,0.008908156692448932
2021-07-23,2021-07-27,40.8,40.9,58,58,0,123,239,4,-139,-0.0034,41.05,0.0061,40.8,0.0,0.007469574174939764
