EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-07-12,2004-07-20,31.7,28.1,45,40,0,84,169,8,-3769,-0.1189,31.7,0.0,28.5,-0.1009,0.20357834961728338
2005-02-23,2005-03-10,41.6,43.8,59,62,0,131,252,15,1948,0.0468,44.6,0.0721,41.6,0.0,0.26708729664130826
2006-03-02,2006-03-15,27.65,26.25,39,37,0,79,155,13,-1555,-0.0562,27.65,0.0,26.2,-0.0524,0.1529519902291694
2006-09-21,2008-07-30,39.0,40.4,56,58,0,121,235,678,1165,0.0299,40.95,0.05,38.5,-0.0128,0.11343322234684683
2009-02-04,2009-02-23,13.35,11.85,20,20,0,36,76,19,-1576,-0.1181,13.35,0.0,12.0,-0.1011,0.2242003369831973
2009-03-06,2015-08-04,12.4,12.65,20,20,0,38,78,2342,172,0.0139,12.9,0.0403,12.4,0.0,0.18983211513211473
2016-06-30,2016-07-20,10.75,10.8,20,20,0,32,72,20,-22,-0.002,11.0,0.0233,10.6,-0.014,0.11289930041113383
2021-05-20,2021-06-22,11.65,11.9,20,20,0,36,76,33,174,0.0149,12.0,0.03,11.55,-0.0086,0.7708548849961223
2021-08-25,2021-09-09,12.45,11.35,20,20,0,34,74,15,-1174,-0.0943,12.45,0.0,11.15,-0.1044,0.08863555596251516
2021-10-18,2021-11-24,10.8,10.9,20,20,0,33,73,37,27,0.0025,11.15,0.0324,10.8,0.0,0.15686274509875475
