EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-10-16,2002-10-28,10.45,10.4,20,20,0,31,71,12,-121,-0.0116,10.8,0.0335,10.45,0.0,0.3392490050587216
2003-02-11,2003-03-18,10.15,11.55,20,20,0,35,75,35,1325,0.1305,11.7,0.1527,10.15,0.0,0.14532659825659655
2003-09-16,2003-11-28,12.5,13.6,20,20,0,41,81,73,1019,0.0815,13.95,0.116,12.5,0.0,0.3002547155018176
2004-07-20,2004-08-03,18.8,17.0,27,24,0,51,102,14,-1902,-0.1012,18.8,0.0,16.5,-0.1223,0.31113085663601514
2006-05-15,2006-05-17,85.5,81.5,122,116,0,244,482,2,-4482,-0.0524,85.5,0.0,81.0,-0.0526,0.27004237546918386
2008-02-18,2008-03-18,186.0,186.0,265,265,0,558,1088,29,-1088,-0.0058,197.0,0.0591,186.0,0.0,0.8365503936527023
2008-07-08,2008-08-06,142.5,121.0,203,172,0,363,738,29,-22238,-0.1561,142.5,0.0,121.0,-0.1509,0.45400518890389563
2008-08-11,2008-09-08,133.0,125.0,190,178,0,375,743,28,-8743,-0.0657,133.0,0.0,114.5,-0.1391,0.366592016427165
2009-11-05,2009-11-27,76.6,77.5,109,110,0,232,451,22,449,0.0059,81.2,0.0601,76.6,0.0,0.13631072354441875
2011-11-28,2011-12-27,40.2,44.35,57,63,0,133,253,29,3897,0.0969,45.4,0.1294,40.2,0.0,0.6231307756130688
2013-06-19,2013-06-24,39.15,38.05,56,54,0,114,224,5,-1324,-0.0338,39.15,0.0,37.05,-0.0536,0.15873224098955396
2013-07-25,2013-08-01,37.1,35.55,53,51,0,107,211,7,-1761,-0.0475,37.1,0.0,35.35,-0.0472,0.13665685679936446
2014-08-12,2014-08-19,51.2,45.5,73,65,0,136,274,7,-5974,-0.1167,51.2,0.0,45.25,-0.1162,0.17432359459773528
2014-09-30,2014-10-09,46.2,46.8,66,67,0,140,273,9,327,0.0071,47.75,0.0335,46.2,0.0,0.15918961778219143
2016-05-18,2016-06-01,32.8,35.8,47,51,0,107,205,14,2795,0.0852,36.65,0.1174,32.8,0.0,0.13135716340618497
2017-04-27,2017-05-04,44.25,43.2,63,62,0,130,255,7,-1305,-0.0295,44.45,0.0045,42.9,-0.0305,0.19392662172828223
2017-12-12,2018-01-11,78.3,78.7,112,112,0,236,460,30,-60,-0.0008,82.2,0.0498,78.3,0.0,0.21837069720433755
2018-06-13,2018-07-03,130.0,116.5,185,166,0,350,701,20,-14201,-0.1092,130.0,0.0,114.5,-0.1192,0.1822375232087221
2018-09-18,2018-10-12,73.2,62.3,104,89,0,187,380,24,-11280,-0.1541,73.2,0.0,63.5,-0.1325,0.5008262199009312
2018-10-31,2018-12-05,57.6,77.0,82,110,0,231,423,35,18977,0.3295,84.2,0.4618,57.6,0.0,0.7743229247733483
