EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-02-18,2003-02-26,82.5,85.0,118,121,0,255,494,8,2006,0.0243,85.5,0.0364,82.5,0.0,0.37598547327162013
2003-05-07,2003-05-21,73.0,66.0,104,94,0,198,396,14,-7396,-0.1013,73.0,0.0,65.5,-0.1027,0.3449059327496371
2003-12-05,2003-12-09,57.5,55.5,82,79,0,166,327,4,-2327,-0.0405,57.5,0.0,55.0,-0.0435,0.21351079598039302
2004-05-11,2004-06-07,25.3,27.0,36,38,0,81,155,27,1545,0.0611,27.4,0.083,25.3,0.0,1.091897178870981
2007-04-13,2007-04-18,103.0,89.5,147,128,0,268,543,5,-14043,-0.1363,103.0,0.0,89.4,-0.132,0.2581886843227368
2009-11-05,2009-11-30,37.9,38.0,54,54,0,114,222,25,-122,-0.0032,38.85,0.0251,37.15,-0.0198,0.2859560304502904
2010-05-14,2010-05-24,36.2,33.5,52,48,0,100,200,10,-2900,-0.0801,36.2,0.0,32.9,-0.0912,0.2739969403273075
2010-10-11,2010-10-28,57.0,57.3,81,82,0,172,335,17,-35,-0.0006,59.3,0.0404,57.0,0.0,0.28554285529630796
2011-03-21,2011-04-19,33.9,34.65,48,49,0,104,201,29,549,0.0162,36.65,0.0811,33.9,0.0,0.518181047911265
2012-04-16,2012-04-19,23.5,21.6,33,31,0,65,129,3,-2029,-0.0863,23.5,0.0,21.65,-0.0787,0.2456431049313894
2012-11-27,2012-12-11,19.2,19.5,27,28,0,58,113,14,187,0.0097,19.8,0.0312,19.2,0.0,0.1210623320936639
2015-07-30,2015-08-03,36.5,34.0,52,48,0,102,202,4,-2702,-0.074,36.5,0.0,34.2,-0.063,0.5507352433376922
2016-11-16,2016-12-13,37.8,38.0,54,54,0,114,222,27,-22,-0.0006,39.4,0.0423,37.8,0.0,0.15040459691904084
2018-04-27,2018-07-06,30.15,30.2,43,43,0,91,177,70,-127,-0.0042,31.0,0.0282,29.9,-0.0083,0.1568229737729423
2018-09-13,2018-10-08,31.0,29.5,44,42,0,88,174,25,-1674,-0.054,31.0,0.0,29.2,-0.0581,0.2418955559065994
2018-10-18,2018-10-26,26.4,24.55,38,35,0,74,147,8,-1997,-0.0756,26.4,0.0,24.2,-0.0833,0.3184556460437462
2020-03-05,2020-03-11,32.2,32.3,46,46,0,97,189,6,-89,-0.0028,32.2,0.0,30.1,-0.0652,0.08390099061543177
2020-08-25,2020-09-28,69.1,71.5,98,102,0,214,414,34,1986,0.0287,79.8,0.1548,69.1,0.0,0.30426020656037234
2020-11-05,2020-11-18,68.5,73.0,98,104,0,219,421,13,4079,0.0595,74.0,0.0803,68.5,0.0,0.13933854199157047
2020-12-25,2021-01-13,71.8,73.3,102,104,0,220,426,19,1074,0.015,74.3,0.0348,71.8,0.0,0.13017920019077645
2021-02-04,2021-03-02,64.9,71.2,92,101,0,214,407,26,5893,0.0908,70.1,0.0801,64.9,0.0,0.2245459929916902
2021-10-12,2021-10-14,128.0,121.5,182,173,0,364,719,2,-7219,-0.0564,128.0,0.0,114.0,-0.1094,0.2791728064909702
