EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2006-06-26,2006-07-11,32.6,34.9,46,50,0,105,201,15,2099,0.0644,35.0,0.0736,32.6,0.0,0.38124835435491145
2006-09-05,2006-09-15,36.0,31.0,51,44,0,93,188,10,-5188,-0.1441,36.0,0.0,30.5,-0.1528,0.10920427815114242
2007-11-19,2007-12-13,44.0,41.55,63,59,0,125,247,24,-2697,-0.0613,44.0,0.0,40.1,-0.0886,0.24871517407623722
2008-10-31,2008-11-07,18.8,17.3,27,25,0,52,104,7,-1604,-0.0853,18.8,0.0,17.4,-0.0745,0.2900156614716918
2011-11-07,2011-11-10,22.05,21.0,31,30,0,63,124,3,-1174,-0.0532,22.3,0.0113,21.8,-0.0113,0.2830735467104899
2012-04-10,2012-04-27,15.1,14.0,22,20,0,42,84,17,-1184,-0.0784,15.1,0.0,13.9,-0.0795,0.3318639561704124
2013-04-19,2013-05-10,13.9,14.55,20,21,0,44,85,21,565,0.0406,14.9,0.0719,13.9,0.0,0.2665924883392117
2015-06-16,2015-07-22,15.25,17.45,22,25,0,52,99,36,2101,0.1378,17.95,0.177,15.25,0.0,0.26360536048328864
2015-07-30,2015-08-03,16.0,14.7,23,21,0,44,88,4,-1388,-0.0868,16.15,0.0094,14.4,-0.1,0.2506207502208768
2017-03-07,2017-03-20,25.15,26.0,36,37,0,78,151,13,699,0.0278,26.55,0.0557,25.15,0.0,0.09389757337594018
2017-11-09,2017-11-16,16.5,15.0,24,21,0,45,90,7,-1590,-0.0964,16.5,0.0,14.7,-0.1091,0.2692202789501321
2017-12-19,2018-01-25,13.5,16.6,20,24,0,50,94,37,3006,0.2227,17.05,0.263,13.5,0.0,0.19688852822062586
2018-03-28,2018-04-13,14.2,13.8,20,20,0,41,81,16,-481,-0.0339,14.2,0.0,13.75,-0.0317,0.1079797482143594
2020-03-23,2020-04-22,9.41,10.1,20,20,0,30,70,30,620,0.0659,10.65,0.1318,9.41,0.0,0.24509186295487306
2021-05-20,2021-06-07,24.45,25.9,35,37,0,78,150,18,1300,0.0532,26.05,0.0654,24.45,0.0,0.661852495037524
2021-10-08,2021-11-15,16.6,16.0,24,23,0,48,95,38,-695,-0.0419,16.6,0.0,15.85,-0.0452,0.15654170345444007
2021-12-02,2021-12-20,15.6,17.75,22,25,0,53,100,18,2050,0.1314,18.45,0.1827,15.6,0.0,0.08517367611612792
