EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-12-11,2002-12-13,13.0,13.5,20,20,0,40,80,2,420,0.0323,13.8,0.0615,13.0,0.0,0.16192734666306574
2006-09-19,2006-09-26,20.2,22.45,29,32,0,67,128,7,2122,0.105,22.3,0.104,20.2,0.0,0.25870540392720476
2007-04-04,2007-04-10,26.8,28.7,38,41,0,86,165,6,1735,0.0647,28.7,0.0709,26.8,0.0,0.08441106269057941
2007-05-08,2007-05-30,27.5,27.4,39,39,0,82,160,22,-260,-0.0095,27.6,0.0036,26.5,-0.0364,0.12713225244252357
2007-11-16,2007-11-22,21.5,20.95,31,30,0,63,124,6,-674,-0.0313,22.2,0.0326,21.05,-0.0209,0.2251416945740281
2007-12-21,2007-12-31,16.8,19.15,24,27,0,57,108,10,2242,0.1335,19.2,0.1429,16.8,0.0,0.2467461139809466
2009-08-14,2009-08-19,36.9,32.8,53,47,0,98,198,5,-4298,-0.1165,36.9,0.0,32.1,-0.1301,0.2125104817562835
2012-08-31,2012-09-04,40.3,40.9,57,58,0,123,238,4,362,0.009,41.3,0.0248,40.3,0.0,0.049646426533608956
2013-06-27,2013-07-01,38.3,40.5,55,58,0,122,235,4,1965,0.0513,40.9,0.0679,38.3,0.0,0.10620764199321586
2014-05-05,2014-05-28,38.2,38.5,54,55,0,116,225,23,75,0.002,38.65,0.0118,38.2,0.0,0.044944953400609
2019-06-20,2019-07-25,43.0,40.9,61,58,0,123,242,35,-2342,-0.0545,43.0,0.0,40.8,-0.0512,0.050128460972337585
2019-08-14,2019-08-16,40.1,40.4,57,58,0,121,236,2,64,0.0016,40.3,0.005,40.1,0.0,0.05100773182491758
2021-05-25,2021-06-23,39.9,40.35,57,57,0,121,235,29,215,0.0054,40.5,0.015,39.3,-0.015,0.1865637462696519
