EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2006-05-23,2006-05-25,74.1,69.0,106,98,0,207,411,2,-5511,-0.0744,74.1,0.0,66.6,-0.1012,0.39359963928697406
2007-11-15,2007-11-27,92.1,109.0,131,155,0,327,613,12,16287,0.1768,124.0,0.3464,92.1,0.0,0.9233144914489213
2008-03-25,2008-04-17,85.9,85.5,122,122,0,256,500,23,-900,-0.0105,88.1,0.0256,84.5,-0.0163,0.2795176151832113
2009-05-05,2009-05-19,57.5,59.6,82,85,0,179,346,14,1754,0.0305,61.3,0.0661,57.5,0.0,0.2547763862053758
2010-02-09,2010-03-16,43.5,46.7,62,67,0,140,269,35,2931,0.0674,47.8,0.0989,43.5,0.0,0.3890548350494647
2010-05-12,2010-06-08,44.85,48.5,64,69,0,146,279,27,3371,0.0752,48.1,0.0725,44.85,0.0,0.1802618080291012
2010-09-07,2010-09-15,74.0,71.4,105,102,0,214,421,8,-3021,-0.0408,74.0,0.0,70.6,-0.0459,0.2724092737844894
2011-04-26,2011-05-03,40.1,39.0,57,56,0,117,230,7,-1330,-0.0332,40.1,0.0,38.8,-0.0324,0.1286599278778442
2011-07-21,2011-08-08,32.1,27.3,46,39,0,82,167,18,-4967,-0.1547,32.1,0.0,28.55,-0.1106,0.5019785356910502
2011-11-08,2011-11-18,24.45,21.7,35,31,0,65,131,10,-2881,-0.1178,24.45,0.0,21.8,-0.1084,0.10799422591483188
2012-01-31,2012-03-20,18.5,25.9,26,37,0,78,141,49,7259,0.3924,26.3,0.4216,18.5,0.0,0.10660390921138241
2012-04-13,2012-04-23,24.9,22.2,35,32,0,67,134,10,-2834,-0.1138,24.9,0.0,22.5,-0.0964,0.19139082068045887
2012-11-05,2012-12-12,17.7,18.4,25,26,0,55,106,37,594,0.0336,18.6,0.0508,17.7,0.0,0.21624936282118457
2013-03-26,2013-04-09,18.1,17.85,26,25,0,54,105,14,-355,-0.0196,18.1,0.0,17.3,-0.0442,0.1419808294557907
2014-05-02,2014-05-23,24.85,26.5,35,38,0,80,153,21,1497,0.0602,26.7,0.0744,24.85,0.0,0.16360621670971875
2016-11-14,2016-11-25,14.8,15.6,21,22,0,47,90,11,710,0.048,15.35,0.0372,14.8,0.0,0.19631450085470004
