EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-09-02,2003-09-08,32.2,31.4,46,45,0,94,185,6,-985,-0.0306,32.3,0.0031,31.4,-0.0248,0.13553553593443368
2004-05-10,2004-05-18,24.6,20.1,35,29,0,60,124,8,-4624,-0.188,24.6,0.0,21.0,-0.1463,0.4989239358539719
2005-03-28,2005-03-30,23.5,23.45,33,33,0,70,136,2,-186,-0.0079,23.85,0.0149,23.4,-0.0043,0.09940526013033191
2006-03-28,2006-04-20,12.35,14.3,20,20,0,43,83,23,1867,0.1512,14.8,0.1984,12.35,0.0,0.21024430079305434
2006-07-24,2006-08-07,13.45,14.0,20,20,0,42,82,14,468,0.0348,14.65,0.0892,13.45,0.0,0.17984113708192107
2007-10-30,2007-11-02,32.5,28.0,46,40,0,84,170,3,-4670,-0.1437,32.5,0.0,29.0,-0.1077,0.20748361301561968
2008-06-06,2008-06-12,24.0,22.5,34,32,0,68,134,6,-1634,-0.0681,24.0,0.0,22.8,-0.05,0.1953225148168627
2008-06-27,2008-07-01,17.25,17.05,25,24,0,51,100,4,-300,-0.0174,17.55,0.0174,17.0,-0.0145,0.43305692912238136
2009-02-04,2009-02-19,13.3,13.8,20,20,0,41,81,15,419,0.0315,14.2,0.0677,13.3,0.0,0.2342767880576806
2010-05-11,2010-05-24,32.8,30.0,47,43,0,90,180,13,-2980,-0.0909,32.8,0.0,29.25,-0.1082,0.15615235997659038
2010-05-28,2010-06-28,30.4,33.5,43,48,0,100,191,31,2909,0.0957,33.3,0.0954,30.4,0.0,0.21050567729292813
2010-09-07,2010-09-17,33.9,34.0,48,48,0,102,198,10,-98,-0.0029,34.85,0.028,33.9,0.0,0.13195474405204521
2010-11-08,2010-11-16,31.4,30.1,45,43,0,90,178,8,-1478,-0.0471,31.4,0.0,30.0,-0.0446,0.12706347828621745
2012-04-16,2012-05-17,33.35,34.0,48,48,0,102,198,31,452,0.0136,34.5,0.0345,33.35,0.0,0.10812372381259783
2014-06-30,2014-07-18,64.1,64.7,91,92,0,194,377,18,223,0.0035,66.4,0.0359,64.1,0.0,0.12523735148957194
2015-05-28,2015-06-01,54.6,53.6,78,76,0,161,315,4,-1315,-0.0241,54.7,0.0018,53.6,-0.0183,0.13840243521513873
2015-06-16,2015-07-09,49.7,46.85,71,67,0,141,279,23,-3129,-0.063,49.7,0.0,47.0,-0.0543,0.23729293614165137
2015-08-28,2015-09-22,42.4,47.2,60,67,0,142,269,25,4531,0.1069,47.8,0.1274,42.4,0.0,0.16612766606708407
2016-11-17,2016-12-16,46.6,48.0,66,68,0,144,278,29,1122,0.0241,48.4,0.0386,46.6,0.0,0.08282204427339224
2017-10-25,2017-10-30,41.65,40.7,59,58,0,122,239,5,-1189,-0.0285,41.65,0.0,40.1,-0.0372,0.08421529717447052
2018-02-22,2018-03-05,36.1,35.5,51,51,0,106,208,11,-808,-0.0224,36.1,0.0,35.0,-0.0305,0.13616015367785184
2018-09-13,2018-10-12,30.05,29.0,43,41,0,87,171,29,-1221,-0.0406,30.05,0.0,28.8,-0.0416,0.10144344857819076
2021-10-12,2021-11-24,30.3,30.15,43,43,0,90,176,43,-326,-0.0108,30.35,0.0017,29.95,-0.0116,0.09912327144709887
