EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2007-10-22,2007-10-24,14.4,16.5,21,24,0,50,95,2,2005,0.1392,16.15,0.1215,14.4,0.0,0.07236693655615767
2009-01-20,2009-02-05,4.33,4.65,20,20,0,14,54,16,266,0.0614,4.92,0.1363,4.33,0.0,0.1415286876902273
2010-05-12,2010-05-26,13.5,12.15,20,20,0,36,76,14,-1426,-0.1056,13.5,0.0,12.15,-0.1,0.2833463326727774
2011-06-24,2011-07-14,20.1,20.95,29,30,0,63,122,20,728,0.0362,21.3,0.0597,20.1,0.0,0.18827553310496992
2011-12-26,2012-01-09,24.2,22.45,34,32,0,67,133,14,-1883,-0.0778,24.2,0.0,22.35,-0.0764,0.1698044039199711
2012-09-18,2012-10-18,22.8,21.95,32,31,0,66,129,30,-979,-0.0429,22.8,0.0,21.9,-0.0395,0.1292689309628856
2015-06-11,2015-06-17,29.8,28.9,42,41,0,87,170,6,-1070,-0.0359,29.8,0.0,28.8,-0.0336,0.08431154735570257
2015-08-28,2015-09-17,21.2,23.35,30,33,0,70,133,20,2017,0.0951,23.35,0.1014,21.2,0.0,0.17319816917272313
2020-03-05,2020-03-10,21.1,19.95,30,28,0,60,118,5,-1268,-0.0601,21.1,0.0,20.15,-0.045,0.07513198322111392
2022-03-15,2022-03-17,18.3,18.0,26,26,0,54,106,2,-406,-0.0222,18.3,0.0,17.85,-0.0246,0.07016840043702954
2022-04-15,2022-04-26,17.7,17.4,25,25,0,52,102,11,-402,-0.0227,17.7,0.0,17.3,-0.0226,0.04738443192577946
