EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-03-30,2004-06-08,19.2,19.0,27,27,0,57,111,70,-311,-0.0162,19.2,0.0,18.9,-0.0156,0.1710183768984075
2004-06-23,2004-07-20,18.5,18.3,26,26,0,55,107,27,-307,-0.0166,18.5,0.0,18.3,-0.0108,0.14520577514789212
2006-06-14,2006-06-22,15.0,13.9,21,20,0,42,83,8,-1183,-0.0789,15.0,0.0,13.8,-0.08,0.09188882032148005
2007-08-10,2007-08-20,26.5,24.7,38,35,0,74,147,10,-1947,-0.0735,26.5,0.0,23.15,-0.1264,0.5804602918480624
2007-11-19,2007-12-12,17.6,17.0,25,24,0,51,100,23,-700,-0.0398,17.8,0.0114,17.15,-0.0256,0.6287980228026666
2008-08-12,2008-08-19,14.4,13.5,21,20,0,40,81,7,-981,-0.0681,14.4,0.0,13.5,-0.0625,0.1636032479004299
2010-02-09,2010-02-26,16.25,16.95,23,24,0,51,98,17,602,0.037,17.2,0.0585,16.25,0.0,0.24243222431742573
2010-05-12,2011-08-10,21.4,21.65,30,31,0,65,126,455,124,0.0058,21.4,0.0,20.0,-0.0654,0.22106613005658837
2011-12-23,2012-01-03,13.5,15.35,20,22,0,46,88,11,1762,0.1305,15.4,0.1407,13.5,0.0,0.3507384211328195
2012-04-10,2015-08-05,20.8,20.3,30,29,0,61,120,1212,-620,-0.0298,21.95,0.0553,19.55,-0.0601,0.29166466245630374
2016-04-01,2016-04-13,25.3,23.8,36,34,0,71,141,12,-1641,-0.0649,25.3,0.0,23.55,-0.0692,0.11573299955733996
2016-04-27,2016-05-10,23.15,22.55,33,32,0,68,133,13,-733,-0.0317,23.15,0.0,22.45,-0.0302,0.12841195979074405
2018-02-22,2018-03-23,24.2,24.2,34,34,0,73,141,29,-141,-0.0058,25.1,0.0372,24.2,0.0,0.1493944473971156
2019-05-08,2019-06-05,24.1,24.2,34,34,0,73,141,28,-41,-0.0017,24.2,0.0041,24.1,0.0,0.1002196702056195
2020-07-31,2020-08-21,26.5,24.5,38,35,0,74,147,21,-2147,-0.081,26.5,0.0,24.0,-0.0943,0.22533791177732332
2022-05-17,2022-06-15,23.1,23.65,33,34,0,71,138,29,412,0.0178,23.6,0.0216,23.1,0.0,0.14230419653513193
