EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-08-19,2002-08-29,17.5,15.5,25,22,0,46,93,10,-2093,-0.1196,17.5,0.0,15.2,-0.1314,0.3459862857851752
2003-09-18,2004-01-09,26.0,25.8,37,37,0,77,151,113,-351,-0.0135,26.0,0.0,25.3,-0.0269,0.14667905093367217
2004-05-12,2004-08-19,19.0,17.9,27,26,0,54,107,99,-1207,-0.0635,19.2,0.0105,19.0,0.0,0.6001411411149884
2006-04-13,2006-05-09,1.83,1.73,20,20,0,5,45,26,-145,-0.0792,1.95,0.0656,1.83,0.0,0.22015877152602448
2006-06-23,2006-07-18,1.71,1.8,20,20,0,5,45,25,45,0.0263,1.78,0.0409,1.71,0.0,0.20190465801260826
2007-02-14,2007-03-02,2.06,2.08,20,20,0,6,46,16,-26,-0.0126,2.1,0.0194,1.96,-0.0485,0.21576806478123212
2007-05-15,2007-05-22,3.2,3.15,20,20,0,9,49,7,-99,-0.0309,3.5,0.0938,3.2,0.0,0.30972463327853506
2007-08-23,2007-09-14,3.22,2.85,20,20,0,9,49,22,-419,-0.1301,3.22,0.0,2.82,-0.1242,0.20869746020460656
2007-11-22,2007-11-26,2.62,2.68,20,20,0,8,48,4,12,0.0046,2.65,0.0115,2.62,0.0,0.26465386813034253
2008-03-12,2008-03-14,2.4,2.25,20,20,0,7,47,2,-197,-0.0821,2.4,0.0,2.07,-0.1375,0.1389642423709081
