EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2014-02-11,2014-03-31,14.5,14.25,21,20,0,43,84,48,-334,-0.023,14.5,0.0,14.2,-0.0207,0.1324628144023945
2015-03-17,2015-04-02,14.6,14.05,21,20,0,42,83,16,-633,-0.0434,14.6,0.0,14.0,-0.0411,0.08482012324719523
2015-04-15,2015-04-21,14.1,13.75,20,20,0,41,81,6,-431,-0.0306,14.1,0.0,13.65,-0.0319,0.08890668007945424
2015-04-29,2015-05-11,13.25,12.9,20,20,0,39,79,12,-429,-0.0324,13.25,0.0,12.75,-0.0377,0.1531669430645446
2015-08-28,2015-09-22,8.9,9.95,20,20,0,30,70,25,980,0.1101,9.99,0.1225,8.9,0.0,0.3631539654428171
2015-12-17,2016-01-05,10.3,11.05,20,20,0,33,73,19,677,0.0657,11.75,0.1408,10.3,0.0,0.14873184720709332
2017-04-19,2017-06-03,9.57,10.0,20,20,0,30,70,45,360,0.0376,10.15,0.0606,9.57,0.0,0.08415691707642403
2018-09-13,2018-10-08,6.93,6.55,20,20,0,20,60,25,-440,-0.0635,6.93,0.0,6.56,-0.0534,0.08776818783808271
2020-03-26,2020-04-22,5.56,6.42,20,20,0,19,59,27,801,0.1441,6.78,0.2194,5.56,0.0,0.6625637882319739
2020-06-03,2020-06-12,6.72,6.45,20,20,0,19,59,9,-329,-0.049,6.95,0.0342,6.65,-0.0104,0.15808405184149144
2021-01-27,2021-03-03,9.82,9.49,20,20,0,28,68,35,-398,-0.0405,9.82,0.0,9.47,-0.0356,0.12746531436285635
2021-05-26,2021-06-10,8.59,9.02,20,20,0,27,67,15,363,0.0423,9.22,0.0733,8.59,0.0,0.39382457656058967
2021-07-19,2021-07-22,8.55,8.17,20,20,0,25,65,3,-445,-0.052,8.55,0.0,8.15,-0.0468,0.08295888146105224
