EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2008-07-24,2008-08-01,40.8,37.0,58,53,0,111,222,8,-4022,-0.0986,40.8,0.0,37.85,-0.0723,0.16614164795385422
2008-11-03,2008-11-10,22.5,20.9,32,30,0,63,125,7,-1725,-0.0767,22.5,0.0,20.0,-0.1111,0.36812945040255673
2010-01-29,2010-02-06,47.8,46.0,68,66,0,138,272,8,-2072,-0.0433,47.8,0.0,44.95,-0.0596,0.18576453129393666
2010-05-12,2010-05-19,46.45,40.7,66,58,0,122,246,7,-5996,-0.1291,46.45,0.0,41.6,-0.1044,0.2621013471795537
2015-05-18,2015-06-02,24.3,24.85,35,35,0,75,145,15,405,0.0167,24.8,0.0206,24.3,0.0,0.11953885978279932
2016-11-17,2016-11-21,22.25,22.65,32,32,0,68,132,4,268,0.012,22.6,0.0157,22.15,-0.0045,0.017835613685443175
2017-06-22,2017-07-21,27.5,26.9,39,38,0,81,158,29,-758,-0.0276,27.5,0.0,26.5,-0.0364,0.06796978369389839
2018-10-16,2018-10-26,32.1,30.4,46,43,0,91,180,10,-1880,-0.0586,32.1,0.0,30.1,-0.0623,0.11861121365176808
2019-05-17,2019-05-21,34.45,34.0,49,48,0,102,199,4,-649,-0.0188,34.45,0.0,33.9,-0.016,0.05439094994536653
2021-05-26,2021-06-29,39.15,40.75,56,58,0,122,236,34,1364,0.0348,40.6,0.037,39.15,0.0,0.25787790300707325
