EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-12-20,2003-01-03,90.0,95.5,128,136,0,287,551,14,4949,0.055,96.0,0.0667,90.0,0.0,0.1793628586502245
2003-03-14,2004-03-24,76.0,74.5,108,106,0,224,438,376,-1938,-0.0255,76.0,0.0,73.0,-0.0395,0.11085963794716247
2004-05-14,2004-05-18,67.0,62.0,95,88,0,186,369,4,-5369,-0.0801,67.0,0.0,61.5,-0.0821,0.43456889102025076
2004-11-04,2004-11-22,45.5,44.5,65,63,0,134,262,18,-1262,-0.0277,45.5,0.0,44.8,-0.0154,0.14854852423155673
2005-04-26,2005-05-03,41.2,40.55,59,58,0,122,239,7,-889,-0.0216,41.2,0.0,40.5,-0.017,0.16303964055326325
2005-09-08,2005-09-19,36.8,34.5,52,49,0,104,205,11,-2505,-0.0681,36.8,0.0,34.1,-0.0734,0.20851324166422702
2005-10-03,2005-10-18,32.7,29.75,47,42,0,89,178,15,-3128,-0.0957,32.7,0.0,29.75,-0.0902,0.15249305662960722
2006-03-01,2006-03-15,29.4,31.6,42,45,0,95,182,14,2018,0.0686,32.3,0.0986,29.4,0.0,0.1453925275044241
2006-06-13,2006-06-22,27.75,27.3,40,39,0,82,161,9,-611,-0.022,27.75,0.0,26.5,-0.045,0.23374652310684874
2006-09-20,2006-11-01,22.95,24.2,33,34,0,73,140,42,1110,0.0484,24.15,0.0523,22.95,0.0,0.1353903201214781
2007-03-09,2007-04-18,25.9,26.0,37,37,0,78,152,40,-52,-0.002,27.0,0.0425,25.9,0.0,0.13535255894326714
2007-05-08,2007-08-20,25.0,25.0,36,36,0,75,147,104,-147,-0.0059,25.85,0.034,23.55,-0.058,0.12769407973344182
2007-11-15,2007-11-26,23.6,22.2,34,32,0,67,133,11,-1533,-0.065,23.6,0.0,21.8,-0.0763,0.1655189369779364
2008-09-25,2008-09-30,13.2,11.85,20,20,0,36,76,5,-1426,-0.108,13.45,0.0189,12.65,-0.0417,0.4228197714108757
2010-01-13,2010-01-27,17.3,16.8,25,24,0,50,99,14,-599,-0.0346,17.7,0.0231,16.25,-0.0607,0.16229979255771432
2010-05-14,2010-05-24,15.75,14.65,22,21,0,44,87,10,-1187,-0.0754,15.75,0.0,14.25,-0.0952,0.3186969588937667
2011-05-06,2011-08-10,20.7,21.8,29,31,0,65,125,96,975,0.0471,20.9,0.0097,19.85,-0.0411,0.174054050955454
2012-10-18,2012-10-23,16.55,16.35,24,23,0,49,96,5,-296,-0.0179,16.55,0.0,16.25,-0.0181,0.16346117028361573
2013-08-20,2013-08-23,17.05,16.8,24,24,0,50,98,3,-348,-0.0204,17.05,0.0,16.6,-0.0264,0.10969651633098998
2014-06-26,2014-07-08,23.6,22.7,34,32,0,68,134,12,-1034,-0.0438,23.6,0.0,22.65,-0.0403,0.18258552399947336
2015-06-12,2015-07-13,24.3,24.2,35,34,0,73,142,31,-242,-0.01,24.3,0.0,22.7,-0.0658,0.23679257750630245
2015-08-31,2022-07-11,17.2,107.0,25,152,0,321,498,2506,89302,5.192,109.0,5.3372,17.2,0.0,0.2659928628665418
