代號,總成本,總損益(淨),獲利次數,損失次數,總交易次數,勝率%,平均報酬,平均持倉時間(日),平均帶寬
2417,3882,-3792,10,13,23,43.48,0.023934782608695658,13.217391304347826,0.18790992850237073
2419,2496,-7206,8,18,26,30.77,-0.021303846153846152,18.03846153846154,0.2566490037196312
2420,2913,-4913,8,12,20,40.0,-0.013340000000000001,20.5,0.23878025115097185
2421,2686,-12586,5,16,21,23.81,-0.02899047619047619,16.142857142857142,0.19429887225226977
2423,938,-2788,4,5,9,44.44,-0.017011111111111112,16.77777777777778,0.17161734661379588
2424,463,1447,4,3,7,57.14,0.018285714285714287,20.0,0.3185098850616369
2425,0,0,0,0,0,0.0,,,
2426,1910,-10300,6,14,20,30.0,-0.032605,14.05,0.2926916555333568
2427,1157,3203,8,7,15,53.33,0.01975333333333333,18.0,0.30321913895146047
2428,9643,-58393,7,18,25,28.0,-0.027047999999999996,14.84,0.21021363895664988
2429,347,-1477,1,6,7,14.29,-0.08445714285714286,15.714285714285714,0.2725662234063367
2430,2271,-6921,5,4,9,55.56,-0.012599999999999998,14.555555555555555,0.2585972684320279
2431,1900,9200,7,16,23,30.43,0.026421739130434784,17.82608695652174,0.21944468057171732
2433,121,-1171,0,2,2,0.0,-0.0796,12.5,0.2072688857411864
2434,1892,-11422,7,11,18,38.89,-0.01417777777777778,18.88888888888889,0.2640251559219904
2436,2318,-7018,7,7,14,50.0,0.001492857142857143,16.0,0.2267530017855654
2438,494,2156,7,1,8,87.5,0.045662499999999995,25.75,0.2702749045682953
2439,11834,29166,8,12,20,40.0,0.00524,17.85,0.2078531947685358
2440,414,-3254,1,6,7,14.29,-0.08818571428571428,10.571428571428571,0.3916180327006301
2441,2281,-10781,2,9,11,18.18,-0.025781818181818184,14.363636363636363,0.20584855047237352
2442,611,-3001,2,7,9,22.22,-0.03502222222222222,17.555555555555557,0.3114749681058109
2443,794,-4744,2,11,13,15.38,-0.0698,15.692307692307692,0.27284922988368937
2444,871,2489,3,7,10,30.0,-0.01283,14.7,0.3591387952005686
2449,2092,-2032,10,8,18,55.56,0.0031666666666666666,21.555555555555557,0.21410786863999695
2450,2722,-11072,6,10,16,37.5,-0.008862499999999999,18.1875,0.1708104445557086
2451,10227,-66227,5,16,21,23.81,-0.030790476190476184,14.047619047619047,0.23959556822778455
2453,1355,-2005,4,12,16,25.0,-0.011768750000000001,18.4375,0.19151943364268112
2454,37833,-162333,8,10,18,44.44,-0.02338888888888889,21.22222222222222,0.20778018341167798
2455,4387,10513,6,10,16,37.5,0.0017562499999999974,17.5625,0.2677067294912079
2457,1099,2111,4,6,10,40.0,0.004090000000000002,17.5,0.27360355249778
2458,6924,-12324,9,9,18,50.0,-0.013699999999999997,16.666666666666668,0.19222006828786814
2459,2326,-4576,5,8,13,38.46,-0.014961538461538462,15.384615384615385,0.2502409598129778
2460,3133,-7613,8,14,22,36.36,0.00043636363636363496,16.863636363636363,0.21119073289420906
2461,1992,2958,7,12,19,36.84,0.0058736842105263165,20.94736842105263,0.2306932641871582
2462,2079,-19429,5,11,16,31.25,-0.0371125,15.5,0.25936656647309564
2464,362,-2612,1,2,3,33.33,-0.036166666666666666,14.333333333333334,0.34364866273874495
2465,458,-2478,2,4,6,33.33,-0.02751666666666666,18.666666666666668,0.4842128970265766
2466,1018,182,3,5,8,37.5,0.023275000000000004,16.0,0.24815660751145954
2467,2539,11011,14,3,17,82.35,0.02214705882352941,23.352941176470587,0.22069679390496386
2468,830,-7080,2,9,11,18.18,-0.04887272727272727,20.818181818181817,0.2190598627832155
2471,2034,-3984,9,15,24,37.5,-0.012025000000000003,17.333333333333332,0.23360792137704878
2472,1392,-8602,4,10,14,28.57,-0.02802857142857143,14.214285714285714,0.2738707831423268
2474,16192,33608,8,9,17,47.06,0.005994117647058823,19.352941176470587,0.27323098217321895
2476,1981,69,6,7,13,46.15,0.004153846153846155,19.384615384615383,0.23945951971210955
2477,3615,-4265,11,16,27,40.74,0.012025925925925926,23.62962962962963,0.22332241446160614
2478,2410,-9360,10,9,19,52.63,-0.0037526315789473685,18.36842105263158,0.19250562533152749
2480,555,-55,2,1,3,66.67,0.0134,13.666666666666666,0.16575525771834912
2481,5150,22990,15,13,28,53.57,0.01624642857142857,17.821428571428573,0.25663615643045207
2482,1868,7282,11,6,17,64.71,0.04117058823529412,21.470588235294116,0.2975440317810139
2483,1681,-1071,6,10,16,37.5,-0.0048625,18.875,0.16899206406391798
2484,2056,-17786,7,14,21,33.33,-0.04358095238095238,22.714285714285715,0.27304632994291406
2485,4795,-21745,6,18,24,25.0,-0.016558333333333335,15.25,0.24015455132233132
2486,2549,7351,11,10,21,52.38,0.012114285714285713,19.523809523809526,0.2831259346174336
2488,359,-2509,0,4,4,0.0,-0.0466,7.0,0.1775227268655749
2489,1924,-5674,6,11,17,35.29,-0.013241176470588235,18.0,0.22655889019927689
2491,244,826,2,2,4,50.0,-0.02215,17.75,0.3751686871861695
2492,8145,-17115,9,10,19,47.37,-0.010689473684210526,12.0,0.27437364584795787
2493,1873,287,9,8,17,52.94,0.006364705882352942,17.058823529411764,0.23535516596539008
2495,5802,-16452,11,17,28,39.29,-0.011249999999999998,18.035714285714285,0.21084986319041144
2496,234,-2884,0,4,4,0.0,-0.116175,3.5,0.4161322401798889
2497,4972,-14672,8,19,27,29.63,-0.01268888888888889,17.0,0.22892031399296697
2498,33389,119111,10,12,22,45.45,0.01556818181818182,15.227272727272727,0.2127940701524241
2501,1606,-3636,7,11,18,38.89,0.015055555555555563,15.777777777777779,0.21518846469476743
2504,1211,-1381,8,7,15,53.33,-0.0032200000000000006,19.066666666666666,0.2353480010350673
2505,121,519,1,1,2,50.0,-0.0119,12.0,0.62025783867652
2506,87,-137,0,2,2,0.0,-0.059800000000000006,5.0,0.386432348100166
2509,54,426,1,0,1,100.0,0.106,34.0,0.15377569610597774
2511,1747,-6307,8,13,21,38.1,0.0018666666666666627,19.80952380952381,0.207851569735791
2514,191,1539,2,1,3,66.67,0.04033333333333333,14.333333333333334,0.32092244152283916
2515,1300,-3880,7,15,22,31.82,-0.01875909090909091,18.636363636363637,0.19820497701192358
2516,378,182,2,5,7,28.57,0.010371428571428571,15.428571428571429,0.3540425929958217
2520,756,-5916,2,7,9,22.22,-0.04617777777777778,10.88888888888889,0.27350612342437675
2524,3437,-1087,5,16,21,23.81,0.012061904761904765,16.80952380952381,0.19435549250751474
2527,155,355,2,1,3,66.67,0.034466666666666666,23.0,0.2019365599977839
2528,127,23,2,1,3,66.67,0.07453333333333334,25.0,0.5358315030899666
2530,50,780,1,0,1,100.0,0.3035,20.0,0.6352179616558227
2534,1865,5585,10,7,17,58.82,0.039629411764705885,21.529411764705884,0.21538111417003847
2535,1421,1439,7,10,17,41.18,0.025347058823529414,20.41176470588235,0.2349198159884287
2536,1800,2600,6,4,10,60.0,0.01853,25.2,0.28260683313012824
2537,0,0,0,0,0,0.0,,,
2538,1214,-6184,7,7,14,50.0,-0.021235714285714285,19.642857142857142,0.19249265191593867
2539,0,0,0,0,0,0.0,,,
2540,131,49,2,1,3,66.67,0.034333333333333334,13.333333333333334,0.6791544393164645
2542,1362,-1962,4,3,7,57.14,0.06764285714285714,15.428571428571429,0.27721443850871086
2543,1165,-825,7,11,18,38.89,0.018361111111111113,23.166666666666668,0.16809248585366662
2545,2172,-14972,4,7,11,36.36,-0.02428181818181818,15.0,0.2570767862055275
2546,1737,1303,7,9,16,43.75,-0.005681250000000002,19.1875,0.24519460458213344
2547,1781,13609,9,7,16,56.25,0.052806250000000006,20.5,0.23548852074860013
2548,5008,-55058,1,13,14,7.14,-0.057771428571428564,13.214285714285714,0.21944906599963382
2597,739,-989,1,2,3,33.33,-0.0209,25.666666666666668,0.1387209084473715
2601,45,-145,0,1,1,0.0,-0.0788,6.0,0.3422455728144582
2603,2316,-20616,3,12,15,20.0,-0.04088666666666666,14.066666666666666,0.22171857231529407
2605,2185,-2535,7,7,14,50.0,-0.005207142857142859,13.857142857142858,0.18281752579204572
2606,4602,12048,8,9,17,47.06,0.01991176470588235,21.058823529411764,0.20951284098158116
2607,1763,-5613,7,11,18,38.89,-0.019799999999999998,14.88888888888889,0.1981584739961773
2608,2016,12034,8,7,15,53.33,0.04953333333333333,20.533333333333335,0.28086127263284194
2609,1554,-8924,8,9,17,47.06,-0.033611764705882355,19.294117647058822,0.19904547653389518
2610,408,92,2,3,5,40.0,0.004839999999999999,30.0,0.2006336405518041
2611,976,1054,6,7,13,46.15,0.0058230769230769265,22.384615384615383,0.15294742222164542
2612,0,0,0,0,0,0.0,,,
2613,1525,-1355,7,10,17,41.18,0.017729411764705882,17.176470588235293,0.22878645612486115
2614,53,-563,0,1,1,0.0,-0.1147,14.0,0.364741651630516
2615,2440,-8690,9,8,17,52.94,0.010217647058823527,25.176470588235293,0.2710522131990208
2616,528,-1228,4,2,6,66.67,-0.014150000000000001,19.666666666666668,0.13370212381989025
2617,2334,10316,8,7,15,53.33,0.03420666666666668,20.533333333333335,0.23037758168634415
2618,595,-4625,3,5,8,37.5,-0.049812499999999996,16.125,0.18894468672079665
2630,631,119,3,2,5,60.0,0.0051,21.2,0.1457762246084635
2633,613,2287,2,2,4,50.0,0.01885,26.5,0.1883905620990342
2634,1330,-8680,1,6,7,14.29,-0.03401428571428572,18.285714285714285,0.13668073149742227
2636,1795,555,2,5,7,28.57,0.026771428571428564,18.714285714285715,0.1713785916737795
2637,295,-545,0,2,2,0.0,-0.01085,15.0,0.12703008743968314
2642,2370,-2920,5,6,11,45.45,-0.01011818181818182,17.454545454545453,0.1988757372021039
2701,820,-3210,5,5,10,50.0,-0.021829999999999995,16.4,0.15748005923475739
2702,2022,128,8,8,16,50.0,0.0061562499999999985,18.125,0.2089851784546339
2704,2091,-9091,5,6,11,45.45,-0.01674545454545454,16.545454545454547,0.17857930613384507
2705,1412,-2502,7,9,16,43.75,-0.015574999999999997,14.1875,0.23970716232423814
2706,1263,-5713,3,7,10,30.0,-0.020509999999999997,18.6,0.16913066124320006
2707,0,0,0,0,0,0.0,,,
2712,125,-725,0,1,1,0.0,-0.0333,8.0,0.1137079805187835
2722,560,-960,1,2,3,33.33,-0.007333333333333331,10.0,0.24931670575656809
2723,10662,-26962,4,7,11,36.36,0.011863636363636364,18.363636363636363,0.27805172006392803
2727,5924,-30224,4,3,7,57.14,-0.013728571428571427,17.0,0.18112471095845567
2731,5242,-11742,4,6,10,40.0,-0.013569999999999995,26.9,0.22846904875054985
2739,419,2931,3,0,3,100.0,0.04243333333333333,27.666666666666668,0.11238728013240284
2748,591,-541,1,1,2,50.0,0.0046,21.5,0.1787630350412972
2801,700,1450,3,4,7,42.86,0.022828571428571427,16.428571428571427,0.13022856717455547
2809,2388,-5958,6,14,20,30.0,-0.0005699999999999979,17.05,0.1450223839296794
2812,184,-214,1,2,3,33.33,-0.02476666666666667,7.333333333333333,0.35849454894292165
2816,243,-483,2,2,4,50.0,0.011425000000000001,22.5,0.16158942298323226
2820,423,-3383,1,6,7,14.29,-0.06265714285714286,16.142857142857142,0.18945719168061514
2832,0,0,0,0,0,0.0,,,
2834,129,81,1,1,2,50.0,0.01165,20.5,0.234804951748247
2836,757,363,5,5,10,50.0,0.0037599999999999995,22.0,0.13325767824042625
2838,247,-647,2,2,4,50.0,-0.030550000000000004,29.5,0.18628033269309452
2841,1411,1379,10,12,22,45.45,-0.0023818181818181807,17.0,0.2834368378620807
2845,594,-3334,1,7,8,12.5,-0.0274625,18.5,0.22363533921319656
2849,515,575,6,2,8,75.0,0.017512500000000004,17.0,0.18258258921333057
2850,612,-2912,1,6,7,14.29,-0.024814285714285712,15.571428571428571,0.14975478230021472
2851,327,-887,2,2,4,50.0,-0.009725000000000001,15.75,0.22375021063240963
2852,947,-1397,6,5,11,54.55,-0.0025909090909090877,17.09090909090909,0.16589134491145532
2855,1100,-1700,3,9,12,25.0,-0.0019083333333333313,22.166666666666668,0.19526481606326915
2867,453,-1353,2,4,6,33.33,-0.01721666666666667,13.666666666666666,0.1070977480534721
2880,1613,-1613,7,5,12,58.33,0.0034666666666666704,16.083333333333332,0.17164744458347447
2881,2763,-4113,4,9,13,30.77,-0.004853846153846154,20.307692307692307,0.1652887487735891
2882,2902,-13452,3,8,11,27.27,-0.02897272727272727,15.909090909090908,0.20037677474531132
2883,1168,-1918,6,10,16,37.5,-0.011593750000000002,18.75,0.14556347359940497
2884,1148,-2448,3,7,10,30.0,-0.01711,14.9,0.13325845769972894
2885,786,464,6,3,9,66.67,0.0006444444444444467,23.22222222222222,0.21692754476386408
2886,1178,-5778,3,7,10,30.0,-0.03085,16.8,0.1446390660159429
2887,683,-6943,3,5,8,37.5,-0.040575,13.125,0.19059454909732373
2888,1108,82,5,7,12,41.67,0.004008333333333332,16.916666666666668,0.259950565944673
2889,506,-2766,2,5,7,28.57,-0.026699999999999995,22.857142857142858,0.175129642447902
2890,1175,-3535,4,10,14,28.57,-0.023828571428571428,16.0,0.157593959461873
2891,876,4524,5,2,7,71.43,0.028599999999999997,27.285714285714285,0.13383332019196106
2892,844,-2294,3,4,7,42.86,-0.008800000000000002,17.571428571428573,0.26853446155121324
2897,259,1231,3,1,4,75.0,0.0383,16.0,0.21503253655289267
2901,1383,-9333,0,11,11,0.0,-0.038845454545454544,20.09090909090909,0.18066348452786685
2903,2592,3058,9,12,21,42.86,0.0013571428571428575,18.857142857142858,0.18780611162511004
2904,256,-306,1,4,5,20.0,0.012280000000000003,23.0,0.255766685493184
2905,132,-982,1,1,2,50.0,-0.0419,18.0,0.17207471986125922
2906,139,-239,1,1,2,50.0,-0.01025,22.0,0.14904303756424242
2908,291,1009,2,0,2,100.0,0.022,21.5,0.12252804029640085
2910,130,-1630,0,1,1,0.0,-0.0694,7.0,0.17879444506170095
2911,1667,-6117,7,10,17,41.18,-0.006282352941176471,15.235294117647058,0.25310137188284576
2912,11311,-3011,4,10,14,28.57,-0.005657142857142856,25.5,0.1667444185384515
2913,101,-131,1,1,2,50.0,-0.008399999999999998,24.5,0.4436063369362614
2915,7201,-11351,10,14,24,41.67,-0.012066666666666665,17.583333333333332,0.21813514280166624
2923,1151,2599,3,5,8,37.5,0.015250000000000003,18.0,0.18160191560311187
2929,5460,-23510,4,9,13,30.77,-0.016146153846153845,24.46153846153846,0.2947832662045814
2939,519,-16919,0,1,1,0.0,-0.1675,17.0,0.12315920705501715
3002,829,-3079,2,7,9,22.22,-0.011511111111111114,21.555555555555557,0.16378229065427818
3003,4923,19877,13,11,24,54.17,0.009483333333333331,19.916666666666668,0.2098449609464892
3004,703,607,4,6,10,40.0,-0.019950000000000002,15.2,0.26526781761380924
3005,3915,2035,9,16,25,36.0,0.0070999999999999995,19.0,0.23113986094332084
3006,5243,8807,6,11,17,35.29,-0.010482352941176469,14.823529411764707,0.2659806121833145
3008,275041,946959,12,10,22,54.55,0.018963636363636363,20.272727272727273,0.18815749295808343
3010,1258,-5108,2,3,5,40.0,-0.012960000000000005,15.2,0.18143941965776564
3011,1491,6439,11,8,19,57.89,0.05059473684210527,22.736842105263158,0.26012770795600937
3013,1454,246,9,6,15,60.0,0.0033799999999999998,16.133333333333333,0.19370919535105222
3014,2582,24968,4,6,10,40.0,0.030779999999999995,19.9,0.31778009052902484
3015,1933,-4733,4,6,10,40.0,-0.01857,14.9,0.18700025114646837
3016,4448,24522,13,8,21,61.9,0.03661904761904763,20.714285714285715,0.27888927817486514
3017,4337,2563,10,16,26,38.46,-0.002842307692307693,15.076923076923077,0.22930392200084382
3018,439,-859,1,6,7,14.29,-0.04442857142857143,16.285714285714285,0.23802633492351863
3019,11347,-8497,10,12,22,45.45,-0.009954545454545456,11.590909090909092,0.20620427211667564
3021,611,-4091,1,7,8,12.5,-0.09887499999999999,17.5,0.3375418762175977
3022,4470,15430,12,7,19,63.16,0.021610526315789476,19.157894736842106,0.2399759599206405
3023,792,-4942,1,5,6,16.67,-0.0462,13.0,0.2557817789148816
3024,2325,-7135,7,19,26,26.92,-0.012650000000000003,17.692307692307693,0.2288341839824254
3025,1868,-6868,7,10,17,41.18,-0.011729411764705882,18.41176470588235,0.2647632962345931
3026,1889,-12639,2,7,9,22.22,-0.040933333333333335,19.22222222222222,0.2510317140258455
3027,1739,-7379,7,8,15,46.67,-0.008340000000000005,14.866666666666667,0.2461592803900069
3028,1999,-3049,8,8,16,50.0,-0.01176875,13.0625,0.1704357209789838
3029,3582,-752,12,18,30,40.0,0.013126666666666667,19.866666666666667,0.23324960393446478
3030,4951,-5651,6,13,19,31.58,-0.004721052631578948,16.36842105263158,0.16868317737183747
3031,3801,-35541,9,18,27,33.33,-0.03548148148148148,17.22222222222222,0.24480372965849262
3032,632,-782,2,5,7,28.57,0.0066,19.571428571428573,0.18542246163545567
3033,1451,-2481,6,7,13,46.15,-0.01300769230769231,18.307692307692307,0.2548130354923426
3034,13330,-85330,6,14,20,30.0,-0.029765000000000003,18.95,0.22379476387915673
3035,4949,-1899,8,7,15,53.33,0.002573333333333334,17.4,0.22521156954655694
3036,2431,-14581,4,10,14,28.57,-0.03709285714285714,16.142857142857142,0.22288819019411274
3037,3744,14806,9,7,16,56.25,0.025999999999999995,16.75,0.35310623767339083
3038,1822,3668,8,13,21,38.1,0.02574761904761905,18.571428571428573,0.28053700520266506
3040,1598,-10068,5,11,16,31.25,-0.029262500000000004,16.5,0.19423458703334054
3041,3169,4181,9,8,17,52.94,0.0318235294117647,22.235294117647058,0.29657857518411823
3042,5702,-34852,5,14,19,26.32,-0.025536842105263156,14.842105263157896,0.1845580457402491
3043,2864,-20044,4,23,27,14.81,-0.04848518518518518,10.962962962962964,0.3228796489331611
3044,11050,-37150,8,18,26,30.77,-0.008219230769230769,14.0,0.2005486207583926
3045,1811,-3311,3,6,9,33.33,-0.010477777777777777,12.88888888888889,0.11047785194452607
3046,1117,-8817,2,12,14,14.29,-0.04774285714285714,13.642857142857142,0.18379060458292815
3047,2748,-4428,10,18,28,35.71,0.0032535714285714256,16.642857142857142,0.28628362020674186
3048,2285,-5785,7,12,19,36.84,-0.02068947368421053,15.947368421052632,0.2034195334284509
3049,144,556,1,1,2,50.0,0.05645000000000001,15.5,0.24082011245077095
3050,1050,-6840,4,10,14,28.57,-0.03041428571428572,17.928571428571427,0.27771676628909153
3051,1934,-14044,2,4,6,33.33,-0.06213333333333334,14.5,0.4461873544136426
3052,1146,-2646,7,10,17,41.18,-0.027347058823529415,14.823529411764707,0.20031317173006577
3054,358,2502,2,1,3,66.67,0.06093333333333334,19.0,0.45889363812569384
3055,1074,-2274,3,4,7,42.86,-0.019342857142857144,24.714285714285715,0.2628353646845221
3056,111,-1261,0,2,2,0.0,-0.1062,25.5,0.21465523431920952
3057,3034,-5294,11,13,24,45.83,-0.00985,18.291666666666668,0.318601448801477
3058,1262,-7112,5,10,15,33.33,-0.021633333333333338,21.466666666666665,0.3123606114075068
3059,4932,-19182,9,16,25,36.0,-0.010284,16.48,0.27514311741969677
3060,7406,17144,12,13,25,48.0,0.015344,16.64,0.23782802226851973
3062,4188,5712,14,12,26,53.85,0.004046153846153844,16.846153846153847,0.23475070478435886
3090,4076,-11026,4,14,18,22.22,-0.015294444444444444,18.11111111111111,0.25121335537000666
3094,4069,-14819,8,14,22,36.36,-0.011695454545454547,19.181818181818183,0.2144461563910965
3130,5369,631,2,5,7,28.57,0.0011285714285714271,15.857142857142858,0.19492999772244843
3138,0,0,0,0,0,0.0,,,
3149,1947,-13927,4,7,11,36.36,-0.0032818181818181826,21.363636363636363,0.3016286001044582
3164,3925,-13775,8,12,20,40.0,-0.006765,22.4,0.20742470725342627
3167,2968,-10218,4,7,11,36.36,-0.014627272727272727,21.545454545454547,0.2102587265332996
3189,9507,22493,10,7,17,58.82,0.021805882352941175,17.823529411764707,0.18403739130823005
3209,1746,-1346,7,6,13,53.85,-0.0035153846153846164,15.615384615384615,0.24799121689424247
3229,3195,-6405,8,18,26,30.77,-0.01711923076923077,14.923076923076923,0.2586654827967331
3231,3964,2386,9,11,20,45.0,0.006885,15.7,0.2304209656083124
3257,4121,-19321,4,9,13,30.77,-0.033538461538461545,18.307692307692307,0.24510575431783926
3266,1001,-4751,3,5,8,37.5,-0.0198375,16.125,0.16129641454889282
3296,2966,-10566,8,13,21,38.1,-0.01880952380952381,18.857142857142858,0.27605527061991647
3305,4196,13554,9,7,16,56.25,0.0264,22.375,0.24762232293879988
3308,974,-10864,2,10,12,16.67,-0.05061666666666665,12.083333333333334,0.21404468112798947
3311,5402,-19552,5,10,15,33.33,-0.015619999999999998,16.133333333333333,0.2571598808659156
3312,1103,1087,5,9,14,35.71,0.007985714285714285,19.857142857142858,0.27363160591662405
3321,530,-3380,2,5,7,28.57,-0.03605714285714286,19.428571428571427,0.35334924814826063
3338,4537,-8487,7,9,16,43.75,0.0031062499999999988,17.375,0.2548868700882777
3346,3280,-15430,4,7,11,36.36,-0.03289090909090909,15.0,0.3044951536704097
3356,8431,-5981,7,10,17,41.18,0.0019352941176470576,19.058823529411764,0.25487948854087533
3376,8115,-101915,3,10,13,23.08,-0.06063076923076923,15.846153846153847,0.2501770979524562
3380,1743,257,6,7,13,46.15,0.020946153846153844,18.23076923076923,0.2554328715855126
3383,1489,-13069,2,11,13,15.38,-0.06892307692307692,11.538461538461538,0.2751485898091542
3406,27285,405115,12,6,18,66.67,0.0782777777777778,22.944444444444443,0.32946352630916775
3413,7050,-16550,2,4,6,33.33,-0.00995,24.333333333333332,0.2826414467752147
3416,2494,-8194,1,5,6,16.67,-0.01915,14.333333333333334,0.19612964852411005
3419,1985,-6335,7,11,18,38.89,-0.013444444444444446,12.833333333333334,0.27693561302098296
3432,706,-1306,1,6,7,14.29,-0.013085714285714284,11.285714285714286,0.2062241185198996
3437,1951,-20751,4,9,13,30.77,-0.04823846153846153,16.846153846153847,0.3329992839995594
3443,11740,31060,7,5,12,58.33,0.016708333333333332,17.416666666666668,0.38023480199207477
3450,9347,-23197,9,11,20,45.0,-0.011625,9.95,0.21490442900827103
3454,6843,-32893,5,11,16,31.25,-0.03623124999999999,11.6875,0.18221212991151206
3481,1292,2068,5,7,12,41.67,0.019433333333333334,16.333333333333332,0.18472954653591522
3494,2479,-17399,9,14,23,39.13,-0.026047826086956525,21.26086956521739,0.292151856378004
3501,2257,543,5,4,9,55.56,-0.0007444444444444427,21.333333333333332,0.29276948965864386
3504,10951,-22501,13,14,27,48.15,0.006188888888888888,18.185185185185187,0.2838416225386403
3515,6386,-68486,3,9,12,25.0,-0.03829166666666666,18.666666666666668,0.30717879833321854
3518,5847,-37597,8,17,25,32.0,-0.023312,17.16,0.27684784165900317
3528,165,-1165,0,1,1,0.0,-0.04,14.0,0.09238378174590678
3530,796,-4206,2,5,7,28.57,-0.014457142857142854,8.571428571428571,0.44839994489552326
3532,8131,15269,6,10,16,37.5,0.009843749999999998,14.0625,0.22544430661781187
3533,16994,81556,4,11,15,26.67,0.0008600000000000002,18.2,0.2791188749898423
3535,2485,-12995,8,14,22,36.36,-0.008022727272727272,16.727272727272727,0.25400412556686836
3536,371,-3771,1,4,5,20.0,-0.04426,12.2,0.3172380944749663
3543,1304,-414,3,3,6,50.0,0.08268333333333334,17.666666666666668,0.19763523767155533
3545,5030,420,11,11,22,50.0,-0.0010863636363636338,20.681818181818183,0.2877764235377823
3550,1086,674,6,6,12,50.0,0.010900000000000002,17.5,0.2513588273520438
3557,894,-17184,4,6,10,40.0,-0.04144,16.4,0.3191442804547839
3563,5494,1006,4,1,5,80.0,0.04056,27.8,0.20630737103382155
3576,2473,-1343,9,13,22,40.91,0.007086363636363633,20.818181818181817,0.26036962383461454
3583,5234,1766,7,7,14,50.0,0.004592857142857143,16.857142857142858,0.19126704514821347
3588,4375,1925,4,6,10,40.0,-0.009240000000000002,17.2,0.21351380218725816
3591,1715,-8475,7,6,13,53.85,0.02671538461538462,22.615384615384617,0.27682629082801874
3593,2017,1233,8,10,18,44.44,0.02769444444444445,18.61111111111111,0.23951174702107808
3596,4483,33267,6,7,13,46.15,0.057315384615384615,20.76923076923077,0.2114122720993571
3605,4450,-16200,5,13,18,27.78,0.002161111111111114,15.833333333333334,0.20713447508945612
3607,3171,-9771,4,11,15,26.67,-0.024273333333333334,13.2,0.20608571032849854
3617,2955,5945,4,3,7,57.14,0.010399999999999998,25.0,0.14278461304820464
3622,1963,-16253,3,9,12,25.0,-0.027291666666666662,22.666666666666668,0.2667951784177085
3645,2733,-8383,5,8,13,38.46,-0.02193846153846154,18.615384615384617,0.2854559790256417
3653,10047,43553,3,8,11,27.27,0.0017727272727272743,18.09090909090909,0.22464479365801876
3661,12696,39554,1,4,5,20.0,0.06561999999999998,20.6,0.4750781096207943
3665,10773,1727,4,7,11,36.36,-0.008354545454545455,19.454545454545453,0.2159661113129718
3669,2291,-1441,7,5,12,58.33,0.03497499999999999,25.583333333333332,0.2106019002340386
3673,20327,-102377,7,12,19,36.84,-0.013915789473684211,12.210526315789474,0.20353072978941747
3679,4512,-3212,4,7,11,36.36,-0.0036909090909090906,20.272727272727273,0.15870759398933154
3682,918,-258,5,8,13,38.46,0.005030769230769232,21.923076923076923,0.1975433916012284
3686,2757,-30187,6,17,23,26.09,-0.027152173913043476,17.434782608695652,0.2810154099500595
3694,1516,8134,7,6,13,53.85,0.030261538461538465,24.153846153846153,0.24495543107354212
3701,103,-583,0,2,2,0.0,-0.07555,14.5,0.4925733383801473
3702,2560,-5410,6,7,13,46.15,0.0026538461538461533,17.384615384615383,0.217157713634178
3703,874,5386,7,3,10,70.0,0.04578,27.2,0.17320776872371538
3704,1384,-11184,2,11,13,15.38,-0.04376153846153847,16.076923076923077,0.1656069147417512
3705,879,1671,2,1,3,66.67,0.010933333333333331,34.0,0.16120012137424675
3706,1122,3728,5,2,7,71.43,0.020785714285714286,20.428571428571427,0.21890170379711973
3708,3026,-3226,3,3,6,50.0,-0.005816666666666665,21.166666666666668,0.17133875591936254
3711,1796,2204,1,3,4,25.0,-0.008,10.25,0.19347978191584075
3712,879,22421,3,2,5,60.0,0.31244,21.4,0.2646448544155354
3714,1265,-13465,1,2,3,33.33,-0.058133333333333335,6.333333333333333,0.15349023035222623
4104,1336,2964,1,3,4,25.0,0.00935,18.75,0.26252295253346347
4106,3361,-18861,7,12,19,36.84,-0.03168421052631578,13.947368421052632,0.1952951356591096
4108,2446,2504,5,11,16,31.25,0.008787500000000004,18.3125,0.18456313168315874
4119,5930,6070,9,8,17,52.94,0.005852941176470587,15.470588235294118,0.21079574625554864
4133,5137,-42437,5,11,16,31.25,-0.03744375,11.875,0.18584182342721767
4137,12760,-56760,3,8,11,27.27,-0.019890909090909088,15.545454545454545,0.2099932854743625
4142,2710,-10160,3,10,13,23.08,-0.00866923076923077,17.692307692307693,0.1631265444977542
4155,3317,3073,7,8,15,46.67,0.01845333333333333,18.8,0.171099116899252
4164,2477,10323,5,2,7,71.43,0.04208571428571429,33.857142857142854,0.2442641182464767
4190,7633,-20733,6,8,14,42.86,-0.01300714285714286,16.214285714285715,0.2091459030587704
4306,1528,2752,9,7,16,56.25,0.00876875,14.75,0.17564233968177703
4414,375,-1415,1,5,6,16.67,0.02126666666666667,19.0,0.29545410383481213
4426,4912,7358,8,10,18,44.44,-0.020316666666666667,16.88888888888889,0.17657943073834337
4438,3395,-10395,1,3,4,25.0,-0.012700000000000003,15.0,0.1421471750187972
4439,3275,-7275,1,3,4,25.0,0.0004750000000000032,20.75,0.18596192162311875
4526,2960,7790,9,6,15,60.0,0.011213333333333332,26.8,0.14617716182717425
4532,1473,-3793,5,8,13,38.46,0.00600769230769231,21.46153846153846,0.2449390032148659
4536,4263,-12363,1,5,6,16.67,-0.013866666666666668,15.5,0.10838058083156284
4540,1144,1436,3,2,5,60.0,0.00676,13.6,0.17821845508450007
