代號,總成本,總損益(淨),獲利次數,損失次數,總交易次數,勝率%,平均報酬,平均持倉時間(日),平均帶寬
1598,1361,8439,2,1,3,66.67,0.05446666666666666,29.0,0.2230548094719668
1603,454,-1904,3,5,8,37.5,-0.0341625,15.25,0.22014068317691843
1604,556,6534,6,2,8,75.0,0.07375,25.0,0.2267853993329487
1605,1450,4620,10,8,18,55.56,0.026794444444444447,25.5,0.18911011226686825
1608,1189,-7219,3,14,17,17.65,-0.03902352941176471,15.823529411764707,0.21190207802385108
1609,877,-3247,6,8,14,42.86,-0.021935714285714284,20.928571428571427,0.188889027095281
1611,404,1246,3,3,6,50.0,0.018849999999999995,23.5,0.1664504192368618
1612,712,1358,6,3,9,66.67,0.009399999999999999,17.0,0.2049123209480901
1614,116,-1116,0,1,1,0.0,-0.0542,7.0,0.14995352853365418
1615,1009,2491,6,6,12,50.0,0.013375,18.0,0.2283927425037998
1616,987,-1577,6,9,15,40.0,0.00018666666666666647,22.733333333333334,0.16340491425575773
1617,624,-1054,4,5,9,44.44,-0.013333333333333332,24.88888888888889,0.1739305422104952
1618,1583,-2803,7,13,20,35.0,-0.00471,16.6,0.2437843841214907
1626,959,-2259,1,5,6,16.67,-0.009866666666666666,16.5,0.17141932005349989
1701,1547,1603,10,6,16,62.5,0.005618749999999999,21.1875,0.1894042128738282
1702,4765,7175,8,16,24,33.33,0.009725,21.625,0.1917142820735247
1707,2665,18485,4,6,10,40.0,0.0397,27.5,0.2258405022669109
1708,248,-548,2,2,4,50.0,-0.02515,19.0,0.17920525526101816
1709,662,738,3,4,7,42.86,0.010942857142857141,15.0,0.13589876217574035
1710,3803,-19953,9,18,27,33.33,-0.025837037037037037,17.185185185185187,0.1900771961322907
1711,1830,-1720,7,10,17,41.18,0.017599999999999998,19.705882352941178,0.22067297641525083
1712,406,244,4,1,5,80.0,0.01566,36.2,0.1782671240013527
1713,717,4083,4,4,8,50.0,0.0344625,24.875,0.26149977748326747
1714,2051,-5141,10,18,28,35.71,-0.019189285714285714,17.571428571428573,0.18402400089282683
1717,3069,11581,12,6,18,66.67,0.019994444444444447,21.5,0.2417758057997964
1718,1094,-4124,8,8,16,50.0,-0.012637500000000001,17.1875,0.18755632570513836
1720,1478,-6228,3,7,10,30.0,-0.019690000000000003,14.1,0.20692388310314264
1721,292,-442,2,3,5,40.0,0.004320000000000002,26.0,0.2325625352216289
1722,3816,11484,5,5,10,50.0,0.034460000000000005,22.0,0.19872716236478574
1723,4274,-4274,2,7,9,22.22,-0.0081,19.666666666666668,0.17937036845202806
1725,1566,2434,7,7,14,50.0,0.01737857142857143,23.428571428571427,0.1769001912720702
1726,783,-6583,0,4,4,0.0,-0.048175,13.5,0.2013568246350701
1727,906,-4256,3,6,9,33.33,-0.02121111111111111,14.333333333333334,0.2606028823689858
1730,158,-1878,0,2,2,0.0,-0.08374999999999999,5.5,0.26840228919711706
1731,1181,-3941,6,8,14,42.86,-0.015478571428571427,12.214285714285714,0.22947471023623742
1732,1396,-10046,4,11,15,26.67,-0.032633333333333334,16.8,0.17001723239358194
1733,3071,-2321,4,9,13,30.77,-0.0024,14.076923076923077,0.21610333790941466
1734,3040,-10140,8,10,18,44.44,-0.01166111111111111,19.72222222222222,0.23467975922539486
1735,653,357,2,6,8,25.0,0.0091375,22.0,0.159732648620482
1736,6653,32097,9,9,18,50.0,0.030127777777777785,25.27777777777778,0.24200241098519473
1737,1713,687,7,6,13,53.85,0.005023076923076922,19.923076923076923,0.24030873503008351
1760,0,0,0,0,0,0.0,,,
1762,3263,2137,6,6,12,50.0,0.00015833333333333267,19.416666666666668,0.1572782173454683
1773,5170,1330,6,5,11,54.55,0.009163636363636363,21.181818181818183,0.13711903909558104
1776,341,-1541,1,2,3,33.33,-0.0229,7.0,0.12280401369626597
1783,1534,-4184,3,6,9,33.33,-0.007977777777777782,20.555555555555557,0.21983928926114257
1786,2866,-1216,2,6,8,25.0,0.020775000000000002,17.5,0.32955546167953875
1789,3716,-8766,7,7,14,50.0,-0.017264285714285715,19.071428571428573,0.16600089606115961
1795,6883,-20083,6,11,17,35.29,-0.016523529411764704,18.294117647058822,0.30400912395804364
1802,2255,-6565,7,9,16,43.75,-0.0018812499999999992,18.625,0.25843624668516973
1805,138,-568,0,3,3,0.0,-0.08043333333333334,20.333333333333332,0.3372835491147866
1806,95,5,1,1,2,50.0,0.0005500000000000019,20.0,0.311135532704059
1808,0,0,0,0,0,0.0,,,
1809,945,4905,9,3,12,75.0,0.020708333333333332,25.083333333333332,0.23043590509583378
1810,59,-519,0,1,1,0.0,-0.0769,21.0,0.08766117023683817
1817,966,1334,3,2,5,60.0,0.01184,20.6,0.27717935859327864
1903,2380,-6880,4,5,9,44.44,-0.006544444444444441,21.0,0.20189671423115546
1904,642,-742,5,4,9,55.56,0.00511111111111111,17.22222222222222,0.22811017741351003
1905,1229,-9059,3,11,14,21.43,-0.04205000000000001,14.714285714285714,0.23622270708230472
1906,46,-276,0,1,1,0.0,-0.1249,5.0,0.8632492731718591
1907,2002,10498,8,11,19,42.11,0.04209473684210526,27.31578947368421,0.22145906373642915
1909,1274,-6404,3,12,15,20.0,-0.020506666666666663,15.533333333333333,0.2573603053298359
2002,1581,-2931,5,5,10,50.0,-0.005529999999999999,21.6,0.21958763891228134
2006,2249,-99,8,6,14,57.14,0.012978571428571426,20.857142857142858,0.23339313589358499
2007,556,7254,5,5,10,50.0,0.16754000000000002,26.0,0.38712266166729536
2008,882,-1312,4,10,14,28.57,-0.008178571428571427,13.571428571428571,0.22326420942765265
2009,2079,-5759,8,13,21,38.1,0.007047619047619043,16.80952380952381,0.2467894870669161
2010,1148,-1938,5,8,13,38.46,-0.0061,14.538461538461538,0.21745712005102386
2012,328,742,3,2,5,60.0,0.021700000000000004,27.8,0.3183856146066339
2013,2505,9195,8,8,16,50.0,0.027956250000000002,20.25,0.20027116369030795
2014,495,1255,3,3,6,50.0,0.015066666666666667,14.0,0.2578885297259397
2015,2075,3925,4,4,8,50.0,0.01005,11.0,0.22372885597581824
2017,324,1616,2,3,5,40.0,0.047060000000000005,10.8,0.33941717582411235
2020,652,498,4,3,7,57.14,0.007628571428571429,22.428571428571427,0.19517878920006826
2022,540,360,4,5,9,44.44,0.008011111111111111,15.555555555555555,0.2900789372660071
2023,1297,1323,8,6,14,57.14,0.016714285714285716,25.571428571428573,0.19243804613234422
2024,370,100,1,6,7,14.29,-0.018685714285714288,13.428571428571429,0.3714535265373976
2025,1588,-3788,10,18,28,35.71,-0.036064285714285715,17.642857142857142,0.3037291321712319
2027,64,586,1,0,1,100.0,0.0792,33.0,0.1521369784136708
2028,153,-1393,0,3,3,0.0,-0.11376666666666667,10.333333333333334,0.5603511149789505
2029,1293,-6043,2,5,7,28.57,-0.01125714285714286,14.857142857142858,0.2620518914260468
2030,1475,-16815,1,14,15,6.67,-0.05635333333333334,15.8,0.22010133458731088
2031,1769,-15719,4,10,14,28.57,-0.03439285714285714,16.071428571428573,0.2716869022193375
2032,1356,-9016,3,10,13,23.08,-0.03129230769230769,18.46153846153846,0.29911040042213494
2033,839,-6009,3,8,11,27.27,-0.03688181818181818,13.727272727272727,0.29132804816258756
2034,2164,6636,8,8,16,50.0,0.02008125,26.5625,0.1929727985204447
2038,652,1398,2,4,6,33.33,0.03586666666666666,29.166666666666668,0.20142368585983653
2049,18171,-98971,5,9,14,35.71,-0.022635714285714283,16.571428571428573,0.231315142750441
2059,7990,100510,5,4,9,55.56,0.10593333333333332,18.22222222222222,0.2389904106088493
2062,3608,-2108,7,9,16,43.75,0.01306875,18.4375,0.25886025776900684
2069,407,-5157,0,4,4,0.0,-0.075875,17.75,0.1641590057869851
2101,58,-1158,0,1,1,0.0,-0.162,6.0,0.2837222028932447
2102,1529,-5029,7,8,15,46.67,-0.010399999999999998,21.733333333333334,0.22333672834924168
2103,3324,-524,9,9,18,50.0,0.01115555555555555,24.333333333333332,0.21333943165320868
2104,73,1277,1,0,1,100.0,0.1316,73.0,0.13255144120498974
2105,5462,-6712,9,11,20,45.0,-0.006264999999999998,17.95,0.18521181955857324
2106,4352,-12952,8,15,23,34.78,-0.014117391304347823,15.695652173913043,0.17820498270830812
2107,888,-38,5,5,10,50.0,0.0058800000000000015,20.6,0.2335861864836422
2108,2946,-16196,5,12,17,29.41,-0.02042941176470588,19.11764705882353,0.14758699954513227
2109,1290,5550,6,11,18,33.33,0.03572222222222222,28.944444444444443,0.20559200503952788
2114,3589,3611,4,5,9,44.44,-0.00035555555555555476,24.444444444444443,0.1957227160363885
2115,2568,2782,4,6,10,40.0,0.011030000000000002,23.5,0.1961410913980584
2201,4871,129,10,9,19,52.63,-0.0011421052631578946,22.157894736842106,0.20739131154210097
2204,3046,-13846,6,12,18,33.33,-0.02463333333333333,12.055555555555555,0.21252512624476946
2206,1496,1644,6,10,16,37.5,0.001806249999999997,17.4375,0.21660117673887597
2207,24490,139510,9,5,14,64.29,0.022014285714285715,23.5,0.18113676779651736
2208,1872,5178,5,8,13,38.46,0.02658461538461538,19.692307692307693,0.23745900010266338
2227,9762,-46162,2,6,8,25.0,-0.0300625,11.25,0.15149044374219167
2228,3235,-18835,1,5,6,16.67,-0.03061666666666667,28.166666666666668,0.19606966133414686
2231,12067,68933,7,6,13,53.85,0.02797692307692307,19.76923076923077,0.21092003497961406
2233,6678,22772,6,8,14,42.86,0.021599999999999998,18.428571428571427,0.2581220284429297
2236,626,-7526,1,4,5,20.0,-0.06128,17.2,0.34954848925123205
2239,5283,-7883,4,5,9,44.44,0.002122222222222223,14.444444444444445,0.21128107305003535
2241,1222,428,2,2,4,50.0,-0.012,16.5,0.2204473768512346
2243,560,-3960,0,5,5,0.0,-0.0356,6.8,0.20072936516933226
2247,2726,-726,1,1,2,50.0,-0.0017499999999999998,23.0,0.18874400011136627
2301,3006,-4206,6,8,14,42.86,-0.0021285714285714276,26.0,0.19856759621212763
2302,170,380,1,2,3,33.33,0.03133333333333333,15.666666666666666,0.19751644738522414
2303,1065,-115,4,5,9,44.44,-0.000822222222222223,17.333333333333332,0.19008156311773974
2305,62,-862,0,1,1,0.0,-0.1077,12.0,0.31026891534271583
2308,10854,6246,7,7,14,50.0,-0.0026214285714285706,12.5,0.16135352022809576
2312,1459,1101,11,9,20,55.0,0.003454999999999999,19.0,0.17070956071832075
2313,3269,-5049,14,13,27,51.85,0.0025,17.11111111111111,0.19957742295854497
2314,965,1295,5,6,11,45.45,0.05690909090909091,15.636363636363637,0.23856069067373953
2316,949,-4149,4,7,11,36.36,-0.024554545454545454,16.0,0.22264489447345434
2317,9082,-182,6,9,15,40.0,-0.008886666666666666,14.133333333333333,0.13141661379804023
2321,1476,-4626,6,18,24,25.0,-0.04294583333333333,13.75,0.22677430135414958
2323,1357,-247,11,10,21,52.38,-0.004299999999999999,17.19047619047619,0.22056007834807045
2324,2471,-4221,8,8,16,50.0,-0.004787500000000002,13.9375,0.18734324019733717
2327,913,7597,7,5,12,58.33,0.04034166666666666,20.25,0.2783220320116487
2328,5219,-19219,12,18,30,40.0,-0.008533333333333335,15.433333333333334,0.2523153424003182
2329,0,0,0,0,0,0.0,,,
2330,3773,-15073,4,6,10,40.0,-0.020089999999999997,12.0,0.1430700126411066
2331,1078,-478,5,4,9,55.56,0.029166666666666667,18.444444444444443,0.21983773857932015
2332,3198,-1878,10,12,22,45.45,0.02091818181818182,17.545454545454547,0.2302589219300761
2337,348,-2238,2,4,6,33.33,-0.04973333333333333,19.666666666666668,0.34758840453514983
2338,947,3103,8,2,10,80.0,0.018779999999999998,15.6,0.1895837777119677
2340,600,-2040,2,6,8,25.0,-0.022262499999999998,14.625,0.2979460006456425
2342,111,229,1,1,2,50.0,0.01815,11.5,0.31154454964088774
2344,1847,-2177,10,13,23,43.48,-0.003908695652173913,17.82608695652174,0.2272002723488141
2345,4073,-37373,6,10,16,37.5,-0.013399999999999999,16.1875,0.19306651795277688
2347,770,3730,3,0,3,100.0,0.0309,20.666666666666668,0.15013155084397067
2348,0,0,0,0,0,0.0,,,
2349,2086,-1436,15,19,34,44.12,-0.005808823529411763,19.264705882352942,0.2773816975712189
2351,5455,-24405,10,8,18,55.56,0.007272222222222223,22.27777777777778,0.21770339141341624
2352,1869,-7499,8,11,19,42.11,-0.022994736842105262,13.263157894736842,0.2526085144394628
2353,1232,-10532,2,4,6,33.33,-0.007483333333333332,10.166666666666666,0.23699775339276133
2354,16543,-17643,9,11,20,45.0,-0.013849999999999998,16.0,0.18810341330884708
2355,6587,-9237,12,20,32,37.5,-0.008821874999999998,13.5,0.1934671501236212
2356,1533,-10983,5,9,14,35.71,-0.038985714285714276,17.285714285714285,0.229733883638509
2357,3664,-25414,2,7,9,22.22,-0.04156666666666667,14.666666666666666,0.2393421436100491
2358,43,-163,0,1,1,0.0,-0.1567,10.0,0.2623064880960779
2359,400,-4400,1,3,4,25.0,-0.05814999999999999,12.0,0.23951050296094295
2360,10320,13980,11,7,18,61.11,0.016372222222222222,21.11111111111111,0.2129182554572418
2362,3604,546,7,12,19,36.84,0.010889473684210525,15.736842105263158,0.20586871400980664
2363,1039,-1039,4,5,9,44.44,0.006544444444444444,15.555555555555555,0.25887379062984395
2364,225,-435,2,2,4,50.0,-0.003050000000000004,17.5,0.3612801309827322
2365,793,3757,3,1,4,75.0,0.027625,22.0,0.23591045239283187
2367,2685,3385,14,13,27,51.85,0.00433703703703704,16.48148148148148,0.21628959342450513
2368,2461,-4321,7,14,21,33.33,0.007823809523809525,16.952380952380953,0.2521777040743099
2369,1790,-1280,10,11,21,47.62,0.0030857142857142867,15.666666666666666,0.2012096843856085
2371,752,518,6,4,10,60.0,0.013420000000000001,18.6,0.24655671142440413
2373,0,0,0,0,0,0.0,,,
2374,3423,-7273,10,16,26,38.46,-0.0037615384615384616,17.76923076923077,0.23941290614003388
2375,418,-2358,3,4,7,42.86,-0.023028571428571433,16.857142857142858,0.3191011333057527
2376,3065,-7065,5,7,12,41.67,-0.011924999999999998,17.5,0.21213603128135103
2377,6355,-26105,8,17,25,32.0,-0.02112,17.0,0.21205510271781564
2379,16356,-9806,6,10,16,37.5,0.004106250000000003,17.6875,0.2606868450536168
2380,1452,1878,7,9,16,43.75,-0.0006625000000000003,19.8125,0.24541274912775377
2382,4953,6597,8,6,14,57.14,0.0061,22.357142857142858,0.18099400561870707
2383,1060,-6680,2,9,11,18.18,-0.03810909090909091,12.909090909090908,0.24481719935242052
2385,4597,-20497,6,7,13,46.15,-0.022861538461538457,19.76923076923077,0.2297470383477075
2387,3124,-7024,9,12,21,42.86,0.0012857142857142876,15.571428571428571,0.181184685131097
2388,919,-4419,2,4,6,33.33,-0.024500000000000004,19.666666666666668,0.20490332831308164
2390,2060,-20,10,13,23,43.48,0.020139130434782607,20.695652173913043,0.19501952608477424
2392,9222,-30822,10,16,26,38.46,-0.012634615384615385,15.692307692307692,0.24051224715197522
2393,5899,-6549,6,11,17,35.29,-0.002741176470588234,15.529411764705882,0.26446712229854114
2395,13407,-36107,3,11,14,21.43,-0.022385714285714287,15.071428571428571,0.16255481940789812
2397,2065,-2065,3,6,9,33.33,0.007533333333333332,17.555555555555557,0.1675883079173093
2399,2074,-12814,6,16,22,27.27,-0.023986363636363636,18.727272727272727,0.3079797885199152
2401,2535,1505,7,9,16,43.75,-0.0059375,16.0625,0.2501840459923893
2402,3070,5380,13,11,24,54.17,0.014666666666666666,18.625,0.2348618592968086
2404,1426,-7476,3,5,8,37.5,-0.0349625,11.75,0.15516357649926146
2405,2709,-18159,8,22,30,26.67,-0.038386666666666666,15.433333333333334,0.26571386822164045
2406,1033,4357,5,10,15,33.33,0.04762,18.466666666666665,0.2873699704777559
2408,753,-9713,1,8,9,11.11,-0.08375555555555556,11.777777777777779,0.42837718800744135
2409,2862,4238,10,8,18,55.56,0.02361111111111111,17.833333333333332,0.20077629098474503
2412,0,0,0,0,0,0.0,,,
2413,1718,-7718,6,13,19,31.58,-0.029415789473684208,17.473684210526315,0.25164739155931687
2414,683,217,4,4,8,50.0,0.0008500000000000001,21.625,0.17735453342233537
2415,2755,-7185,12,17,29,41.38,-0.010382758620689657,18.75862068965517,0.23900786240019767
