EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2014-01-16,2014-05-13,68.9,68.3,98,97,0,205,400,117,-1000,-0.0145,69.7,0.0116,68.3,-0.0087,0.3054543350374612
2014-10-30,2014-11-20,45.2,39.5,64,56,0,119,239,21,-5939,-0.1314,45.2,0.0,39.4,-0.1283,0.6630132317982975
2015-06-24,2015-07-13,30.7,28.45,44,41,0,85,170,19,-2420,-0.0788,30.7,0.0,27.0,-0.1205,0.33104464683513446
2015-12-18,2016-01-08,29.75,27.4,42,39,0,82,163,21,-2513,-0.0845,29.75,0.0,26.9,-0.0958,0.3422153716069878
2016-12-15,2016-12-27,32.1,30.7,46,44,0,92,182,12,-1582,-0.0493,32.1,0.0,30.5,-0.0498,0.11548594193189565
2017-04-05,2017-04-12,29.25,28.0,42,40,0,84,166,7,-1416,-0.0484,29.3,0.0017,27.95,-0.0444,0.08722153240715036
2017-05-15,2017-06-12,23.0,23.0,33,33,0,69,135,28,-135,-0.0059,24.0,0.0435,23.0,0.0,0.28621707446132105
2017-07-19,2017-07-24,21.25,22.3,30,32,0,67,129,5,921,0.0433,22.65,0.0659,21.25,0.0,0.20220267241333745
2018-02-22,2018-04-11,22.8,22.7,32,32,0,68,132,48,-232,-0.0102,23.8,0.0439,22.5,-0.0132,0.2988227322410584
2019-02-15,2019-03-05,18.2,18.0,26,26,0,54,106,18,-306,-0.0168,18.5,0.0165,18.0,-0.011,0.11625188249412899
2019-08-12,2019-08-14,15.1,14.6,22,21,0,44,87,2,-587,-0.0389,15.1,0.0,14.35,-0.0497,0.2335455036457872
2020-11-03,2021-01-22,14.5,13.7,21,20,0,41,82,80,-882,-0.0608,14.7,0.0138,13.65,-0.0586,0.10375651014961518
2021-05-27,2021-06-08,9.64,9.96,20,20,0,30,70,12,250,0.0259,10.35,0.0737,9.64,0.0,0.2806290216005827
2021-12-01,2021-12-17,41.35,71.5,59,102,0,214,375,16,29775,0.7201,77.5,0.8742,41.35,0.0,0.29042197740137166
2022-04-21,2022-04-28,73.0,66.2,104,94,0,199,397,7,-7197,-0.0986,73.0,0.0,64.3,-0.1192,0.3843132727026868
