EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-03-31,2004-04-28,42.6,47.0,61,67,0,141,269,28,4131,0.097,48.2,0.1315,42.6,0.0,0.20313033826449933
2005-01-12,2005-01-18,25.0,24.1,36,34,0,72,142,6,-1042,-0.0417,25.0,0.0,24.0,-0.04,0.12079363644563434
2005-05-10,2005-05-12,20.5,19.05,29,27,0,57,113,2,-1563,-0.0762,20.5,0.0,18.85,-0.0805,0.4222019856084671
2005-11-02,2005-11-08,15.0,12.9,21,20,0,39,80,6,-2180,-0.1453,15.0,0.0,13.3,-0.1133,0.5384903902292502
2006-07-20,2006-08-29,16.0,14.7,23,21,0,44,88,40,-1388,-0.0868,16.0,0.0,14.7,-0.0813,0.13314183628511755
2007-05-07,2007-05-16,28.3,28.8,40,41,0,86,167,9,333,0.0118,29.5,0.0424,28.3,0.0,0.20006742396905497
2007-08-27,2007-09-20,34.8,34.6,50,49,0,104,203,24,-403,-0.0116,36.7,0.0546,34.1,-0.0201,0.38329209107079465
2007-10-29,2007-11-05,32.0,30.0,46,43,0,90,179,7,-2179,-0.0681,32.0,0.0,29.7,-0.0719,0.25624734895043577
2007-11-16,2007-11-28,23.6,22.5,34,32,0,68,134,12,-1234,-0.0523,23.6,0.0,22.2,-0.0593,0.5660960039268577
2008-09-09,2008-09-11,20.0,17.9,28,26,0,54,108,2,-2208,-0.1104,20.0,0.0,17.75,-0.1125,0.26426783586043556
2009-06-23,2009-08-05,17.0,26.8,24,38,0,80,142,43,9658,0.5681,29.3,0.7235,17.0,0.0,0.40944422087341326
2010-05-28,2010-07-01,37.8,38.9,54,55,0,117,226,34,874,0.0231,39.0,0.0317,37.0,-0.0212,0.18973146308237654
2010-08-16,2010-08-31,38.5,36.1,55,51,0,108,214,15,-2614,-0.0679,38.5,0.0,36.6,-0.0494,0.09013678168403683
2010-09-06,2010-09-15,37.4,34.7,53,49,0,104,206,9,-2906,-0.0777,37.4,0.0,34.5,-0.0775,0.15746623786430858
2010-10-25,2010-11-04,33.5,33.0,48,47,0,99,194,10,-694,-0.0207,34.5,0.0299,33.1,-0.0119,0.12143241697013507
2011-08-15,2011-08-23,22.8,21.9,32,31,0,66,129,8,-1029,-0.0451,22.8,0.0,21.4,-0.0614,0.38428326916836686
2013-10-18,2013-11-05,15.95,16.55,23,24,0,50,97,18,503,0.0315,16.8,0.0533,15.95,0.0,0.08312128236947203
2014-02-10,2014-03-04,20.1,20.65,29,29,0,62,120,22,430,0.0214,20.9,0.0398,20.1,0.0,0.13954564128872238
2014-04-18,2014-04-28,21.55,18.85,31,27,0,57,115,10,-2815,-0.1306,21.55,0.0,19.6,-0.0905,0.14941933585807643
2015-05-14,2015-06-02,26.4,26.6,38,38,0,80,156,19,44,0.0017,27.35,0.036,26.4,0.0,0.193834637684557
2015-11-19,2015-11-26,27.75,25.95,40,37,0,78,155,7,-1955,-0.0705,27.75,0.0,25.65,-0.0757,0.11693999714415959
2016-04-28,2016-05-03,26.5,25.05,38,36,0,75,149,5,-1599,-0.0603,26.5,0.0,25.4,-0.0415,0.12883248024668115
2016-11-14,2016-11-18,23.05,22.9,33,33,0,69,135,4,-285,-0.0124,23.05,0.0,22.65,-0.0174,0.08418499997341988
2018-05-02,2018-05-30,27.05,28.5,39,41,0,86,166,28,1284,0.0475,29.25,0.0813,27.05,0.0,0.14657379179709396
2019-10-03,2019-10-09,40.55,42.7,58,61,0,128,247,6,1903,0.0469,43.75,0.0789,40.55,0.0,0.141797288725394
2021-05-20,2021-06-07,61.4,71.3,87,102,0,214,403,18,9497,0.1547,73.2,0.1922,61.4,0.0,0.33742923668117775
