EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-08-14,2003-08-26,19.1,18.0,27,26,0,54,107,12,-1207,-0.0632,19.1,0.0,18.0,-0.0576,0.3358701611315831
2004-02-27,2004-03-03,21.6,22.0,31,31,0,66,128,5,272,0.0126,22.4,0.037,21.6,0.0,0.11518814313380665
2004-06-24,2004-06-29,14.4,13.3,21,20,0,40,81,5,-1181,-0.082,14.4,0.0,13.35,-0.0729,0.27588445906330694
2005-01-18,2005-03-08,10.8,11.1,20,20,0,33,73,49,227,0.021,11.55,0.0694,10.8,0.0,0.1576537515550298
2007-05-08,2007-08-22,25.35,23.9,36,34,0,72,142,106,-1592,-0.0628,25.35,0.0,23.55,-0.071,0.23600513568469572
2007-11-19,2007-12-14,20.5,20.0,29,28,0,60,117,25,-617,-0.0301,21.65,0.0561,20.4,-0.0049,0.5609444467656497
2007-12-26,2008-01-17,18.3,17.9,26,26,0,54,106,22,-506,-0.0277,18.3,0.0,17.4,-0.0492,0.2651450201372201
2008-06-27,2008-07-21,10.45,9.32,20,20,0,28,68,24,-1198,-0.1146,10.45,0.0,9.3,-0.11,0.5735435926407586
2009-01-06,2009-01-19,8.45,7.83,20,20,0,23,63,13,-683,-0.0808,8.45,0.0,7.81,-0.0757,0.30927107933662823
2009-03-06,2011-11-22,7.72,7.95,20,20,0,24,64,991,166,0.0215,8.3,0.0751,7.72,0.0,0.10704863383065732
2012-11-08,2012-11-22,6.4,6.15,20,20,0,18,58,14,-308,-0.0481,6.42,0.0031,6.03,-0.0578,0.2819828939803406
2015-05-07,2015-05-12,14.3,13.2,20,20,0,40,80,5,-1180,-0.0825,14.35,0.0035,13.6,-0.049,0.20772784867648775
2015-07-17,2015-07-29,12.85,12.25,20,20,0,37,77,12,-677,-0.0527,12.85,0.0,12.1,-0.0584,0.12039992954562084
2016-01-20,2016-02-15,13.45,13.9,20,20,0,42,82,26,368,0.0274,14.1,0.0483,13.45,0.0,0.2310610285199317
2019-06-13,2019-07-18,18.8,19.25,27,27,0,58,112,35,338,0.018,19.85,0.0559,18.8,0.0,0.13087762146710236
2019-12-12,2020-01-07,16.65,16.35,24,23,0,49,96,26,-396,-0.0238,16.65,0.0,16.3,-0.021,0.097266961245984
2020-06-03,2020-06-09,13.0,12.8,20,20,0,38,78,6,-278,-0.0214,13.25,0.0192,12.9,-0.0077,0.25233907492485064
