EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-12-06,2005-01-04,15.4,15.8,22,23,0,47,92,29,308,0.02,16.2,0.0519,15.4,0.0,0.26329788487815153
2006-11-10,2006-11-15,16.9,17.05,24,24,0,51,99,5,51,0.003,17.25,0.0207,16.6,-0.0178,0.11199427241162074
2009-06-22,2009-06-26,8.35,8.99,20,20,0,27,67,4,573,0.0686,9.2,0.1018,8.35,0.0,0.2800427803996286
2011-02-16,2011-02-24,24.95,23.45,36,33,0,70,139,8,-1639,-0.0657,25.0,0.002,22.85,-0.0842,0.13640603066947543
2011-11-16,2011-11-21,17.1,16.85,24,24,0,51,99,5,-349,-0.0204,17.3,0.0117,16.85,-0.0146,0.11018637039925094
2014-10-01,2014-10-03,18.2,18.7,26,27,0,56,109,2,391,0.0215,18.9,0.0385,18.15,-0.0027,0.058344638480177125
2015-01-23,2015-02-25,16.8,17.0,24,24,0,51,99,33,101,0.006,17.15,0.0208,16.75,-0.003,0.08652238224415831
2016-01-19,2016-01-21,12.6,13.1,20,20,0,39,79,2,421,0.0334,13.45,0.0675,12.6,0.0,0.11062865452157666
2016-10-05,2016-10-12,20.1,19.1,29,27,0,57,113,7,-1113,-0.0554,20.1,0.0,17.95,-0.107,0.10721869172704324
2017-05-03,2017-05-10,24.55,25.55,35,36,0,77,148,7,852,0.0347,26.1,0.0631,24.55,0.0,0.14232173002525594
2019-05-06,2019-05-08,31.0,30.65,44,44,0,92,180,2,-530,-0.0171,31.0,0.0,30.7,-0.0097,0.03645070119857641
2019-05-16,2019-05-29,30.25,31.15,43,44,0,93,180,13,720,0.0238,31.8,0.0512,30.15,-0.0033,0.07865962464021403
2020-03-26,2020-04-10,29.25,32.55,42,46,0,98,186,15,3114,0.1065,32.75,0.1197,29.25,0.0,0.24578087031035567
