EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-06-09,2004-06-15,9.6,9.0,20,20,0,27,67,6,-667,-0.0695,9.6,0.0,8.95,-0.0677,0.2680965492701768
2005-04-25,2005-05-04,7.0,6.63,20,20,0,20,60,9,-430,-0.0614,7.0,0.0,6.6,-0.0571,0.22420125809760694
2006-05-15,2006-05-29,16.8,16.15,24,23,0,48,95,14,-745,-0.0443,16.9,0.006,16.0,-0.0476,0.1394605810679026
2008-02-12,2008-02-21,10.0,11.1,20,20,0,33,73,9,1027,0.1027,11.1,0.11,10.0,0.0,0.23041939466056527
2011-03-22,2011-04-22,32.7,33.2,47,47,0,100,194,31,306,0.0094,33.5,0.0245,32.6,-0.0031,0.20846216064701983
2012-10-18,2012-10-26,29.35,28.55,42,41,0,86,169,8,-969,-0.033,29.35,0.0,28.55,-0.0273,0.09422573664437461
2013-06-19,2013-06-24,28.0,26.6,40,38,0,80,158,5,-1558,-0.0556,28.0,0.0,26.35,-0.0589,0.0334431422574184
2016-10-14,2016-10-28,81.4,90.1,116,128,0,270,514,14,8186,0.1006,90.9,0.1167,81.4,0.0,0.13765019363133968
2019-11-14,2019-12-19,125.0,125.0,178,178,0,375,731,35,-731,-0.0058,127.0,0.016,124.0,-0.008,0.1382617414859837
2020-08-25,2020-08-28,175.0,174.0,249,248,0,522,1019,3,-2019,-0.0115,183.5,0.0486,174.0,-0.0057,0.10588352259483558
2022-01-18,2022-02-24,268.0,285.0,382,406,0,855,1643,37,15357,0.0573,288.0,0.0746,268.0,0.0,0.09813223066525589
