EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-08-23,2004-09-01,12.45,13.5,20,20,0,40,80,9,970,0.0779,13.8,0.1084,12.45,0.0,0.23743596383195875
2013-03-12,2013-03-26,11.3,12.0,20,20,0,36,76,14,624,0.0552,12.05,0.0664,11.3,0.0,0.1305128423362083
2013-11-13,2013-11-15,11.0,11.1,20,20,0,33,73,2,27,0.0025,11.1,0.0091,10.9,-0.0091,0.040360015060877164
2018-07-16,2018-08-10,18.3,19.95,26,28,0,60,114,25,1536,0.0839,19.8,0.082,18.3,0.0,0.13856768063628877
2018-12-24,2018-12-27,19.5,19.45,28,28,0,58,114,3,-164,-0.0084,19.5,0.0,19.4,-0.0051,0.047569222071609074
2019-05-09,2019-05-22,23.9,24.0,34,34,0,72,140,13,-40,-0.0017,24.2,0.0126,23.75,-0.0063,0.054438075192665636
2020-03-23,2020-03-26,16.5,16.6,24,24,0,50,98,3,2,0.0001,17.25,0.0455,16.5,0.0,0.19273890864370813
2020-06-03,2020-06-05,17.7,17.8,25,25,0,53,103,2,-3,-0.0002,18.0,0.0169,17.7,0.0,0.04960575817269519
2021-08-30,2021-09-01,32.2,34.3,46,49,0,103,198,2,1902,0.0591,34.55,0.073,31.4,-0.0248,0.18280229413642846
2021-10-08,2021-11-03,29.05,29.35,41,42,0,88,171,26,129,0.0044,29.95,0.031,28.9,-0.0052,0.19049261238142523
