EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2014-08-22,2014-09-23,17.53,15.77,25,22,0,47,94,32,-1854,-0.1058,17.53,0.0,15.77,-0.1004
2014-11-13,2015-08-05,14.15,12.31,20,20,0,37,77,265,-1917,-0.1355,14.15,0.0,11.97,-0.1541
2015-08-07,2015-10-23,13.1,14.49,20,21,0,43,84,77,1306,0.0997,14.49,0.1061,13.1,0.0
2016-09-09,2017-05-04,17.89,16.0,25,23,0,48,96,237,-1986,-0.111,17.89,0.0,16.0,-0.1056
2018-10-18,2018-11-09,17.0,18.2,24,26,0,55,105,22,1095,0.0644,18.75,0.1029,17.0,0.0
2022-03-02,2022-06-24,46.2,45.05,66,64,0,135,265,114,-1415,-0.0306,46.2,0.0,45.05,-0.0249
